 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
14:00 08.12.2019 	 2,71 	 10 	 14 	 12 	  
13:50 08.12.2019 	 2,63 	 11 	 13 	 8 	  
13:40 08.12.2019 	 2,54 	 9 	 13 	 357 	  
13:30 08.12.2019 	 2,45 	 12 	 16 	 351 	  
13:20 08.12.2019 	 2,36 	 12 	 15 	 355 	  
13:10 08.12.2019 	 2,27 	 7 	 15 	 9 	  
13:00 08.12.2019 	 2,18 	 10 	 15 	 358 	  
12:50 08.12.2019 	 2,09 	 10 	 15 	 359 	  
12:40 08.12.2019 	 2 	 10 	 12 	 360 	  
12:30 08.12.2019 	 1,91 	 12 	 15 	 352 	  
12:20 08.12.2019 	 1,83 	 13 	 16 	 355 	  
12:10 08.12.2019 	 1,75 	 13 	 16 	 354 	  
12:00 08.12.2019 	 1,67 	 14 	 16 	 349 	  
11:50 08.12.2019 	 1,6 	 14 	 17 	 348 	  
11:40 08.12.2019 	 1,53 	 14 	 16 	 344 	  
11:30 08.12.2019 	 1,47 	 13 	 16 	 343 	  
11:20 08.12.2019 	 1,42 	 12 	 15 	 347 	  
11:10 08.12.2019 	 1,37 	 12 	 16 	 343 	  
11:00 08.12.2019 	 1,33 	 11 	 15 	 342 	  
10:50 08.12.2019 	 1,29 	 10 	 13 	 342 	  
10:40 08.12.2019 	 1,26 	 10 	 14 	 347 	  
10:30 08.12.2019 	 1,24 	 8 	 13 	 335 	  
10:20 08.12.2019 	 1,23 	 8 	 11 	 330 	  
10:10 08.12.2019 	 1,23 	 9 	 13 	 345 	  
10:00 08.12.2019 	 1,23 	 9 	 11 	 353 	  
09:50 08.12.2019 	 1,24 	 9 	 13 	 354 	  
09:40 08.12.2019 	 1,25 	 10 	 13 	 353 	  
09:30 08.12.2019 	 1,28 	 11 	 15 	 358 	  
09:20 08.12.2019 	 1,31 	 11 	 15 	 3 	  
09:10 08.12.2019 	 1,35 	 13 	 17 	 1 	  
09:00 08.12.2019 	 1,39 	 13 	 16 	 358 	  
08:50 08.12.2019 	 1,44 	 12 	 16 	 2 	  
08:40 08.12.2019 	 1,5 	 12 	 16 	 1 	  
08:30 08.12.2019 	 1,56 	 11 	 15 	 9 	  
08:20 08.12.2019 	 1,63 	 12 	 17 	 5 	  
08:10 08.12.2019 	 1,7 	 12 	 14 	 1 	  
08:00 08.12.2019 	 1,78 	 11 	 15 	 4 	  
07:50 08.12.2019 	 1,86 	 11 	 16 	 13 	  
07:40 08.12.2019 	 1,94 	 11 	 15 	 13 	  
07:30 08.12.2019 	 2,03 	 6 	 12 	 38 	  
07:20 08.12.2019 	 2,11 	 6 	 19 	 29 	  
07:10 08.12.2019 	 2,2 	 6 	 14 	 23 	  
07:00 08.12.2019 	 2,28 	 2 	 4 	 94 	  
06:50 08.12.2019 	 2,37 	 3 	 7 	 95 	  
06:40 08.12.2019 	 2,45 	 3 	 5 	 59 	  
06:30 08.12.2019 	 2,54 	 3 	 5 	 106 	  
06:20 08.12.2019 	 2,62 	 7 	 15 	 46 	  
06:10 08.12.2019 	 2,7 	 10 	 16 	 3 	  
06:00 08.12.2019 	 2,77 	 3 	 10 	 279 	  
05:50 08.12.2019 	 2,84 	 3 	 4 	 187 	  
05:40 08.12.2019 	 2,91 	 3 	 4 	 176 	  
05:30 08.12.2019 	 2,97 	 3 	 5 	 196 	  
05:20 08.12.2019 	 3,03 	 3 	 4 	 186 	  
05:10 08.12.2019 	 3,08 	 3 	 4 	 185 	  
05:00 08.12.2019 	 3,13 	 3 	 4 	 203 	  
04:50 08.12.2019 	 3,17 	 3 	 4 	 202 	  
04:40 08.12.2019 	 3,2 	 2 	 2 	 196 	  
04:30 08.12.2019 	 3,23 	 2 	 4 	 136 	  
04:20 08.12.2019 	 3,25 	 4 	 5 	 147 	  
04:10 08.12.2019 	 3,27 	 3 	 5 	 179 	  
04:00 08.12.2019 	 3,28 	 3 	 4 	 158 	  
03:50 08.12.2019 	 3,28 	 1 	 2 	 192 	  
03:40 08.12.2019 	 3,27 	 2 	 3 	 128 	  
03:30 08.12.2019 	 3,26 	 3 	 4 	 145 	  
03:20 08.12.2019 	 3,24 	 2 	 3 	 190 	  
03:10 08.12.2019 	 3,21 	 2 	 4 	 159 	  
03:00 08.12.2019 	 3,18 	 4 	 6 	 170 	  
02:50 08.12.2019 	 3,14 	 3 	 4 	 196 	  
02:40 08.12.2019 	 3,09 	 1 	 3 	 320 	  
02:30 08.12.2019 	 3,03 	 3 	 6 	 28 	  
02:20 08.12.2019 	 2,97 	 2 	 6 	 301 	  
02:10 08.12.2019 	 2,91 	 2 	 4 	 344 	  
02:00 08.12.2019 	 2,84 	 3 	 4 	 5 	  
01:50 08.12.2019 	 2,76 	 1 	 4 	 100 	  
01:40 08.12.2019 	 2,68 	 4 	 5 	 144 	  
01:30 08.12.2019 	 2,6 	 5 	 6 	 172 	  
01:20 08.12.2019 	 2,51 	 5 	 6 	 163 	  
01:10 08.12.2019 	 2,42 	 2 	 4 	 137 	  
01:00 08.12.2019 	 2,33 	 4 	 10 	 351 	  
00:50 08.12.2019 	 2,24 	 4 	 10 	 35 	  
00:40 08.12.2019 	 2,15 	 4 	 5 	 46 	  
00:30 08.12.2019 	 2,06 	 5 	 6 	 36 	  
00:20 08.12.2019 	 1,97 	 7 	 9 	 23 	  
00:10 08.12.2019 	 1,89 	 10 	 15 	 14 	  
00:00 08.12.2019 	 1,8 	 12 	 16 	 16 	  
23:50 07.12.2019 	 1,72 	 11 	 16 	 16 	  
23:40 07.12.2019 	 1,64 	 12 	 16 	 12 	  
23:30 07.12.2019 	 1,57 	 12 	 16 	 15 	  
23:20 07.12.2019 	 1,5 	 13 	 16 	 6 	  
23:10 07.12.2019 	 1,44 	 13 	 17 	 9 	  
23:00 07.12.2019 	 1,39 	 13 	 17 	 5 	  
22:50 07.12.2019 	 1,33 	 13 	 16 	 7 	  
22:40 07.12.2019 	 1,29 	 13 	 17 	 9 	  
22:30 07.12.2019 	 1,25 	 14 	 17 	 8 	  
22:20 07.12.2019 	 1,22 	 13 	 16 	 5 	  
22:10 07.12.2019 	 1,2 	 13 	 16 	 7 	  
22:00 07.12.2019 	 1,18 	 13 	 16 	 3 	  
21:50 07.12.2019 	 1,17 	 14 	 16 	 9 	  
21:40 07.12.2019 	 1,17 	 13 	 15 	 8 	  
21:30 07.12.2019 	 1,18 	 13 	 15 	 8 	  
21:20 07.12.2019 	 1,19 	 13 	 16 	 3 	  
21:10 07.12.2019 	 1,21 	 13 	 16 	 359 	  
21:00 07.12.2019 	 1,24 	 13 	 16 	 358 	  
20:50 07.12.2019 	 1,27 	 13 	 15 	 358 	  
20:40 07.12.2019 	 1,31 	 12 	 15 	 356 	  
20:30 07.12.2019 	 1,36 	 13 	 15 	 1 	  
20:20 07.12.2019 	 1,41 	 12 	 15 	 358 	  
20:10 07.12.2019 	 1,47 	 13 	 16 	 357 	  
20:00 07.12.2019 	 1,54 	 13 	 15 	 357 	  
19:50 07.12.2019 	 1,6 	 14 	 16 	 355 	  
19:40 07.12.2019 	 1,68 	 14 	 17 	 354 	  
19:30 07.12.2019 	 1,75 	 15 	 18 	 352 	  
19:20 07.12.2019 	 1,83 	 14 	 18 	 353 	  
19:10 07.12.2019 	 1,91 	 14 	 18 	 354 	  
19:00 07.12.2019 	 1,99 	 14 	 19 	 351 	  
18:50 07.12.2019 	 2,07 	 14 	 17 	 354 	  
18:40 07.12.2019 	 2,16 	 13 	 17 	 351 	  
18:30 07.12.2019 	 2,24 	 13 	 16 	 352 	  
18:20 07.12.2019 	 2,32 	 14 	 17 	 352 	  
18:10 07.12.2019 	 2,4 	 13 	 18 	 347 	  
18:00 07.12.2019 	 2,48 	 13 	 18 	 349 	  
17:50 07.12.2019 	 2,56 	 13 	 18 	 352 	  
17:40 07.12.2019 	 2,63 	 14 	 17 	 354 	  
17:30 07.12.2019 	 2,7 	 13 	 17 	 1 	  
17:20 07.12.2019 	 2,77 	 13 	 15 	 1 	  
17:10 07.12.2019 	 2,83 	 13 	 16 	 2 	  
17:00 07.12.2019 	 2,88 	 12 	 15 	 6 	  
16:50 07.12.2019 	 2,94 	 12 	 15 	 8 	  
16:40 07.12.2019 	 2,99 	 11 	 15 	 14 	  
16:30 07.12.2019 	 3,03 	 8 	 12 	 38 	  
16:20 07.12.2019 	 3,06 	 7 	 9 	 63 	  
16:10 07.12.2019 	 3,1 	 9 	 12 	 66 	  
16:00 07.12.2019 	 3,12 	 11 	 13 	 56 	  
15:50 07.12.2019 	 3,14 	 11 	 14 	 56 	  
15:40 07.12.2019 	 3,15 	 10 	 13 	 65 	  
15:30 07.12.2019 	 3,16 	 8 	 12 	 78 	  
15:20 07.12.2019 	 3,16 	 7 	 10 	 76 	  
15:10 07.12.2019 	 3,15 	 9 	 12 	 71 	  
15:00 07.12.2019 	 3,14 	 11 	 15 	 66 	  
14:50 07.12.2019 	 3,12 	 12 	 15 	 66 	  
14:40 07.12.2019 	 3,09 	 13 	 17 	 68 	  
14:30 07.12.2019 	 3,06 	 13 	 17 	 72 	  
14:20 07.12.2019 	 3,02 	 13 	 16 	 78 	  
14:10 07.12.2019 	 2,98 	 13 	 17 	 77 	  
14:00 07.12.2019 	 2,93 	 14 	 17 	 74 	  
13:50 07.12.2019 	 2,88 	 14 	 17 	 73 	  
13:40 07.12.2019 	 2,82 	 14 	 17 	 70 	  
13:30 07.12.2019 	 2,75 	 14 	 18 	 72 	  
13:20 07.12.2019 	 2,69 	 13 	 18 	 71 	  
13:10 07.12.2019 	 2,62 	 13 	 18 	 72 	  
13:00 07.12.2019 	 2,55 	 13 	 17 	 72 	  
12:50 07.12.2019 	 2,47 	 15 	 19 	 70 	  
12:40 07.12.2019 	 2,4 	 14 	 18 	 69 	  
12:30 07.12.2019 	 2,32 	 14 	 18 	 71 	  
12:20 07.12.2019 	 2,25 	 13 	 18 	 72 	  
12:10 07.12.2019 	 2,17 	 14 	 18 	 70 	  
12:00 07.12.2019 	 2,1 	 12 	 16 	 74 	  
11:50 07.12.2019 	 2,03 	 10 	 14 	 88 	  
11:40 07.12.2019 	 1,96 	 10 	 14 	 89 	  
11:30 07.12.2019 	 1,89 	 10 	 14 	 91 	  
11:20 07.12.2019 	 1,82 	 11 	 16 	 90 	  
11:10 07.12.2019 	 1,76 	 12 	 16 	 90 	  
11:00 07.12.2019 	 1,71 	 12 	 17 	 91 	  
10:50 07.12.2019 	 1,65 	 13 	 18 	 86 	  
10:40 07.12.2019 	 1,61 	 11 	 16 	 82 	  
10:30 07.12.2019 	 1,56 	 13 	 15 	 78 	  
10:20 07.12.2019 	 1,53 	 13 	 17 	 79 	  
10:10 07.12.2019 	 1,49 	 12 	 16 	 82 	  
10:00 07.12.2019 	 1,47 	 11 	 17 	 84 	  
09:50 07.12.2019 	 1,45 	 12 	 16 	 77 	  
09:40 07.12.2019 	 1,43 	 13 	 17 	 71 	  
09:30 07.12.2019 	 1,42 	 13 	 16 	 73 	  
09:20 07.12.2019 	 1,42 	 13 	 17 	 78 	  
09:10 07.12.2019 	 1,42 	 12 	 16 	 82 	  
09:00 07.12.2019 	 1,43 	 11 	 15 	 86 	  
08:50 07.12.2019 	 1,45 	 10 	 14 	 93 	  
08:40 07.12.2019 	 1,47 	 10 	 15 	 93 	  
08:30 07.12.2019 	 1,49 	 12 	 16 	 83 	  
08:20 07.12.2019 	 1,53 	 12 	 16 	 84 	  
08:10 07.12.2019 	 1,56 	 11 	 16 	 82 	  
08:00 07.12.2019 	 1,61 	 11 	 15 	 81 	  
07:50 07.12.2019 	 1,65 	 12 	 16 	 76 	  
07:40 07.12.2019 	 1,7 	 13 	 16 	 74 	  
07:30 07.12.2019 	 1,76 	 12 	 16 	 76 	  
07:20 07.12.2019 	 1,82 	 12 	 15 	 75 	  
07:10 07.12.2019 	 1,88 	 12 	 14 	 78 	  
07:00 07.12.2019 	 1,94 	 10 	 13 	 84 	  
06:50 07.12.2019 	 2,01 	 8 	 12 	 87 	  
06:40 07.12.2019 	 2,08 	 9 	 12 	 90 	  
06:30 07.12.2019 	 2,14 	 9 	 13 	 93 	  
06:20 07.12.2019 	 2,21 	 10 	 13 	 99 	  
06:10 07.12.2019 	 2,28 	 11 	 13 	 80 	  
06:00 07.12.2019 	 2,35 	 10 	 13 	 77 	  
05:50 07.12.2019 	 2,42 	 9 	 13 	 89 	  
05:40 07.12.2019 	 2,48 	 9 	 12 	 91 	  
05:30 07.12.2019 	 2,55 	 10 	 12 	 86 	  
05:20 07.12.2019 	 2,61 	 11 	 13 	 80 	  
05:10 07.12.2019 	 2,67 	 9 	 13 	 86 	  
05:00 07.12.2019 	 2,73 	 9 	 12 	 85 	  
04:50 07.12.2019 	 2,78 	 9 	 12 	 86 	  
04:40 07.12.2019 	 2,83 	 9 	 12 	 86 	  
04:30 07.12.2019 	 2,87 	 9 	 12 	 82 	  
04:20 07.12.2019 	 2,92 	 9 	 11 	 82 	  
04:10 07.12.2019 	 2,95 	 10 	 12 	 77 	  
04:00 07.12.2019 	 2,98 	 10 	 12 	 74 	  
03:50 07.12.2019 	 3,01 	 10 	 12 	 76 	  
03:40 07.12.2019 	 3,03 	 10 	 12 	 77 	  
03:30 07.12.2019 	 3,05 	 10 	 13 	 77 	  
03:20 07.12.2019 	 3,06 	 9 	 12 	 76 	  
03:10 07.12.2019 	 3,07 	 9 	 11 	 74 	  
03:00 07.12.2019 	 3,06 	 10 	 12 	 73 	  
02:50 07.12.2019 	 3,06 	 10 	 12 	 76 	  
02:40 07.12.2019 	 3,04 	 9 	 11 	 79 	  
02:30 07.12.2019 	 3,03 	 8 	 11 	 77 	  
02:20 07.12.2019 	 3 	 8 	 9 	 83 	  
02:10 07.12.2019 	 2,97 	 8 	 10 	 84 	  
02:00 07.12.2019 	 2,93 	 8 	 10 	 80 	  
01:50 07.12.2019 	 2,89 	 8 	 11 	 71 	  
01:40 07.12.2019 	 2,85 	 8 	 10 	 69 	  
01:30 07.12.2019 	 2,79 	 8 	 10 	 73 	  
01:20 07.12.2019 	 2,74 	 10 	 12 	 67 	  
01:10 07.12.2019 	 2,68 	 10 	 12 	 67 	  
01:00 07.12.2019 	 2,61 	 10 	 12 	 70 	  
00:50 07.12.2019 	 2,55 	 9 	 11 	 71 	  
00:40 07.12.2019 	 2,48 	 8 	 10 	 74 	  
00:30 07.12.2019 	 2,41 	 8 	 9 	 81 	  
00:20 07.12.2019 	 2,33 	 8 	 9 	 77 	  
00:10 07.12.2019 	 2,26 	 8 	 9 	 78 	  
00:00 07.12.2019 	 2,19 	 6 	 9 	 86 	  
23:50 06.12.2019 	 2,11 	 5 	 7 	 89 	  
23:40 06.12.2019 	 2,04 	 5 	 7 	 84 	  
23:30 06.12.2019 	 1,97 	 5 	 7 	 89 	  
23:20 06.12.2019 	 1,9 	 6 	 7 	 102 	  
23:10 06.12.2019 	 1,83 	 6 	 9 	 99 	  
23:00 06.12.2019 	 1,77 	 6 	 9 	 102 	  
22:50 06.12.2019 	 1,7 	 5 	 6 	 111 	  
22:40 06.12.2019 	 1,65 	 5 	 6 	 113 	  
22:30 06.12.2019 	 1,59 	 4 	 6 	 114 	  
22:20 06.12.2019 	 1,54 	 5 	 7 	 99 	  
22:10 06.12.2019 	 1,5 	 5 	 7 	 78 	  
22:00 06.12.2019 	 1,46 	 4 	 6 	 84 	  
21:50 06.12.2019 	 1,42 	 4 	 5 	 78 	  
21:40 06.12.2019 	 1,39 	 5 	 7 	 84 	  
21:30 06.12.2019 	 1,37 	 3 	 8 	 93 	  
21:20 06.12.2019 	 1,35 	 3 	 5 	 98 	  
21:10 06.12.2019 	 1,34 	 3 	 4 	 100 	  
21:00 06.12.2019 	 1,34 	 3 	 5 	 91 	  
20:50 06.12.2019 	 1,34 	 3 	 4 	 79 	  
20:40 06.12.2019 	 1,34 	 2 	 4 	 92 	  
20:30 06.12.2019 	 1,35 	 2 	 4 	 93 	  
20:20 06.12.2019 	 1,37 	 3 	 4 	 105 	  
20:10 06.12.2019 	 1,4 	 2 	 3 	 98 	  
20:00 06.12.2019 	 1,43 	 2 	 3 	 104 	  
19:50 06.12.2019 	 1,46 	 2 	 2 	 107 	  
19:40 06.12.2019 	 1,5 	 2 	 3 	 113 	  
19:30 06.12.2019 	 1,55 	 2 	 2 	 106 	  
19:20 06.12.2019 	 1,59 	 3 	 4 	 92 	  
19:10 06.12.2019 	 1,65 	 2 	 3 	 91 	  
19:00 06.12.2019 	 1,7 	 2 	 3 	 103 	  
18:50 06.12.2019 	 1,76 	 1 	 2 	 128 	  
18:40 06.12.2019 	 1,83 	 1 	 3 	 124 	  
18:30 06.12.2019 	 1,89 	 2 	 3 	 128 	  
18:20 06.12.2019 	 1,96 	 2 	 4 	 127 	  
18:10 06.12.2019 	 2,03 	 2 	 3 	 116 	  
18:00 06.12.2019 	 2,1 	 2 	 3 	 104 	  
17:50 06.12.2019 	 2,17 	 2 	 3 	 109 	  
17:40 06.12.2019 	 2,24 	 2 	 3 	 116 	  
17:30 06.12.2019 	 2,3 	 2 	 3 	 127 	  
17:20 06.12.2019 	 2,37 	 3 	 4 	 108 	  
17:10 06.12.2019 	 2,44 	 3 	 5 	 103 	  
17:00 06.12.2019 	 2,51 	 2 	 5 	 109 	  
16:50 06.12.2019 	 2,57 	 2 	 4 	 135 	  
16:40 06.12.2019 	 2,63 	 2 	 3 	 139 	  
16:30 06.12.2019 	 2,69 	 2 	 3 	 131 	  
16:20 06.12.2019 	 2,74 	 2 	 2 	 143 	  
16:10 06.12.2019 	 2,79 	 2 	 3 	 141 	  
16:00 06.12.2019 	 2,84 	 2 	 3 	 130 	  
15:50 06.12.2019 	 2,88 	 2 	 3 	 131 	  
15:40 06.12.2019 	 2,92 	 3 	 4 	 142 	  
15:30 06.12.2019 	 2,95 	 2 	 4 	 141 	  
15:20 06.12.2019 	 2,98 	 2 	 3 	 153 	  
15:10 06.12.2019 	 3 	 3 	 4 	 155 	  
15:00 06.12.2019 	 3,02 	 4 	 5 	 172 	  
14:50 06.12.2019 	 3,03 	 4 	 6 	 177 	  
14:40 06.12.2019 	 3,04 	 3 	 5 	 200 	  
14:30 06.12.2019 	 3,04 	 3 	 4 	 208 	  
14:20 06.12.2019 	 3,04 	 3 	 3 	 205 	  
14:10 06.12.2019 	 3,03 	 2 	 3 	 198 	  
14:00 06.12.2019 	 3,02 	 2 	 2 	 176 	  
13:50 06.12.2019 	 3 	 2 	 3 	 173 	  
13:40 06.12.2019 	 2,97 	 3 	 4 	 178 	  
13:30 06.12.2019 	 2,94 	 3 	 4 	 183 	  
13:20 06.12.2019 	 2,91 	 4 	 5 	 169 	  
13:10 06.12.2019 	 2,87 	 4 	 5 	 174 	  
13:00 06.12.2019 	 2,82 	 3 	 4 	 180 	  
12:50 06.12.2019 	 2,78 	 2 	 4 	 178 	  
12:40 06.12.2019 	 2,73 	 2 	 4 	 322 	  
12:30 06.12.2019 	 2,67 	 2 	 3 	 213 	  
12:20 06.12.2019 	 2,62 	 2 	 2 	 201 	  
12:10 06.12.2019 	 2,56 	 2 	 3 	 193 	  
12:00 06.12.2019 	 2,5 	 3 	 5 	 176 	  
11:50 06.12.2019 	 2,44 	 2 	 2 	 201 	  
11:40 06.12.2019 	 2,38 	 2 	 4 	 180 	  
11:30 06.12.2019 	 2,31 	 2 	 4 	 124 	  
11:20 06.12.2019 	 2,25 	 3 	 5 	 50 	  
11:10 06.12.2019 	 2,19 	 5 	 7 	 24 	  
11:00 06.12.2019 	 2,13 	 4 	 7 	 31 	  
10:50 06.12.2019 	 2,07 	 4 	 6 	 50 	  
10:40 06.12.2019 	 2,01 	 9 	 11 	 9 	  
10:30 06.12.2019 	 1,96 	 8 	 12 	 14 	  
10:20 06.12.2019 	 1,91 	 9 	 13 	 1 	  
10:10 06.12.2019 	 1,86 	 9 	 11 	 4 	  
10:00 06.12.2019 	 1,81 	 8 	 10 	 356 	  
09:50 06.12.2019 	 1,77 	 9 	 11 	 352 	  
09:40 06.12.2019 	 1,73 	 9 	 11 	 352 	  
09:30 06.12.2019 	 1,7 	 10 	 12 	 358 	  
09:20 06.12.2019 	 1,67 	 9 	 12 	 354 	  
09:10 06.12.2019 	 1,64 	 9 	 11 	 349 	  
09:00 06.12.2019 	 1,62 	 9 	 11 	 347 	  
08:50 06.12.2019 	 1,6 	 8 	 9 	 349 	  
08:40 06.12.2019 	 1,59 	 8 	 10 	 347 	  
08:30 06.12.2019 	 1,58 	 9 	 11 	 347 	  
08:20 06.12.2019 	 1,58 	 8 	 10 	 346 	  
08:10 06.12.2019 	 1,58 	 8 	 10 	 346 	  
08:00 06.12.2019 	 1,59 	 8 	 10 	 349 	  
07:50 06.12.2019 	 1,6 	 8 	 10 	 348 	  
07:40 06.12.2019 	 1,62 	 9 	 10 	 346 	  
07:30 06.12.2019 	 1,64 	 9 	 10 	 345 	  
07:20 06.12.2019 	 1,66 	 9 	 11 	 349 	  
07:10 06.12.2019 	 1,69 	 9 	 10 	 348 	  
07:00 06.12.2019 	 1,72 	 9 	 11 	 349 	  
06:50 06.12.2019 	 1,76 	 10 	 11 	 349 	  
06:40 06.12.2019 	 1,8 	 10 	 12 	 350 	  
06:30 06.12.2019 	 1,84 	 9 	 11 	 352 	  
06:20 06.12.2019 	 1,88 	 10 	 11 	 350 	  
06:10 06.12.2019 	 1,93 	 10 	 12 	 351 	  
06:00 06.12.2019 	 1,98 	 10 	 12 	 351 	  
05:50 06.12.2019 	 2,03 	 10 	 12 	 350 	  
05:40 06.12.2019 	 2,09 	 10 	 12 	 351 	  
05:30 06.12.2019 	 2,14 	 9 	 11 	 353 	  
05:20 06.12.2019 	 2,19 	 8 	 11 	 353 	  
05:10 06.12.2019 	 2,25 	 8 	 10 	 349 	  
05:00 06.12.2019 	 2,3 	 8 	 10 	 347 	  
04:50 06.12.2019 	 2,36 	 5 	 9 	 6 	  
04:40 06.12.2019 	 2,41 	 2 	 6 	 44 	  
04:30 06.12.2019 	 2,46 	 5 	 7 	 6 	  
04:20 06.12.2019 	 2,52 	 8 	 10 	 347 	  
04:10 06.12.2019 	 2,56 	 9 	 11 	 349 	  
04:00 06.12.2019 	 2,61 	 9 	 11 	 347 	  
03:50 06.12.2019 	 2,66 	 9 	 10 	 348 	  
03:40 06.12.2019 	 2,7 	 9 	 10 	 349 	  
03:30 06.12.2019 	 2,74 	 9 	 11 	 345 	  
03:20 06.12.2019 	 2,77 	 10 	 12 	 346 	  
03:10 06.12.2019 	 2,8 	 9 	 11 	 352 	  
03:00 06.12.2019 	 2,83 	 8 	 10 	 349 	  
02:50 06.12.2019 	 2,85 	 8 	 10 	 349 	  
02:40 06.12.2019 	 2,87 	 9 	 10 	 346 	  
02:30 06.12.2019 	 2,88 	 10 	 12 	 341 	  
02:20 06.12.2019 	 2,89 	 9 	 11 	 345 	  
02:10 06.12.2019 	 2,89 	 9 	 11 	 351 	  
02:00 06.12.2019 	 2,89 	 8 	 9 	 9 	  
01:50 06.12.2019 	 2,88 	 8 	 11 	 356 	  
01:40 06.12.2019 	 2,87 	 7 	 8 	 357 	  
01:30 06.12.2019 	 2,86 	 6 	 10 	 20 	  
01:20 06.12.2019 	 2,84 	 9 	 12 	 355 	  
01:10 06.12.2019 	 2,81 	 7 	 10 	 8 	  
01:00 06.12.2019 	 2,78 	 3 	 8 	 48 	  
00:50 06.12.2019 	 2,74 	 2 	 5 	 112 	  
00:40 06.12.2019 	 2,71 	 2 	 3 	 191 	  
00:30 06.12.2019 	 2,66 	 1 	 2 	 115 	  
00:20 06.12.2019 	 2,62 	 3 	 6 	 60 	  
00:10 06.12.2019 	 2,57 	 8 	 12 	 7 	  
00:00 06.12.2019 	 2,52 	 7 	 12 	 14 	  
23:50 05.12.2019 	 2,46 	 4 	 7 	 34 	  
23:40 05.12.2019 	 2,4 	 3 	 5 	 51 	  
23:30 05.12.2019 	 2,35 	 2 	 4 	 38 	  
23:20 05.12.2019 	 2,29 	 2 	 3 	 167 	  
23:10 05.12.2019 	 2,23 	 1 	 2 	 147 	  
23:00 05.12.2019 	 2,17 	 2 	 4 	 152 	  
22:50 05.12.2019 	 2,1 	 2 	 4 	 139 	  
22:40 05.12.2019 	 2,04 	 2 	 3 	 162 	  
22:30 05.12.2019 	 1,99 	 1 	 1 	 161 	  
22:20 05.12.2019 	 1,93 	 1 	 2 	 138 	  
22:10 05.12.2019 	 1,87 	 1 	 2 	 143 	  
22:00 05.12.2019 	 1,82 	 2 	 3 	 176 	  
21:50 05.12.2019 	 1,77 	 1 	 3 	 108 	  
21:40 05.12.2019 	 1,72 	 3 	 5 	 31 	  
21:30 05.12.2019 	 1,68 	 3 	 6 	 17 	  
21:20 05.12.2019 	 1,63 	 2 	 5 	 36 	  
21:10 05.12.2019 	 1,6 	 1 	 3 	 237 	  
21:00 05.12.2019 	 1,56 	 1 	 2 	 148 	  
20:50 05.12.2019 	 1,54 	 1 	 2 	 112 	  
20:40 05.12.2019 	 1,51 	 2 	 4 	 107 	  
20:30 05.12.2019 	 1,49 	 2 	 5 	 68 	  
20:20 05.12.2019 	 1,48 	 1 	 1 	 11 	  
20:10 05.12.2019 	 1,47 	 1 	 1 	 26 	  
20:00 05.12.2019 	 1,46 	 1 	 2 	 76 	  
19:50 05.12.2019 	 1,46 	 2 	 2 	 23 	  
19:40 05.12.2019 	 1,47 	 2 	 3 	 30 	  
19:30 05.12.2019 	 1,48 	 2 	 3 	 108 	  
19:20 05.12.2019 	 1,49 	 3 	 4 	 106 	  
19:10 05.12.2019 	 1,51 	 3 	 4 	 76 	  
19:00 05.12.2019 	 1,53 	 2 	 3 	 32 	  
18:50 05.12.2019 	 1,56 	 1 	 2 	 62 	  
18:40 05.12.2019 	 1,59 	 2 	 2 	 101 	  
18:30 05.12.2019 	 1,63 	 2 	 4 	 90 	  
18:20 05.12.2019 	 1,67 	 3 	 4 	 87 	  
18:10 05.12.2019 	 1,71 	 1 	 4 	 111 	  
18:00 05.12.2019 	 1,76 	 1 	 2 	 318 	  
17:50 05.12.2019 	 1,81 	 1 	 2 	 273 	  
17:40 05.12.2019 	 1,87 	 1 	 2 	 270 	  
17:30 05.12.2019 	 1,92 	 1 	 2 	 219 	  
17:20 05.12.2019 	 1,98 	 2 	 2 	 203 	  
17:10 05.12.2019 	 2,04 	 2 	 2 	 192 	  
17:00 05.12.2019 	 2,1 	 1 	 2 	 192 	  
16:50 05.12.2019 	 2,16 	 1 	 2 	 224 	  
16:40 05.12.2019 	 2,22 	 1 	 2 	 214 	  
16:30 05.12.2019 	 2,29 	 1 	 2 	 210 	  
16:20 05.12.2019 	 2,35 	 1 	 1 	 233 	  
16:10 05.12.2019 	 2,41 	 2 	 2 	 230 	  
16:00 05.12.2019 	 2,47 	 1 	 2 	 157 	  
15:50 05.12.2019 	 2,53 	 1 	 2 	 116 	  
15:40 05.12.2019 	 2,58 	 2 	 3 	 96 	  
15:30 05.12.2019 	 2,64 	 2 	 2 	 92 	  
15:20 05.12.2019 	 2,69 	 2 	 3 	 99 	  
15:10 05.12.2019 	 2,74 	 2 	 3 	 104 	  
15:00 05.12.2019 	 2,78 	 2 	 4 	 98 	  
14:50 05.12.2019 	 2,82 	 3 	 4 	 86 	  
14:40 05.12.2019 	 2,86 	 2 	 3 	 71 	  
14:30 05.12.2019 	 2,89 	 2 	 3 	 33 	  
14:20 05.12.2019 	 2,92 	 1 	 2 	 66 	  
14:10 05.12.2019 	 2,94 	 1 	 1 	 35 	  
14:00 05.12.2019 	 2,96 	 1 	 2 	 80 	  
13:50 05.12.2019 	 2,98 	 1 	 3 	 108 	  
13:40 05.12.2019 	 2,99 	 1 	 2 	 96 	  
13:30 05.12.2019 	 2,99 	 1 	 2 	 81 	  
