 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
05:30 17.12.2019 	 1,45 	 10 	 13 	 11 	  
05:20 17.12.2019 	 1,34 	 11 	 14 	 1 	  
05:10 17.12.2019 	 1,24 	 14 	 18 	 353 	  
05:00 17.12.2019 	 1,15 	 12 	 16 	 350 	  
04:50 17.12.2019 	 1,06 	 13 	 16 	 353 	  
04:40 17.12.2019 	 0,99 	 13 	 19 	 11 	  
04:30 17.12.2019 	 0,93 	 11 	 15 	 12 	  
04:20 17.12.2019 	 0,87 	 13 	 15 	 5 	  
04:10 17.12.2019 	 0,83 	 12 	 16 	 6 	  
04:00 17.12.2019 	 0,79 	 13 	 18 	 359 	  
03:50 17.12.2019 	 0,77 	 12 	 16 	 1 	  
03:40 17.12.2019 	 0,76 	 12 	 16 	 7 	  
03:30 17.12.2019 	 0,77 	 13 	 18 	 6 	  
03:20 17.12.2019 	 0,78 	 16 	 20 	 6 	  
03:10 17.12.2019 	 0,8 	 15 	 19 	 7 	  
03:00 17.12.2019 	 0,84 	 14 	 18 	 11 	  
02:50 17.12.2019 	 0,88 	 13 	 18 	 3 	  
02:40 17.12.2019 	 0,94 	 13 	 17 	 3 	  
02:30 17.12.2019 	 1 	 11 	 14 	 10 	  
02:20 17.12.2019 	 1,08 	 12 	 15 	 4 	  
02:10 17.12.2019 	 1,16 	 12 	 16 	 6 	  
02:00 17.12.2019 	 1,25 	 11 	 16 	 20 	  
01:50 17.12.2019 	 1,34 	 9 	 12 	 53 	  
01:40 17.12.2019 	 1,45 	 9 	 13 	 30 	  
01:30 17.12.2019 	 1,55 	 7 	 11 	 44 	  
01:20 17.12.2019 	 1,66 	 5 	 9 	 52 	  
01:10 17.12.2019 	 1,78 	 5 	 9 	 45 	  
01:00 17.12.2019 	 1,89 	 4 	 7 	 69 	  
00:50 17.12.2019 	 2,01 	 3 	 5 	 60 	  
00:40 17.12.2019 	 2,13 	 4 	 6 	 44 	  
00:30 17.12.2019 	 2,25 	 6 	 9 	 53 	  
00:20 17.12.2019 	 2,36 	 6 	 10 	 37 	  
00:10 17.12.2019 	 2,48 	 5 	 10 	 39 	  
00:00 17.12.2019 	 2,59 	 8 	 10 	 34 	  
23:50 16.12.2019 	 2,7 	 10 	 14 	 31 	  
23:40 16.12.2019 	 2,8 	 11 	 15 	 21 	  
23:30 16.12.2019 	 2,9 	 11 	 14 	 13 	  
23:20 16.12.2019 	 3 	 9 	 11 	 12 	  
23:10 16.12.2019 	 3,09 	 10 	 13 	 8 	  
23:00 16.12.2019 	 3,17 	 9 	 12 	 11 	  
22:50 16.12.2019 	 3,24 	 8 	 11 	 3 	  
22:40 16.12.2019 	 3,31 	 7 	 9 	 12 	  
22:30 16.12.2019 	 3,37 	 8 	 11 	 18 	  
22:20 16.12.2019 	 3,42 	 6 	 10 	 22 	  
22:10 16.12.2019 	 3,46 	 4 	 6 	 8 	  
22:00 16.12.2019 	 3,49 	 5 	 7 	 37 	  
21:50 16.12.2019 	 3,51 	 9 	 11 	 14 	  
21:40 16.12.2019 	 3,53 	 6 	 11 	 48 	  
21:30 16.12.2019 	 3,53 	 8 	 11 	 30 	  
21:20 16.12.2019 	 3,53 	 6 	 9 	 61 	  
21:10 16.12.2019 	 3,51 	 4 	 6 	 114 	  
21:00 16.12.2019 	 3,49 	 4 	 6 	 107 	  
20:50 16.12.2019 	 3,46 	 5 	 8 	 67 	  
20:40 16.12.2019 	 3,41 	 5 	 8 	 78 	  
20:30 16.12.2019 	 3,36 	 6 	 10 	 45 	  
20:20 16.12.2019 	 3,3 	 6 	 10 	 29 	  
20:10 16.12.2019 	 3,24 	 7 	 10 	 38 	  
20:00 16.12.2019 	 3,16 	 7 	 11 	 35 	  
19:50 16.12.2019 	 3,08 	 8 	 11 	 39 	  
19:40 16.12.2019 	 2,99 	 8 	 12 	 55 	  
19:30 16.12.2019 	 2,89 	 6 	 10 	 66 	  
19:20 16.12.2019 	 2,79 	 9 	 15 	 36 	  
19:10 16.12.2019 	 2,68 	 8 	 14 	 27 	  
19:00 16.12.2019 	 2,57 	 12 	 19 	 16 	  
18:50 16.12.2019 	 2,45 	 12 	 18 	 14 	  
18:40 16.12.2019 	 2,34 	 13 	 17 	 8 	  
18:30 16.12.2019 	 2,21 	 12 	 17 	 19 	  
18:20 16.12.2019 	 2,09 	 11 	 16 	 22 	  
18:10 16.12.2019 	 1,97 	 5 	 11 	 54 	  
18:00 16.12.2019 	 1,84 	 5 	 10 	 42 	  
17:50 16.12.2019 	 1,72 	 4 	 9 	 54 	  
17:40 16.12.2019 	 1,6 	 5 	 10 	 345 	  
