 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
23:30 21.12.2019 	 1,94 	 11 	 17 	 17 	 1,5 	  
23:20 21.12.2019 	 1,83 	 13 	 18 	 15 	 1,6 	  
23:10 21.12.2019 	 1,73 	 15 	 22 	 11 	 1,7 	  
23:00 21.12.2019 	 1,64 	 14 	 22 	 17 	 1,7 	  
22:50 21.12.2019 	 1,54 	 15 	 22 	 16 	 1,7 	  
22:40 21.12.2019 	 1,45 	 16 	 22 	 15 	 1,7 	  
22:30 21.12.2019 	 1,37 	 14 	 20 	 20 	 1,7 	  
22:20 21.12.2019 	 1,29 	 15 	 22 	 22 	 1,9 	  
22:10 21.12.2019 	 1,22 	 16 	 22 	 24 	 1,9 	  
22:00 21.12.2019 	 1,16 	 16 	 24 	 26 	 1,8 	  
21:50 21.12.2019 	 1,1 	 17 	 23 	 22 	 1,8 	  
21:40 21.12.2019 	 1,05 	 17 	 22 	 19 	 1,7 	  
21:30 21.12.2019 	 1,01 	 17 	 25 	 20 	 1,8 	  
21:20 21.12.2019 	 0,98 	 15 	 21 	 20 	 1,8 	  
21:10 21.12.2019 	 0,95 	 14 	 20 	 19 	 1,9 	  
21:00 21.12.2019 	 0,94 	 14 	 19 	 22 	 2 	  
20:50 21.12.2019 	 0,93 	 12 	 19 	 22 	 2,1 	  
20:40 21.12.2019 	 0,93 	 13 	 20 	 18 	 2,1 	  
20:30 21.12.2019 	 0,94 	 11 	 19 	 15 	 2,4 	  
20:20 21.12.2019 	 0,96 	 10 	 14 	 15 	 2,4 	  
20:10 21.12.2019 	 0,99 	 10 	 12 	 23 	 2,5 	  
20:00 21.12.2019 	 1,03 	 9 	 15 	 30 	 2,5 	  
19:50 21.12.2019 	 1,07 	 11 	 19 	 27 	 2,6 	  
19:40 21.12.2019 	 1,12 	 11 	 15 	 18 	 2,5 	  
19:30 21.12.2019 	 1,18 	 11 	 19 	 21 	 2,6 	  
19:20 21.12.2019 	 1,25 	 12 	 20 	 17 	 2,7 	  
19:10 21.12.2019 	 1,32 	 13 	 18 	 24 	 2,7 	  
19:00 21.12.2019 	 1,4 	 11 	 17 	 20 	 2,6 	  
18:50 21.12.2019 	 1,48 	 11 	 18 	 32 	 2,8 	  
18:40 21.12.2019 	 1,57 	 9 	 14 	 35 	 2,6 	  
18:30 21.12.2019 	 1,66 	 10 	 15 	 37 	 2,5 	  
18:20 21.12.2019 	 1,76 	 10 	 15 	 34 	 2,5 	  
18:10 21.12.2019 	 1,86 	 9 	 13 	 33 	 2,6 	  
18:00 21.12.2019 	 1,96 	 8 	 12 	 41 	 2,6 	  
17:50 21.12.2019 	 2,06 	 7 	 11 	 39 	 2,6 	  
17:40 21.12.2019 	 2,16 	 9 	 14 	 30 	 2,7 	  
17:30 21.12.2019 	 2,26 	 10 	 13 	 25 	 2,6 	  
17:20 21.12.2019 	 2,36 	 10 	 15 	 29 	 2,6 	  
17:10 21.12.2019 	 2,46 	 10 	 18 	 24 	 2,7 	  
17:00 21.12.2019 	 2,56 	 8 	 15 	 36 	 2,8 	  
16:50 21.12.2019 	 2,65 	 8 	 14 	 45 	 2,6 	  
16:40 21.12.2019 	 2,74 	 9 	 14 	 44 	 2,8 	  
16:30 21.12.2019 	 2,83 	 8 	 12 	 43 	 3 	  
16:20 21.12.2019 	 2,91 	 10 	 13 	 37 	 2,9 	  
16:10 21.12.2019 	 2,99 	 9 	 15 	 37 	 2,8 	  
16:00 21.12.2019 	 3,07 	 9 	 13 	 28 	 3 	  
15:50 21.12.2019 	 3,14 	 11 	 15 	 27 	 3 	  
15:40 21.12.2019 	 3,2 	 11 	 15 	 25 	 3,2 	  
15:30 21.12.2019 	 3,25 	 10 	 14 	 30 	 3,6 	  
15:20 21.12.2019 	 3,3 	 8 	 14 	 42 	 3,7 	  
15:10 21.12.2019 	 3,35 	 5 	 9 	 29 	 3,9 	  
15:00 21.12.2019 	 3,38 	 8 	 12 	 44 	 3,9 	  
14:50 21.12.2019 	 3,41 	 8 	 12 	 36 	 3,7 	  
14:40 21.12.2019 	 3,42 	 8 	 13 	 58 	 3,8 	  
14:30 21.12.2019 	 3,44 	 8 	 12 	 61 	 3,4 	  
14:20 21.12.2019 	 3,44 	 7 	 10 	 56 	 3,5 	  
14:10 21.12.2019 	 3,43 	 6 	 10 	 48 	 3,4 	  
14:00 21.12.2019 	 3,42 	 9 	 15 	 35 	 3,7 	  
13:50 21.12.2019 	 3,4 	 10 	 16 	 27 	 3,6 	  
13:40 21.12.2019 	 3,36 	 10 	 13 	 26 	 3,4 	  
13:30 21.12.2019 	 3,33 	 8 	 14 	 12 	 4,1 	  
13:20 21.12.2019 	 3,28 	 8 	 14 	 37 	 4,4 	  
13:10 21.12.2019 	 3,23 	 3 	 8 	 41 	 3,9 	  
13:00 21.12.2019 	 3,17 	 8 	 12 	 45 	 4,2 	  
12:50 21.12.2019 	 3,1 	 8 	 13 	 47 	 3,8 	  
12:40 21.12.2019 	 3,03 	 6 	 9 	 35 	 3,5 	  
12:30 21.12.2019 	 2,95 	 8 	 11 	 33 	 3,7 	  
12:20 21.12.2019 	 2,87 	 5 	 9 	 0 	 3,6 	  
12:10 21.12.2019 	 2,78 	 4 	 7 	 17 	 3,5 	  
12:00 21.12.2019 	 2,69 	 7 	 9 	 21 	 3,7 	  
11:50 21.12.2019 	 2,6 	 7 	 11 	 40 	 4 	  
11:40 21.12.2019 	 2,5 	 5 	 7 	 38 	 3,7 	  
11:30 21.12.2019 	 2,4 	 5 	 7 	 38 	 3,7 	  
11:20 21.12.2019 	 2,3 	 6 	 8 	 23 	 3,7 	  
11:10 21.12.2019 	 2,21 	 5 	 10 	 18 	 3,1 	  
11:00 21.12.2019 	 2,11 	 4 	 8 	 32 	 3,4 	  
10:50 21.12.2019 	 2,01 	 3 	 5 	 38 	 3,4 	  
10:40 21.12.2019 	 1,92 	 2 	 6 	 52 	 3,3 	  
10:30 21.12.2019 	 1,82 	 5 	 11 	 39 	 3,4 	  
10:20 21.12.2019 	 1,73 	 6 	 11 	 17 	 3,4 	  
10:10 21.12.2019 	 1,65 	 4 	 7 	 351 	 4 	  
10:00 21.12.2019 	 1,57 	 6 	 9 	 311 	 4,1 	  
09:50 21.12.2019 	 1,49 	 4 	 9 	 9 	 4,1 	  
09:40 21.12.2019 	 1,42 	 5 	 9 	 37 	 4,2 	  
09:30 21.12.2019 	 1,36 	 5 	 9 	 58 	 4,2 	  
09:20 21.12.2019 	 1,3 	 7 	 12 	 45 	 4,2 	  
09:10 21.12.2019 	 1,25 	 5 	 11 	 60 	 4,3 	  
09:00 21.12.2019 	 1,21 	 6 	 12 	 56 	 4,3 	  
08:50 21.12.2019 	 1,18 	 9 	 14 	 19 	 4,2 	  
08:40 21.12.2019 	 1,15 	 9 	 14 	 15 	 4,5 	  
08:30 21.12.2019 	 1,13 	 9 	 13 	 22 	 4,2 	  
08:20 21.12.2019 	 1,12 	 6 	 10 	 48 	 4,4 	  
08:10 21.12.2019 	 1,12 	 6 	 10 	 42 	 4,8 	  
08:00 21.12.2019 	 1,13 	 5 	 10 	 52 	 4,9 	  
07:50 21.12.2019 	 1,14 	 9 	 14 	 49 	 4,5 	  
07:40 21.12.2019 	 1,17 	 11 	 16 	 35 	 4,2 	  
07:30 21.12.2019 	 1,2 	 10 	 16 	 40 	 4,3 	  
07:20 21.12.2019 	 1,24 	 8 	 13 	 40 	 4,2 	  
07:10 21.12.2019 	 1,28 	 9 	 15 	 30 	 4,3 	  
07:00 21.12.2019 	 1,33 	 8 	 12 	 34 	 4,2 	  
06:50 21.12.2019 	 1,39 	 8 	 14 	 35 	 4,2 	  
06:40 21.12.2019 	 1,46 	 7 	 12 	 39 	 4,2 	  
06:30 21.12.2019 	 1,53 	 6 	 10 	 52 	 4,2 	  
06:20 21.12.2019 	 1,61 	 9 	 13 	 21 	 4,1 	  
06:10 21.12.2019 	 1,68 	 11 	 14 	 16 	 4,1 	  
06:00 21.12.2019 	 1,77 	 9 	 14 	 19 	 4,2 	  
05:50 21.12.2019 	 1,86 	 11 	 14 	 19 	 3,8 	  
05:40 21.12.2019 	 1,94 	 11 	 18 	 13 	 3,7 	  
05:30 21.12.2019 	 2,04 	 11 	 14 	 18 	 3,4 	  
05:20 21.12.2019 	 2,13 	 12 	 16 	 22 	 3,6 	  
05:10 21.12.2019 	 2,22 	 13 	 16 	 26 	 3,8 	  
05:00 21.12.2019 	 2,31 	 12 	 16 	 28 	 3,8 	  
04:50 21.12.2019 	 2,4 	 12 	 16 	 29 	 3,6 	  
04:40 21.12.2019 	 2,49 	 8 	 13 	 21 	 3,3 	  
04:30 21.12.2019 	 2,58 	 6 	 9 	 357 	 3,1 	  
04:20 21.12.2019 	 2,67 	 8 	 12 	 359 	 3,4 	  
04:10 21.12.2019 	 2,75 	 10 	 13 	 9 	 3,3 	  
04:00 21.12.2019 	 2,83 	 8 	 12 	 29 	 3,4 	  
03:50 21.12.2019 	 2,9 	 6 	 8 	 4 	 3,5 	  
03:40 21.12.2019 	 2,97 	 4 	 7 	 2 	 3,5 	  
03:30 21.12.2019 	 3,04 	 4 	 9 	 338 	 3,6 	  
03:20 21.12.2019 	 3,1 	 1 	 5 	 35 	 3,5 	  
03:10 21.12.2019 	 3,15 	 2 	 3 	 22 	 3,2 	  
03:00 21.12.2019 	 3,2 	 1 	 3 	 240 	 2 	  
02:50 21.12.2019 	 3,24 	 2 	 3 	 214 	 2 	  
02:40 21.12.2019 	 3,27 	 3 	 4 	 152 	 2,1 	  
02:30 21.12.2019 	 3,29 	 3 	 6 	 140 	 2,3 	  
02:20 21.12.2019 	 3,31 	 4 	 7 	 176 	 1,8 	  
02:10 21.12.2019 	 3,32 	 3 	 6 	 202 	 2,4 	  
02:00 21.12.2019 	 3,33 	 2 	 4 	 231 	 1,7 	  
01:50 21.12.2019 	 3,32 	 2 	 4 	 211 	 0,9 	  
01:40 21.12.2019 	 3,31 	 2 	 3 	 213 	 1 	  
01:30 21.12.2019 	 3,29 	 2 	 4 	 167 	 1,4 	  
01:20 21.12.2019 	 3,26 	 3 	 5 	 148 	 1,2 	  
01:10 21.12.2019 	 3,23 	 4 	 6 	 145 	 1,1 	  
01:00 21.12.2019 	 3,19 	 2 	 6 	 280 	 0,8 	  
00:50 21.12.2019 	 3,14 	 1 	 2 	 333 	 1,4 	  
00:40 21.12.2019 	 3,09 	 2 	 4 	 329 	 2,5 	  
00:30 21.12.2019 	 3,03 	 2 	 4 	 341 	 3,4 	  
00:20 21.12.2019 	 2,96 	 1 	 2 	 208 	 1,3 	  
00:10 21.12.2019 	 2,89 	 2 	 3 	 229 	 1,9 	  
00:00 21.12.2019 	 2,81 	 2 	 3 	 238 	 1,4 	  
23:50 20.12.2019 	 2,73 	 2 	 3 	 212 	 2,6 	  
23:40 20.12.2019 	 2,64 	 2 	 4 	 241 	 1,6 	  
23:30 20.12.2019 	 2,56 	 5 	 7 	 157 	 0,9 	  
23:20 20.12.2019 	 2,47 	 3 	 5 	 170 	 1,3 	  
23:10 20.12.2019 	 2,37 	 3 	 5 	 200 	 0,9 	  
23:00 20.12.2019 	 2,28 	 2 	 3 	 240 	 1,6 	  
22:50 20.12.2019 	 2,18 	 3 	 4 	 263 	 1,6 	  
22:40 20.12.2019 	 2,09 	 2 	 4 	 258 	 1,7 	  
22:30 20.12.2019 	 2 	 2 	 3 	 225 	 1,6 	  
22:20 20.12.2019 	 1,9 	 2 	 3 	 259 	 1,9 	  
22:10 20.12.2019 	 1,81 	 2 	 3 	 97 	 2,4 	  
22:00 20.12.2019 	 1,72 	 2 	 5 	 101 	 2,9 	  
21:50 20.12.2019 	 1,64 	 5 	 10 	 85 	 3,7 	  
21:40 20.12.2019 	 1,55 	 4 	 9 	 69 	 3,8 	  
21:30 20.12.2019 	 1,48 	 4 	 8 	 78 	 3,3 	  
21:20 20.12.2019 	 1,4 	 4 	 6 	 75 	 2,7 	  
21:10 20.12.2019 	 1,33 	 4 	 6 	 79 	 2,7 	  
21:00 20.12.2019 	 1,27 	 2 	 3 	 86 	 2,5 	  
20:50 20.12.2019 	 1,21 	 4 	 7 	 60 	 2,7 	  
20:40 20.12.2019 	 1,16 	 4 	 7 	 95 	 2,8 	  
20:30 20.12.2019 	 1,12 	 3 	 6 	 83 	 3,1 	  
20:20 20.12.2019 	 1,09 	 3 	 5 	 70 	 2,6 	  
20:10 20.12.2019 	 1,06 	 4 	 7 	 42 	 2,6 	  
20:00 20.12.2019 	 1,04 	 5 	 7 	 54 	 2,7 	  
19:50 20.12.2019 	 1,02 	 5 	 8 	 46 	 3 	  
19:40 20.12.2019 	 1,02 	 4 	 6 	 56 	 3 	  
19:30 20.12.2019 	 1,02 	 4 	 6 	 90 	 3,1 	  
19:20 20.12.2019 	 1,03 	 2 	 5 	 115 	 3 	  
19:10 20.12.2019 	 1,05 	 1 	 3 	 43 	 3,2 	  
19:00 20.12.2019 	 1,08 	 3 	 6 	 50 	 3,5 	  
18:50 20.12.2019 	 1,11 	 5 	 7 	 96 	 3,7 	  
18:40 20.12.2019 	 1,15 	 6 	 8 	 95 	 3,6 	  
18:30 20.12.2019 	 1,2 	 6 	 8 	 80 	 3,7 	  
18:20 20.12.2019 	 1,26 	 6 	 7 	 71 	 3,5 	  
18:10 20.12.2019 	 1,32 	 6 	 8 	 67 	 3,7 	  
18:00 20.12.2019 	 1,39 	 4 	 6 	 48 	 3,9 	  
17:50 20.12.2019 	 1,46 	 5 	 7 	 47 	 3,7 	  
17:40 20.12.2019 	 1,54 	 4 	 6 	 51 	 3,6 	  
17:30 20.12.2019 	 1,62 	 3 	 5 	 58 	 3 	  
17:20 20.12.2019 	 1,71 	 3 	 5 	 53 	 2,9 	  
17:10 20.12.2019 	 1,8 	 4 	 6 	 35 	 3,2 	  
17:00 20.12.2019 	 1,89 	 4 	 5 	 26 	 3,2 	  
16:50 20.12.2019 	 1,99 	 5 	 7 	 46 	 3,2 	  
16:40 20.12.2019 	 2,08 	 6 	 7 	 42 	 3,3 	  
16:30 20.12.2019 	 2,18 	 7 	 8 	 37 	 3,7 	  
16:20 20.12.2019 	 2,28 	 7 	 8 	 39 	 3,6 	  
16:10 20.12.2019 	 2,37 	 7 	 9 	 38 	 3,8 	  
16:00 20.12.2019 	 2,47 	 6 	 9 	 44 	 4,1 	  
15:50 20.12.2019 	 2,57 	 3 	 6 	 71 	 3,8 	  
15:40 20.12.2019 	 2,66 	 4 	 6 	 67 	 4 	  
15:30 20.12.2019 	 2,75 	 6 	 10 	 48 	 4,3 	  
15:20 20.12.2019 	 2,83 	 7 	 11 	 41 	 4,7 	  
15:10 20.12.2019 	 2,91 	 5 	 8 	 48 	 5 	  
15:00 20.12.2019 	 2,99 	 6 	 12 	 55 	 5,4 	  
14:50 20.12.2019 	 3,06 	 6 	 10 	 46 	 5,2 	  
14:40 20.12.2019 	 3,13 	 3 	 5 	 11 	 4,1 	  
14:30 20.12.2019 	 3,19 	 1 	 3 	 9 	 4,1 	  
14:20 20.12.2019 	 3,25 	 2 	 5 	 325 	 4,4 	  
14:10 20.12.2019 	 3,29 	 2 	 3 	 309 	 4,6 	  
14:00 20.12.2019 	 3,33 	 1 	 3 	 38 	 4,3 	  
13:50 20.12.2019 	 3,37 	 3 	 5 	 113 	 4,7 	  
13:40 20.12.2019 	 3,39 	 4 	 6 	 76 	 4,3 	  
13:30 20.12.2019 	 3,41 	 5 	 8 	 55 	 4,3 	  
13:20 20.12.2019 	 3,43 	 5 	 9 	 55 	 4,5 	  
13:10 20.12.2019 	 3,43 	 5 	 8 	 51 	 4,4 	  
13:00 20.12.2019 	 3,42 	 5 	 7 	 53 	 4,8 	  
12:50 20.12.2019 	 3,41 	 5 	 8 	 56 	 4,8 	  
12:40 20.12.2019 	 3,39 	 6 	 11 	 66 	 4,8 	  
12:30 20.12.2019 	 3,37 	 5 	 8 	 70 	 4,8 	  
12:20 20.12.2019 	 3,33 	 6 	 10 	 65 	 4,4 	  
12:10 20.12.2019 	 3,29 	 9 	 14 	 79 	 5,3 	  
12:00 20.12.2019 	 3,24 	 10 	 17 	 80 	 5,3 	  
11:50 20.12.2019 	 3,18 	 9 	 14 	 78 	 5,1 	  
11:40 20.12.2019 	 3,12 	 11 	 18 	 72 	 4,8 	  
11:30 20.12.2019 	 3,06 	 11 	 16 	 72 	 5,1 	  
11:20 20.12.2019 	 2,98 	 11 	 15 	 71 	 5 	  
11:10 20.12.2019 	 2,91 	 12 	 17 	 77 	 5,1 	  
11:00 20.12.2019 	 2,82 	 10 	 13 	 77 	 5,2 	  
10:50 20.12.2019 	 2,74 	 6 	 11 	 85 	 4,8 	  
10:40 20.12.2019 	 2,65 	 4 	 8 	 93 	 4,4 	  
10:30 20.12.2019 	 2,56 	 4 	 7 	 90 	 4,2 	  
10:20 20.12.2019 	 2,47 	 6 	 10 	 76 	 4,3 	  
10:10 20.12.2019 	 2,37 	 6 	 10 	 60 	 4,4 	  
10:00 20.12.2019 	 2,28 	 5 	 8 	 61 	 4,4 	  
09:50 20.12.2019 	 2,18 	 7 	 10 	 68 	 4,9 	  
09:40 20.12.2019 	 2,09 	 9 	 14 	 69 	 5 	  
09:30 20.12.2019 	 2 	 10 	 15 	 75 	 5,3 	  
09:20 20.12.2019 	 1,91 	 8 	 11 	 80 	 4,9 	  
09:10 20.12.2019 	 1,82 	 9 	 13 	 68 	 5,3 	  
09:00 20.12.2019 	 1,74 	 7 	 12 	 63 	 5 	  
08:50 20.12.2019 	 1,66 	 5 	 8 	 59 	 4,4 	  
08:40 20.12.2019 	 1,59 	 4 	 7 	 53 	 4,3 	  
08:30 20.12.2019 	 1,52 	 7 	 11 	 69 	 4,8 	  
08:20 20.12.2019 	 1,45 	 9 	 13 	 74 	 4,8 	  
08:10 20.12.2019 	 1,39 	 7 	 12 	 77 	 4,9 	  
08:00 20.12.2019 	 1,34 	 5 	 8 	 81 	 4,7 	  
07:50 20.12.2019 	 1,3 	 6 	 9 	 74 	 4,3 	  
07:40 20.12.2019 	 1,26 	 6 	 8 	 66 	 4,2 	  
07:30 20.12.2019 	 1,23 	 7 	 10 	 66 	 4,1 	  
07:20 20.12.2019 	 1,2 	 6 	 10 	 62 	 4,1 	  
07:10 20.12.2019 	 1,19 	 7 	 10 	 69 	 4,4 	  
07:00 20.12.2019 	 1,18 	 8 	 13 	 70 	 4,3 	  
06:50 20.12.2019 	 1,18 	 9 	 13 	 73 	 4,4 	  
06:40 20.12.2019 	 1,19 	 9 	 13 	 71 	 4,2 	  
06:30 20.12.2019 	 1,2 	 9 	 13 	 75 	 4 	  
06:20 20.12.2019 	 1,22 	 9 	 14 	 78 	 4,1 	  
06:10 20.12.2019 	 1,25 	 9 	 13 	 74 	 4,2 	  
06:00 20.12.2019 	 1,29 	 9 	 13 	 73 	 4,2 	  
05:50 20.12.2019 	 1,34 	 10 	 16 	 70 	 4,2 	  
05:40 20.12.2019 	 1,39 	 10 	 17 	 66 	 4,3 	  
05:30 20.12.2019 	 1,44 	 10 	 16 	 64 	 4,2 	  
05:20 20.12.2019 	 1,51 	 10 	 15 	 64 	 4,2 	  
05:10 20.12.2019 	 1,57 	 10 	 16 	 64 	 4,2 	  
05:00 20.12.2019 	 1,65 	 11 	 16 	 61 	 4,3 	  
04:50 20.12.2019 	 1,72 	 10 	 16 	 60 	 4,3 	  
04:40 20.12.2019 	 1,8 	 10 	 14 	 59 	 4,3 	  
04:30 20.12.2019 	 1,89 	 9 	 15 	 58 	 4,2 	  
04:20 20.12.2019 	 1,97 	 9 	 15 	 66 	 4,1 	  
04:10 20.12.2019 	 2,06 	 7 	 10 	 66 	 3,7 	  
04:00 20.12.2019 	 2,15 	 9 	 11 	 62 	 3,7 	  
03:50 20.12.2019 	 2,23 	 10 	 14 	 64 	 2,9 	  
03:40 20.12.2019 	 2,32 	 12 	 18 	 61 	 2,6 	  
03:30 20.12.2019 	 2,41 	 10 	 15 	 57 	 2,2 	  
03:20 20.12.2019 	 2,49 	 10 	 13 	 57 	 1,8 	  
03:10 20.12.2019 	 2,58 	 10 	 14 	 58 	 1,4 	  
03:00 20.12.2019 	 2,66 	 10 	 13 	 57 	 1,1 	  
02:50 20.12.2019 	 2,73 	 10 	 14 	 57 	 0,9 	  
02:40 20.12.2019 	 2,81 	 10 	 14 	 58 	 0,9 	  
02:30 20.12.2019 	 2,87 	 11 	 15 	 58 	 0,9 	  
02:20 20.12.2019 	 2,94 	 11 	 15 	 59 	 1,1 	  
02:10 20.12.2019 	 3 	 10 	 14 	 58 	 1,2 	  
02:00 20.12.2019 	 3,05 	 10 	 14 	 58 	 1,4 	  
01:50 20.12.2019 	 3,1 	 10 	 15 	 59 	 1,4 	  
01:40 20.12.2019 	 3,14 	 11 	 15 	 58 	 1,7 	  
01:30 20.12.2019 	 3,17 	 12 	 17 	 59 	 2 	  
01:20 20.12.2019 	 3,2 	 13 	 22 	 59 	 2,5 	  
01:10 20.12.2019 	 3,22 	 11 	 18 	 66 	 2,5 	  
01:00 20.12.2019 	 3,23 	 10 	 15 	 65 	 2,5 	  
00:50 20.12.2019 	 3,24 	 9 	 14 	 62 	 2,8 	  
00:40 20.12.2019 	 3,24 	 11 	 16 	 61 	 2,8 	  
00:30 20.12.2019 	 3,23 	 8 	 16 	 56 	 2,9 	  
00:20 20.12.2019 	 3,22 	 7 	 11 	 52 	 3,5 	  
00:10 20.12.2019 	 3,19 	 8 	 12 	 54 	 3,7 	  
00:00 20.12.2019 	 3,16 	 6 	 11 	 47 	 3,7 	  
23:50 19.12.2019 	 3,13 	 7 	 10 	 49 	 3,8 	  
23:40 19.12.2019 	 3,09 	 8 	 12 	 47 	 3,8 	  
23:30 19.12.2019 	 3,04 	 7 	 12 	 52 	 3,8 	  
23:20 19.12.2019 	 2,98 	 9 	 12 	 48 	 3,8 	  
23:10 19.12.2019 	 2,92 	 8 	 11 	 53 	 4,1 	  
23:00 19.12.2019 	 2,85 	 7 	 10 	 43 	 3,7 	  
22:50 19.12.2019 	 2,78 	 7 	 10 	 37 	 3,7 	  
22:40 19.12.2019 	 2,71 	 8 	 13 	 30 	 3,6 	  
22:30 19.12.2019 	 2,63 	 8 	 10 	 17 	 3,2 	  
22:20 19.12.2019 	 2,55 	 7 	 11 	 13 	 3,1 	  
22:10 19.12.2019 	 2,46 	 6 	 11 	 14 	 3,3 	  
22:00 19.12.2019 	 2,37 	 4 	 5 	 15 	 3,2 	  
21:50 19.12.2019 	 2,28 	 5 	 6 	 22 	 3,5 	  
21:40 19.12.2019 	 2,19 	 5 	 7 	 30 	 3 	  
21:30 19.12.2019 	 2,1 	 6 	 8 	 30 	 3,3 	  
21:20 19.12.2019 	 2,01 	 5 	 8 	 26 	 3,1 	  
21:10 19.12.2019 	 1,92 	 4 	 5 	 18 	 2,7 	  
21:00 19.12.2019 	 1,83 	 4 	 5 	 20 	 2,6 	  
20:50 19.12.2019 	 1,74 	 4 	 7 	 26 	 2,7 	  
20:40 19.12.2019 	 1,66 	 5 	 6 	 24 	 2,5 	  
20:30 19.12.2019 	 1,58 	 5 	 7 	 28 	 2,5 	  
20:20 19.12.2019 	 1,5 	 5 	 8 	 38 	 2,4 	  
20:10 19.12.2019 	 1,43 	 7 	 8 	 28 	 2,5 	  
20:00 19.12.2019 	 1,36 	 6 	 10 	 32 	 2,5 	  
19:50 19.12.2019 	 1,3 	 7 	 10 	 31 	 2,5 	  
19:40 19.12.2019 	 1,24 	 5 	 10 	 43 	 2,5 	  
19:30 19.12.2019 	 1,19 	 6 	 9 	 29 	 2,4 	  
19:20 19.12.2019 	 1,14 	 6 	 9 	 26 	 2,2 	  
19:10 19.12.2019 	 1,1 	 6 	 8 	 22 	 1,9 	  
19:00 19.12.2019 	 1,07 	 7 	 9 	 26 	 2,1 	  
18:50 19.12.2019 	 1,05 	 6 	 9 	 27 	 2 	  
18:40 19.12.2019 	 1,03 	 5 	 8 	 28 	 2 	  
18:30 19.12.2019 	 1,02 	 7 	 10 	 36 	 1,8 	  
18:20 19.12.2019 	 1,02 	 5 	 7 	 41 	 1,8 	  
18:10 19.12.2019 	 1,03 	 5 	 8 	 46 	 2,3 	  
18:00 19.12.2019 	 1,05 	 4 	 8 	 52 	 2,4 	  
17:50 19.12.2019 	 1,07 	 4 	 8 	 35 	 2,4 	  
17:40 19.12.2019 	 1,1 	 7 	 10 	 358 	 1,4 	  
17:30 19.12.2019 	 1,14 	 9 	 12 	 2 	 1 	  
17:20 19.12.2019 	 1,19 	 8 	 11 	 10 	 1,4 	  
17:10 19.12.2019 	 1,24 	 8 	 11 	 12 	 1,4 	  
17:00 19.12.2019 	 1,3 	 8 	 12 	 24 	 1,6 	  
16:50 19.12.2019 	 1,37 	 10 	 14 	 29 	 1,8 	  
16:40 19.12.2019 	 1,45 	 12 	 16 	 31 	 1,8 	  
16:30 19.12.2019 	 1,53 	 11 	 16 	 41 	 2,5 	  
16:20 19.12.2019 	 1,61 	 11 	 17 	 44 	 3 	  
16:10 19.12.2019 	 1,7 	 9 	 15 	 46 	 2,4 	  
16:00 19.12.2019 	 1,79 	 8 	 14 	 44 	 2,7 	  
15:50 19.12.2019 	 1,89 	 8 	 12 	 59 	 1,8 	  
15:40 19.12.2019 	 1,99 	 8 	 12 	 57 	 2 	  
15:30 19.12.2019 	 2,09 	 7 	 11 	 51 	 2,4 	  
15:20 19.12.2019 	 2,19 	 8 	 13 	 38 	 2,5 	  
15:10 19.12.2019 	 2,29 	 8 	 13 	 38 	 2,7 	  
15:00 19.12.2019 	 2,39 	 7 	 10 	 35 	 2,7 	  
14:50 19.12.2019 	 2,49 	 6 	 9 	 25 	 2,7 	  
14:40 19.12.2019 	 2,59 	 5 	 8 	 15 	 2,5 	  
14:30 19.12.2019 	 2,69 	 4 	 7 	 356 	 2,4 	  
14:20 19.12.2019 	 2,78 	 4 	 7 	 6 	 2,3 	  
14:10 19.12.2019 	 2,87 	 1 	 3 	 73 	 2,2 	  
14:00 19.12.2019 	 2,96 	 2 	 4 	 85 	 2,6 	  
13:50 19.12.2019 	 3,04 	 3 	 6 	 61 	 3 	  
13:40 19.12.2019 	 3,11 	 3 	 6 	 69 	 2,8 	  
13:30 19.12.2019 	 3,19 	 2 	 3 	 71 	 2,4 	  
13:20 19.12.2019 	 3,25 	 1 	 3 	 2 	 1,4 	  
13:10 19.12.2019 	 3,31 	 2 	 3 	 79 	 1,1 	  
13:00 19.12.2019 	 3,36 	 2 	 3 	 86 	 1,2 	  
12:50 19.12.2019 	 3,41 	 2 	 3 	 75 	 1,8 	  
12:40 19.12.2019 	 3,44 	 1 	 2 	 223 	 0,9 	  
12:30 19.12.2019 	 3,47 	 1 	 2 	 204 	 1 	  
12:20 19.12.2019 	 3,5 	 1 	 3 	 280 	 1,2 	  
12:10 19.12.2019 	 3,51 	 2 	 4 	 308 	 1,8 	  
12:00 19.12.2019 	 3,52 	 1 	 3 	 25 	 1 	  
11:50 19.12.2019 	 3,52 	 1 	 4 	 258 	 1,2 	  
11:40 19.12.2019 	 3,51 	 2 	 4 	 242 	 0,8 	  
11:30 19.12.2019 	 3,49 	 2 	 3 	 213 	 0,9 	  
11:20 19.12.2019 	 3,46 	 2 	 3 	 207 	 0,9 	  
11:10 19.12.2019 	 3,43 	 2 	 5 	 299 	 1,2 	  
11:00 19.12.2019 	 3,39 	 2 	 5 	 275 	 0,8 	  
10:50 19.12.2019 	 3,34 	 2 	 3 	 236 	 -0,4 	  
10:40 19.12.2019 	 3,28 	 2 	 3 	 212 	 -0,6 	  
10:30 19.12.2019 	 3,22 	 1 	 3 	 182 	 -1 	  
10:20 19.12.2019 	 3,15 	 2 	 3 	 165 	 -1,4 	  
