 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
20:50 15.12.2019 	 3,76 	 4,05 	 10 	 13 	 89 	 994 	 0,9 	 2,8 	 30,04 	  
20:40 15.12.2019 	 3,76 	 4 	 11 	 15 	 89 	 994 	 1,1 	 2,8 	 29,98 	  
20:30 15.12.2019 	 3,76 	 4,02 	 10 	 15 	 91 	 994 	 1 	 2,7 	 30,02 	  
20:20 15.12.2019 	 3,74 	 3,96 	 11 	 14 	 87 	 994 	 1 	 2,7 	 30 	  
20:10 15.12.2019 	 3,71 	 3,92 	 10 	 13 	 92 	 994 	 1,2 	 2,7 	 30,01 	  
20:00 15.12.2019 	 3,68 	 3,89 	 10 	 13 	 95 	 994 	 1 	 2,7 	 30 	  
19:50 15.12.2019 	 3,63 	 3,84 	 9 	 13 	 91 	 994 	 1 	 2,7 	 29,7 	  
19:40 15.12.2019 	 3,57 	 3,8 	 9 	 12 	 94 	 994 	 1,1 	 2,7 	 29,97 	  
19:30 15.12.2019 	 3,51 	 3,75 	 8 	 13 	 110 	 994 	 0,9 	 2,7 	 30 	  
19:20 15.12.2019 	 3,43 	 3,72 	 9 	 12 	 104 	 994 	 0,8 	 2,7 	 30 	  
19:10 15.12.2019 	 3,35 	 3,63 	 8 	 11 	 109 	 994 	 0,8 	 2,7 	 29,3 	  
19:00 15.12.2019 	 3,26 	 3,57 	 7 	 10 	 104 	 994 	 0,9 	 2,7 	 27,84 	  
18:50 15.12.2019 	 3,16 	 3,48 	 6 	 12 	 94 	 994 	 0,6 	 2,7 	 27,84 	  
18:40 15.12.2019 	 3,05 	 3,4 	 4 	 10 	 106 	 994 	 0,9 	 2,6 	 28,26 	  
18:30 15.12.2019 	 2,94 	 3,27 	 5 	 8 	 95 	 994 	 0,9 	 2,6 	 28,33 	  
18:20 15.12.2019 	 2,82 	 3,15 	 4 	 7 	 89 	 994 	 0,9 	 2,7 	 28,26 	  
18:10 15.12.2019 	 2,7 	 2,97 	 3 	 5 	 78 	 993 	 1 	 2,7 	 27,9 	  
18:00 15.12.2019 	 2,57 	 2,81 	 6 	 12 	 89 	 993 	 0,7 	 2,7 	 28,08 	  
17:50 15.12.2019 	 2,44 	 2,65 	 10 	 13 	 86 	 993 	 0,7 	 2,7 	 28,28 	  
17:40 15.12.2019 	 2,3 	 2,48 	 8 	 11 	 93 	 993 	 0,8 	 2,7 	 28,2 	  
17:30 15.12.2019 	 2,17 	 2,31 	 9 	 12 	 80 	 993 	 1 	 2,7 	 28,23 	  
17:20 15.12.2019 	 2,03 	 2,17 	 8 	 12 	 107 	 993 	 1,1 	 2,7 	 28,21 	  
17:10 15.12.2019 	 1,9 	 2,02 	 8 	 11 	 118 	 993 	 1,2 	 2,7 	 27,96 	  
17:00 15.12.2019 	 1,77 	 1,86 	 8 	 11 	 118 	 993 	 0,8 	 2,6 	 27,92 	  
16:50 15.12.2019 	 1,64 	 1,7 	 9 	 12 	 118 	 993 	 0,5 	 2,8 	 27,92 	  
16:40 15.12.2019 	 1,51 	 1,59 	 9 	 12 	 117 	 993 	 0,7 	 2,8 	 28,17 	  
16:30 15.12.2019 	 1,39 	 1,47 	 10 	 13 	 120 	 993 	 0,5 	 2,9 	 28,1 	  
16:20 15.12.2019 	 1,28 	 1,36 	 9 	 13 	 115 	 993 	 0,7 	 3 	 28,07 	  
16:10 15.12.2019 	 1,17 	 1,27 	 10 	 15 	 112 	 993 	 0,4 	 3,2 	 28 	  
16:00 15.12.2019 	 1,07 	 1,18 	 9 	 14 	 115 	 992 	 0,4 	 3,1 	 27,97 	  
15:50 15.12.2019 	 0,98 	 1,08 	 9 	 12 	 121 	 993 	 0,1 	 3,4 	 28,03 	  
15:40 15.12.2019 	 0,9 	 1,05 	 8 	 13 	 130 	 993 	 -0 	 3 	 28,2 	  
15:30 15.12.2019 	 0,83 	 1 	 8 	 12 	 132 	 993 	 -0,1 	 3,3 	 28,05 	  
15:20 15.12.2019 	 0,77 	 0,99 	 9 	 12 	 130 	 993 	 -0,2 	 3,4 	 27,99 	  
15:10 15.12.2019 	 0,72 	 0,98 	 8 	 12 	 124 	 993 	 -0,3 	 3,3 	 28,11 	  
15:00 15.12.2019 	 0,69 	 0,98 	 9 	 13 	 118 	 993 	 -0,3 	 3,3 	 28,16 	  
14:50 15.12.2019 	 0,66 	 0,97 	 8 	 15 	 117 	 993 	 -0,6 	 3,2 	 28,15 	  
14:40 15.12.2019 	 0,66 	 0,96 	 9 	 11 	 119 	 992 	 -0,3 	 3,1 	 27,93 	  
14:30 15.12.2019 	 0,66 	 0,97 	 10 	 16 	 120 	 993 	 -0,6 	 3,2 	 28,18 	  
14:20 15.12.2019 	 0,67 	 0,97 	 9 	 12 	 112 	 993 	 -0,5 	 3 	 28,14 	  
14:10 15.12.2019 	 0,7 	 0,97 	 10 	 13 	 109 	 993 	 -0,2 	 3 	 28,14 	  
14:00 15.12.2019 	 0,75 	 1 	 10 	 12 	 113 	 993 	 -0,1 	 3 	 28,29 	  
13:50 15.12.2019 	 0,8 	 1,03 	 8 	 11 	 103 	 993 	 -0,1 	 2,9 	 28,18 	  
13:40 15.12.2019 	 0,87 	 1,09 	 8 	 10 	 109 	 992 	 -0,1 	 2,9 	 28,12 	  
13:30 15.12.2019 	 0,95 	 1,15 	 7 	 11 	 116 	 992 	 -0,1 	 2,9 	 28,21 	  
13:20 15.12.2019 	 1,04 	 1,24 	 8 	 11 	 112 	 992 	 -0,2 	 2,9 	 28,17 	  
13:10 15.12.2019 	 1,13 	 1,36 	 8 	 11 	 98 	 992 	 -0,2 	 2,9 	 28,11 	  
13:00 15.12.2019 	 1,24 	 1,46 	 6 	 8 	 91 	 992 	 -0,4 	 2,9 	 28,14 	  
12:50 15.12.2019 	 1,36 	 1,6 	 5 	 8 	 73 	 992 	 -0,3 	 2,8 	 28,38 	  
12:40 15.12.2019 	 1,48 	 1,73 	 5 	 7 	 72 	 992 	 -0,4 	 2,9 	 28,41 	  
12:30 15.12.2019 	 1,61 	 1,88 	 7 	 9 	 77 	 992 	 -0,4 	 2,8 	 28,36 	  
12:20 15.12.2019 	 1,75 	 2,02 	 7 	 8 	 75 	 992 	 -0,4 	 2,8 	 28,21 	  
12:10 15.12.2019 	 1,89 	 2,14 	 7 	 8 	 72 	 992 	 -0,4 	 2,8 	 28,23 	  
12:00 15.12.2019 	 2,04 	 2,29 	 8 	 10 	 73 	 992 	 -0,3 	 2,8 	 28,21 	  
11:50 15.12.2019 	 2,18 	 2,45 	 8 	 9 	 76 	 992 	 -0,3 	 2,8 	 28,19 	  
11:40 15.12.2019 	 2,33 	 2,61 	 6 	 8 	 62 	 992 	 -0 	 2,7 	 28,26 	  
11:30 15.12.2019 	 2,48 	 2,75 	 3 	 6 	 38 	 991 	 -1,1 	 2,7 	 28,2 	  
11:20 15.12.2019 	 2,62 	 2,92 	 1 	 3 	 345 	 991 	 -2,4 	 2,7 	 28,19 	  
11:10 15.12.2019 	 2,77 	 3,07 	 1 	 3 	 331 	 991 	 -2,7 	 2,7 	 28,23 	  
11:00 15.12.2019 	 2,91 	 3,22 	 2 	 3 	 338 	 991 	 -3,1 	 2,7 	 28,21 	  
10:50 15.12.2019 	 3,05 	 3,39 	 1 	 2 	 25 	 991 	 -2,4 	 2,7 	 28,21 	  
10:40 15.12.2019 	 3,18 	 3,54 	 1 	 2 	 33 	 991 	 -2 	 2,7 	 28,23 	  
10:30 15.12.2019 	 3,31 	 3,68 	 1 	 2 	 29 	 991 	 -1,9 	 2,7 	 28,23 	  
10:20 15.12.2019 	 3,44 	 3,8 	 1 	 2 	 9 	 991 	 -2 	 2,8 	 28,22 	  
10:10 15.12.2019 	 3,55 	 3,92 	 1 	 1 	 353 	 991 	 -1,7 	 2,8 	 28,31 	  
10:00 15.12.2019 	 3,66 	 4,02 	 1 	 2 	 354 	 991 	 -1,9 	 2,8 	 28,27 	  
09:50 15.12.2019 	 3,76 	 4,13 	 2 	 3 	 317 	 991 	 -2,3 	 2,8 	 28,33 	  
09:40 15.12.2019 	 3,85 	 4,21 	 1 	 3 	 346 	 990 	 -2,4 	 2,8 	 28,2 	  
09:30 15.12.2019 	 3,94 	 4,27 	 1 	 3 	 31 	 990 	 -2,2 	 2,8 	 28,22 	  
09:20 15.12.2019 	 4,01 	 4,32 	 1 	 3 	 355 	 990 	 -2 	 2,8 	 28,19 	  
09:10 15.12.2019 	 4,07 	 4,38 	 3 	 4 	 322 	 990 	 -2,9 	 2,8 	 28,18 	  
09:00 15.12.2019 	 4,13 	 4,39 	 2 	 4 	 344 	 990 	 -3,1 	 2,8 	 28,19 	  
08:50 15.12.2019 	 4,17 	 4,43 	 3 	 5 	 58 	 990 	 -1 	 2,8 	 28,18 	  
08:40 15.12.2019 	 4,2 	 4,45 	 4 	 6 	 82 	 990 	 -0,7 	 2,8 	 28,25 	  
08:30 15.12.2019 	 4,22 	 4,48 	 4 	 5 	 95 	 990 	 -0,8 	 2,8 	 28,4 	  
08:20 15.12.2019 	 4,23 	 4,49 	 4 	 4 	 93 	 990 	 -0,9 	 2,8 	 28,24 	  
08:10 15.12.2019 	 4,23 	 4,51 	 4 	 5 	 92 	 990 	 -1,2 	 2,8 	 28,24 	  
08:00 15.12.2019 	 4,21 	 4,55 	 4 	 5 	 90 	 990 	 -1,1 	 2,7 	 28,3 	  
07:50 15.12.2019 	 4,19 	 4,53 	 3 	 5 	 102 	 990 	 -1,3 	 2,7 	 28,2 	  
07:40 15.12.2019 	 4,15 	 4,54 	 3 	 4 	 111 	 990 	 -1,5 	 2,7 	 28,16 	  
07:30 15.12.2019 	 4,1 	 4,5 	 2 	 4 	 90 	 989 	 -1,5 	 2,9 	 28,25 	  
07:20 15.12.2019 	 4,04 	 4,48 	 3 	 3 	 74 	 989 	 -1,6 	 2,9 	 28,25 	  
07:10 15.12.2019 	 3,97 	 4,38 	 3 	 3 	 96 	 989 	 -1,6 	 2,9 	 28,21 	  
07:00 15.12.2019 	 3,89 	 4,32 	 3 	 4 	 95 	 989 	 -1,8 	 3 	 28,31 	  
06:50 15.12.2019 	 3,79 	 4,19 	 3 	 4 	 90 	 989 	 -1,8 	 2,9 	 28,26 	  
06:40 15.12.2019 	 3,69 	 4,07 	 3 	 4 	 96 	 989 	 -1,9 	 2,9 	 28,3 	  
06:30 15.12.2019 	 3,58 	 3,93 	 3 	 4 	 104 	 989 	 -1,9 	 2,7 	 28,26 	  
06:20 15.12.2019 	 3,46 	 3,79 	 3 	 4 	 100 	 989 	 -2 	 2,9 	 28,3 	  
06:10 15.12.2019 	 3,34 	 3,64 	 3 	 4 	 91 	 989 	 -2,2 	 2,9 	 28,26 	  
06:00 15.12.2019 	 3,21 	 3,5 	 2 	 3 	 94 	 989 	 -2,1 	 2,9 	 28,27 	  
05:50 15.12.2019 	 3,07 	 3,35 	 3 	 4 	 104 	 989 	 -2,2 	 2,9 	 28,27 	  
05:40 15.12.2019 	 2,92 	 3,2 	 2 	 3 	 103 	 989 	 -2 	 2,9 	 28,31 	  
05:30 15.12.2019 	 2,77 	 3,04 	 1 	 2 	 92 	 989 	 -2,1 	 2,9 	 28,24 	  
05:20 15.12.2019 	 2,62 	 2,91 	 1 	 2 	 132 	 989 	 -2,2 	 2,9 	 28,25 	  
05:10 15.12.2019 	 2,47 	 2,74 	 2 	 4 	 82 	 989 	 -2,3 	 2,9 	 28,27 	  
05:00 15.12.2019 	 2,32 	 2,59 	 2 	 4 	 47 	 989 	 -2,9 	 2,9 	 28,27 	  
04:50 15.12.2019 	 2,16 	 2,42 	 2 	 3 	 41 	 989 	 -2,9 	 2,9 	 28,21 	  
04:40 15.12.2019 	 2,01 	 2,27 	 2 	 4 	 52 	 989 	 -2,6 	 2,9 	 28,14 	  
04:30 15.12.2019 	 1,86 	 2,09 	 2 	 4 	 79 	 989 	 -2,3 	 2,9 	 28,14 	  
04:20 15.12.2019 	 1,72 	 1,94 	 2 	 4 	 78 	 989 	 -2,4 	 2,9 	 28,13 	  
04:10 15.12.2019 	 1,57 	 1,8 	 3 	 4 	 83 	 989 	 -2,2 	 2,9 	 28,14 	  
04:00 15.12.2019 	 1,44 	 1,66 	 2 	 4 	 25 	 989 	 -2,3 	 2,9 	 28,15 	  
03:50 15.12.2019 	 1,31 	 1,52 	 4 	 5 	 318 	 989 	 -2,9 	 2,9 	 28,13 	  
03:40 15.12.2019 	 1,19 	 1,4 	 4 	 6 	 322 	 989 	 -2,4 	 2,9 	 28,11 	  
03:30 15.12.2019 	 1,08 	 1,29 	 5 	 5 	 330 	 989 	 -2,7 	 3 	 28,1 	  
03:20 15.12.2019 	 0,98 	 1,18 	 5 	 6 	 317 	 989 	 -3 	 3 	 28,1 	  
03:10 15.12.2019 	 0,89 	 1,1 	 5 	 6 	 315 	 989 	 -2,9 	 3,1 	 28,09 	  
03:00 15.12.2019 	 0,81 	 1,01 	 5 	 6 	 317 	 989 	 -3 	 3,1 	 28,05 	  
02:50 15.12.2019 	 0,74 	 0,95 	 4 	 6 	 318 	 989 	 -3,2 	 3,1 	 28,08 	  
02:40 15.12.2019 	 0,69 	 0,9 	 3 	 5 	 346 	 989 	 -3 	 3,2 	 28,04 	  
02:30 15.12.2019 	 0,65 	 0,86 	 2 	 4 	 325 	 989 	 -2,9 	 3,2 	 28,11 	  
02:20 15.12.2019 	 0,62 	 0,83 	 2 	 6 	 339 	 989 	 -2,2 	 3,2 	 28,21 	  
02:10 15.12.2019 	 0,61 	 0,81 	 1 	 3 	 53 	 989 	 -1,9 	 3,3 	 27,97 	  
02:00 15.12.2019 	 0,61 	 0,82 	 2 	 3 	 318 	 989 	 -2,9 	 3,2 	 28,02 	  
01:50 15.12.2019 	 0,62 	 0,83 	 1 	 4 	 280 	 990 	 -3 	 3,4 	 27,93 	  
01:40 15.12.2019 	 0,65 	 0,87 	 2 	 3 	 74 	 990 	 -2,4 	 3,1 	 28,11 	  
01:30 15.12.2019 	 0,69 	 0,92 	 2 	 4 	 40 	 990 	 -2,5 	 3,3 	 28,06 	  
01:20 15.12.2019 	 0,74 	 0,98 	 3 	 7 	 81 	 990 	 -2,2 	 3,1 	 28,16 	  
01:10 15.12.2019 	 0,8 	 1,05 	 4 	 5 	 106 	 990 	 -2 	 3 	 28,24 	  
01:00 15.12.2019 	 0,88 	 1,13 	 5 	 7 	 102 	 990 	 -1,9 	 3,1 	 28,06 	  
00:50 15.12.2019 	 0,97 	 1,23 	 5 	 6 	 101 	 990 	 -1,7 	 2,9 	 28,13 	  
00:40 15.12.2019 	 1,06 	 1,32 	 4 	 6 	 95 	 990 	 -2 	 2,9 	 28,28 	  
00:30 15.12.2019 	 1,17 	 1,44 	 4 	 6 	 96 	 990 	 -2 	 2,9 	 28,1 	  
00:20 15.12.2019 	 1,28 	 1,54 	 5 	 6 	 102 	 990 	 -2,3 	 2,8 	 28,08 	  
00:10 15.12.2019 	 1,4 	 1,66 	 2 	 4 	 92 	 990 	 -2,5 	 3 	 28,22 	  
00:00 15.12.2019 	 1,52 	 1,79 	 1 	 2 	 44 	 990 	 -3,7 	 3 	 28,08 	  
23:50 14.12.2019 	 1,65 	 1,94 	 1 	 2 	 359 	 990 	 -3,8 	 3 	 28,1 	  
23:40 14.12.2019 	 1,78 	 2,05 	 2 	 4 	 82 	 990 	 -3,1 	 3 	 28,26 	  
23:30 14.12.2019 	 1,92 	 2,22 	 3 	 5 	 103 	 990 	 -3 	 3 	 28,25 	  
23:20 14.12.2019 	 2,06 	 2,38 	 4 	 5 	 117 	 990 	 -2,9 	 2,9 	 28,23 	  
23:10 14.12.2019 	 2,2 	 2,54 	 3 	 5 	 108 	 990 	 -3,1 	 2,9 	 28,5 	  
23:00 14.12.2019 	 2,33 	 2,7 	 2 	 4 	 102 	 990 	 -3,2 	 2,9 	 28,38 	  
22:50 14.12.2019 	 2,47 	 2,86 	 1 	 2 	 355 	 990 	 -3,9 	 2,9 	 28,4 	  
22:40 14.12.2019 	 2,6 	 3,01 	 1 	 2 	 340 	 990 	 -4,4 	 2,8 	 28,37 	  
22:30 14.12.2019 	 2,73 	 3,15 	 1 	 2 	 18 	 990 	 -4,4 	 3 	 28,32 	  
22:20 14.12.2019 	 2,86 	 3,27 	 2 	 3 	 331 	 990 	 -4,8 	 3 	 28,31 	  
22:10 14.12.2019 	 2,98 	 3,42 	 1 	 2 	 312 	 990 	 -4,8 	 3 	 28,33 	  
22:00 14.12.2019 	 3,09 	 3,53 	 3 	 5 	 70 	 990 	 -4,1 	 3 	 28,3 	  
21:50 14.12.2019 	 3,2 	 3,64 	 3 	 4 	 76 	 990 	 -3,6 	 3 	 28,4 	  
21:40 14.12.2019 	 3,31 	 3,73 	 1 	 3 	 17 	 990 	 -6,1 	 3 	 28,39 	  
21:30 14.12.2019 	 3,4 	 3,82 	 3 	 5 	 50 	 990 	 -6,2 	 3 	 28,42 	  
21:20 14.12.2019 	 3,49 	 3,91 	 4 	 5 	 61 	 990 	 -4,2 	 3 	 28,41 	  
21:10 14.12.2019 	 3,57 	 3,98 	 4 	 5 	 53 	 990 	 -4,4 	 3 	 28,37 	  
21:00 14.12.2019 	 3,64 	 4,06 	 3 	 4 	 40 	 990 	 -4,6 	 3 	 28,36 	  
20:50 14.12.2019 	 3,7 	 4,12 	 3 	 4 	 59 	 990 	 -4,4 	 3,1 	 28,39 	  
20:40 14.12.2019 	 3,75 	 4,17 	 3 	 4 	 85 	 990 	 -4 	 3,2 	 28,37 	  
20:30 14.12.2019 	 3,79 	 4,21 	 3 	 5 	 93 	 990 	 -3,9 	 3 	 28,56 	  
20:20 14.12.2019 	 3,82 	 4,22 	 3 	 6 	 89 	 990 	 -4 	 3 	 28,38 	  
20:10 14.12.2019 	 3,84 	 4,23 	 1 	 3 	 37 	 989 	 -6,8 	 3 	 28,43 	  
20:00 14.12.2019 	 3,85 	 4,22 	 2 	 3 	 343 	 989 	 -7,6 	 3 	 28,44 	  
19:50 14.12.2019 	 3,85 	 4,2 	 3 	 5 	 346 	 989 	 -7,5 	 3 	 28,52 	  
19:40 14.12.2019 	 3,83 	 4,17 	 3 	 5 	 18 	 989 	 -8,1 	 3 	 28,33 	  
19:30 14.12.2019 	 3,81 	 4,14 	 4 	 6 	 41 	 989 	 -4,9 	 3 	 28,37 	  
19:20 14.12.2019 	 3,78 	 4,11 	 5 	 6 	 45 	 989 	 -4,4 	 3 	 28,36 	  
19:10 14.12.2019 	 3,73 	 4,07 	 4 	 5 	 40 	 989 	 -5,1 	 3 	 28,44 	  
19:00 14.12.2019 	 3,68 	 4,03 	 3 	 5 	 46 	 989 	 -4,9 	 3 	 28,31 	  
18:50 14.12.2019 	 3,61 	 3,99 	 2 	 3 	 32 	 989 	 -6,9 	 3 	 28,32 	  
18:40 14.12.2019 	 3,54 	 3,93 	 1 	 2 	 2 	 989 	 -7,2 	 3 	 28,33 	  
18:30 14.12.2019 	 3,45 	 3,87 	 1 	 2 	 39 	 989 	 -7,1 	 2,9 	 28,29 	  
18:20 14.12.2019 	 3,36 	 3,79 	 1 	 3 	 336 	 989 	 -7,1 	 3 	 28,32 	  
18:10 14.12.2019 	 3,25 	 3,68 	 1 	 3 	 337 	 988 	 -7,3 	 3 	 28,31 	  
18:00 14.12.2019 	 3,14 	 3,56 	 1 	 2 	 336 	 988 	 -7,5 	 3 	 28,34 	  
17:50 14.12.2019 	 3,03 	 3,42 	 1 	 2 	 354 	 988 	 -7,8 	 2,9 	 28,35 	  
17:40 14.12.2019 	 2,9 	 3,27 	 1 	 2 	 339 	 988 	 -8,1 	 2,9 	 28,36 	  
17:30 14.12.2019 	 2,77 	 3,09 	 2 	 4 	 339 	 988 	 -8,6 	 3 	 28,34 	  
17:20 14.12.2019 	 2,64 	 2,92 	 2 	 3 	 326 	 988 	 -8,3 	 3 	 28,41 	  
17:10 14.12.2019 	 2,5 	 2,75 	 2 	 3 	 313 	 988 	 -7,3 	 3 	 28,38 	  
17:00 14.12.2019 	 2,36 	 2,58 	 1 	 2 	 345 	 988 	 -8,2 	 3 	 28,42 	  
16:50 14.12.2019 	 2,22 	 2,43 	 1 	 2 	 339 	 988 	 -7,5 	 3 	 28,37 	  
16:40 14.12.2019 	 2,08 	 2,27 	 1 	 3 	 332 	 988 	 -7,9 	 3 	 28,38 	  
16:30 14.12.2019 	 1,94 	 2,14 	 2 	 3 	 350 	 988 	 -8,1 	 3 	 28,51 	  
16:20 14.12.2019 	 1,8 	 1,99 	 2 	 3 	 65 	 988 	 -7,2 	 3 	 28,33 	  
16:10 14.12.2019 	 1,67 	 1,89 	 3 	 4 	 95 	 987 	 -6,1 	 3 	 28,34 	  
16:00 14.12.2019 	 1,53 	 1,77 	 4 	 6 	 108 	 988 	 -6,5 	 3 	 28,37 	  
15:50 14.12.2019 	 1,41 	 1,68 	 4 	 6 	 108 	 987 	 -6,8 	 3 	 28,53 	  
15:40 14.12.2019 	 1,28 	 1,57 	 2 	 4 	 28 	 987 	 -7,4 	 3 	 28,28 	  
15:30 14.12.2019 	 1,17 	 1,47 	 2 	 3 	 119 	 987 	 -6 	 3 	 28,25 	  
15:20 14.12.2019 	 1,06 	 1,39 	 1 	 3 	 82 	 987 	 -6,9 	 3,1 	 28,17 	  
15:10 14.12.2019 	 0,97 	 1,29 	 1 	 2 	 78 	 987 	 -6,4 	 3,2 	 28,43 	  
15:00 14.12.2019 	 0,88 	 1,21 	 1 	 2 	 95 	 987 	 -6,9 	 3,4 	 28,28 	  
14:50 14.12.2019 	 0,8 	 1,15 	 1 	 2 	 72 	 987 	 -7,4 	 3,4 	 28,32 	  
14:40 14.12.2019 	 0,74 	 1,08 	 2 	 3 	 73 	 987 	 -6,9 	 3,4 	 28,17 	  
14:30 14.12.2019 	 0,68 	 1,02 	 1 	 3 	 52 	 987 	 -7,7 	 3,5 	 28,29 	  
14:20 14.12.2019 	 0,64 	 0,96 	 1 	 1 	 31 	 987 	 -7,9 	 3,5 	 28,18 	  
14:10 14.12.2019 	 0,62 	 0,93 	 0 	 1 	 356 	 987 	 -8,2 	 3,5 	 28,03 	  
14:00 14.12.2019 	 0,6 	 0,91 	 1 	 2 	 358 	 987 	 -8,1 	 3,5 	 28,3 	  
13:50 14.12.2019 	 0,6 	 0,89 	 1 	 2 	 27 	 987 	 -8,3 	 3,4 	 28,37 	  
13:40 14.12.2019 	 0,62 	 0,91 	 1 	 2 	 25 	 987 	 -8,6 	 3,5 	 30,09 	  
13:30 14.12.2019 	 0,64 	 0,92 	 1 	 2 	 355 	 987 	 -8,1 	 3,4 	 30,14 	  
13:20 14.12.2019 	 0,69 	 0,95 	 1 	 2 	 340 	 987 	 -8,8 	 3,3 	 29,17 	  
13:10 14.12.2019 	 0,74 	 1,01 	 2 	 3 	 49 	 987 	 -8 	 3,3 	 28,69 	  
13:00 14.12.2019 	 0,81 	 1,08 	 2 	 3 	 101 	 987 	 -5,7 	 3,3 	 28,27 	  
12:50 14.12.2019 	 0,88 	 1,18 	 2 	 3 	 98 	 987 	 -5,5 	 3,3 	 28,31 	  
12:40 14.12.2019 	 0,98 	 1,28 	 2 	 3 	 104 	 986 	 -5,6 	 3,2 	 28,27 	  
12:30 14.12.2019 	 1,08 	 1,41 	 2 	 4 	 95 	 986 	 -5,8 	 3,2 	 28,36 	  
12:20 14.12.2019 	 1,19 	 1,53 	 3 	 4 	 96 	 986 	 -5,6 	 3,1 	 28,32 	  
12:10 14.12.2019 	 1,31 	 1,67 	 3 	 4 	 96 	 986 	 -5,8 	 3,2 	 28,41 	  
12:00 14.12.2019 	 1,43 	 1,82 	 3 	 4 	 95 	 986 	 -5,7 	 3,1 	 28,33 	  
11:50 14.12.2019 	 1,57 	 1,97 	 3 	 4 	 101 	 986 	 -5,7 	 3,1 	 28,18 	  
11:40 14.12.2019 	 1,71 	 2,11 	 3 	 5 	 101 	 986 	 -5,5 	 3,1 	 28,41 	  
11:30 14.12.2019 	 1,85 	 2,25 	 4 	 5 	 102 	 986 	 -5,5 	 3 	 28,45 	  
11:20 14.12.2019 	 2 	 2,38 	 4 	 5 	 104 	 986 	 -5,7 	 2,9 	 28,35 	  
11:10 14.12.2019 	 2,15 	 2,52 	 3 	 4 	 104 	 986 	 -5,6 	 3 	 28,3 	  
11:00 14.12.2019 	 2,3 	 2,66 	 3 	 4 	 102 	 986 	 -5,6 	 3 	 28,34 	  
10:50 14.12.2019 	 2,45 	 2,79 	 3 	 4 	 105 	 986 	 -5,5 	 3,1 	 28,42 	  
10:40 14.12.2019 	 2,6 	 2,93 	 3 	 3 	 85 	 986 	 -5,5 	 3 	 28,42 	  
10:30 14.12.2019 	 2,75 	 3,08 	 3 	 5 	 53 	 986 	 -6,2 	 3,1 	 28,32 	  
10:20 14.12.2019 	 2,89 	 3,25 	 3 	 5 	 66 	 986 	 -5,9 	 3,1 	 28,38 	  
10:10 14.12.2019 	 3,04 	 3,4 	 4 	 5 	 52 	 985 	 -6,1 	 3,1 	 28,33 	  
10:00 14.12.2019 	 3,17 	 3,58 	 3 	 5 	 49 	 985 	 -6,6 	 3 	 28,34 	  
09:50 14.12.2019 	 3,31 	 3,75 	 3 	 4 	 55 	 985 	 -7 	 3,1 	 28,31 	  
09:40 14.12.2019 	 3,43 	 3,91 	 3 	 4 	 60 	 985 	 -6,5 	 3,1 	 28,29 	  
09:30 14.12.2019 	 3,55 	 4,06 	 2 	 3 	 60 	 985 	 -6,3 	 3,2 	 28,31 	  
09:20 14.12.2019 	 3,67 	 4,2 	 3 	 4 	 54 	 985 	 -6,3 	 3,2 	 28,35 	  
09:10 14.12.2019 	 3,77 	 4,33 	 3 	 4 	 60 	 985 	 -6,3 	 3,3 	 28,36 	  
09:00 14.12.2019 	 3,87 	 4,41 	 3 	 5 	 50 	 985 	 -6,2 	 3,4 	 28,37 	  
08:50 14.12.2019 	 3,95 	 4,49 	 4 	 6 	 45 	 985 	 -5,7 	 3,4 	 28,43 	  
08:40 14.12.2019 	 4,03 	 4,53 	 5 	 6 	 43 	 985 	 -6,5 	 3,5 	 28,49 	  
08:30 14.12.2019 	 4,1 	 4,57 	 4 	 5 	 43 	 985 	 -6,3 	 3,4 	 28,41 	  
08:20 14.12.2019 	 4,15 	 4,6 	 4 	 5 	 41 	 985 	 -6,6 	 3,5 	 28,41 	  
08:10 14.12.2019 	 4,2 	 4,62 	 4 	 5 	 44 	 985 	 -5,8 	 3,5 	 28,43 	  
08:00 14.12.2019 	 4,23 	 4,65 	 5 	 6 	 46 	 985 	 -6,2 	 3,5 	 28,43 	  
07:50 14.12.2019 	 4,26 	 4,66 	 5 	 6 	 43 	 985 	 -6,4 	 3,4 	 28,37 	  
07:40 14.12.2019 	 4,27 	 4,69 	 4 	 6 	 43 	 985 	 -6,3 	 3,5 	 28,42 	  
07:30 14.12.2019 	 4,27 	 4,7 	 5 	 6 	 44 	 985 	 -6 	 3,5 	 28,48 	  
07:20 14.12.2019 	 4,26 	 4,72 	 5 	 6 	 45 	 985 	 -5,8 	 3,5 	 28,5 	  
07:10 14.12.2019 	 4,23 	 4,72 	 5 	 6 	 52 	 985 	 -5,9 	 3,4 	 28,49 	  
07:00 14.12.2019 	 4,19 	 4,7 	 5 	 6 	 53 	 985 	 -5,6 	 3,4 	 28,39 	  
06:50 14.12.2019 	 4,14 	 4,68 	 5 	 6 	 50 	 985 	 -6 	 3,5 	 28,45 	  
06:40 14.12.2019 	 4,08 	 4,63 	 3 	 5 	 66 	 984 	 -6,1 	 3,4 	 28,43 	  
06:30 14.12.2019 	 4,01 	 4,55 	 4 	 6 	 59 	 985 	 -5,7 	 3,5 	 28,46 	  
