 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
23:10 27.01.2019 	 0,82 	 0,98 	 3 	 3 	 256 	 1004 	 -8,2 	  
23:00 27.01.2019 	 0,86 	 1,03 	 2 	 3 	 250 	 1004 	 -7,9 	  
22:50 27.01.2019 	 0,9 	 1,08 	 2 	 3 	 252 	 1004 	 -7,7 	  
22:40 27.01.2019 	 0,94 	 1,19 	 3 	 3 	 259 	 1004 	 -7,9 	  
22:30 27.01.2019 	 0,98 	 1,21 	 4 	 4 	 262 	 1004 	 -8,4 	  
22:20 27.01.2019 	 1,02 	 1,25 	 3 	 4 	 247 	 1004 	 -8,1 	  
22:10 27.01.2019 	 1,06 	 1,3 	 2 	 3 	 244 	 1004 	 -7,3 	  
22:00 27.01.2019 	 1,1 	 1,29 	 2 	 3 	 250 	 1004 	 -8,5 	  
21:50 27.01.2019 	 1,13 	 1,34 	 2 	 3 	 245 	 1004 	 -7,9 	  
21:40 27.01.2019 	 1,16 	 1,38 	 3 	 3 	 254 	 1004 	 -9 	  
21:30 27.01.2019 	 1,2 	 1,41 	 2 	 3 	 253 	 1004 	 -8,6 	  
21:20 27.01.2019 	 1,22 	 1,43 	 1 	 2 	 250 	 1004 	 -9,2 	  
21:10 27.01.2019 	 1,25 	 1,47 	 1 	 2 	 238 	 1004 	 -9,1 	  
21:00 27.01.2019 	 1,28 	 1,5 	 2 	 2 	 258 	 1004 	 -9,8 	  
20:50 27.01.2019 	 1,3 	 1,54 	 3 	 3 	 256 	 1004 	 -9,4 	  
20:40 27.01.2019 	 1,32 	 1,6 	 2 	 3 	 247 	 1004 	 -7,7 	  
20:30 27.01.2019 	 1,34 	 1,6 	 3 	 3 	 264 	 1005 	 -8,8 	  
20:20 27.01.2019 	 1,35 	 1,63 	 2 	 3 	 261 	 1005 	 -8,6 	  
20:10 27.01.2019 	 1,36 	 1,63 	 3 	 3 	 262 	 1005 	 -8,5 	  
20:00 27.01.2019 	 1,37 	 1,62 	 2 	 3 	 243 	 1005 	 -8,1 	  
19:50 27.01.2019 	 1,37 	 1,62 	 2 	 2 	 256 	 1005 	 -9 	  
19:40 27.01.2019 	 1,37 	 1,64 	 3 	 3 	 271 	 1005 	 -9,1 	  
19:30 27.01.2019 	 1,37 	 1,67 	 2 	 3 	 262 	 1005 	 -9,2 	  
19:20 27.01.2019 	 1,36 	 1,66 	 2 	 3 	 249 	 1005 	 -8,3 	  
19:10 27.01.2019 	 1,35 	 1,65 	 2 	 3 	 251 	 1005 	 -8,5 	  
19:00 27.01.2019 	 1,34 	 1,64 	 3 	 4 	 257 	 1005 	 -8,9 	  
18:50 27.01.2019 	 1,32 	 1,59 	 3 	 4 	 253 	 1005 	 -8,7 	  
18:40 27.01.2019 	 1,31 	 1,59 	 2 	 3 	 248 	 1005 	 -8 	  
18:30 27.01.2019 	 1,28 	 1,59 	 3 	 3 	 252 	 1005 	 -8,2 	  
18:20 27.01.2019 	 1,26 	 1,56 	 3 	 4 	 262 	 1005 	 -8,8 	  
18:10 27.01.2019 	 1,23 	 1,54 	 3 	 4 	 249 	 1005 	 -7,9 	  
18:00 27.01.2019 	 1,2 	 1,48 	 3 	 3 	 250 	 1005 	 -7,7 	  
17:50 27.01.2019 	 1,17 	 1,45 	 3 	 4 	 262 	 1005 	 -8,5 	  
17:40 27.01.2019 	 1,14 	 1,42 	 3 	 4 	 253 	 1006 	 -8,2 	  
17:30 27.01.2019 	 1,1 	 1,35 	 3 	 3 	 249 	 1006 	 -7,7 	  
17:20 27.01.2019 	 1,06 	 1,33 	 3 	 4 	 254 	 1006 	 -8 	  
17:10 27.01.2019 	 1,02 	 1,27 	 3 	 4 	 253 	 1006 	 -8,5 	  
17:00 27.01.2019 	 0,98 	 1,23 	 3 	 4 	 252 	 1006 	 -8,1 	  
16:50 27.01.2019 	 0,94 	 1,19 	 3 	 3 	 252 	 1006 	 -8 	  
16:40 27.01.2019 	 0,9 	 1,13 	 3 	 4 	 253 	 1006 	 -7,9 	  
16:30 27.01.2019 	 0,86 	 1,11 	 3 	 4 	 255 	 1006 	 -8,6 	  
16:20 27.01.2019 	 0,82 	 1,05 	 3 	 4 	 256 	 1006 	 -8,7 	  
16:10 27.01.2019 	 0,78 	 0,98 	 3 	 4 	 250 	 1006 	 -8 	  
16:00 27.01.2019 	 0,74 	 0,93 	 3 	 4 	 251 	 1006 	 -8,1 	  
15:50 27.01.2019 	 0,7 	 0,87 	 3 	 4 	 254 	 1006 	 -8,2 	  
15:40 27.01.2019 	 0,66 	 0,82 	 3 	 4 	 253 	 1006 	 -8,2 	  
15:30 27.01.2019 	 0,62 	 0,78 	 3 	 4 	 254 	 1006 	 -8,1 	  
15:20 27.01.2019 	 0,58 	 0,73 	 3 	 3 	 254 	 1006 	 -7,8 	  
15:10 27.01.2019 	 0,55 	 0,7 	 2 	 3 	 254 	 1006 	 -8 	  
15:00 27.01.2019 	 0,52 	 0,64 	 3 	 3 	 266 	 1006 	 -8,6 	  
14:50 27.01.2019 	 0,49 	 0,61 	 3 	 4 	 264 	 1007 	 -8,3 	  
14:40 27.01.2019 	 0,46 	 0,55 	 3 	 3 	 254 	 1007 	 -8,1 	  
14:30 27.01.2019 	 0,44 	 0,53 	 3 	 3 	 267 	 1007 	 -8,3 	  
14:20 27.01.2019 	 0,41 	 0,49 	 3 	 3 	 266 	 1007 	 -8,7 	  
14:10 27.01.2019 	 0,39 	 0,48 	 3 	 4 	 266 	 1007 	 -8,7 	  
14:00 27.01.2019 	 0,38 	 0,46 	 3 	 3 	 257 	 1007 	 -8,3 	  
13:50 27.01.2019 	 0,37 	 0,46 	 3 	 4 	 264 	 1007 	 -8,3 	  
13:40 27.01.2019 	 0,36 	 0,45 	 4 	 5 	 264 	 1007 	 -8,6 	  
13:30 27.01.2019 	 0,35 	 0,48 	 3 	 4 	 252 	 1007 	 -8,3 	  
13:20 27.01.2019 	 0,35 	 0,46 	 3 	 4 	 258 	 1007 	 -8,3 	  
13:10 27.01.2019 	 0,36 	 0,44 	 4 	 4 	 258 	 1007 	 -8,2 	  
13:00 27.01.2019 	 0,36 	 0,45 	 3 	 4 	 251 	 1008 	 -7,9 	  
12:50 27.01.2019 	 0,37 	 0,46 	 3 	 4 	 247 	 1008 	 -7,3 	  
12:40 27.01.2019 	 0,39 	 0,46 	 3 	 4 	 248 	 1008 	 -7,8 	  
12:30 27.01.2019 	 0,4 	 0,5 	 3 	 5 	 260 	 1008 	 -7,9 	  
12:20 27.01.2019 	 0,43 	 0,51 	 4 	 5 	 264 	 1008 	 -7,9 	  
12:10 27.01.2019 	 0,45 	 0,52 	 4 	 5 	 270 	 1008 	 -8,4 	  
12:00 27.01.2019 	 0,48 	 0,54 	 4 	 5 	 262 	 1008 	 -8,5 	  
11:50 27.01.2019 	 0,51 	 0,59 	 4 	 5 	 259 	 1008 	 -8,1 	  
11:40 27.01.2019 	 0,55 	 0,66 	 3 	 4 	 255 	 1009 	 -7,8 	  
11:30 27.01.2019 	 0,58 	 0,69 	 3 	 4 	 254 	 1009 	 -7,9 	  
11:20 27.01.2019 	 0,62 	 0,75 	 4 	 5 	 256 	 1009 	 -7,5 	  
11:10 27.01.2019 	 0,66 	 0,78 	 5 	 6 	 270 	 1009 	 -8,2 	  
11:00 27.01.2019 	 0,71 	 0,8 	 4 	 6 	 268 	 1009 	 -8,2 	  
10:50 27.01.2019 	 0,75 	 0,86 	 4 	 6 	 259 	 1009 	 -8,2 	  
10:40 27.01.2019 	 0,8 	 0,89 	 4 	 5 	 262 	 1009 	 -8,2 	  
10:30 27.01.2019 	 0,84 	 0,96 	 5 	 6 	 265 	 1009 	 -8,3 	  
10:20 27.01.2019 	 0,89 	 1 	 5 	 5 	 264 	 1009 	 -7,8 	  
10:10 27.01.2019 	 0,94 	 1,04 	 5 	 6 	 251 	 1009 	 -7,7 	  
10:00 27.01.2019 	 0,98 	 1,09 	 4 	 5 	 245 	 1009 	 -6,6 	  
09:50 27.01.2019 	 1,03 	 1,12 	 4 	 6 	 250 	 1009 	 -6,6 	  
09:40 27.01.2019 	 1,08 	 1,16 	 6 	 7 	 274 	 1010 	 -7,1 	  
09:30 27.01.2019 	 1,12 	 1,19 	 7 	 9 	 275 	 1010 	 -7,2 	  
09:20 27.01.2019 	 1,16 	 1,26 	 7 	 10 	 253 	 1010 	 -6,1 	  
09:10 27.01.2019 	 1,2 	 1,34 	 6 	 8 	 245 	 1010 	 -6,1 	  
09:00 27.01.2019 	 1,24 	 1,38 	 7 	 9 	 253 	 1010 	 -5,9 	  
08:50 27.01.2019 	 1,28 	 1,42 	 6 	 8 	 244 	 1010 	 -5,9 	  
08:40 27.01.2019 	 1,31 	 1,43 	 6 	 8 	 254 	 1010 	 -6 	  
08:30 27.01.2019 	 1,34 	 1,48 	 7 	 8 	 264 	 1010 	 -6,4 	  
08:20 27.01.2019 	 1,37 	 1,51 	 6 	 8 	 255 	 1010 	 -7,3 	  
08:10 27.01.2019 	 1,4 	 1,56 	 6 	 8 	 266 	 1010 	 -6,8 	  
08:00 27.01.2019 	 1,42 	 1,55 	 8 	 10 	 266 	 1010 	 -6,4 	  
07:50 27.01.2019 	 1,44 	 1,55 	 7 	 9 	 273 	 1010 	 -6,7 	  
07:40 27.01.2019 	 1,45 	 1,55 	 7 	 9 	 262 	 1010 	 -6,2 	  
07:30 27.01.2019 	 1,46 	 1,55 	 7 	 9 	 258 	 1010 	 -5,9 	  
07:20 27.01.2019 	 1,47 	 1,59 	 7 	 10 	 253 	 1010 	 -6,1 	  
07:10 27.01.2019 	 1,47 	 1,59 	 6 	 8 	 245 	 1010 	 -5,9 	  
07:00 27.01.2019 	 1,47 	 1,57 	 6 	 8 	 245 	 1011 	 -5,8 	  
06:50 27.01.2019 	 1,47 	 1,57 	 7 	 10 	 245 	 1011 	 -5,8 	  
06:40 27.01.2019 	 1,46 	 1,56 	 7 	 10 	 240 	 1011 	 -5,5 	  
06:30 27.01.2019 	 1,45 	 1,57 	 6 	 9 	 246 	 1011 	 -5,3 	  
06:20 27.01.2019 	 1,43 	 1,53 	 7 	 9 	 256 	 1011 	 -5,7 	  
06:10 27.01.2019 	 1,41 	 1,49 	 8 	 11 	 264 	 1011 	 -5,4 	  
06:00 27.01.2019 	 1,39 	 1,46 	 8 	 11 	 248 	 1011 	 -5,2 	  
05:50 27.01.2019 	 1,36 	 1,42 	 8 	 12 	 248 	 1011 	 -5,1 	  
05:40 27.01.2019 	 1,33 	 1,42 	 8 	 12 	 255 	 1011 	 -5,4 	  
05:30 27.01.2019 	 1,3 	 1,4 	 6 	 13 	 272 	 1011 	 -5,3 	  
05:20 27.01.2019 	 1,26 	 1,34 	 6 	 9 	 273 	 1011 	 -5,6 	  
05:10 27.01.2019 	 1,22 	 1,26 	 9 	 12 	 270 	 1011 	 -5,7 	  
05:00 27.01.2019 	 1,18 	 1,18 	 8 	 10 	 276 	 1012 	 -5,7 	  
04:50 27.01.2019 	 1,14 	 1,16 	 8 	 11 	 275 	 1012 	 -5,6 	  
04:40 27.01.2019 	 1,1 	 1,11 	 9 	 11 	 283 	 1012 	 -5,7 	  
04:30 27.01.2019 	 1,05 	 1,11 	 9 	 12 	 284 	 1012 	 -5,6 	  
04:20 27.01.2019 	 1,01 	 1,07 	 8 	 11 	 287 	 1012 	 -5,6 	  
04:10 27.01.2019 	 0,96 	 0,95 	 8 	 11 	 294 	 1012 	 -5,5 	  
04:00 27.01.2019 	 0,91 	 0,87 	 8 	 11 	 289 	 1012 	 -5,4 	  
03:50 27.01.2019 	 0,86 	 0,79 	 6 	 9 	 298 	 1013 	 -5,5 	  
03:40 27.01.2019 	 0,82 	 0,73 	 9 	 12 	 304 	 1013 	 -5,7 	  
03:30 27.01.2019 	 0,77 	 0,72 	 9 	 12 	 295 	 1013 	 -5,7 	  
03:20 27.01.2019 	 0,72 	 0,66 	 10 	 12 	 294 	 1013 	 -5,7 	  
03:10 27.01.2019 	 0,68 	 0,63 	 9 	 12 	 281 	 1013 	 -5,5 	  
03:00 27.01.2019 	 0,63 	 0,54 	 8 	 10 	 280 	 1013 	 -5,6 	  
02:50 27.01.2019 	 0,59 	 0,47 	 7 	 10 	 275 	 1013 	 -5,3 	  
02:40 27.01.2019 	 0,55 	 0,44 	 7 	 11 	 281 	 1013 	 -5,6 	  
02:30 27.01.2019 	 0,51 	 0,41 	 8 	 9 	 274 	 1013 	 -5,5 	  
02:20 27.01.2019 	 0,48 	 0,4 	 7 	 10 	 269 	 1014 	 -5,4 	  
02:10 27.01.2019 	 0,44 	 0,35 	 8 	 11 	 258 	 1014 	 -5 	  
02:00 27.01.2019 	 0,42 	 0,32 	 9 	 12 	 255 	 1014 	 -5 	  
01:50 27.01.2019 	 0,39 	 0,3 	 8 	 11 	 255 	 1014 	 -5,1 	  
01:40 27.01.2019 	 0,37 	 0,3 	 8 	 11 	 251 	 1014 	 -5,1 	  
01:30 27.01.2019 	 0,35 	 0,28 	 7 	 9 	 250 	 1014 	 -5,1 	  
01:20 27.01.2019 	 0,34 	 0,24 	 6 	 8 	 263 	 1014 	 -5,1 	  
01:10 27.01.2019 	 0,32 	 0,22 	 7 	 10 	 258 	 1014 	 -4,8 	  
01:00 27.01.2019 	 0,32 	 0,23 	 7 	 10 	 254 	 1014 	 -4,5 	  
00:50 27.01.2019 	 0,32 	 0,21 	 9 	 15 	 276 	 1014 	 -4,7 	  
00:40 27.01.2019 	 0,32 	 0,27 	 8 	 12 	 257 	 1013 	 -4,5 	  
