 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
08:40 08.01.2019 	 0,45 	 0,59 	 1 	 1 	 348 	 1029 	 -0,3 	  
08:30 08.01.2019 	 0,49 	 0,68 	 1 	 2 	 190 	 1029 	 0,5 	  
08:20 08.01.2019 	 0,54 	 0,75 	 1 	 2 	 52 	 1029 	 0,4 	  
08:10 08.01.2019 	 0,58 	 0,82 	 2 	 4 	 45 	 1029 	 0,2 	  
08:00 08.01.2019 	 0,63 	 0,87 	 1 	 2 	 62 	 1029 	 0,9 	  
07:50 08.01.2019 	 0,68 	 0,9 	 0 	 1 	 87 	 1029 	 -0,1 	  
07:40 08.01.2019 	 0,74 	 0,94 	 1 	 2 	 139 	 1029 	 0,4 	  
07:30 08.01.2019 	 0,79 	 0,97 	 0 	 1 	 208 	 1028 	 0,5 	  
07:20 08.01.2019 	 0,84 	 1,04 	 1 	 2 	 345 	 1028 	 -0,6 	  
07:10 08.01.2019 	 0,9 	 1,1 	 1 	 3 	 348 	 1028 	 -0,5 	  
07:00 08.01.2019 	 0,96 	 1,18 	 1 	 2 	 7 	 1028 	 0,2 	  
06:50 08.01.2019 	 1,01 	 1,24 	 1 	 2 	 32 	 1028 	 -0,3 	  
06:40 08.01.2019 	 1,06 	 1,28 	 1 	 3 	 357 	 1028 	 0,2 	  
06:30 08.01.2019 	 1,12 	 1,33 	 1 	 2 	 118 	 1028 	 0,8 	  
06:20 08.01.2019 	 1,17 	 1,37 	 1 	 2 	 335 	 1028 	 0,2 	  
06:10 08.01.2019 	 1,22 	 1,4 	 1 	 4 	 341 	 1028 	 0,9 	  
06:00 08.01.2019 	 1,26 	 1,46 	 1 	 3 	 94 	 1028 	 1 	  
05:50 08.01.2019 	 1,31 	 1,51 	 0 	 1 	 115 	 1027 	 0,5 	  
05:40 08.01.2019 	 1,35 	 1,59 	 1 	 2 	 227 	 1027 	 0,3 	  
05:30 08.01.2019 	 1,39 	 1,61 	 1 	 2 	 246 	 1027 	 0,2 	  
05:20 08.01.2019 	 1,43 	 1,66 	 1 	 3 	 247 	 1027 	 0 	  
05:10 08.01.2019 	 1,46 	 1,73 	 2 	 5 	 212 	 1027 	 0,7 	  
05:00 08.01.2019 	 1,49 	 1,73 	 3 	 4 	 256 	 1027 	 0 	  
04:50 08.01.2019 	 1,52 	 1,74 	 3 	 5 	 259 	 1027 	 -0 	  
04:40 08.01.2019 	 1,54 	 1,77 	 3 	 5 	 269 	 1027 	 -0,5 	  
04:30 08.01.2019 	 1,56 	 1,75 	 3 	 5 	 246 	 1028 	 0,3 	  
04:20 08.01.2019 	 1,57 	 1,82 	 3 	 5 	 260 	 1028 	 0,1 	  
04:10 08.01.2019 	 1,58 	 1,8 	 4 	 6 	 270 	 1027 	 -0,2 	  
04:00 08.01.2019 	 1,59 	 1,8 	 3 	 5 	 274 	 1027 	 -0,3 	  
03:50 08.01.2019 	 1,59 	 1,81 	 3 	 4 	 267 	 1027 	 -0,4 	  
03:40 08.01.2019 	 1,59 	 1,79 	 3 	 5 	 264 	 1027 	 -0,1 	  
03:30 08.01.2019 	 1,58 	 1,82 	 2 	 4 	 271 	 1027 	 -0,1 	  
03:20 08.01.2019 	 1,57 	 1,81 	 2 	 3 	 260 	 1027 	 0 	  
03:10 08.01.2019 	 1,56 	 1,78 	 4 	 5 	 268 	 1027 	 -0 	  
03:00 08.01.2019 	 1,54 	 1,73 	 5 	 6 	 273 	 1027 	 0,1 	  
02:50 08.01.2019 	 1,52 	 1,74 	 5 	 7 	 267 	 1027 	 0,2 	  
02:40 08.01.2019 	 1,49 	 1,68 	 4 	 7 	 261 	 1027 	 0,5 	  
02:30 08.01.2019 	 1,46 	 1,65 	 4 	 6 	 263 	 1027 	 0,7 	  
02:20 08.01.2019 	 1,42 	 1,64 	 3 	 5 	 267 	 1027 	 0,5 	  
02:10 08.01.2019 	 1,39 	 1,56 	 3 	 4 	 259 	 1026 	 0,4 	  
02:00 08.01.2019 	 1,35 	 1,48 	 3 	 4 	 288 	 1026 	 -0 	  
01:50 08.01.2019 	 1,3 	 1,44 	 3 	 4 	 243 	 1026 	 0,8 	  
01:40 08.01.2019 	 1,26 	 1,38 	 3 	 5 	 275 	 1026 	 0,5 	  
01:30 08.01.2019 	 1,21 	 1,3 	 3 	 5 	 261 	 1026 	 0,6 	  
01:20 08.01.2019 	 1,16 	 1,23 	 3 	 5 	 262 	 1026 	 0,7 	  
01:10 08.01.2019 	 1,11 	 1,21 	 2 	 5 	 272 	 1026 	 0,1 	  
01:00 08.01.2019 	 1,06 	 1,19 	 3 	 5 	 252 	 1027 	 0,9 	  
00:50 08.01.2019 	 1 	 1,14 	 4 	 5 	 270 	 1026 	 0,6 	  
00:40 08.01.2019 	 0,95 	 1,08 	 4 	 6 	 265 	 1026 	 0,5 	  
00:30 08.01.2019 	 0,89 	 0,98 	 4 	 6 	 269 	 1026 	 0,5 	  
00:20 08.01.2019 	 0,84 	 0,9 	 5 	 7 	 273 	 1026 	 0,6 	  
00:10 08.01.2019 	 0,78 	 0,82 	 4 	 5 	 274 	 1026 	 0,4 	  
00:00 08.01.2019 	 0,73 	 0,77 	 4 	 5 	 255 	 1026 	 0,1 	  
23:50 07.01.2019 	 0,68 	 0,77 	 4 	 5 	 259 	 1026 	 -0 	  
23:40 07.01.2019 	 0,63 	 0,71 	 5 	 7 	 258 	 1025 	 0,4 	  
23:30 07.01.2019 	 0,58 	 0,65 	 6 	 8 	 257 	 1025 	 1,1 	  
23:20 07.01.2019 	 0,54 	 0,6 	 5 	 7 	 263 	 1025 	 0,3 	  
23:10 07.01.2019 	 0,49 	 0,53 	 4 	 6 	 256 	 1025 	 0,5 	  
23:00 07.01.2019 	 0,45 	 0,49 	 5 	 7 	 263 	 1025 	 -0,1 	  
22:50 07.01.2019 	 0,42 	 0,49 	 6 	 7 	 267 	 1025 	 0 	  
22:40 07.01.2019 	 0,38 	 0,49 	 6 	 7 	 268 	 1024 	 0 	  
22:30 07.01.2019 	 0,36 	 0,45 	 7 	 8 	 268 	 1024 	 0,4 	  
22:20 07.01.2019 	 0,33 	 0,4 	 6 	 9 	 273 	 1024 	 0,5 	  
22:10 07.01.2019 	 0,31 	 0,37 	 5 	 8 	 272 	 1024 	 0,4 	  
22:00 07.01.2019 	 0,3 	 0,34 	 3 	 6 	 270 	 1024 	 0,3 	  
21:50 07.01.2019 	 0,28 	 0,32 	 3 	 4 	 257 	 1024 	 0,2 	  
21:40 07.01.2019 	 0,28 	 0,36 	 3 	 5 	 251 	 1024 	 0,7 	  
21:30 07.01.2019 	 0,28 	 0,36 	 5 	 7 	 257 	 1024 	 0,7 	  
21:20 07.01.2019 	 0,28 	 0,41 	 5 	 6 	 262 	 1024 	 0,3 	  
21:10 07.01.2019 	 0,29 	 0,39 	 4 	 5 	 272 	 1024 	 0,2 	  
21:00 07.01.2019 	 0,3 	 0,38 	 4 	 5 	 273 	 1024 	 0,1 	  
20:50 07.01.2019 	 0,32 	 0,4 	 5 	 6 	 269 	 1023 	 0,3 	  
20:40 07.01.2019 	 0,34 	 0,42 	 6 	 7 	 266 	 1023 	 0,3 	  
20:30 07.01.2019 	 0,37 	 0,51 	 6 	 8 	 267 	 1023 	 0,4 	  
20:20 07.01.2019 	 0,4 	 0,54 	 5 	 7 	 267 	 1023 	 0,3 	  
20:10 07.01.2019 	 0,44 	 0,58 	 6 	 8 	 274 	 1023 	 0,6 	  
20:00 07.01.2019 	 0,48 	 0,62 	 7 	 10 	 270 	 1023 	 0,6 	  
19:50 07.01.2019 	 0,52 	 0,62 	 6 	 9 	 272 	 1023 	 0,6 	  
19:40 07.01.2019 	 0,56 	 0,67 	 5 	 6 	 281 	 1023 	 0,7 	  
19:30 07.01.2019 	 0,6 	 0,74 	 7 	 10 	 285 	 1022 	 0,9 	  
19:20 07.01.2019 	 0,65 	 0,8 	 8 	 13 	 282 	 1022 	 1,1 	  
19:10 07.01.2019 	 0,7 	 0,89 	 8 	 12 	 285 	 1022 	 1 	  
19:00 07.01.2019 	 0,75 	 0,96 	 8 	 12 	 290 	 1022 	 1,1 	  
18:50 07.01.2019 	 0,8 	 1 	 8 	 12 	 289 	 1022 	 1,1 	  
18:40 07.01.2019 	 0,86 	 1,05 	 8 	 12 	 283 	 1021 	 1,1 	  
18:30 07.01.2019 	 0,9 	 1,07 	 8 	 12 	 282 	 1021 	 1,3 	  
18:20 07.01.2019 	 0,96 	 1,12 	 7 	 10 	 282 	 1021 	 1,4 	  
18:10 07.01.2019 	 1 	 1,2 	 6 	 10 	 283 	 1021 	 1,3 	  
18:00 07.01.2019 	 1,05 	 1,29 	 5 	 9 	 279 	 1021 	 1,4 	  
17:50 07.01.2019 	 1,1 	 1,35 	 5 	 8 	 288 	 1021 	 1,4 	  
17:40 07.01.2019 	 1,14 	 1,39 	 7 	 11 	 293 	 1020 	 1,8 	  
17:30 07.01.2019 	 1,19 	 1,43 	 8 	 12 	 286 	 1020 	 1,6 	  
17:20 07.01.2019 	 1,23 	 1,43 	 9 	 14 	 286 	 1020 	 1,7 	  
17:10 07.01.2019 	 1,26 	 1,47 	 9 	 13 	 290 	 1019 	 1,8 	  
17:00 07.01.2019 	 1,3 	 1,54 	 9 	 13 	 292 	 1019 	 2 	  
16:50 07.01.2019 	 1,33 	 1,59 	 9 	 12 	 294 	 1019 	 2,1 	  
16:40 07.01.2019 	 1,36 	 1,66 	 9 	 12 	 294 	 1019 	 2,2 	  
16:30 07.01.2019 	 1,38 	 1,67 	 10 	 14 	 292 	 1019 	 2,1 	  
16:20 07.01.2019 	 1,4 	 1,68 	 10 	 15 	 294 	 1018 	 2,2 	  
16:10 07.01.2019 	 1,42 	 1,66 	 11 	 17 	 294 	 1018 	 2,1 	  
16:00 07.01.2019 	 1,44 	 1,69 	 9 	 15 	 300 	 1018 	 2,1 	  
15:50 07.01.2019 	 1,45 	 1,68 	 8 	 19 	 296 	 1018 	 2,4 	  
15:40 07.01.2019 	 1,46 	 1,72 	 8 	 17 	 294 	 1018 	 2,4 	  
15:30 07.01.2019 	 1,46 	 1,78 	 9 	 17 	 299 	 1017 	 2,3 	  
15:20 07.01.2019 	 1,46 	 1,75 	 10 	 15 	 308 	 1017 	 2,3 	  
15:10 07.01.2019 	 1,45 	 1,73 	 11 	 16 	 299 	 1017 	 2,5 	  
15:00 07.01.2019 	 1,44 	 1,68 	 7 	 15 	 314 	 1016 	 2,6 	  
14:50 07.01.2019 	 1,43 	 1,67 	 8 	 14 	 319 	 1016 	 2,4 	  
14:40 07.01.2019 	 1,41 	 1,67 	 11 	 18 	 299 	 1016 	 2,9 	  
14:30 07.01.2019 	 1,39 	 1,66 	 9 	 17 	 300 	 1015 	 3 	  
14:20 07.01.2019 	 1,36 	 1,67 	 10 	 16 	 291 	 1015 	 3,2 	  
14:10 07.01.2019 	 1,33 	 1,64 	 11 	 17 	 283 	 1014 	 2,9 	  
14:00 07.01.2019 	 1,3 	 1,6 	 16 	 20 	 279 	 1014 	 3,1 	  
13:50 07.01.2019 	 1,26 	 1,52 	 15 	 21 	 278 	 1014 	 3,6 	  
13:40 07.01.2019 	 1,22 	 1,45 	 14 	 20 	 280 	 1014 	 3,7 	  
13:30 07.01.2019 	 1,18 	 1,41 	 13 	 23 	 285 	 1014 	 3,7 	  
13:20 07.01.2019 	 1,14 	 1,37 	 14 	 22 	 282 	 1014 	 3,6 	  
13:10 07.01.2019 	 1,09 	 1,35 	 12 	 20 	 281 	 1013 	 3,7 	  
13:00 07.01.2019 	 1,04 	 1,28 	 12 	 19 	 281 	 1013 	 3,2 	  
12:50 07.01.2019 	 1 	 1,25 	 12 	 20 	 284 	 1013 	 3,1 	  
12:40 07.01.2019 	 0,94 	 1,2 	 15 	 21 	 297 	 1013 	 3,8 	  
12:30 07.01.2019 	 0,89 	 1,15 	 14 	 21 	 294 	 1013 	 4 	  
12:20 07.01.2019 	 0,84 	 1,13 	 12 	 21 	 284 	 1013 	 4,1 	  
12:10 07.01.2019 	 0,79 	 1,08 	 12 	 20 	 282 	 1012 	 3,7 	  
12:00 07.01.2019 	 0,74 	 1 	 11 	 18 	 287 	 1012 	 3,5 	  
11:50 07.01.2019 	 0,69 	 0,94 	 11 	 18 	 287 	 1012 	 3,8 	  
11:40 07.01.2019 	 0,64 	 0,9 	 13 	 18 	 286 	 1011 	 3,8 	  
11:30 07.01.2019 	 0,59 	 0,91 	 11 	 17 	 280 	 1011 	 4,2 	  
11:20 07.01.2019 	 0,54 	 0,86 	 7 	 11 	 264 	 1011 	 3,3 	  
11:10 07.01.2019 	 0,5 	 0,81 	 7 	 9 	 257 	 1010 	 3,6 	  
11:00 07.01.2019 	 0,46 	 0,79 	 6 	 9 	 271 	 1010 	 3,2 	  
10:50 07.01.2019 	 0,42 	 0,7 	 7 	 9 	 274 	 1010 	 3,4 	  
10:40 07.01.2019 	 0,39 	 0,69 	 8 	 9 	 277 	 1010 	 3,3 	  
10:30 07.01.2019 	 0,36 	 0,67 	 6 	 8 	 274 	 1009 	 3,6 	  
10:20 07.01.2019 	 0,34 	 0,66 	 5 	 7 	 276 	 1009 	 3,7 	  
10:10 07.01.2019 	 0,31 	 0,67 	 6 	 8 	 274 	 1009 	 4,1 	  
10:00 07.01.2019 	 0,3 	 0,68 	 7 	 9 	 270 	 1009 	 3,7 	  
09:50 07.01.2019 	 0,28 	 0,69 	 8 	 9 	 267 	 1008 	 3,7 	  
09:40 07.01.2019 	 0,28 	 0,7 	 6 	 8 	 268 	 1008 	 3,6 	  
09:30 07.01.2019 	 0,28 	 0,7 	 6 	 8 	 271 	 1008 	 4 	  
09:20 07.01.2019 	 0,28 	 0,69 	 6 	 8 	 261 	 1008 	 3,6 	  
09:10 07.01.2019 	 0,28 	 0,67 	 5 	 7 	 261 	 1008 	 3,5 	  
09:00 07.01.2019 	 0,3 	 0,69 	 4 	 5 	 244 	 1007 	 3,4 	  
08:50 07.01.2019 	 0,32 	 0,74 	 5 	 7 	 262 	 1007 	 3,3 	  
08:40 07.01.2019 	 0,34 	 0,77 	 5 	 7 	 261 	 1007 	 3,3 	  
08:30 07.01.2019 	 0,36 	 0,8 	 2 	 5 	 196 	 1007 	 2,8 	  
08:20 07.01.2019 	 0,4 	 0,83 	 3 	 5 	 220 	 1007 	 2,5 	  
08:10 07.01.2019 	 0,43 	 0,82 	 3 	 5 	 219 	 1007 	 2,4 	  
08:00 07.01.2019 	 0,47 	 0,89 	 4 	 5 	 223 	 1007 	 2,5 	  
07:50 07.01.2019 	 0,52 	 0,96 	 3 	 5 	 238 	 1007 	 2,7 	  
07:40 07.01.2019 	 0,56 	 1,01 	 4 	 5 	 243 	 1006 	 2,3 	  
07:30 07.01.2019 	 0,61 	 1,08 	 2 	 3 	 230 	 1006 	 2,2 	  
07:20 07.01.2019 	 0,66 	 1,12 	 2 	 3 	 237 	 1006 	 2,2 	  
07:10 07.01.2019 	 0,71 	 1,13 	 2 	 2 	 241 	 1006 	 2,1 	  
07:00 07.01.2019 	 0,77 	 1,15 	 2 	 2 	 256 	 1006 	 2,1 	  
06:50 07.01.2019 	 0,82 	 1,22 	 2 	 3 	 251 	 1006 	 2,2 	  
06:40 07.01.2019 	 0,88 	 1,28 	 2 	 2 	 247 	 1006 	 2,3 	  
06:30 07.01.2019 	 0,94 	 1,35 	 2 	 3 	 256 	 1006 	 2,3 	  
06:20 07.01.2019 	 0,99 	 1,45 	 3 	 3 	 268 	 1006 	 2,5 	  
06:10 07.01.2019 	 1,04 	 1,46 	 2 	 3 	 272 	 1006 	 2,3 	  
06:00 07.01.2019 	 1,1 	 1,53 	 2 	 3 	 263 	 1006 	 2,4 	  
05:50 07.01.2019 	 1,15 	 1,59 	 1 	 2 	 257 	 1006 	 2,5 	  
05:40 07.01.2019 	 1,2 	 1,62 	 0 	 1 	 278 	 1005 	 2,5 	  
05:30 07.01.2019 	 1,25 	 1,67 	 0 	 1 	 220 	 1006 	 2,6 	  
05:20 07.01.2019 	 1,3 	 1,7 	 0 	 1 	 207 	 1006 	 2,5 	  
05:10 07.01.2019 	 1,34 	 1,76 	 0 	 1 	 126 	 1006 	 2,5 	  
05:00 07.01.2019 	 1,38 	 1,84 	 1 	 2 	 93 	 1006 	 2,8 	  
04:50 07.01.2019 	 1,42 	 1,87 	 1 	 2 	 66 	 1006 	 2,8 	  
04:40 07.01.2019 	 1,45 	 1,92 	 1 	 2 	 65 	 1006 	 2,9 	  
04:30 07.01.2019 	 1,48 	 1,92 	 2 	 2 	 70 	 1006 	 2,9 	  
04:20 07.01.2019 	 1,51 	 1,93 	 2 	 2 	 70 	 1006 	 3 	  
04:10 07.01.2019 	 1,54 	 1,96 	 2 	 3 	 84 	 1006 	 3,1 	  
04:00 07.01.2019 	 1,56 	 1,97 	 2 	 3 	 69 	 1006 	 3 	  
03:50 07.01.2019 	 1,57 	 1,98 	 2 	 4 	 57 	 1006 	 3 	  
03:40 07.01.2019 	 1,58 	 1,96 	 3 	 4 	 73 	 1006 	 3,1 	  
03:30 07.01.2019 	 1,59 	 1,97 	 3 	 4 	 78 	 1006 	 3,2 	  
03:20 07.01.2019 	 1,6 	 2,02 	 3 	 4 	 87 	 1006 	 3,3 	  
03:10 07.01.2019 	 1,6 	 2 	 3 	 5 	 72 	 1006 	 3,5 	  
03:00 07.01.2019 	 1,59 	 1,97 	 4 	 6 	 58 	 1007 	 3,5 	  
02:50 07.01.2019 	 1,58 	 1,94 	 3 	 5 	 50 	 1007 	 3,4 	  
02:40 07.01.2019 	 1,57 	 1,92 	 3 	 4 	 61 	 1007 	 3,2 	  
02:30 07.01.2019 	 1,55 	 1,93 	 3 	 5 	 91 	 1007 	 3,5 	  
02:20 07.01.2019 	 1,53 	 1,92 	 3 	 5 	 86 	 1007 	 3,5 	  
02:10 07.01.2019 	 1,51 	 1,9 	 4 	 6 	 75 	 1007 	 3,5 	  
02:00 07.01.2019 	 1,48 	 1,81 	 2 	 5 	 51 	 1008 	 3,2 	  
01:50 07.01.2019 	 1,44 	 1,75 	 1 	 2 	 40 	 1008 	 3,1 	  
01:40 07.01.2019 	 1,41 	 1,67 	 1 	 4 	 82 	 1008 	 3,2 	  
01:30 07.01.2019 	 1,37 	 1,61 	 2 	 4 	 80 	 1009 	 3,5 	  
01:20 07.01.2019 	 1,33 	 1,61 	 3 	 5 	 82 	 1009 	 3,6 	  
01:10 07.01.2019 	 1,28 	 1,56 	 3 	 6 	 87 	 1009 	 3,8 	  
01:00 07.01.2019 	 1,24 	 1,51 	 2 	 5 	 85 	 1010 	 3,8 	  
00:50 07.01.2019 	 1,18 	 1,42 	 3 	 5 	 108 	 1010 	 3,8 	  
00:40 07.01.2019 	 1,13 	 1,33 	 3 	 5 	 78 	 1010 	 3,6 	  
00:30 07.01.2019 	 1,08 	 1,29 	 4 	 6 	 52 	 1010 	 3,7 	  
00:20 07.01.2019 	 1,03 	 1,24 	 4 	 6 	 47 	 1011 	 3,7 	  
00:10 07.01.2019 	 0,97 	 1,2 	 4 	 6 	 50 	 1011 	 3,8 	  
00:00 07.01.2019 	 0,92 	 1,16 	 4 	 7 	 53 	 1011 	 4 	  
23:50 06.01.2019 	 0,86 	 1,06 	 3 	 6 	 51 	 1011 	 4,1 	  
23:40 06.01.2019 	 0,81 	 0,96 	 4 	 7 	 51 	 1011 	 4,2 	  
23:30 06.01.2019 	 0,75 	 0,88 	 4 	 6 	 50 	 1012 	 4,2 	  
23:20 06.01.2019 	 0,7 	 0,84 	 4 	 5 	 48 	 1012 	 4,2 	  
23:10 06.01.2019 	 0,65 	 0,8 	 4 	 6 	 50 	 1012 	 4,1 	  
23:00 06.01.2019 	 0,6 	 0,77 	 5 	 8 	 51 	 1012 	 4,1 	  
22:50 06.01.2019 	 0,55 	 0,69 	 5 	 7 	 56 	 1013 	 4,1 	  
22:40 06.01.2019 	 0,51 	 0,64 	 3 	 5 	 58 	 1013 	 4,1 	  
22:30 06.01.2019 	 0,47 	 0,6 	 2 	 5 	 84 	 1013 	 3,8 	  
22:20 06.01.2019 	 0,43 	 0,57 	 3 	 4 	 106 	 1013 	 3,6 	  
22:10 06.01.2019 	 0,4 	 0,6 	 2 	 4 	 115 	 1013 	 3,2 	  
22:00 06.01.2019 	 0,36 	 0,54 	 2 	 4 	 50 	 1014 	 3,1 	  
21:50 06.01.2019 	 0,34 	 0,54 	 1 	 2 	 36 	 1014 	 2,5 	  
21:40 06.01.2019 	 0,32 	 0,49 	 0 	 2 	 202 	 1014 	 2,2 	  
21:30 06.01.2019 	 0,3 	 0,45 	 1 	 2 	 199 	 1015 	 2,1 	  
21:20 06.01.2019 	 0,29 	 0,44 	 1 	 1 	 132 	 1015 	 2,2 	  
21:10 06.01.2019 	 0,28 	 0,4 	 1 	 2 	 172 	 1015 	 2,2 	  
21:00 06.01.2019 	 0,28 	 0,45 	 0 	 2 	 334 	 1015 	 2,5 	  
20:50 06.01.2019 	 0,28 	 0,45 	 1 	 2 	 306 	 1015 	 2,6 	  
20:40 06.01.2019 	 0,28 	 0,46 	 2 	 2 	 292 	 1016 	 1,9 	  
20:30 06.01.2019 	 0,3 	 0,5 	 1 	 3 	 229 	 1016 	 2,5 	  
20:20 06.01.2019 	 0,31 	 0,52 	 1 	 2 	 256 	 1016 	 3 	  
20:10 06.01.2019 	 0,34 	 0,54 	 2 	 4 	 254 	 1016 	 3,5 	  
20:00 06.01.2019 	 0,36 	 0,54 	 2 	 2 	 252 	 1017 	 2,5 	  
19:50 06.01.2019 	 0,39 	 0,56 	 2 	 2 	 259 	 1017 	 2,5 	  
19:40 06.01.2019 	 0,42 	 0,64 	 2 	 4 	 227 	 1017 	 2,7 	  
19:30 06.01.2019 	 0,46 	 0,66 	 1 	 3 	 248 	 1017 	 2,9 	  
19:20 06.01.2019 	 0,5 	 0,71 	 2 	 3 	 306 	 1017 	 2,7 	  
19:10 06.01.2019 	 0,54 	 0,76 	 2 	 4 	 243 	 1017 	 3,3 	  
19:00 06.01.2019 	 0,59 	 0,77 	 1 	 3 	 264 	 1018 	 3,8 	  
18:50 06.01.2019 	 0,63 	 0,81 	 1 	 2 	 109 	 1018 	 3,6 	  
18:40 06.01.2019 	 0,68 	 0,84 	 2 	 4 	 100 	 1018 	 3,9 	  
18:30 06.01.2019 	 0,73 	 0,91 	 2 	 3 	 78 	 1018 	 3,8 	  
18:20 06.01.2019 	 0,78 	 0,97 	 2 	 4 	 63 	 1018 	 3,7 	  
18:10 06.01.2019 	 0,83 	 1,04 	 2 	 3 	 57 	 1018 	 3,9 	  
18:00 06.01.2019 	 0,88 	 1,14 	 3 	 4 	 62 	 1018 	 3,7 	  
17:50 06.01.2019 	 0,93 	 1,19 	 3 	 5 	 71 	 1019 	 4,1 	  
17:40 06.01.2019 	 0,98 	 1,21 	 2 	 3 	 106 	 1019 	 3,9 	  
17:30 06.01.2019 	 1,03 	 1,25 	 3 	 4 	 57 	 1019 	 4,3 	  
17:20 06.01.2019 	 1,08 	 1,24 	 4 	 6 	 46 	 1019 	 4,4 	  
17:10 06.01.2019 	 1,12 	 1,32 	 4 	 5 	 52 	 1019 	 3,8 	  
17:00 06.01.2019 	 1,16 	 1,38 	 3 	 5 	 58 	 1019 	 3,6 	  
16:50 06.01.2019 	 1,2 	 1,48 	 2 	 5 	 47 	 1019 	 3,8 	  
16:40 06.01.2019 	 1,24 	 1,51 	 2 	 3 	 58 	 1019 	 4 	  
16:30 06.01.2019 	 1,28 	 1,5 	 2 	 3 	 0 	 1019 	 4,6 	  
16:20 06.01.2019 	 1,31 	 1,54 	 1 	 2 	 352 	 1019 	 4,1 	  
16:10 06.01.2019 	 1,34 	 1,61 	 1 	 2 	 35 	 1019 	 4,1 	  
16:00 06.01.2019 	 1,37 	 1,63 	 1 	 3 	 100 	 1019 	 4,4 	  
15:50 06.01.2019 	 1,39 	 1,68 	 1 	 2 	 157 	 1019 	 4,8 	  
15:40 06.01.2019 	 1,41 	 1,67 	 2 	 3 	 282 	 1019 	 5,2 	  
15:30 06.01.2019 	 1,43 	 1,66 	 4 	 6 	 299 	 1019 	 4,7 	  
15:20 06.01.2019 	 1,44 	 1,69 	 5 	 6 	 303 	 1019 	 4,7 	  
15:10 06.01.2019 	 1,45 	 1,68 	 4 	 6 	 301 	 1020 	 4,8 	  
15:00 06.01.2019 	 1,45 	 1,69 	 4 	 5 	 316 	 1020 	 4,2 	  
14:50 06.01.2019 	 1,45 	 1,69 	 3 	 5 	 293 	 1020 	 4,3 	  
14:40 06.01.2019 	 1,45 	 1,66 	 5 	 7 	 290 	 1020 	 4,6 	  
14:30 06.01.2019 	 1,44 	 1,67 	 5 	 7 	 284 	 1020 	 4,7 	  
14:20 06.01.2019 	 1,43 	 1,63 	 4 	 7 	 283 	 1020 	 4,7 	  
14:10 06.01.2019 	 1,41 	 1,62 	 5 	 7 	 294 	 1020 	 4,8 	  
14:00 06.01.2019 	 1,39 	 1,63 	 5 	 7 	 301 	 1020 	 4,6 	  
13:50 06.01.2019 	 1,37 	 1,61 	 5 	 9 	 266 	 1020 	 5,3 	  
13:40 06.01.2019 	 1,34 	 1,59 	 5 	 9 	 267 	 1020 	 5 	  
13:30 06.01.2019 	 1,31 	 1,56 	 5 	 9 	 283 	 1020 	 5,8 	  
13:20 06.01.2019 	 1,28 	 1,46 	 7 	 13 	 235 	 1020 	 5,7 	  
13:10 06.01.2019 	 1,24 	 1,44 	 7 	 10 	 233 	 1020 	 5,9 	  
13:00 06.01.2019 	 1,2 	 1,39 	 8 	 14 	 233 	 1020 	 5,9 	  
12:50 06.01.2019 	 1,16 	 1,34 	 7 	 12 	 234 	 1020 	 5,9 	  
12:40 06.01.2019 	 1,11 	 1,32 	 7 	 11 	 243 	 1020 	 5,8 	  
12:30 06.01.2019 	 1,07 	 1,25 	 7 	 11 	 232 	 1020 	 5,9 	  
12:20 06.01.2019 	 1,02 	 1,23 	 5 	 8 	 231 	 1020 	 5,8 	  
12:10 06.01.2019 	 0,97 	 1,15 	 5 	 9 	 243 	 1020 	 5,9 	  
12:00 06.01.2019 	 0,92 	 1,1 	 6 	 10 	 241 	 1020 	 5,8 	  
11:50 06.01.2019 	 0,87 	 1,06 	 7 	 13 	 236 	 1020 	 6,1 	  
11:40 06.01.2019 	 0,82 	 0,99 	 6 	 10 	 240 	 1020 	 5,9 	  
11:30 06.01.2019 	 0,76 	 0,96 	 8 	 13 	 225 	 1020 	 5,9 	  
11:20 06.01.2019 	 0,71 	 0,91 	 10 	 14 	 225 	 1020 	 5,8 	  
11:10 06.01.2019 	 0,66 	 0,86 	 10 	 13 	 223 	 1020 	 5,8 	  
11:00 06.01.2019 	 0,62 	 0,8 	 7 	 11 	 232 	 1019 	 6 	  
10:50 06.01.2019 	 0,57 	 0,76 	 7 	 12 	 228 	 1019 	 6 	  
10:40 06.01.2019 	 0,53 	 0,71 	 8 	 12 	 232 	 1019 	 5,9 	  
10:30 06.01.2019 	 0,48 	 0,67 	 7 	 13 	 234 	 1019 	 6,1 	  
10:20 06.01.2019 	 0,45 	 0,66 	 4 	 10 	 277 	 1019 	 5,8 	  
10:10 06.01.2019 	 0,41 	 0,6 	 7 	 9 	 236 	 1019 	 5,3 	  
10:00 06.01.2019 	 0,38 	 0,61 	 5 	 7 	 275 	 1019 	 4,6 	  
09:50 06.01.2019 	 0,35 	 0,58 	 5 	 7 	 280 	 1019 	 4,2 	  
09:40 06.01.2019 	 0,33 	 0,55 	 6 	 11 	 253 	 1019 	 5,1 	  
09:30 06.01.2019 	 0,31 	 0,54 	 10 	 14 	 233 	 1019 	 6 	  
