 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
05:30 30.01.2019 	 2,36 	 -3,75 	 12 	 16 	 63 	 1002 	 -3,1 	 -15 	 15 	  
05:20 30.01.2019 	 2,43 	 -3,75 	 11 	 15 	 67 	 1002 	 -2,8 	 -15 	 15 	  
05:10 30.01.2019 	 2,5 	 -3,75 	 10 	 14 	 69 	 1002 	 -2,6 	 -15 	 15 	  
05:00 30.01.2019 	 2,57 	 -3,75 	 8 	 13 	 73 	 1002 	 -2,7 	 -15 	 15 	  
04:50 30.01.2019 	 2,64 	 -3,75 	 8 	 13 	 74 	 1003 	 -2,9 	 -15 	 15 	  
04:40 30.01.2019 	 2,71 	 -3,75 	 8 	 12 	 74 	 1003 	 -3,2 	 -15 	 15 	  
04:30 30.01.2019 	 2,78 	 -3,75 	 8 	 12 	 78 	 1003 	 -3,3 	 -15 	 15 	  
04:20 30.01.2019 	 2,84 	 -3,75 	 9 	 13 	 70 	 1003 	 -3,1 	 -15 	 15 	  
04:10 30.01.2019 	 2,9 	 -3,75 	 9 	 13 	 72 	 1002 	 -2,7 	 -15 	 15 	  
04:00 30.01.2019 	 2,96 	 -3,75 	 8 	 13 	 77 	 1002 	 -2,4 	 -15 	 15,01 	  
03:50 30.01.2019 	 3,01 	 -3,75 	 8 	 10 	 80 	 1002 	 -2,5 	 -15 	 15 	  
03:40 30.01.2019 	 3,06 	 -3,75 	 8 	 13 	 76 	 1002 	 -2,4 	 -15 	 15 	  
03:30 30.01.2019 	 3,11 	 -3,75 	 8 	 11 	 75 	 1003 	 -2,5 	 -15 	 15 	  
03:20 30.01.2019 	 3,15 	 -3,75 	 8 	 11 	 75 	 1003 	 -2,6 	 -15 	 15 	  
03:10 30.01.2019 	 3,18 	 -3,75 	 9 	 13 	 71 	 1003 	 -2,7 	 -15 	 15 	  
03:00 30.01.2019 	 3,21 	 -3,75 	 9 	 13 	 69 	 1003 	 -2,3 	 -15 	 15 	  
02:50 30.01.2019 	 3,24 	 -3,75 	 5 	 9 	 83 	 1003 	 -2,4 	 -15 	 15 	  
02:40 30.01.2019 	 3,26 	 -3,75 	 4 	 7 	 100 	 1002 	 -3,3 	 -15 	 15 	  
02:30 30.01.2019 	 3,27 	 -3,75 	 4 	 6 	 108 	 1003 	 -3,6 	 -15 	 15 	  
02:20 30.01.2019 	 3,28 	 -3,75 	 4 	 6 	 115 	 1002 	 -3,9 	 -15 	 15 	  
02:10 30.01.2019 	 3,28 	 -3,75 	 4 	 7 	 112 	 1002 	 -3,7 	 -15 	 15 	  
02:00 30.01.2019 	 3,28 	 -3,75 	 4 	 6 	 105 	 1002 	 -3,5 	 -15 	 15 	  
01:50 30.01.2019 	 3,27 	 -3,75 	 3 	 5 	 105 	 1002 	 -3,2 	 -15 	 15 	  
01:40 30.01.2019 	 3,26 	 -3,75 	 3 	 5 	 85 	 1002 	 -3 	 -15 	 15 	  
01:30 30.01.2019 	 3,23 	 -3,75 	 3 	 5 	 96 	 1002 	 -2,4 	 -15 	 15 	  
01:20 30.01.2019 	 3,21 	 -3,75 	 3 	 4 	 111 	 1002 	 -3,3 	 -15 	 15 	  
01:10 30.01.2019 	 3,18 	 -3,75 	 3 	 6 	 95 	 1002 	 -2,9 	 -15 	 15 	  
01:00 30.01.2019 	 3,14 	 -3,75 	 4 	 8 	 75 	 1002 	 -2 	 -15 	 15 	  
00:50 30.01.2019 	 3,1 	 -3,75 	 4 	 5 	 99 	 1002 	 -3 	 -15 	 15 	  
00:40 30.01.2019 	 3,05 	 -3,75 	 3 	 5 	 111 	 1002 	 -3,4 	 -15 	 15 	  
00:30 30.01.2019 	 3 	 -3,75 	 3 	 5 	 113 	 1002 	 -3,7 	 -15 	 15 	  
00:20 30.01.2019 	 2,94 	 -3,75 	 4 	 5 	 106 	 1002 	 -3,6 	 -15 	 15 	  
00:10 30.01.2019 	 2,88 	 -3,75 	 4 	 5 	 104 	 1002 	 -3 	 -15 	 15 	  
00:00 30.01.2019 	 2,82 	 -3,75 	 5 	 6 	 104 	 1002 	 -3,3 	 -15 	 15 	  
23:50 29.01.2019 	 2,75 	 -3,75 	 3 	 5 	 96 	 1002 	 -2,6 	 -15 	 15 	  
23:40 29.01.2019 	 2,68 	 -3,75 	 2 	 3 	 113 	 1002 	 -2,7 	 -15 	 15 	  
23:30 29.01.2019 	 2,61 	 -3,75 	 2 	 4 	 116 	 1002 	 -2,8 	 -15 	 15 	  
23:20 29.01.2019 	 2,54 	 -3,75 	 3 	 4 	 111 	 1002 	 -2,5 	 -15 	 15 	  
23:10 29.01.2019 	 2,46 	 -3,75 	 3 	 4 	 103 	 1002 	 -2,5 	 -15 	 15 	  
23:00 29.01.2019 	 2,39 	 -3,75 	 4 	 6 	 119 	 1002 	 -2,5 	 -15 	 15,01 	  
22:50 29.01.2019 	 2,31 	 -3,75 	 6 	 13 	 104 	 1002 	 -2,4 	 -15 	 15 	  
22:40 29.01.2019 	 2,24 	 -3,75 	 7 	 10 	 67 	 1002 	 -1,8 	 -15 	 15 	  
22:30 29.01.2019 	 2,16 	 -3,75 	 8 	 12 	 82 	 1002 	 -2 	 -15 	 15 	  
22:20 29.01.2019 	 2,09 	 -3,75 	 8 	 12 	 76 	 1002 	 -1,8 	 -15 	 15 	  
22:10 29.01.2019 	 2,02 	 -3,75 	 6 	 10 	 100 	 1002 	 -2 	 -15 	 15 	  
22:00 29.01.2019 	 1,95 	 -3,75 	 6 	 11 	 106 	 1002 	 -1,9 	 -15 	 15,01 	  
21:50 29.01.2019 	 1,89 	 -3,75 	 5 	 10 	 114 	 1002 	 -1,8 	 -15 	 15 	  
21:40 29.01.2019 	 1,82 	 -3,75 	 7 	 11 	 75 	 1002 	 -1,5 	 -15 	 15,01 	  
21:30 29.01.2019 	 1,76 	 -3,75 	 8 	 12 	 67 	 1002 	 -1,9 	 -15 	 15,01 	  
21:20 29.01.2019 	 1,71 	 -3,75 	 6 	 9 	 78 	 1002 	 -1,8 	 -15 	 15 	  
21:10 29.01.2019 	 1,66 	 -3,75 	 5 	 8 	 57 	 1002 	 -2,1 	 -15 	 15,01 	  
21:00 29.01.2019 	 1,61 	 -3,75 	 7 	 10 	 50 	 1001 	 -2,2 	 -15 	 15,01 	  
20:50 29.01.2019 	 1,57 	 -3,75 	 6 	 9 	 38 	 1001 	 -2 	 -15 	 15,01 	  
20:40 29.01.2019 	 1,53 	 -3,75 	 7 	 12 	 36 	 1001 	 -2 	 -15 	 15,01 	  
20:30 29.01.2019 	 1,5 	 -3,75 	 7 	 13 	 39 	 1001 	 -1,7 	 -15 	 15,01 	  
20:20 29.01.2019 	 1,48 	 -3,75 	 6 	 8 	 51 	 1001 	 -1,5 	 -15 	 15,01 	  
20:10 29.01.2019 	 1,46 	 -3,75 	 7 	 8 	 55 	 1001 	 -1,6 	 -15 	 15,01 	  
20:00 29.01.2019 	 1,44 	 -3,75 	 6 	 8 	 62 	 1001 	 -1,2 	 -15 	 15,01 	  
19:50 29.01.2019 	 1,43 	 -3,75 	 6 	 7 	 74 	 1001 	 -1,5 	 -15 	 15,01 	  
19:40 29.01.2019 	 1,43 	 -3,75 	 6 	 7 	 84 	 1001 	 -1,2 	 -15 	 15,01 	  
19:30 29.01.2019 	 1,44 	 -3,75 	 6 	 8 	 85 	 1002 	 -1,3 	 -15 	 15,01 	  
19:20 29.01.2019 	 1,45 	 -3,75 	 8 	 10 	 76 	 1001 	 -0,9 	 -15 	 15,01 	  
19:10 29.01.2019 	 1,46 	 -3,75 	 9 	 12 	 67 	 1001 	 -0,6 	 -15 	 15,01 	  
19:00 29.01.2019 	 1,48 	 -3,75 	 10 	 13 	 64 	 1001 	 -0,4 	 -15 	 15,01 	  
18:50 29.01.2019 	 1,51 	 -3,75 	 11 	 15 	 63 	 1000 	 -0,5 	 -15 	 15,01 	  
18:40 29.01.2019 	 1,54 	 -3,75 	 11 	 16 	 76 	 1000 	 -0,6 	 -15 	 15,01 	  
18:30 29.01.2019 	 1,58 	 -3,75 	 10 	 15 	 105 	 1001 	 -0,7 	 -15 	 15,01 	  
18:20 29.01.2019 	 1,62 	 -3,75 	 9 	 14 	 106 	 1001 	 -0,8 	 -15 	 15,01 	  
18:10 29.01.2019 	 1,67 	 -3,75 	 8 	 11 	 88 	 1001 	 -1,1 	 -15 	 15,01 	  
18:00 29.01.2019 	 1,72 	 -3,75 	 8 	 10 	 71 	 1001 	 -1,2 	 -15 	 15,01 	  
17:50 29.01.2019 	 1,77 	 -3,75 	 9 	 10 	 71 	 1001 	 -1,5 	 -15 	 15,01 	  
17:40 29.01.2019 	 1,83 	 -3,75 	 9 	 11 	 61 	 1001 	 -1,5 	 -15 	 15,01 	  
17:30 29.01.2019 	 1,89 	 -3,75 	 8 	 10 	 74 	 1001 	 -1 	 -15 	 15,01 	  
17:20 29.01.2019 	 1,96 	 -3,75 	 8 	 12 	 99 	 1001 	 -1,2 	 -15 	 15,01 	  
17:10 29.01.2019 	 2,03 	 -3,75 	 10 	 13 	 88 	 1001 	 -1,5 	 -15 	 15,01 	  
17:00 29.01.2019 	 2,1 	 -3,75 	 11 	 14 	 86 	 1000 	 -1,3 	 -15 	 15,01 	  
16:50 29.01.2019 	 2,17 	 -3,75 	 10 	 13 	 69 	 1000 	 -1 	 -15 	 15,01 	  
16:40 29.01.2019 	 2,24 	 -3,75 	 8 	 10 	 72 	 1000 	 -1,4 	 -15 	 15,01 	  
16:30 29.01.2019 	 2,31 	 -3,75 	 9 	 13 	 86 	 1000 	 -1,6 	 -15 	 15,01 	  
16:20 29.01.2019 	 2,38 	 -3,75 	 10 	 14 	 84 	 1000 	 -1,3 	 -15 	 15,01 	  
16:10 29.01.2019 	 2,46 	 -3,75 	 10 	 15 	 82 	 1000 	 -1,4 	 -15 	 15,01 	  
16:00 29.01.2019 	 2,53 	 -3,75 	 11 	 14 	 77 	 1000 	 -1,6 	 -15 	 15,01 	  
15:50 29.01.2019 	 2,6 	 -3,75 	 12 	 15 	 76 	 1000 	 -1,4 	 -15 	 15,01 	  
15:40 29.01.2019 	 2,66 	 -3,75 	 11 	 15 	 70 	 1000 	 -1,2 	 -15 	 15,01 	  
15:30 29.01.2019 	 2,73 	 -3,75 	 10 	 15 	 61 	 1000 	 -0,9 	 -15 	 15,01 	  
15:20 29.01.2019 	 2,79 	 -3,75 	 9 	 15 	 79 	 1000 	 -1 	 -15 	 15,01 	  
15:10 29.01.2019 	 2,85 	 -3,75 	 11 	 14 	 73 	 1000 	 -1 	 -15 	 15,01 	  
15:00 29.01.2019 	 2,91 	 -3,75 	 10 	 12 	 76 	 999 	 -1,1 	 -15 	 15,01 	  
14:50 29.01.2019 	 2,96 	 -3,75 	 7 	 11 	 92 	 999 	 -1,6 	 -15 	 15,01 	  
14:40 29.01.2019 	 3,01 	 -3,75 	 9 	 13 	 79 	 1000 	 -1,7 	 -15 	 15,01 	  
14:30 29.01.2019 	 3,05 	 -3,75 	 7 	 12 	 91 	 999 	 -2,8 	 -15 	 15,01 	  
14:20 29.01.2019 	 3,09 	 -3,75 	 9 	 13 	 70 	 999 	 -1,4 	 -15 	 15,01 	  
14:10 29.01.2019 	 3,12 	 -3,75 	 8 	 11 	 82 	 999 	 -1,5 	 -15 	 15,01 	  
14:00 29.01.2019 	 3,15 	 -3,75 	 9 	 12 	 78 	 999 	 -1,5 	 -15 	 15,01 	  
13:50 29.01.2019 	 3,17 	 -3,75 	 8 	 12 	 82 	 999 	 -1,4 	 -15 	 15,01 	  
13:40 29.01.2019 	 3,19 	 -3,75 	 8 	 11 	 89 	 999 	 -1,6 	 -15 	 15,01 	  
13:30 29.01.2019 	 3,2 	 -3,75 	 7 	 11 	 87 	 999 	 -1,8 	 -15 	 15,01 	  
13:20 29.01.2019 	 3,21 	 -3,75 	 8 	 10 	 76 	 999 	 -1,8 	 -15 	 15,01 	  
13:10 29.01.2019 	 3,2 	 -3,75 	 5 	 10 	 83 	 999 	 -1,7 	 -15 	 15,01 	  
13:00 29.01.2019 	 3,2 	 -3,75 	 4 	 6 	 96 	 999 	 -3,1 	 -15 	 15,01 	  
12:50 29.01.2019 	 3,18 	 -3,75 	 4 	 7 	 88 	 999 	 -2,6 	 -15 	 15,01 	  
12:40 29.01.2019 	 3,16 	 -3,75 	 3 	 4 	 103 	 999 	 -3,6 	 -15 	 15,01 	  
12:30 29.01.2019 	 3,14 	 -3,75 	 2 	 3 	 86 	 999 	 -3,8 	 -15 	 15,01 	  
12:20 29.01.2019 	 3,1 	 -3,75 	 3 	 4 	 97 	 999 	 -4,1 	 -15 	 15,01 	  
12:10 29.01.2019 	 3,07 	 -3,75 	 4 	 5 	 112 	 999 	 -5,1 	 -15 	 15,01 	  
12:00 29.01.2019 	 3,02 	 -3,75 	 4 	 4 	 103 	 999 	 -4,6 	 -15 	 15,01 	  
11:50 29.01.2019 	 2,98 	 -3,75 	 4 	 6 	 90 	 999 	 -4,6 	 -15 	 15,01 	  
11:40 29.01.2019 	 2,92 	 -3,75 	 6 	 9 	 86 	 998 	 -3,1 	 -15 	 15,01 	  
11:30 29.01.2019 	 2,87 	 -3,75 	 8 	 10 	 70 	 998 	 -2,5 	 -15 	 15,01 	  
11:20 29.01.2019 	 2,8 	 -3,75 	 7 	 10 	 52 	 998 	 -2,9 	 -15 	 15,01 	  
11:10 29.01.2019 	 2,74 	 -3,75 	 2 	 6 	 5 	 998 	 -5,4 	 -15 	 15,01 	  
11:00 29.01.2019 	 2,67 	 -3,75 	 2 	 3 	 335 	 998 	 -7,7 	 -15 	 15,01 	  
10:50 29.01.2019 	 2,6 	 -3,75 	 3 	 4 	 328 	 998 	 -8,3 	 -15 	 15,01 	  
10:40 29.01.2019 	 2,53 	 -3,75 	 3 	 4 	 305 	 998 	 -8,6 	 -15 	 15,01 	  
10:30 29.01.2019 	 2,45 	 -3,75 	 2 	 3 	 327 	 998 	 -8,7 	 -15 	 15,01 	  
10:20 29.01.2019 	 2,38 	 -3,75 	 1 	 3 	 344 	 998 	 -7,4 	 -15 	 15,01 	  
10:10 29.01.2019 	 2,3 	 -3,75 	 2 	 2 	 74 	 998 	 -5,2 	 -15 	 15,01 	  
10:00 29.01.2019 	 2,22 	 -3,75 	 1 	 3 	 78 	 998 	 -7 	 -15 	 15,01 	  
09:50 29.01.2019 	 2,15 	 -3,75 	 1 	 1 	 92 	 998 	 -5,7 	 -15 	 15,01 	  
09:40 29.01.2019 	 2,07 	 -3,75 	 2 	 3 	 55 	 998 	 -5,1 	 -15 	 15,01 	  
09:30 29.01.2019 	 2 	 -3,75 	 3 	 4 	 48 	 998 	 -5,2 	 -15 	 15,01 	  
09:20 29.01.2019 	 1,93 	 -3,75 	 3 	 4 	 83 	 998 	 -5,2 	 -15 	 15,01 	  
09:10 29.01.2019 	 1,87 	 -3,75 	 3 	 4 	 100 	 998 	 -5,1 	 -15 	 15,01 	  
09:00 29.01.2019 	 1,8 	 -3,75 	 4 	 5 	 112 	 998 	 -5,2 	 -15 	 15,01 	  
08:50 29.01.2019 	 1,74 	 -3,75 	 4 	 5 	 96 	 998 	 -5 	 -15 	 15,01 	  
08:40 29.01.2019 	 1,69 	 -3,75 	 4 	 5 	 88 	 998 	 -5,2 	 -15 	 15,01 	  
08:30 29.01.2019 	 1,64 	 -3,75 	 4 	 5 	 95 	 998 	 -5 	 -15 	 15,01 	  
08:20 29.01.2019 	 1,59 	 -3,75 	 4 	 5 	 99 	 997 	 -5,1 	 -15 	 15,01 	  
08:10 29.01.2019 	 1,55 	 -3,75 	 4 	 5 	 92 	 997 	 -4,8 	 -15 	 15,01 	  
08:00 29.01.2019 	 1,52 	 -3,75 	 5 	 5 	 91 	 997 	 -5,2 	 -15 	 15,01 	  
07:50 29.01.2019 	 1,49 	 -3,75 	 5 	 6 	 94 	 997 	 -5,2 	 -15 	 15,01 	  
07:40 29.01.2019 	 1,46 	 -3,75 	 5 	 6 	 101 	 997 	 -4,8 	 -15 	 15,01 	  
07:30 29.01.2019 	 1,45 	 -3,75 	 4 	 5 	 89 	 997 	 -5,1 	 -15 	 15,01 	  
07:20 29.01.2019 	 1,44 	 -3,75 	 4 	 5 	 95 	 997 	 -5,1 	 -15 	 15,01 	  
07:10 29.01.2019 	 1,43 	 -3,75 	 4 	 5 	 105 	 997 	 -5 	 -15 	 15,01 	  
07:00 29.01.2019 	 1,44 	 -3,75 	 4 	 5 	 107 	 997 	 -5,4 	 -15 	 15,01 	  
06:50 29.01.2019 	 1,45 	 -3,75 	 4 	 5 	 103 	 997 	 -5,2 	 -15 	 15,01 	  
06:40 29.01.2019 	 1,46 	 -3,75 	 5 	 5 	 106 	 997 	 -5,2 	 -15 	 15,01 	  
06:30 29.01.2019 	 1,48 	 -3,75 	 5 	 6 	 101 	 996 	 -5,2 	 -15 	 15,01 	  
06:20 29.01.2019 	 1,51 	 -3,75 	 4 	 6 	 109 	 996 	 -5,7 	 -15 	 15,01 	  
06:10 29.01.2019 	 1,55 	 -3,75 	 5 	 7 	 108 	 996 	 -5,6 	 -15 	 15,01 	  
06:00 29.01.2019 	 1,59 	 -3,75 	 6 	 8 	 91 	 996 	 -5,2 	 -15 	 15,01 	  
05:50 29.01.2019 	 1,63 	 -3,75 	 6 	 7 	 90 	 996 	 -5,5 	 -15 	 15,01 	  
05:40 29.01.2019 	 1,68 	 -3,75 	 5 	 7 	 93 	 996 	 -5,2 	 -15 	 15,01 	  
05:30 29.01.2019 	 1,74 	 -3,75 	 6 	 11 	 98 	 996 	 -5,2 	 -15 	 15,01 	  
05:20 29.01.2019 	 1,8 	 -3,75 	 9 	 13 	 63 	 996 	 -2,7 	 -15 	 15,01 	  
05:10 29.01.2019 	 1,87 	 -3,75 	 10 	 14 	 63 	 996 	 -2,6 	 -15 	 15,01 	  
05:00 29.01.2019 	 1,93 	 -3,75 	 10 	 14 	 69 	 996 	 -2,8 	 -15 	 15,01 	  
04:50 29.01.2019 	 2,01 	 -3,75 	 9 	 12 	 73 	 996 	 -3,1 	 -15 	 15,01 	  
04:40 29.01.2019 	 2,08 	 -3,75 	 9 	 13 	 78 	 996 	 -3 	 -15 	 15,01 	  
04:30 29.01.2019 	 2,16 	 -3,75 	 10 	 13 	 83 	 996 	 -3,2 	 -15 	 15,01 	  
04:20 29.01.2019 	 2,24 	 -3,75 	 9 	 12 	 73 	 996 	 -2,6 	 -15 	 15,01 	  
04:10 29.01.2019 	 2,32 	 -3,75 	 8 	 13 	 59 	 996 	 -2,5 	 -15 	 15,01 	  
04:00 29.01.2019 	 2,4 	 -3,75 	 7 	 14 	 61 	 996 	 -2,6 	 -15 	 15,01 	  
03:50 29.01.2019 	 2,48 	 -3,75 	 6 	 11 	 70 	 996 	 -2,5 	 -15 	 15,01 	  
03:40 29.01.2019 	 2,55 	 -3,75 	 4 	 7 	 92 	 996 	 -3 	 -15 	 15,01 	  
03:30 29.01.2019 	 2,63 	 -3,75 	 4 	 5 	 92 	 996 	 -3,8 	 -15 	 15,01 	  
03:20 29.01.2019 	 2,71 	 -3,75 	 3 	 4 	 89 	 997 	 -4,3 	 -15 	 15,01 	  
03:10 29.01.2019 	 2,78 	 -3,75 	 3 	 4 	 98 	 996 	 -3,8 	 -15 	 15,01 	  
03:00 29.01.2019 	 2,85 	 -3,75 	 4 	 4 	 106 	 996 	 -3,7 	 -15 	 15,01 	  
02:50 29.01.2019 	 2,92 	 -3,75 	 3 	 4 	 106 	 997 	 -4,3 	 -15 	 15,01 	  
02:40 29.01.2019 	 2,99 	 -3,75 	 3 	 4 	 101 	 997 	 -3,9 	 -15 	 15,01 	  
02:30 29.01.2019 	 3,04 	 -3,75 	 3 	 4 	 109 	 996 	 -3,6 	 -15 	 15,01 	  
02:20 29.01.2019 	 3,1 	 -3,75 	 2 	 3 	 100 	 996 	 -4,1 	 -15 	 15,01 	  
02:10 29.01.2019 	 3,15 	 -3,75 	 1 	 2 	 17 	 996 	 -6,8 	 -15 	 15,01 	  
02:00 29.01.2019 	 3,2 	 -3,75 	 1 	 2 	 2 	 996 	 -7,2 	 -15 	 15,01 	  
01:50 29.01.2019 	 3,24 	 -3,75 	 1 	 2 	 15 	 996 	 -7,3 	 -15 	 15,01 	  
01:40 29.01.2019 	 3,27 	 -3,75 	 1 	 2 	 31 	 996 	 -6,7 	 -15 	 15,01 	  
01:30 29.01.2019 	 3,3 	 -3,75 	 1 	 2 	 35 	 996 	 -6,1 	 -15 	 15,01 	  
01:20 29.01.2019 	 3,32 	 -3,75 	 2 	 2 	 60 	 996 	 -4,8 	 -15 	 15,01 	  
01:10 29.01.2019 	 3,33 	 -3,75 	 2 	 3 	 40 	 996 	 -5,2 	 -15 	 15,01 	  
01:00 29.01.2019 	 3,34 	 -3,75 	 2 	 3 	 45 	 996 	 -5,5 	 -15 	 15,01 	  
00:50 29.01.2019 	 3,35 	 -3,75 	 3 	 4 	 92 	 996 	 -3,7 	 -15 	 15,01 	  
00:40 29.01.2019 	 3,34 	 -3,75 	 4 	 5 	 107 	 996 	 -3,4 	 -15 	 15,01 	  
00:30 29.01.2019 	 3,33 	 -3,75 	 4 	 5 	 95 	 996 	 -3,7 	 -15 	 15,01 	  
00:20 29.01.2019 	 3,31 	 -3,75 	 4 	 5 	 96 	 996 	 -3,6 	 -15 	 15,01 	  
00:10 29.01.2019 	 3,29 	 -3,75 	 4 	 5 	 100 	 996 	 -3,4 	 -15 	 15,01 	  
00:00 29.01.2019 	 3,26 	 -3,75 	 3 	 4 	 99 	 996 	 -3,1 	 -15 	 15,01 	  
23:50 28.01.2019 	 3,22 	 -3,75 	 3 	 4 	 95 	 996 	 -3,2 	 -15 	 15,01 	  
23:40 28.01.2019 	 3,18 	 -3,75 	 4 	 4 	 96 	 996 	 -3,4 	 -15 	 15,01 	  
23:30 28.01.2019 	 3,13 	 -3,75 	 3 	 4 	 105 	 996 	 -3,2 	 -15 	 15,01 	  
23:20 28.01.2019 	 3,08 	 -3,75 	 3 	 4 	 107 	 996 	 -3,2 	 -15 	 15,01 	  
23:10 28.01.2019 	 3,02 	 -3,75 	 4 	 5 	 114 	 996 	 -3,5 	 -15 	 15,01 	  
23:00 28.01.2019 	 2,95 	 -3,75 	 4 	 5 	 102 	 996 	 -3,6 	 -15 	 15,01 	  
22:50 28.01.2019 	 2,88 	 -3,75 	 4 	 5 	 102 	 996 	 -3,5 	 -15 	 15,01 	  
22:40 28.01.2019 	 2,81 	 -3,75 	 4 	 5 	 89 	 996 	 -3,3 	 -15 	 15,01 	  
22:30 28.01.2019 	 2,74 	 -3,75 	 5 	 6 	 103 	 996 	 -3,4 	 -15 	 15,01 	  
22:20 28.01.2019 	 2,66 	 -3,75 	 6 	 7 	 103 	 996 	 -3,5 	 -15 	 15,01 	  
22:10 28.01.2019 	 2,58 	 -3,75 	 6 	 7 	 112 	 996 	 -3,4 	 -15 	 15,01 	  
22:00 28.01.2019 	 2,49 	 -3,75 	 6 	 6 	 110 	 996 	 -3,5 	 -15 	 15,01 	  
21:50 28.01.2019 	 2,41 	 -3,75 	 5 	 6 	 108 	 996 	 -3,5 	 -15 	 15,01 	  
21:40 28.01.2019 	 2,32 	 -3,75 	 5 	 6 	 105 	 996 	 -3,8 	 -15 	 15,01 	  
21:30 28.01.2019 	 2,24 	 -3,75 	 4 	 5 	 95 	 996 	 -4,1 	 -15 	 15,01 	  
21:20 28.01.2019 	 2,15 	 -3,75 	 3 	 4 	 99 	 996 	 -4,5 	 -15 	 15,01 	  
21:10 28.01.2019 	 2,07 	 -3,75 	 3 	 4 	 106 	 996 	 -4,2 	 -15 	 15,01 	  
21:00 28.01.2019 	 1,99 	 -3,75 	 3 	 4 	 110 	 996 	 -3,8 	 -15 	 15,01 	  
20:50 28.01.2019 	 1,91 	 -3,75 	 3 	 4 	 102 	 996 	 -3,8 	 -15 	 15,01 	  
20:40 28.01.2019 	 1,83 	 -3,75 	 3 	 4 	 95 	 996 	 -3,8 	 -15 	 15,01 	  
20:30 28.01.2019 	 1,76 	 -3,75 	 3 	 4 	 100 	 996 	 -3,4 	 -15 	 15,01 	  
20:20 28.01.2019 	 1,69 	 -3,75 	 3 	 4 	 102 	 996 	 -3,7 	 -15 	 15,01 	  
20:10 28.01.2019 	 1,62 	 -3,75 	 4 	 4 	 105 	 996 	 -3,8 	 -15 	 15,01 	  
20:00 28.01.2019 	 1,56 	 -3,75 	 4 	 4 	 107 	 996 	 -3,5 	 -15 	 15,01 	  
19:50 28.01.2019 	 1,5 	 -3,75 	 4 	 4 	 94 	 996 	 -3,5 	 -15 	 15,01 	  
19:40 28.01.2019 	 1,45 	 -3,75 	 4 	 5 	 99 	 996 	 -3,2 	 -15 	 15,01 	  
19:30 28.01.2019 	 1,4 	 -3,75 	 5 	 5 	 104 	 996 	 -3,9 	 -15 	 15,01 	  
19:20 28.01.2019 	 1,36 	 -3,75 	 5 	 5 	 112 	 996 	 -4,3 	 -15 	 15,01 	  
19:10 28.01.2019 	 1,33 	 -3,75 	 5 	 6 	 108 	 996 	 -3,4 	 -15 	 15,01 	  
19:00 28.01.2019 	 1,3 	 -3,75 	 5 	 6 	 99 	 996 	 -3,2 	 -15 	 15,01 	  
18:50 28.01.2019 	 1,28 	 -3,75 	 6 	 6 	 103 	 996 	 -3,6 	 -15 	 15,01 	  
18:40 28.01.2019 	 1,26 	 -3,75 	 5 	 6 	 102 	 996 	 -3,9 	 -15 	 15,01 	  
18:30 28.01.2019 	 1,26 	 -3,75 	 5 	 5 	 96 	 996 	 -3,3 	 -15 	 15,01 	  
18:20 28.01.2019 	 1,26 	 -3,75 	 5 	 6 	 107 	 996 	 -3,3 	 -15 	 15,01 	  
18:10 28.01.2019 	 1,26 	 -3,75 	 4 	 5 	 111 	 996 	 -3,6 	 -15 	 15,01 	  
18:00 28.01.2019 	 1,28 	 -3,75 	 4 	 5 	 100 	 996 	 -3,8 	 -15 	 15,01 	  
17:50 28.01.2019 	 1,3 	 -3,75 	 4 	 5 	 96 	 995 	 -3,4 	 -15 	 15,01 	  
17:40 28.01.2019 	 1,33 	 -3,75 	 4 	 5 	 102 	 996 	 -3,1 	 -15 	 15,01 	  
17:30 28.01.2019 	 1,36 	 -3,75 	 4 	 5 	 101 	 996 	 -3,4 	 -15 	 15,01 	  
17:20 28.01.2019 	 1,41 	 -3,75 	 4 	 5 	 100 	 996 	 -3,6 	 -15 	 15,01 	  
17:10 28.01.2019 	 1,46 	 -3,75 	 5 	 5 	 103 	 996 	 -3,5 	 -15 	 15,01 	  
17:00 28.01.2019 	 1,51 	 -3,75 	 5 	 6 	 107 	 996 	 -3,9 	 -15 	 15,01 	  
16:50 28.01.2019 	 1,57 	 -3,75 	 6 	 7 	 105 	 996 	 -3,6 	 -15 	 15,01 	  
16:40 28.01.2019 	 1,64 	 -3,75 	 6 	 6 	 104 	 996 	 -3,4 	 -15 	 15,01 	  
16:30 28.01.2019 	 1,71 	 -3,75 	 5 	 6 	 107 	 996 	 -3,2 	 -15 	 15,01 	  
16:20 28.01.2019 	 1,79 	 -3,75 	 5 	 6 	 109 	 996 	 -3,6 	 -15 	 15,01 	  
16:10 28.01.2019 	 1,87 	 -3,75 	 4 	 5 	 112 	 996 	 -3,4 	 -15 	 15,01 	  
16:00 28.01.2019 	 1,95 	 -3,75 	 4 	 6 	 110 	 996 	 -3 	 -15 	 15,01 	  
15:50 28.01.2019 	 2,04 	 -3,75 	 5 	 6 	 104 	 996 	 -3,1 	 -15 	 15,01 	  
15:40 28.01.2019 	 2,13 	 -3,75 	 5 	 6 	 97 	 996 	 -2,9 	 -15 	 15,01 	  
