 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
14:40 09.01.2019 	 0,86 	 -3,75 	 9 	 13 	 225 	 1007 	 8,1 	 -15 	 15 	  
14:30 09.01.2019 	 0,86 	 -3,75 	 9 	 12 	 225 	 1008 	 8,2 	 -15 	 15 	  
14:20 09.01.2019 	 0,88 	 -3,75 	 9 	 14 	 224 	 1008 	 8,1 	 -15 	 15 	  
14:10 09.01.2019 	 0,91 	 -3,75 	 9 	 15 	 227 	 1008 	 8,3 	 -15 	 15 	  
14:00 09.01.2019 	 0,94 	 -3,75 	 10 	 14 	 224 	 1008 	 8,5 	 -15 	 15 	  
13:50 09.01.2019 	 1 	 -3,75 	 10 	 15 	 219 	 1008 	 8,8 	 -15 	 15 	  
13:40 09.01.2019 	 1,06 	 -3,75 	 9 	 14 	 224 	 1008 	 8,8 	 -15 	 15 	  
13:30 09.01.2019 	 1,13 	 -3,75 	 8 	 12 	 237 	 1008 	 8,2 	 -15 	 15 	  
13:20 09.01.2019 	 1,21 	 -3,75 	 8 	 14 	 236 	 1009 	 8,3 	 -15 	 15 	  
13:10 09.01.2019 	 1,3 	 -3,75 	 10 	 18 	 226 	 1009 	 8,9 	 -15 	 15 	  
13:00 09.01.2019 	 1,4 	 -3,75 	 10 	 15 	 224 	 1009 	 9 	 -15 	 15 	  
12:50 09.01.2019 	 1,51 	 -3,75 	 10 	 15 	 226 	 1009 	 9 	 -15 	 15 	  
12:40 09.01.2019 	 1,62 	 -3,75 	 9 	 14 	 227 	 1009 	 8,7 	 -15 	 15 	  
12:30 09.01.2019 	 1,74 	 -3,75 	 10 	 15 	 225 	 1009 	 8,9 	 -15 	 15 	  
12:20 09.01.2019 	 1,87 	 -3,75 	 11 	 18 	 216 	 1009 	 9,1 	 -15 	 15 	  
12:10 09.01.2019 	 2 	 -3,75 	 10 	 16 	 211 	 1009 	 9 	 -15 	 15 	  
12:00 09.01.2019 	 2,13 	 -3,75 	 10 	 17 	 211 	 1009 	 8,9 	 -15 	 15 	  
11:50 09.01.2019 	 2,26 	 -3,75 	 13 	 20 	 209 	 1009 	 9 	 -15 	 15 	  
11:40 09.01.2019 	 2,39 	 -3,75 	 13 	 18 	 210 	 1009 	 9 	 -15 	 15 	  
11:30 09.01.2019 	 2,52 	 -3,75 	 13 	 18 	 209 	 1009 	 9 	 -15 	 15 	  
11:20 09.01.2019 	 2,66 	 -3,75 	 13 	 19 	 210 	 1010 	 8,9 	 -15 	 15 	  
11:10 09.01.2019 	 2,79 	 -3,75 	 12 	 18 	 208 	 1010 	 8,7 	 -15 	 15 	  
11:00 09.01.2019 	 2,91 	 -3,75 	 12 	 18 	 208 	 1010 	 9 	 -15 	 15 	  
10:50 09.01.2019 	 3,04 	 -3,75 	 13 	 17 	 207 	 1010 	 8,9 	 -15 	 15 	  
10:40 09.01.2019 	 3,15 	 -3,75 	 12 	 17 	 207 	 1010 	 9,2 	 -15 	 15 	  
10:30 09.01.2019 	 3,27 	 -3,75 	 12 	 16 	 208 	 1010 	 9,1 	 -15 	 15 	  
10:20 09.01.2019 	 3,37 	 -3,75 	 12 	 20 	 206 	 1010 	 9,4 	 -15 	 15 	  
10:10 09.01.2019 	 3,47 	 -3,75 	 12 	 18 	 205 	 1010 	 9,2 	 -15 	 15 	  
10:00 09.01.2019 	 3,56 	 -3,75 	 12 	 16 	 206 	 1010 	 9,2 	 -15 	 15 	  
09:50 09.01.2019 	 3,65 	 -3,75 	 12 	 19 	 205 	 1010 	 9,3 	 -15 	 15 	  
09:40 09.01.2019 	 3,73 	 -3,75 	 12 	 17 	 205 	 1010 	 9,4 	 -15 	 15 	  
09:30 09.01.2019 	 3,79 	 -3,75 	 10 	 16 	 208 	 1011 	 9,1 	 -15 	 15 	  
09:20 09.01.2019 	 3,85 	 -3,75 	 10 	 16 	 209 	 1011 	 9,1 	 -15 	 15 	  
09:10 09.01.2019 	 3,9 	 -3,75 	 9 	 15 	 211 	 1011 	 8,9 	 -15 	 15 	  
09:00 09.01.2019 	 3,94 	 -3,75 	 10 	 17 	 209 	 1011 	 8,9 	 -15 	 15 	  
08:50 09.01.2019 	 3,97 	 -3,75 	 10 	 15 	 209 	 1011 	 8,9 	 -15 	 15 	  
08:40 09.01.2019 	 4 	 -3,75 	 10 	 15 	 208 	 1012 	 9,1 	 -15 	 15 	  
08:30 09.01.2019 	 4,01 	 -3,75 	 10 	 15 	 207 	 1012 	 8,9 	 -15 	 15 	  
08:20 09.01.2019 	 4,01 	 -3,75 	 10 	 15 	 209 	 1012 	 8,7 	 -15 	 15 	  
08:10 09.01.2019 	 4 	 -3,75 	 10 	 16 	 208 	 1012 	 8,8 	 -15 	 15 	  
08:00 09.01.2019 	 3,98 	 -3,75 	 10 	 15 	 208 	 1012 	 8,7 	 -15 	 15 	  
07:50 09.01.2019 	 3,95 	 -3,75 	 10 	 16 	 210 	 1012 	 8,7 	 -15 	 15 	  
07:40 09.01.2019 	 3,91 	 -3,75 	 10 	 15 	 207 	 1012 	 8,8 	 -15 	 15 	  
07:30 09.01.2019 	 3,86 	 -3,75 	 9 	 15 	 211 	 1012 	 8,8 	 -15 	 15 	  
07:20 09.01.2019 	 3,81 	 -3,75 	 6 	 11 	 222 	 1012 	 8,7 	 -15 	 15 	  
07:10 09.01.2019 	 3,74 	 -3,75 	 6 	 12 	 224 	 1012 	 8,1 	 -15 	 15 	  
07:00 09.01.2019 	 3,66 	 -3,75 	 6 	 11 	 230 	 1013 	 8,2 	 -15 	 15 	  
06:50 09.01.2019 	 3,58 	 -3,75 	 7 	 12 	 235 	 1013 	 8,3 	 -15 	 15 	  
06:40 09.01.2019 	 3,49 	 -3,75 	 6 	 10 	 230 	 1013 	 8,3 	 -15 	 15 	  
06:30 09.01.2019 	 3,39 	 -3,75 	 8 	 13 	 221 	 1013 	 8,6 	 -15 	 15 	  
06:20 09.01.2019 	 3,28 	 -3,75 	 5 	 10 	 226 	 1013 	 8,3 	 -15 	 15 	  
06:10 09.01.2019 	 3,17 	 -3,75 	 8 	 12 	 216 	 1013 	 8,5 	 -15 	 15 	  
06:00 09.01.2019 	 3,05 	 -3,75 	 6 	 10 	 220 	 1014 	 8,2 	 -15 	 15 	  
05:50 09.01.2019 	 2,93 	 -3,75 	 8 	 11 	 219 	 1014 	 8,4 	 -15 	 15 	  
05:40 09.01.2019 	 2,8 	 -3,75 	 6 	 11 	 226 	 1014 	 8,6 	 -15 	 15 	  
05:30 09.01.2019 	 2,67 	 -3,75 	 6 	 11 	 228 	 1014 	 8,8 	 -15 	 15 	  
05:20 09.01.2019 	 2,54 	 -3,75 	 7 	 11 	 215 	 1014 	 8,9 	 -15 	 15 	  
05:10 09.01.2019 	 2,41 	 -3,75 	 8 	 12 	 216 	 1014 	 9,1 	 -15 	 15 	  
05:00 09.01.2019 	 2,28 	 -3,75 	 8 	 12 	 217 	 1014 	 9,3 	 -15 	 15 	  
04:50 09.01.2019 	 2,15 	 -3,75 	 9 	 13 	 219 	 1014 	 9,5 	 -15 	 15 	  
04:40 09.01.2019 	 2,02 	 -3,75 	 9 	 13 	 214 	 1014 	 10,1 	 -15 	 15 	  
04:30 09.01.2019 	 1,89 	 -3,75 	 8 	 12 	 215 	 1014 	 9,9 	 -15 	 15 	  
04:20 09.01.2019 	 1,77 	 -3,75 	 5 	 12 	 230 	 1014 	 9,4 	 -15 	 15 	  
04:10 09.01.2019 	 1,65 	 -3,75 	 5 	 8 	 247 	 1014 	 8,9 	 -15 	 15 	  
04:00 09.01.2019 	 1,53 	 -3,75 	 6 	 11 	 239 	 1014 	 9 	 -15 	 15 	  
03:50 09.01.2019 	 1,42 	 -3,75 	 8 	 12 	 224 	 1015 	 9,6 	 -15 	 15 	  
03:40 09.01.2019 	 1,32 	 -3,75 	 8 	 12 	 226 	 1015 	 9,5 	 -15 	 15 	  
03:30 09.01.2019 	 1,23 	 -3,75 	 8 	 11 	 224 	 1015 	 9,5 	 -15 	 15 	  
03:20 09.01.2019 	 1,14 	 -3,75 	 9 	 14 	 221 	 1015 	 10,3 	 -15 	 15 	  
03:10 09.01.2019 	 1,07 	 -3,75 	 6 	 11 	 214 	 1015 	 10,5 	 -15 	 15 	  
03:00 09.01.2019 	 1 	 -3,75 	 5 	 10 	 200 	 1015 	 10,5 	 -15 	 15 	  
02:50 09.01.2019 	 0,94 	 -3,75 	 5 	 9 	 212 	 1015 	 9,9 	 -15 	 15 	  
02:40 09.01.2019 	 0,9 	 -3,75 	 5 	 10 	 221 	 1015 	 10,2 	 -15 	 15 	  
02:30 09.01.2019 	 0,87 	 -3,75 	 7 	 12 	 215 	 1016 	 9,6 	 -15 	 15 	  
02:20 09.01.2019 	 0,84 	 -3,75 	 8 	 12 	 216 	 1016 	 9,8 	 -15 	 15 	  
02:10 09.01.2019 	 0,83 	 -3,75 	 7 	 11 	 223 	 1016 	 10,1 	 -15 	 15 	  
02:00 09.01.2019 	 0,84 	 -3,75 	 7 	 10 	 224 	 1016 	 10,1 	 -15 	 15 	  
01:50 09.01.2019 	 0,85 	 -3,75 	 5 	 8 	 217 	 1016 	 9,8 	 -15 	 15 	  
01:40 09.01.2019 	 0,88 	 -3,75 	 5 	 9 	 203 	 1016 	 9,9 	 -15 	 15 	  
01:30 09.01.2019 	 0,91 	 -3,75 	 4 	 7 	 218 	 1016 	 9,7 	 -15 	 15 	  
01:20 09.01.2019 	 0,96 	 -3,75 	 4 	 8 	 194 	 1016 	 9,3 	 -15 	 15 	  
01:10 09.01.2019 	 1,02 	 -3,75 	 4 	 9 	 188 	 1017 	 9,2 	 -15 	 15 	  
01:00 09.01.2019 	 1,09 	 -3,75 	 4 	 9 	 188 	 1017 	 9,1 	 -15 	 15 	  
00:50 09.01.2019 	 1,17 	 -3,75 	 4 	 10 	 198 	 1017 	 9,3 	 -15 	 15 	  
00:40 09.01.2019 	 1,26 	 -3,75 	 5 	 8 	 203 	 1017 	 9,2 	 -15 	 15 	  
00:30 09.01.2019 	 1,35 	 -3,75 	 5 	 9 	 195 	 1017 	 9,2 	 -15 	 15 	  
00:20 09.01.2019 	 1,46 	 -3,75 	 4 	 8 	 191 	 1017 	 9,3 	 -15 	 15 	  
00:10 09.01.2019 	 1,57 	 -3,75 	 5 	 10 	 184 	 1017 	 9,8 	 -15 	 15 	  
00:00 09.01.2019 	 1,68 	 -3,75 	 4 	 10 	 186 	 1017 	 9,3 	 -15 	 15 	  
23:50 08.01.2019 	 1,8 	 -3,75 	 5 	 11 	 185 	 1017 	 9,5 	 -15 	 15 	  
23:40 08.01.2019 	 1,92 	 -3,75 	 4 	 9 	 186 	 1017 	 9,6 	 -15 	 15 	  
23:30 08.01.2019 	 2,04 	 -3,75 	 6 	 15 	 101 	 1017 	 8,4 	 -15 	 15 	  
23:20 08.01.2019 	 2,17 	 -3,75 	 8 	 15 	 122 	 1017 	 6,9 	 -15 	 15 	  
23:10 08.01.2019 	 2,29 	 -3,75 	 7 	 14 	 124 	 1017 	 7 	 -15 	 15 	  
23:00 08.01.2019 	 2,42 	 -3,75 	 6 	 11 	 139 	 1017 	 9 	 -15 	 15 	  
22:50 08.01.2019 	 2,54 	 -3,75 	 5 	 13 	 180 	 1017 	 11,1 	 -15 	 15 	  
22:40 08.01.2019 	 2,66 	 -3,75 	 5 	 10 	 168 	 1017 	 11 	 -15 	 15 	  
22:30 08.01.2019 	 2,78 	 -3,75 	 2 	 4 	 73 	 1017 	 10 	 -15 	 15 	  
22:20 08.01.2019 	 2,89 	 -3,75 	 3 	 6 	 72 	 1017 	 9,1 	 -15 	 15 	  
22:10 08.01.2019 	 3 	 -3,75 	 5 	 11 	 118 	 1017 	 9,1 	 -15 	 15 	  
22:00 08.01.2019 	 3,1 	 -3,75 	 10 	 16 	 123 	 1017 	 8,3 	 -15 	 15 	  
21:50 08.01.2019 	 3,2 	 -3,75 	 6 	 12 	 121 	 1017 	 9,1 	 -15 	 15 	  
21:40 08.01.2019 	 3,29 	 -3,75 	 7 	 11 	 128 	 1017 	 9 	 -15 	 15 	  
21:30 08.01.2019 	 3,37 	 -3,75 	 7 	 10 	 125 	 1017 	 9,4 	 -15 	 15 	  
21:20 08.01.2019 	 3,44 	 -3,75 	 8 	 11 	 119 	 1017 	 8,5 	 -15 	 15 	  
21:10 08.01.2019 	 3,51 	 -3,75 	 8 	 11 	 117 	 1017 	 8,9 	 -15 	 15 	  
21:00 08.01.2019 	 3,57 	 -3,75 	 10 	 17 	 112 	 1017 	 8,4 	 -15 	 15 	  
20:50 08.01.2019 	 3,61 	 -3,75 	 15 	 22 	 101 	 1018 	 5,9 	 -15 	 15 	  
20:40 08.01.2019 	 3,65 	 -3,75 	 14 	 19 	 106 	 1018 	 5,3 	 -15 	 15 	  
20:30 08.01.2019 	 3,68 	 -3,75 	 12 	 20 	 122 	 1018 	 7,2 	 -15 	 15 	  
20:20 08.01.2019 	 3,71 	 -3,75 	 9 	 15 	 128 	 1018 	 8,1 	 -15 	 15 	  
20:10 08.01.2019 	 3,72 	 -3,75 	 10 	 14 	 118 	 1018 	 7,9 	 -15 	 15 	  
20:00 08.01.2019 	 3,72 	 -3,75 	 14 	 19 	 90 	 1018 	 5,2 	 -15 	 15 	  
19:50 08.01.2019 	 3,71 	 -3,75 	 15 	 20 	 106 	 1019 	 5,2 	 -15 	 15 	  
19:40 08.01.2019 	 3,69 	 -3,75 	 15 	 18 	 104 	 1019 	 4,7 	 -15 	 15 	  
19:30 08.01.2019 	 3,66 	 -3,75 	 13 	 17 	 90 	 1019 	 6,5 	 -15 	 15 	  
19:20 08.01.2019 	 3,62 	 -3,75 	 15 	 20 	 77 	 1019 	 5 	 -15 	 15 	  
19:10 08.01.2019 	 3,57 	 -3,75 	 16 	 20 	 81 	 1019 	 4,9 	 -15 	 15 	  
19:00 08.01.2019 	 3,52 	 -3,75 	 18 	 21 	 83 	 1019 	 4,8 	 -15 	 15 	  
18:50 08.01.2019 	 3,45 	 -3,75 	 17 	 22 	 85 	 1019 	 4,4 	 -15 	 15 	  
18:40 08.01.2019 	 3,37 	 -3,75 	 19 	 23 	 83 	 1019 	 4,1 	 -15 	 15 	  
18:30 08.01.2019 	 3,29 	 -3,75 	 16 	 20 	 84 	 1019 	 4,1 	 -15 	 15 	  
18:20 08.01.2019 	 3,2 	 -3,75 	 14 	 19 	 88 	 1019 	 3,8 	 -15 	 15 	  
18:10 08.01.2019 	 3,1 	 -3,75 	 13 	 19 	 87 	 1019 	 4,2 	 -15 	 15 	  
18:00 08.01.2019 	 2,99 	 -3,75 	 14 	 17 	 93 	 1020 	 4,3 	 -15 	 15 	  
17:50 08.01.2019 	 2,88 	 -3,75 	 14 	 18 	 87 	 1019 	 4,1 	 -15 	 15 	  
17:40 08.01.2019 	 2,77 	 -3,75 	 13 	 19 	 79 	 1020 	 3,8 	 -15 	 15 	  
17:30 08.01.2019 	 2,65 	 -3,75 	 14 	 19 	 80 	 1020 	 3,5 	 -15 	 15 	  
17:20 08.01.2019 	 2,52 	 -3,75 	 15 	 18 	 95 	 1020 	 3,6 	 -15 	 15 	  
17:10 08.01.2019 	 2,4 	 -3,75 	 15 	 19 	 107 	 1020 	 5,7 	 -15 	 15 	  
17:00 08.01.2019 	 2,27 	 -3,75 	 15 	 20 	 112 	 1020 	 5,8 	 -15 	 15 	  
16:50 08.01.2019 	 2,14 	 -3,75 	 18 	 22 	 118 	 1020 	 5,8 	 -15 	 15 	  
16:40 08.01.2019 	 2,02 	 -3,75 	 17 	 23 	 116 	 1020 	 5,8 	 -15 	 15 	  
16:30 08.01.2019 	 1,89 	 -3,75 	 15 	 21 	 121 	 1020 	 6 	 -15 	 15 	  
16:20 08.01.2019 	 1,77 	 -3,75 	 16 	 22 	 122 	 1020 	 5,9 	 -15 	 15 	  
16:10 08.01.2019 	 1,65 	 -3,75 	 14 	 24 	 119 	 1020 	 7,3 	 -15 	 15 	  
16:00 08.01.2019 	 1,54 	 -3,75 	 16 	 22 	 112 	 1020 	 5,5 	 -15 	 15 	  
15:50 08.01.2019 	 1,43 	 -3,75 	 17 	 25 	 114 	 1020 	 4,2 	 -15 	 15 	  
15:40 08.01.2019 	 1,32 	 -3,75 	 18 	 25 	 118 	 1020 	 3,5 	 -15 	 15 	  
15:30 08.01.2019 	 1,23 	 -3,75 	 17 	 24 	 121 	 1021 	 4,1 	 -15 	 15 	  
15:20 08.01.2019 	 1,14 	 -3,75 	 15 	 21 	 124 	 1021 	 5,1 	 -15 	 15 	  
15:10 08.01.2019 	 1,06 	 -3,75 	 14 	 21 	 127 	 1021 	 5,8 	 -15 	 15 	  
15:00 08.01.2019 	 0,99 	 -3,75 	 13 	 17 	 126 	 1021 	 5,1 	 -15 	 15 	  
14:50 08.01.2019 	 0,93 	 -3,75 	 12 	 17 	 125 	 1022 	 4,7 	 -15 	 15 	  
14:40 08.01.2019 	 0,88 	 -3,75 	 10 	 15 	 114 	 1022 	 4,9 	 -15 	 15 	  
14:30 08.01.2019 	 0,84 	 -3,75 	 11 	 14 	 107 	 1022 	 4,1 	 -15 	 15 	  
14:20 08.01.2019 	 0,82 	 -3,75 	 12 	 18 	 109 	 1022 	 4,2 	 -15 	 15 	  
14:10 08.01.2019 	 0,8 	 -3,75 	 13 	 17 	 114 	 1023 	 4 	 -15 	 15 	  
14:00 08.01.2019 	 0,8 	 -3,75 	 12 	 15 	 109 	 1023 	 3,8 	 -15 	 15 	  
13:50 08.01.2019 	 0,82 	 -3,75 	 10 	 13 	 111 	 1023 	 3,8 	 -15 	 15 	  
13:40 08.01.2019 	 0,84 	 -3,75 	 10 	 14 	 107 	 1023 	 3,8 	 -15 	 15 	  
13:30 08.01.2019 	 0,87 	 -3,75 	 10 	 13 	 111 	 1024 	 3,9 	 -15 	 15 	  
13:20 08.01.2019 	 0,92 	 -3,75 	 10 	 14 	 110 	 1024 	 3,5 	 -15 	 15 	  
13:10 08.01.2019 	 0,98 	 -3,75 	 11 	 14 	 107 	 1024 	 3,6 	 -15 	 15 	  
13:00 08.01.2019 	 1,05 	 -3,75 	 10 	 13 	 97 	 1024 	 3,1 	 -15 	 15 	  
12:50 08.01.2019 	 1,14 	 -3,75 	 11 	 13 	 108 	 1025 	 3 	 -15 	 15 	  
12:40 08.01.2019 	 1,23 	 -3,75 	 11 	 13 	 109 	 1025 	 2,8 	 -15 	 15 	  
12:30 08.01.2019 	 1,33 	 -3,75 	 10 	 12 	 110 	 1025 	 3,1 	 -15 	 15 	  
12:20 08.01.2019 	 1,44 	 -3,75 	 11 	 13 	 114 	 1025 	 3,3 	 -15 	 15 	  
12:10 08.01.2019 	 1,55 	 -3,75 	 11 	 14 	 115 	 1026 	 3,3 	 -15 	 15 	  
12:00 08.01.2019 	 1,68 	 -3,75 	 10 	 13 	 114 	 1026 	 3,3 	 -15 	 15 	  
11:50 08.01.2019 	 1,8 	 -3,75 	 9 	 11 	 119 	 1026 	 3,5 	 -15 	 15 	  
11:40 08.01.2019 	 1,94 	 -3,75 	 9 	 12 	 118 	 1026 	 3,8 	 -15 	 15 	  
11:30 08.01.2019 	 2,07 	 -3,75 	 9 	 11 	 115 	 1026 	 3,6 	 -15 	 15 	  
11:20 08.01.2019 	 2,21 	 -3,75 	 8 	 11 	 116 	 1026 	 3,9 	 -15 	 15 	  
11:10 08.01.2019 	 2,35 	 -3,75 	 7 	 9 	 97 	 1026 	 3,3 	 -15 	 15 	  
11:00 08.01.2019 	 2,49 	 -3,75 	 8 	 11 	 103 	 1026 	 3,3 	 -15 	 15 	  
10:50 08.01.2019 	 2,62 	 -3,75 	 9 	 12 	 97 	 1026 	 2,9 	 -15 	 15 	  
10:40 08.01.2019 	 2,76 	 -3,75 	 10 	 13 	 102 	 1026 	 2,8 	 -15 	 15 	  
10:30 08.01.2019 	 2,89 	 -3,75 	 10 	 13 	 109 	 1026 	 2,8 	 -15 	 15 	  
10:20 08.01.2019 	 3,02 	 -3,75 	 11 	 13 	 112 	 1026 	 2,6 	 -15 	 15 	  
10:10 08.01.2019 	 3,14 	 -3,75 	 11 	 14 	 116 	 1026 	 3 	 -15 	 15 	  
10:00 08.01.2019 	 3,26 	 -3,75 	 10 	 13 	 113 	 1026 	 3,1 	 -15 	 15 	  
09:50 08.01.2019 	 3,37 	 -3,75 	 10 	 12 	 109 	 1026 	 2,8 	 -15 	 15 	  
09:40 08.01.2019 	 3,48 	 -3,75 	 10 	 13 	 112 	 1026 	 2,7 	 -15 	 15 	  
09:30 08.01.2019 	 3,58 	 -3,75 	 10 	 12 	 115 	 1026 	 2,9 	 -15 	 15 	  
09:20 08.01.2019 	 3,67 	 -3,75 	 9 	 13 	 109 	 1026 	 2,8 	 -15 	 15 	  
09:10 08.01.2019 	 3,75 	 -3,75 	 10 	 11 	 116 	 1026 	 2,9 	 -15 	 15 	  
09:00 08.01.2019 	 3,83 	 -3,75 	 9 	 11 	 117 	 1026 	 2,8 	 -15 	 15 	  
08:50 08.01.2019 	 3,89 	 -3,75 	 8 	 11 	 114 	 1026 	 3,2 	 -15 	 15 	  
08:40 08.01.2019 	 3,95 	 -3,75 	 8 	 10 	 109 	 1027 	 2,9 	 -15 	 15 	  
08:30 08.01.2019 	 3,99 	 -3,75 	 9 	 10 	 109 	 1027 	 2,8 	 -15 	 15 	  
08:20 08.01.2019 	 4,03 	 -3,75 	 8 	 10 	 107 	 1027 	 2,5 	 -15 	 15 	  
08:10 08.01.2019 	 4,05 	 -3,75 	 9 	 10 	 110 	 1027 	 2,5 	 -15 	 15 	  
08:00 08.01.2019 	 4,07 	 -3,75 	 9 	 10 	 112 	 1027 	 2,6 	 -15 	 15 	  
07:50 08.01.2019 	 4,08 	 -3,75 	 9 	 10 	 110 	 1027 	 2,6 	 -15 	 15 	  
07:40 08.01.2019 	 4,07 	 -3,75 	 8 	 10 	 109 	 1027 	 2,6 	 -15 	 15 	  
07:30 08.01.2019 	 4,05 	 -3,75 	 9 	 11 	 109 	 1027 	 2,5 	 -15 	 15 	  
07:20 08.01.2019 	 4,03 	 -3,75 	 8 	 10 	 110 	 1027 	 2,5 	 -15 	 15 	  
07:10 08.01.2019 	 3,99 	 -3,75 	 7 	 9 	 109 	 1027 	 2,7 	 -15 	 15 	  
07:00 08.01.2019 	 3,95 	 -3,75 	 6 	 7 	 100 	 1028 	 2,5 	 -15 	 15 	  
06:50 08.01.2019 	 3,89 	 -3,75 	 7 	 8 	 103 	 1028 	 2,6 	 -15 	 15 	  
06:40 08.01.2019 	 3,82 	 -3,75 	 6 	 8 	 92 	 1028 	 2,6 	 -15 	 15 	  
06:30 08.01.2019 	 3,75 	 -3,75 	 4 	 6 	 81 	 1028 	 2 	 -15 	 15 	  
06:20 08.01.2019 	 3,66 	 -3,75 	 6 	 8 	 97 	 1027 	 2,2 	 -15 	 15 	  
06:10 08.01.2019 	 3,57 	 -3,75 	 6 	 8 	 99 	 1028 	 2,2 	 -15 	 15 	  
06:00 08.01.2019 	 3,47 	 -3,75 	 7 	 8 	 98 	 1028 	 2 	 -15 	 15 	  
05:50 08.01.2019 	 3,36 	 -3,75 	 5 	 8 	 93 	 1028 	 1,9 	 -15 	 15 	  
05:40 08.01.2019 	 3,25 	 -3,75 	 4 	 5 	 89 	 1028 	 1,6 	 -15 	 15 	  
05:30 08.01.2019 	 3,13 	 -3,75 	 3 	 4 	 94 	 1028 	 1,6 	 -15 	 15 	  
05:20 08.01.2019 	 3 	 -3,75 	 3 	 4 	 91 	 1028 	 1,6 	 -15 	 15 	  
05:10 08.01.2019 	 2,87 	 -3,75 	 4 	 5 	 96 	 1028 	 1,5 	 -15 	 15 	  
05:00 08.01.2019 	 2,74 	 -3,75 	 4 	 5 	 82 	 1028 	 1,4 	 -15 	 15 	  
04:50 08.01.2019 	 2,61 	 -3,75 	 4 	 5 	 74 	 1028 	 1,5 	 -15 	 15 	  
04:40 08.01.2019 	 2,47 	 -3,75 	 3 	 4 	 80 	 1028 	 1,5 	 -15 	 15 	  
04:30 08.01.2019 	 2,33 	 -3,75 	 3 	 5 	 94 	 1028 	 1,6 	 -15 	 15 	  
04:20 08.01.2019 	 2,2 	 -3,75 	 4 	 5 	 92 	 1028 	 1,6 	 -15 	 15 	  
04:10 08.01.2019 	 2,06 	 -3,75 	 4 	 6 	 94 	 1028 	 1,7 	 -15 	 15 	  
04:00 08.01.2019 	 1,93 	 -3,75 	 4 	 5 	 104 	 1028 	 1,8 	 -15 	 15 	  
03:50 08.01.2019 	 1,8 	 -3,75 	 4 	 5 	 113 	 1028 	 1,7 	 -15 	 15 	  
03:40 08.01.2019 	 1,67 	 -3,75 	 4 	 4 	 95 	 1028 	 1,6 	 -15 	 15 	  
03:30 08.01.2019 	 1,55 	 -3,75 	 3 	 4 	 100 	 1028 	 1,5 	 -15 	 15 	  
03:20 08.01.2019 	 1,44 	 -3,75 	 3 	 3 	 120 	 1028 	 1,9 	 -15 	 15 	  
03:10 08.01.2019 	 1,33 	 -3,75 	 3 	 3 	 116 	 1028 	 1,9 	 -15 	 15 	  
03:00 08.01.2019 	 1,23 	 -3,75 	 3 	 4 	 103 	 1028 	 1,5 	 -15 	 15 	  
02:50 08.01.2019 	 1,14 	 -3,75 	 3 	 4 	 99 	 1028 	 1,5 	 -15 	 15 	  
02:40 08.01.2019 	 1,06 	 -3,75 	 3 	 4 	 100 	 1028 	 1,8 	 -15 	 15 	  
02:30 08.01.2019 	 0,99 	 -3,75 	 3 	 4 	 98 	 1028 	 2 	 -15 	 15 	  
02:20 08.01.2019 	 0,92 	 -3,75 	 2 	 4 	 100 	 1028 	 1,9 	 -15 	 15 	  
02:10 08.01.2019 	 0,87 	 -3,75 	 3 	 4 	 89 	 1028 	 2 	 -15 	 15 	  
02:00 08.01.2019 	 0,84 	 -3,75 	 2 	 3 	 84 	 1028 	 2 	 -15 	 15 	  
01:50 08.01.2019 	 0,81 	 -3,75 	 2 	 3 	 82 	 1028 	 2 	 -15 	 15 	  
01:40 08.01.2019 	 0,79 	 -3,75 	 2 	 3 	 88 	 1028 	 2 	 -15 	 15 	  
01:30 08.01.2019 	 0,79 	 -3,75 	 2 	 3 	 91 	 1028 	 2 	 -15 	 15 	  
01:20 08.01.2019 	 0,8 	 -3,75 	 2 	 3 	 105 	 1028 	 2,2 	 -15 	 15 	  
01:10 08.01.2019 	 0,82 	 -3,75 	 3 	 4 	 78 	 1028 	 2,4 	 -15 	 15 	  
01:00 08.01.2019 	 0,86 	 -3,75 	 3 	 4 	 73 	 1028 	 2,6 	 -15 	 15 	  
00:50 08.01.2019 	 0,9 	 -3,75 	 2 	 3 	 69 	 1028 	 2,4 	 -15 	 15 	  
00:40 08.01.2019 	 0,96 	 -3,75 	 2 	 4 	 65 	 1028 	 2,1 	 -15 	 15 	  
00:30 08.01.2019 	 1,03 	 -3,75 	 3 	 4 	 39 	 1027 	 2,4 	 -15 	 15,01 	  
00:20 08.01.2019 	 1,1 	 -3,75 	 2 	 3 	 315 	 1027 	 3 	 -15 	 15 	  
00:10 08.01.2019 	 1,19 	 -3,75 	 3 	 3 	 256 	 1027 	 3,8 	 -15 	 15,01 	  
00:00 08.01.2019 	 1,29 	 -3,75 	 2 	 3 	 248 	 1027 	 3,4 	 -15 	 15,01 	  
23:50 07.01.2019 	 1,39 	 -3,75 	 0 	 2 	 245 	 1027 	 3,3 	 -15 	 15,01 	  
23:40 07.01.2019 	 1,5 	 -3,75 	 0 	 1 	 51 	 1027 	 3,4 	 -15 	 15,01 	  
23:30 07.01.2019 	 1,61 	 -3,75 	 0 	 2 	 270 	 1027 	 3,6 	 -15 	 15,01 	  
