 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
07:40 31.01.2019 	 2,26 	 2,17 	 8 	 11 	 76 	 1009 	 -1,4 	  
07:30 31.01.2019 	 2,34 	 2,28 	 8 	 11 	 76 	 1009 	 -1,4 	  
07:20 31.01.2019 	 2,42 	 2,39 	 7 	 10 	 78 	 1009 	 -1,4 	  
07:10 31.01.2019 	 2,49 	 2,47 	 7 	 11 	 73 	 1008 	 -1,5 	  
07:00 31.01.2019 	 2,57 	 2,52 	 8 	 11 	 66 	 1008 	 -1,4 	  
06:50 31.01.2019 	 2,65 	 2,63 	 9 	 11 	 67 	 1008 	 -1,4 	  
06:40 31.01.2019 	 2,73 	 2,68 	 9 	 12 	 65 	 1008 	 -1,3 	  
06:30 31.01.2019 	 2,8 	 2,78 	 9 	 12 	 69 	 1008 	 -1,2 	  
06:20 31.01.2019 	 2,87 	 2,81 	 9 	 12 	 69 	 1008 	 -1,2 	  
06:10 31.01.2019 	 2,94 	 2,91 	 10 	 13 	 65 	 1008 	 -1,2 	  
06:00 31.01.2019 	 3 	 2,97 	 9 	 13 	 60 	 1008 	 -1,1 	  
05:50 31.01.2019 	 3,07 	 3,04 	 10 	 12 	 63 	 1008 	 -1,2 	  
05:40 31.01.2019 	 3,12 	 3,11 	 9 	 12 	 59 	 1008 	 -1,1 	  
05:30 31.01.2019 	 3,18 	 3,14 	 9 	 12 	 60 	 1008 	 -1,2 	  
05:20 31.01.2019 	 3,22 	 3,18 	 10 	 12 	 65 	 1008 	 -1,2 	  
05:10 31.01.2019 	 3,27 	 3,24 	 10 	 13 	 68 	 1008 	 -1,1 	  
05:00 31.01.2019 	 3,31 	 3,29 	 10 	 12 	 63 	 1008 	 -1,2 	  
04:50 31.01.2019 	 3,34 	 3,33 	 10 	 13 	 70 	 1008 	 -1 	  
04:40 31.01.2019 	 3,37 	 3,38 	 10 	 14 	 70 	 1008 	 -1,1 	  
04:30 31.01.2019 	 3,39 	 3,37 	 10 	 14 	 62 	 1008 	 -1,2 	  
04:20 31.01.2019 	 3,41 	 3,39 	 10 	 13 	 64 	 1007 	 -1,1 	  
04:10 31.01.2019 	 3,42 	 3,39 	 10 	 14 	 66 	 1007 	 -1,1 	  
04:00 31.01.2019 	 3,42 	 3,42 	 11 	 14 	 66 	 1007 	 -1,1 	  
03:50 31.01.2019 	 3,42 	 3,37 	 10 	 14 	 61 	 1007 	 -1,1 	  
03:40 31.01.2019 	 3,41 	 3,35 	 10 	 14 	 67 	 1007 	 -1,4 	  
03:30 31.01.2019 	 3,4 	 3,36 	 10 	 13 	 68 	 1007 	 -1,3 	  
03:20 31.01.2019 	 3,38 	 3,32 	 10 	 13 	 68 	 1007 	 -1,1 	  
03:10 31.01.2019 	 3,36 	 3,3 	 10 	 12 	 72 	 1007 	 -1,3 	  
03:00 31.01.2019 	 3,33 	 3,27 	 9 	 11 	 72 	 1007 	 -1,2 	  
02:50 31.01.2019 	 3,29 	 3,21 	 9 	 11 	 68 	 1007 	 -1,3 	  
02:40 31.01.2019 	 3,25 	 3,2 	 9 	 12 	 73 	 1007 	 -1,1 	  
02:30 31.01.2019 	 3,2 	 3,11 	 7 	 10 	 85 	 1007 	 -1,1 	  
02:20 31.01.2019 	 3,15 	 3,05 	 6 	 8 	 97 	 1007 	 -1,5 	  
02:10 31.01.2019 	 3,1 	 3 	 8 	 12 	 87 	 1007 	 -1,4 	  
02:00 31.01.2019 	 3,03 	 2,93 	 9 	 13 	 78 	 1007 	 -1,2 	  
01:50 31.01.2019 	 2,97 	 2,86 	 10 	 14 	 78 	 1007 	 -0,9 	  
01:40 31.01.2019 	 2,9 	 2,78 	 9 	 12 	 79 	 1007 	 -1,1 	  
01:30 31.01.2019 	 2,83 	 2,73 	 9 	 12 	 85 	 1007 	 -1,3 	  
01:20 31.01.2019 	 2,76 	 2,66 	 9 	 13 	 81 	 1007 	 -1,2 	  
01:10 31.01.2019 	 2,68 	 2,62 	 10 	 13 	 82 	 1007 	 -1,6 	  
01:00 31.01.2019 	 2,61 	 2,54 	 10 	 13 	 78 	 1007 	 -1,2 	  
00:50 31.01.2019 	 2,53 	 2,46 	 11 	 14 	 75 	 1007 	 -1,2 	  
00:40 31.01.2019 	 2,45 	 2,4 	 11 	 14 	 76 	 1006 	 -1,3 	  
00:30 31.01.2019 	 2,37 	 2,35 	 12 	 15 	 69 	 1006 	 -1,2 	  
00:20 31.01.2019 	 2,3 	 2,24 	 11 	 15 	 70 	 1006 	 -1,3 	  
00:10 31.01.2019 	 2,22 	 2,15 	 11 	 14 	 63 	 1006 	 -1,6 	  
00:00 31.01.2019 	 2,15 	 2,1 	 11 	 13 	 63 	 1006 	 -1,5 	  
23:50 30.01.2019 	 2,08 	 2,01 	 11 	 15 	 62 	 1006 	 -1,4 	  
23:40 30.01.2019 	 2,01 	 1,93 	 11 	 15 	 67 	 1006 	 -1,1 	  
23:30 30.01.2019 	 1,94 	 1,87 	 10 	 14 	 63 	 1006 	 -1 	  
23:20 30.01.2019 	 1,88 	 1,81 	 10 	 15 	 57 	 1006 	 -1,3 	  
23:10 30.01.2019 	 1,82 	 1,75 	 10 	 14 	 61 	 1006 	 -1,3 	  
23:00 30.01.2019 	 1,77 	 1,69 	 10 	 14 	 62 	 1006 	 -1,5 	  
22:50 30.01.2019 	 1,72 	 1,66 	 9 	 13 	 68 	 1006 	 -1,7 	  
22:40 30.01.2019 	 1,68 	 1,63 	 9 	 12 	 59 	 1006 	 -1,8 	  
22:30 30.01.2019 	 1,64 	 1,58 	 9 	 12 	 64 	 1006 	 -1,5 	  
22:20 30.01.2019 	 1,61 	 1,53 	 7 	 10 	 75 	 1006 	 -1,9 	  
22:10 30.01.2019 	 1,58 	 1,49 	 7 	 9 	 73 	 1006 	 -1,9 	  
22:00 30.01.2019 	 1,56 	 1,5 	 7 	 10 	 76 	 1006 	 -2 	  
21:50 30.01.2019 	 1,55 	 1,48 	 8 	 10 	 74 	 1006 	 -1,9 	  
21:40 30.01.2019 	 1,54 	 1,44 	 8 	 11 	 71 	 1006 	 -1,9 	  
21:30 30.01.2019 	 1,53 	 1,42 	 8 	 11 	 79 	 1006 	 -2,2 	  
21:20 30.01.2019 	 1,54 	 1,46 	 8 	 10 	 77 	 1005 	 -2,1 	  
21:10 30.01.2019 	 1,55 	 1,46 	 7 	 9 	 79 	 1005 	 -2,1 	  
21:00 30.01.2019 	 1,56 	 1,45 	 7 	 10 	 81 	 1005 	 -2,1 	  
20:50 30.01.2019 	 1,58 	 1,46 	 8 	 11 	 85 	 1005 	 -2,4 	  
20:40 30.01.2019 	 1,61 	 1,5 	 8 	 10 	 89 	 1005 	 -2,3 	  
20:30 30.01.2019 	 1,64 	 1,53 	 9 	 10 	 86 	 1005 	 -2,1 	  
20:20 30.01.2019 	 1,68 	 1,56 	 8 	 14 	 84 	 1005 	 -2,1 	  
20:10 30.01.2019 	 1,72 	 1,61 	 8 	 11 	 75 	 1005 	 -2 	  
20:00 30.01.2019 	 1,76 	 1,64 	 9 	 12 	 80 	 1005 	 -2,2 	  
19:50 30.01.2019 	 1,81 	 1,67 	 7 	 10 	 90 	 1005 	 -2,1 	  
19:40 30.01.2019 	 1,87 	 1,76 	 8 	 10 	 86 	 1005 	 -2,2 	  
19:30 30.01.2019 	 1,92 	 1,77 	 10 	 13 	 85 	 1005 	 -2,2 	  
19:20 30.01.2019 	 1,98 	 1,88 	 10 	 12 	 82 	 1005 	 -2,2 	  
19:10 30.01.2019 	 2,04 	 1,91 	 10 	 14 	 80 	 1005 	 -2,2 	  
19:00 30.01.2019 	 2,11 	 1,98 	 9 	 11 	 78 	 1005 	 -1,9 	  
18:50 30.01.2019 	 2,17 	 2,01 	 9 	 12 	 79 	 1005 	 -2 	  
18:40 30.01.2019 	 2,24 	 2,1 	 9 	 13 	 84 	 1005 	 -2,2 	  
18:30 30.01.2019 	 2,31 	 2,19 	 10 	 12 	 83 	 1005 	 -2,1 	  
18:20 30.01.2019 	 2,37 	 2,25 	 10 	 13 	 80 	 1005 	 -2,2 	  
18:10 30.01.2019 	 2,44 	 2,32 	 8 	 10 	 92 	 1005 	 -2,3 	  
18:00 30.01.2019 	 2,5 	 2,39 	 9 	 12 	 92 	 1005 	 -2,3 	  
17:50 30.01.2019 	 2,57 	 2,47 	 9 	 12 	 92 	 1005 	 -2,1 	  
17:40 30.01.2019 	 2,63 	 2,53 	 10 	 14 	 87 	 1005 	 -2,1 	  
17:30 30.01.2019 	 2,69 	 2,61 	 10 	 13 	 88 	 1005 	 -2,2 	  
17:20 30.01.2019 	 2,75 	 2,64 	 10 	 14 	 82 	 1005 	 -2,2 	  
17:10 30.01.2019 	 2,81 	 2,7 	 10 	 12 	 83 	 1005 	 -2,1 	  
17:00 30.01.2019 	 2,86 	 2,8 	 11 	 14 	 81 	 1005 	 -2,2 	  
16:50 30.01.2019 	 2,91 	 2,82 	 11 	 13 	 82 	 1005 	 -2,2 	  
16:40 30.01.2019 	 2,96 	 2,88 	 11 	 14 	 77 	 1005 	 -2,1 	  
16:30 30.01.2019 	 3 	 2,93 	 12 	 15 	 73 	 1005 	 -2,2 	  
16:20 30.01.2019 	 3,04 	 2,97 	 11 	 15 	 74 	 1005 	 -2,3 	  
16:10 30.01.2019 	 3,08 	 3 	 12 	 16 	 76 	 1005 	 -2,4 	  
16:00 30.01.2019 	 3,1 	 3,03 	 12 	 15 	 78 	 1005 	 -2,3 	  
15:50 30.01.2019 	 3,13 	 3,07 	 11 	 15 	 78 	 1005 	 -2,1 	  
15:40 30.01.2019 	 3,15 	 3,08 	 11 	 15 	 78 	 1005 	 -2,1 	  
15:30 30.01.2019 	 3,16 	 3,1 	 12 	 14 	 76 	 1005 	 -2 	  
15:20 30.01.2019 	 3,17 	 3,1 	 11 	 14 	 75 	 1005 	 -2 	  
15:10 30.01.2019 	 3,18 	 3,11 	 11 	 14 	 71 	 1004 	 -2 	  
15:00 30.01.2019 	 3,18 	 3,11 	 12 	 14 	 73 	 1005 	 -2 	  
14:50 30.01.2019 	 3,17 	 3,1 	 11 	 14 	 77 	 1005 	 -1,9 	  
14:40 30.01.2019 	 3,16 	 3,07 	 10 	 13 	 80 	 1005 	 -1,9 	  
14:30 30.01.2019 	 3,14 	 3,08 	 9 	 13 	 81 	 1005 	 -1,9 	  
14:20 30.01.2019 	 3,12 	 3,06 	 8 	 10 	 83 	 1005 	 -2 	  
14:10 30.01.2019 	 3,09 	 3,03 	 8 	 9 	 88 	 1005 	 -2,2 	  
14:00 30.01.2019 	 3,05 	 2,99 	 8 	 11 	 82 	 1005 	 -2,2 	  
13:50 30.01.2019 	 3,01 	 2,95 	 9 	 11 	 80 	 1005 	 -2,3 	  
13:40 30.01.2019 	 2,97 	 2,9 	 9 	 13 	 84 	 1005 	 -2,3 	  
13:30 30.01.2019 	 2,92 	 2,86 	 9 	 12 	 83 	 1005 	 -2,1 	  
13:20 30.01.2019 	 2,87 	 2,82 	 9 	 11 	 79 	 1005 	 -2,2 	  
13:10 30.01.2019 	 2,81 	 2,78 	 9 	 12 	 81 	 1005 	 -2 	  
13:00 30.01.2019 	 2,75 	 2,71 	 9 	 12 	 78 	 1005 	 -2,2 	  
12:50 30.01.2019 	 2,69 	 2,64 	 9 	 12 	 79 	 1005 	 -2,2 	  
12:40 30.01.2019 	 2,62 	 2,56 	 9 	 12 	 80 	 1005 	 -2,3 	  
12:30 30.01.2019 	 2,56 	 2,5 	 8 	 11 	 88 	 1005 	 -2,3 	  
12:20 30.01.2019 	 2,49 	 2,43 	 9 	 12 	 82 	 1005 	 -2,3 	  
12:10 30.01.2019 	 2,42 	 2,38 	 8 	 12 	 80 	 1005 	 -2,4 	  
12:00 30.01.2019 	 2,35 	 2,3 	 7 	 9 	 88 	 1005 	 -2,4 	  
11:50 30.01.2019 	 2,28 	 2,23 	 8 	 10 	 80 	 1005 	 -2,5 	  
11:40 30.01.2019 	 2,21 	 2,16 	 9 	 13 	 81 	 1005 	 -2,4 	  
11:30 30.01.2019 	 2,14 	 2,1 	 9 	 12 	 79 	 1005 	 -2,2 	  
11:20 30.01.2019 	 2,08 	 2,02 	 9 	 12 	 81 	 1005 	 -2,2 	  
11:10 30.01.2019 	 2,01 	 1,96 	 8 	 11 	 82 	 1005 	 -2,1 	  
11:00 30.01.2019 	 1,95 	 1,91 	 9 	 11 	 82 	 1005 	 -2,1 	  
10:50 30.01.2019 	 1,9 	 1,84 	 8 	 11 	 81 	 1005 	 -2 	  
10:40 30.01.2019 	 1,84 	 1,79 	 8 	 11 	 83 	 1005 	 -2 	  
10:30 30.01.2019 	 1,79 	 1,73 	 9 	 12 	 80 	 1005 	 -2 	  
10:20 30.01.2019 	 1,75 	 1,67 	 10 	 12 	 81 	 1005 	 -2,1 	  
10:10 30.01.2019 	 1,71 	 1,64 	 10 	 12 	 82 	 1004 	 -2,1 	  
10:00 30.01.2019 	 1,67 	 1,61 	 9 	 12 	 82 	 1004 	 -2,2 	  
09:50 30.01.2019 	 1,64 	 1,59 	 8 	 11 	 83 	 1005 	 -2,1 	  
09:40 30.01.2019 	 1,62 	 1,53 	 8 	 11 	 90 	 1005 	 -2,3 	  
09:30 30.01.2019 	 1,6 	 1,51 	 8 	 11 	 84 	 1004 	 -2,1 	  
09:20 30.01.2019 	 1,59 	 1,53 	 7 	 10 	 85 	 1005 	 -2,2 	  
09:10 30.01.2019 	 1,58 	 1,49 	 8 	 11 	 82 	 1005 	 -2,1 	  
09:00 30.01.2019 	 1,58 	 1,49 	 8 	 11 	 76 	 1004 	 -2 	  
08:50 30.01.2019 	 1,59 	 1,53 	 9 	 11 	 81 	 1004 	 -2 	  
08:40 30.01.2019 	 1,6 	 1,55 	 9 	 12 	 77 	 1004 	 -1,9 	  
08:30 30.01.2019 	 1,62 	 1,57 	 9 	 11 	 81 	 1004 	 -1,8 	  
08:20 30.01.2019 	 1,64 	 1,59 	 8 	 11 	 81 	 1004 	 -1,8 	  
08:10 30.01.2019 	 1,67 	 1,61 	 9 	 12 	 79 	 1004 	 -1,9 	  
08:00 30.01.2019 	 1,71 	 1,67 	 9 	 11 	 77 	 1004 	 -1,6 	  
07:50 30.01.2019 	 1,75 	 1,7 	 8 	 11 	 81 	 1004 	 -1,7 	  
07:40 30.01.2019 	 1,79 	 1,74 	 9 	 13 	 78 	 1004 	 -1,5 	  
07:30 30.01.2019 	 1,84 	 1,78 	 9 	 11 	 77 	 1004 	 -1,6 	  
07:20 30.01.2019 	 1,9 	 1,86 	 9 	 12 	 75 	 1004 	 -1,7 	  
07:10 30.01.2019 	 1,95 	 1,93 	 10 	 12 	 76 	 1004 	 -1,6 	  
07:00 30.01.2019 	 2,02 	 2 	 10 	 13 	 76 	 1004 	 -1,5 	  
06:50 30.01.2019 	 2,08 	 2,08 	 10 	 13 	 79 	 1004 	 -1,6 	  
06:40 30.01.2019 	 2,15 	 2,15 	 10 	 12 	 79 	 1004 	 -1,5 	  
06:30 30.01.2019 	 2,21 	 2,22 	 10 	 12 	 78 	 1004 	 -1,5 	  
06:20 30.01.2019 	 2,29 	 2,29 	 9 	 12 	 80 	 1004 	 -1,5 	  
06:10 30.01.2019 	 2,36 	 2,36 	 9 	 13 	 80 	 1004 	 -1,3 	  
06:00 30.01.2019 	 2,43 	 2,44 	 10 	 13 	 76 	 1004 	 -1,3 	  
05:50 30.01.2019 	 2,5 	 2,49 	 10 	 12 	 78 	 1004 	 -1,4 	  
05:40 30.01.2019 	 2,57 	 2,58 	 11 	 15 	 75 	 1004 	 -1,5 	  
05:30 30.01.2019 	 2,64 	 2,66 	 11 	 15 	 78 	 1004 	 -1,7 	  
05:20 30.01.2019 	 2,71 	 2,72 	 12 	 15 	 76 	 1004 	 -1,9 	  
05:10 30.01.2019 	 2,78 	 2,79 	 12 	 16 	 77 	 1004 	 -1,7 	  
05:00 30.01.2019 	 2,85 	 2,85 	 13 	 16 	 74 	 1004 	 -1,6 	  
04:50 30.01.2019 	 2,91 	 2,92 	 13 	 17 	 76 	 1004 	 -1,7 	  
04:40 30.01.2019 	 2,97 	 2,94 	 12 	 16 	 79 	 1004 	 -1,7 	  
04:30 30.01.2019 	 3,03 	 2,99 	 13 	 17 	 78 	 1004 	 -1,8 	  
04:20 30.01.2019 	 3,08 	 3,04 	 11 	 15 	 78 	 1004 	 -1,7 	  
04:10 30.01.2019 	 3,13 	 3,13 	 11 	 15 	 79 	 1004 	 -1,8 	  
04:00 30.01.2019 	 3,18 	 3,15 	 11 	 14 	 76 	 1004 	 -1,8 	  
03:50 30.01.2019 	 3,22 	 3,19 	 12 	 16 	 75 	 1004 	 -1,7 	  
03:40 30.01.2019 	 3,25 	 3,23 	 12 	 16 	 71 	 1004 	 -1,8 	  
03:30 30.01.2019 	 3,28 	 3,25 	 12 	 15 	 72 	 1004 	 -1,7 	  
03:20 30.01.2019 	 3,31 	 3,31 	 13 	 16 	 70 	 1004 	 -1,7 	  
03:10 30.01.2019 	 3,33 	 3,29 	 13 	 16 	 72 	 1004 	 -1,3 	  
03:00 30.01.2019 	 3,34 	 3,27 	 13 	 17 	 72 	 1004 	 -1,3 	  
02:50 30.01.2019 	 3,35 	 3,31 	 12 	 14 	 73 	 1004 	 -1,5 	  
02:40 30.01.2019 	 3,35 	 3,28 	 11 	 15 	 62 	 1004 	 -1,5 	  
02:30 30.01.2019 	 3,35 	 3,27 	 11 	 15 	 65 	 1004 	 -1,5 	  
02:20 30.01.2019 	 3,34 	 3,26 	 13 	 15 	 67 	 1004 	 -1,4 	  
02:10 30.01.2019 	 3,33 	 3,25 	 12 	 16 	 67 	 1004 	 -1,6 	  
02:00 30.01.2019 	 3,3 	 3,22 	 12 	 15 	 69 	 1004 	 -1,4 	  
01:50 30.01.2019 	 3,28 	 3,17 	 11 	 14 	 64 	 1004 	 -0,7 	  
01:40 30.01.2019 	 3,25 	 3,14 	 12 	 15 	 69 	 1004 	 -0,6 	  
01:30 30.01.2019 	 3,21 	 3,13 	 11 	 14 	 66 	 1004 	 -0,3 	  
01:20 30.01.2019 	 3,17 	 3,09 	 12 	 15 	 66 	 1004 	 -0,4 	  
01:10 30.01.2019 	 3,12 	 3,02 	 12 	 16 	 65 	 1004 	 -0,5 	  
01:00 30.01.2019 	 3,07 	 2,96 	 12 	 14 	 70 	 1004 	 -0,5 	  
00:50 30.01.2019 	 3,01 	 2,9 	 12 	 15 	 65 	 1004 	 -0,5 	  
00:40 30.01.2019 	 2,95 	 2,86 	 12 	 15 	 67 	 1004 	 -0,6 	  
00:30 30.01.2019 	 2,89 	 2,8 	 12 	 15 	 66 	 1004 	 -0,4 	  
00:20 30.01.2019 	 2,82 	 2,7 	 12 	 16 	 68 	 1004 	 -0,3 	  
00:10 30.01.2019 	 2,75 	 2,65 	 11 	 15 	 64 	 1004 	 -0,2 	  
00:00 30.01.2019 	 2,68 	 2,57 	 11 	 14 	 63 	 1004 	 -0,7 	  
23:50 29.01.2019 	 2,61 	 2,51 	 10 	 14 	 61 	 1004 	 -1,1 	  
23:40 29.01.2019 	 2,53 	 2,48 	 10 	 14 	 59 	 1004 	 -0,9 	  
23:30 29.01.2019 	 2,46 	 2,36 	 10 	 15 	 56 	 1004 	 -0,8 	  
23:20 29.01.2019 	 2,38 	 2,29 	 10 	 14 	 56 	 1004 	 -0,4 	  
23:10 29.01.2019 	 2,31 	 2,2 	 10 	 14 	 58 	 1004 	 -0,2 	  
23:00 29.01.2019 	 2,23 	 2,14 	 10 	 14 	 54 	 1004 	 -0,2 	  
22:50 29.01.2019 	 2,16 	 2,11 	 9 	 13 	 56 	 1004 	 -0 	  
22:40 29.01.2019 	 2,09 	 2,05 	 10 	 14 	 59 	 1004 	 -0 	  
22:30 29.01.2019 	 2,02 	 1,97 	 9 	 13 	 57 	 1004 	 -0,1 	  
22:20 29.01.2019 	 1,96 	 1,88 	 10 	 14 	 58 	 1004 	 -0,1 	  
22:10 29.01.2019 	 1,89 	 1,84 	 9 	 14 	 57 	 1004 	 -0 	  
22:00 29.01.2019 	 1,83 	 1,75 	 9 	 13 	 59 	 1004 	 0,1 	  
21:50 29.01.2019 	 1,78 	 1,73 	 10 	 13 	 63 	 1004 	 0 	  
21:40 29.01.2019 	 1,73 	 1,66 	 10 	 13 	 64 	 1004 	 0 	  
21:30 29.01.2019 	 1,68 	 1,6 	 10 	 14 	 69 	 1004 	 -0 	  
21:20 29.01.2019 	 1,64 	 1,56 	 9 	 13 	 61 	 1004 	 0,1 	  
21:10 29.01.2019 	 1,6 	 1,53 	 8 	 12 	 59 	 1003 	 -0 	  
21:00 29.01.2019 	 1,57 	 1,5 	 9 	 12 	 61 	 1004 	 -0,1 	  
20:50 29.01.2019 	 1,55 	 1,45 	 8 	 11 	 57 	 1004 	 -0 	  
20:40 29.01.2019 	 1,53 	 1,44 	 9 	 13 	 68 	 1004 	 -0,1 	  
20:30 29.01.2019 	 1,51 	 1,41 	 10 	 12 	 66 	 1004 	 0 	  
20:20 29.01.2019 	 1,5 	 1,4 	 8 	 12 	 60 	 1004 	 0 	  
20:10 29.01.2019 	 1,5 	 1,39 	 8 	 12 	 57 	 1004 	 -0 	  
20:00 29.01.2019 	 1,51 	 1,43 	 9 	 12 	 64 	 1004 	 0 	  
19:50 29.01.2019 	 1,52 	 1,43 	 8 	 12 	 65 	 1004 	 0 	  
19:40 29.01.2019 	 1,53 	 1,47 	 9 	 12 	 71 	 1003 	 -0 	  
19:30 29.01.2019 	 1,55 	 1,43 	 9 	 12 	 67 	 1003 	 -0 	  
19:20 29.01.2019 	 1,58 	 1,49 	 9 	 12 	 66 	 1003 	 0,1 	  
19:10 29.01.2019 	 1,61 	 1,51 	 9 	 12 	 65 	 1003 	 0,1 	  
19:00 29.01.2019 	 1,65 	 1,55 	 9 	 12 	 68 	 1003 	 -0 	  
18:50 29.01.2019 	 1,69 	 1,58 	 9 	 11 	 78 	 1003 	 -0,1 	  
18:40 29.01.2019 	 1,74 	 1,64 	 9 	 13 	 75 	 1003 	 -0,1 	  
18:30 29.01.2019 	 1,79 	 1,71 	 9 	 11 	 72 	 1003 	 -0 	  
18:20 29.01.2019 	 1,84 	 1,8 	 10 	 13 	 73 	 1003 	 0 	  
18:10 29.01.2019 	 1,9 	 1,84 	 10 	 14 	 73 	 1003 	 0,2 	  
18:00 29.01.2019 	 1,96 	 1,87 	 10 	 13 	 76 	 1003 	 0,2 	  
17:50 29.01.2019 	 2,03 	 1,94 	 10 	 13 	 76 	 1003 	 0,2 	  
17:40 29.01.2019 	 2,1 	 2,03 	 12 	 15 	 66 	 1002 	 0,3 	  
17:30 29.01.2019 	 2,17 	 2,08 	 10 	 13 	 70 	 1003 	 0,3 	  
17:20 29.01.2019 	 2,24 	 2,14 	 9 	 13 	 68 	 1003 	 0,4 	  
17:10 29.01.2019 	 2,31 	 2,21 	 9 	 12 	 82 	 1003 	 0,2 	  
17:00 29.01.2019 	 2,38 	 2,28 	 9 	 13 	 82 	 1002 	 0,4 	  
16:50 29.01.2019 	 2,45 	 2,39 	 9 	 12 	 74 	 1002 	 0,3 	  
16:40 29.01.2019 	 2,53 	 2,44 	 8 	 11 	 80 	 1002 	 0,3 	  
16:30 29.01.2019 	 2,6 	 2,51 	 8 	 11 	 86 	 1002 	 0,1 	  
16:20 29.01.2019 	 2,67 	 2,6 	 6 	 10 	 91 	 1002 	 0,1 	  
16:10 29.01.2019 	 2,73 	 2,65 	 6 	 9 	 82 	 1002 	 -0,1 	  
16:00 29.01.2019 	 2,8 	 2,76 	 7 	 10 	 89 	 1002 	 -0,2 	  
15:50 29.01.2019 	 2,86 	 2,78 	 6 	 10 	 88 	 1002 	 -0,3 	  
15:40 29.01.2019 	 2,92 	 2,84 	 4 	 7 	 100 	 1002 	 -0,6 	  
15:30 29.01.2019 	 2,98 	 2,93 	 6 	 7 	 86 	 1002 	 -0,7 	  
15:20 29.01.2019 	 3,03 	 2,98 	 7 	 9 	 77 	 1002 	 -0,6 	  
15:10 29.01.2019 	 3,08 	 3,03 	 6 	 8 	 77 	 1002 	 -0,7 	  
15:00 29.01.2019 	 3,12 	 3,06 	 6 	 8 	 77 	 1002 	 -0,9 	  
14:50 29.01.2019 	 3,16 	 3,11 	 4 	 7 	 91 	 1002 	 -0,4 	  
14:40 29.01.2019 	 3,19 	 3,16 	 3 	 5 	 114 	 1002 	 -0,6 	  
14:30 29.01.2019 	 3,22 	 3,17 	 3 	 5 	 95 	 1002 	 -1 	  
14:20 29.01.2019 	 3,24 	 3,15 	 2 	 5 	 125 	 1002 	 -1,1 	  
14:10 29.01.2019 	 3,26 	 3,23 	 2 	 4 	 125 	 1002 	 -1,2 	  
14:00 29.01.2019 	 3,27 	 3,22 	 2 	 3 	 109 	 1002 	 -1,4 	  
13:50 29.01.2019 	 3,28 	 3,26 	 1 	 3 	 120 	 1001 	 -1,2 	  
13:40 29.01.2019 	 3,27 	 3,27 	 1 	 3 	 67 	 1001 	 -1,4 	  
13:30 29.01.2019 	 3,27 	 3,21 	 3 	 4 	 69 	 1001 	 -1,3 	  
13:20 29.01.2019 	 3,25 	 3,23 	 2 	 3 	 69 	 1001 	 -1,2 	  
13:10 29.01.2019 	 3,23 	 3,21 	 2 	 3 	 83 	 1001 	 -1,3 	  
13:00 29.01.2019 	 3,21 	 3,19 	 3 	 4 	 82 	 1001 	 -1,2 	  
12:50 29.01.2019 	 3,17 	 3,16 	 3 	 4 	 88 	 1001 	 -1,1 	  
12:40 29.01.2019 	 3,14 	 3,14 	 3 	 4 	 93 	 1001 	 -1,2 	  
12:30 29.01.2019 	 3,09 	 3,06 	 4 	 7 	 87 	 1001 	 -1,2 	  
12:20 29.01.2019 	 3,05 	 3,06 	 5 	 7 	 80 	 1001 	 -1,3 	  
12:10 29.01.2019 	 2,99 	 2,97 	 6 	 8 	 67 	 1001 	 -1,2 	  
12:00 29.01.2019 	 2,94 	 2,94 	 6 	 9 	 54 	 1001 	 -1 	  
11:50 29.01.2019 	 2,87 	 2,79 	 7 	 9 	 61 	 1000 	 -1 	  
11:40 29.01.2019 	 2,81 	 2,8 	 7 	 9 	 61 	 1000 	 -1 	  
11:30 29.01.2019 	 2,74 	 2,74 	 7 	 9 	 70 	 1000 	 -1 	  
11:20 29.01.2019 	 2,67 	 2,66 	 7 	 9 	 70 	 1000 	 -1,1 	  
11:10 29.01.2019 	 2,6 	 2,61 	 8 	 9 	 76 	 1000 	 -1,2 	  
11:00 29.01.2019 	 2,52 	 2,49 	 7 	 9 	 82 	 1000 	 -1,4 	  
10:50 29.01.2019 	 2,45 	 2,42 	 8 	 10 	 87 	 1000 	 -1,4 	  
10:40 29.01.2019 	 2,37 	 2,32 	 8 	 11 	 89 	 1000 	 -1,6 	  
10:30 29.01.2019 	 2,29 	 2,26 	 7 	 8 	 89 	 1000 	 -1,9 	  
10:20 29.01.2019 	 2,22 	 2,17 	 6 	 9 	 82 	 1000 	 -2 	  
10:10 29.01.2019 	 2,14 	 2,13 	 6 	 8 	 86 	 1000 	 -2,1 	  
10:00 29.01.2019 	 2,07 	 2,06 	 6 	 9 	 80 	 1000 	 -2 	  
09:50 29.01.2019 	 2 	 2,03 	 6 	 8 	 88 	 1000 	 -2,4 	  
09:40 29.01.2019 	 1,94 	 1,88 	 6 	 9 	 89 	 1000 	 -2,3 	  
09:30 29.01.2019 	 1,87 	 1,87 	 6 	 9 	 90 	 1000 	 -2,3 	  
09:20 29.01.2019 	 1,81 	 1,74 	 7 	 9 	 92 	 1000 	 -2,2 	  
09:10 29.01.2019 	 1,76 	 1,75 	 8 	 10 	 87 	 1000 	 -2,2 	  
