 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
01:30 06.01.2019 	 0,99 	 -6999 	 -6999 	 9 	 17 	 232 	 1023 	 3,1 	  
01:20 06.01.2019 	 0,91 	 -6999 	 -6999 	 7 	 12 	 233 	 1023 	 3 	  
01:10 06.01.2019 	 0,84 	 -6999 	 -6999 	 11 	 18 	 243 	 1023 	 2,2 	  
01:00 06.01.2019 	 0,78 	 -6999 	 -6999 	 12 	 17 	 225 	 1023 	 2,3 	  
00:50 06.01.2019 	 0,72 	 -6999 	 -6999 	 9 	 13 	 225 	 1023 	 4,1 	  
00:40 06.01.2019 	 0,68 	 -6999 	 -6999 	 8 	 14 	 226 	 1023 	 3,9 	  
00:30 06.01.2019 	 0,64 	 -6999 	 -6999 	 6 	 10 	 229 	 1023 	 2,8 	  
00:20 06.01.2019 	 0,61 	 -6999 	 -6999 	 11 	 18 	 225 	 1023 	 2,5 	  
00:10 06.01.2019 	 0,59 	 -6999 	 -6999 	 12 	 17 	 221 	 1023 	 3,2 	  
00:00 06.01.2019 	 0,58 	 -6999 	 -6999 	 9 	 17 	 227 	 1023 	 4 	  
23:50 05.01.2019 	 0,58 	 -6999 	 -6999 	 8 	 14 	 228 	 1023 	 3,3 	  
23:40 05.01.2019 	 0,59 	 -6999 	 -6999 	 11 	 17 	 225 	 1023 	 3,4 	  
23:30 05.01.2019 	 0,61 	 -6999 	 -6999 	 9 	 19 	 236 	 1023 	 2,7 	  
23:20 05.01.2019 	 0,64 	 -6999 	 -6999 	 11 	 17 	 226 	 1023 	 3,3 	  
23:10 05.01.2019 	 0,68 	 -6999 	 -6999 	 11 	 15 	 223 	 1023 	 3,6 	  
23:00 05.01.2019 	 0,72 	 -6999 	 -6999 	 11 	 20 	 226 	 1023 	 2,7 	  
22:50 05.01.2019 	 0,78 	 -6999 	 -6999 	 11 	 16 	 219 	 1022 	 4 	  
22:40 05.01.2019 	 0,83 	 -6999 	 -6999 	 11 	 16 	 222 	 1022 	 3,9 	  
22:30 05.01.2019 	 0,9 	 -6999 	 -6999 	 11 	 16 	 223 	 1022 	 3,8 	  
22:20 05.01.2019 	 0,98 	 -6999 	 -6999 	 8 	 16 	 231 	 1022 	 3,9 	  
22:10 05.01.2019 	 1,06 	 -6999 	 -6999 	 7 	 12 	 239 	 1022 	 3 	  
22:00 05.01.2019 	 1,14 	 -6999 	 -6999 	 7 	 12 	 249 	 1022 	 2 	  
21:50 05.01.2019 	 1,23 	 -6999 	 -6999 	 10 	 22 	 236 	 1022 	 2,2 	  
21:40 05.01.2019 	 1,32 	 -6999 	 -6999 	 9 	 13 	 222 	 1022 	 3,3 	  
21:30 05.01.2019 	 1,42 	 -6999 	 -6999 	 10 	 16 	 222 	 1022 	 2,3 	  
21:20 05.01.2019 	 1,51 	 -6999 	 -6999 	 6 	 14 	 233 	 1022 	 3 	  
21:10 05.01.2019 	 1,61 	 -6999 	 -6999 	 6 	 11 	 251 	 1022 	 1 	  
21:00 05.01.2019 	 1,7 	 -6999 	 -6999 	 9 	 15 	 227 	 1022 	 1,3 	  
20:50 05.01.2019 	 1,81 	 -6999 	 -6999 	 7 	 12 	 243 	 1022 	 1,5 	  
20:40 05.01.2019 	 1,9 	 -6999 	 -6999 	 8 	 12 	 234 	 1022 	 3,2 	  
20:30 05.01.2019 	 1,99 	 -6999 	 -6999 	 8 	 12 	 230 	 1022 	 3,1 	  
20:20 05.01.2019 	 2,09 	 -6999 	 -6999 	 9 	 14 	 229 	 1022 	 3,2 	  
20:10 05.01.2019 	 2,18 	 -6999 	 -6999 	 8 	 14 	 233 	 1022 	 3,1 	  
20:00 05.01.2019 	 2,26 	 -6999 	 -6999 	 9 	 15 	 232 	 1022 	 3,1 	  
19:50 05.01.2019 	 2,34 	 -6999 	 -6999 	 10 	 14 	 223 	 1021 	 3,4 	  
19:40 05.01.2019 	 2,42 	 -6999 	 -6999 	 11 	 15 	 220 	 1021 	 3,3 	  
19:30 05.01.2019 	 2,5 	 -6999 	 -6999 	 10 	 15 	 219 	 1021 	 2,9 	  
19:20 05.01.2019 	 2,56 	 -6999 	 -6999 	 5 	 9 	 239 	 1021 	 1,7 	  
19:10 05.01.2019 	 2,62 	 -6999 	 -6999 	 10 	 17 	 244 	 1021 	 0,9 	  
19:00 05.01.2019 	 2,67 	 -6999 	 -6999 	 8 	 15 	 232 	 1021 	 3,2 	  
18:50 05.01.2019 	 2,72 	 -6999 	 -6999 	 6 	 10 	 236 	 1021 	 3,1 	  
18:40 05.01.2019 	 2,77 	 -6999 	 -6999 	 7 	 13 	 241 	 1021 	 2,6 	  
18:30 05.01.2019 	 2,8 	 -6999 	 -6999 	 6 	 11 	 240 	 1021 	 2,4 	  
18:20 05.01.2019 	 2,82 	 -6999 	 -6999 	 7 	 11 	 235 	 1021 	 2,4 	  
18:10 05.01.2019 	 2,85 	 -6999 	 -6999 	 9 	 16 	 230 	 1021 	 2,5 	  
18:00 05.01.2019 	 2,86 	 -6999 	 -6999 	 10 	 16 	 244 	 1021 	 2,5 	  
17:50 05.01.2019 	 2,86 	 -6999 	 -6999 	 8 	 13 	 239 	 1020 	 3,1 	  
17:40 05.01.2019 	 2,86 	 -6999 	 -6999 	 7 	 13 	 239 	 1020 	 3,2 	  
17:30 05.01.2019 	 2,85 	 -6999 	 -6999 	 7 	 12 	 243 	 1020 	 2,9 	  
17:20 05.01.2019 	 2,83 	 -6999 	 -6999 	 5 	 9 	 252 	 1020 	 2,5 	  
17:10 05.01.2019 	 2,81 	 -6999 	 -6999 	 7 	 11 	 240 	 1020 	 3,1 	  
17:00 05.01.2019 	 2,77 	 -6999 	 -6999 	 6 	 10 	 236 	 1020 	 3,2 	  
16:50 05.01.2019 	 2,73 	 -6999 	 -6999 	 5 	 10 	 239 	 1019 	 2,6 	  
16:40 05.01.2019 	 2,68 	 -6999 	 -6999 	 4 	 8 	 241 	 1019 	 2,3 	  
16:30 05.01.2019 	 2,62 	 -6999 	 -6999 	 6 	 13 	 240 	 1019 	 2,3 	  
16:20 05.01.2019 	 2,57 	 -6999 	 -6999 	 10 	 16 	 238 	 1019 	 2,3 	  
16:10 05.01.2019 	 2,5 	 -6999 	 -6999 	 9 	 17 	 236 	 1019 	 2 	  
16:00 05.01.2019 	 2,42 	 -6999 	 -6999 	 6 	 12 	 249 	 1019 	 3 	  
15:50 05.01.2019 	 2,34 	 -6999 	 -6999 	 5 	 8 	 254 	 1019 	 2,4 	  
15:40 05.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 9 	 251 	 1018 	 2,4 	  
15:30 05.01.2019 	 2,18 	 -6999 	 -6999 	 5 	 8 	 246 	 1018 	 2 	  
15:20 05.01.2019 	 2,08 	 -6999 	 -6999 	 9 	 16 	 243 	 1018 	 1,2 	  
15:10 05.01.2019 	 1,99 	 -6999 	 -6999 	 6 	 9 	 252 	 1018 	 3,2 	  
15:00 05.01.2019 	 1,89 	 -6999 	 -6999 	 6 	 12 	 255 	 1018 	 3,2 	  
14:50 05.01.2019 	 1,79 	 -6999 	 -6999 	 7 	 14 	 241 	 1018 	 3,5 	  
14:40 05.01.2019 	 1,7 	 -6999 	 -6999 	 7 	 12 	 231 	 1017 	 3,4 	  
14:30 05.01.2019 	 1,59 	 -6999 	 -6999 	 7 	 13 	 239 	 1017 	 3,5 	  
14:20 05.01.2019 	 1,5 	 -6999 	 -6999 	 3 	 10 	 257 	 1017 	 3,3 	  
14:10 05.01.2019 	 1,4 	 -6999 	 -6999 	 3 	 5 	 259 	 1017 	 3 	  
14:00 05.01.2019 	 1,3 	 -6999 	 -6999 	 4 	 7 	 258 	 1017 	 3,2 	  
13:50 05.01.2019 	 1,21 	 -6999 	 -6999 	 6 	 10 	 258 	 1016 	 3,2 	  
13:40 05.01.2019 	 1,12 	 -6999 	 -6999 	 8 	 14 	 255 	 1016 	 3,3 	  
13:30 05.01.2019 	 1,04 	 -6999 	 -6999 	 6 	 13 	 242 	 1016 	 4,3 	  
13:20 05.01.2019 	 0,96 	 -6999 	 -6999 	 5 	 10 	 240 	 1016 	 4 	  
13:10 05.01.2019 	 0,89 	 -6999 	 -6999 	 7 	 12 	 240 	 1016 	 4,1 	  
13:00 05.01.2019 	 0,82 	 -6999 	 -6999 	 5 	 11 	 250 	 1016 	 4,1 	  
12:50 05.01.2019 	 0,77 	 -6999 	 -6999 	 5 	 8 	 253 	 1015 	 3,9 	  
12:40 05.01.2019 	 0,72 	 -6999 	 -6999 	 6 	 10 	 253 	 1015 	 4 	  
12:30 05.01.2019 	 0,68 	 -6999 	 -6999 	 7 	 11 	 251 	 1015 	 4,2 	  
12:20 05.01.2019 	 0,65 	 -6999 	 -6999 	 7 	 12 	 253 	 1015 	 4,5 	  
12:10 05.01.2019 	 0,62 	 -6999 	 -6999 	 7 	 11 	 252 	 1015 	 4,3 	  
12:00 05.01.2019 	 0,61 	 -6999 	 -6999 	 6 	 11 	 254 	 1014 	 4,2 	  
11:50 05.01.2019 	 0,61 	 -6999 	 -6999 	 7 	 11 	 255 	 1014 	 4,4 	  
11:40 05.01.2019 	 0,61 	 -6999 	 -6999 	 7 	 11 	 253 	 1014 	 4,5 	  
11:30 05.01.2019 	 0,62 	 -6999 	 -6999 	 7 	 12 	 251 	 1014 	 4,9 	  
11:20 05.01.2019 	 0,65 	 -6999 	 -6999 	 9 	 15 	 251 	 1013 	 4,7 	  
11:10 05.01.2019 	 0,68 	 -6999 	 -6999 	 7 	 12 	 252 	 1013 	 4,9 	  
11:00 05.01.2019 	 0,73 	 -6999 	 -6999 	 6 	 10 	 252 	 1013 	 5 	  
10:50 05.01.2019 	 0,78 	 -6999 	 -6999 	 6 	 9 	 250 	 1012 	 4,8 	  
10:40 05.01.2019 	 0,83 	 -6999 	 -6999 	 6 	 9 	 252 	 1012 	 5,2 	  
10:30 05.01.2019 	 0,9 	 -6999 	 -6999 	 7 	 11 	 246 	 1012 	 5,3 	  
10:20 05.01.2019 	 0,98 	 -6999 	 -6999 	 6 	 9 	 225 	 1012 	 5,3 	  
10:10 05.01.2019 	 1,06 	 -6999 	 -6999 	 4 	 6 	 243 	 1011 	 5,6 	  
10:00 05.01.2019 	 1,14 	 -6999 	 -6999 	 4 	 6 	 246 	 1011 	 5,6 	  
09:50 05.01.2019 	 1,23 	 -6999 	 -6999 	 3 	 5 	 249 	 1011 	 5,3 	  
09:40 05.01.2019 	 1,33 	 -6999 	 -6999 	 3 	 5 	 256 	 1011 	 5,1 	  
09:30 05.01.2019 	 1,43 	 -6999 	 -6999 	 4 	 6 	 258 	 1011 	 5 	  
09:20 05.01.2019 	 1,54 	 -6999 	 -6999 	 5 	 8 	 260 	 1010 	 5 	  
09:10 05.01.2019 	 1,64 	 -6999 	 -6999 	 6 	 10 	 257 	 1010 	 5 	  
09:00 05.01.2019 	 1,74 	 -6999 	 -6999 	 6 	 10 	 258 	 1010 	 4,8 	  
08:50 05.01.2019 	 1,85 	 -6999 	 -6999 	 7 	 10 	 261 	 1010 	 4,6 	  
08:40 05.01.2019 	 1,95 	 -6999 	 -6999 	 6 	 10 	 261 	 1010 	 4,6 	  
08:30 05.01.2019 	 2,06 	 -6999 	 -6999 	 6 	 11 	 256 	 1010 	 4,6 	  
08:20 05.01.2019 	 2,16 	 -6999 	 -6999 	 6 	 10 	 261 	 1010 	 4,5 	  
08:10 05.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 10 	 262 	 1009 	 4,4 	  
08:00 05.01.2019 	 2,35 	 -6999 	 -6999 	 6 	 11 	 262 	 1009 	 4,4 	  
07:50 05.01.2019 	 2,45 	 -6999 	 -6999 	 7 	 12 	 262 	 1009 	 4,3 	  
07:40 05.01.2019 	 2,54 	 -6999 	 -6999 	 7 	 11 	 262 	 1009 	 4,4 	  
07:30 05.01.2019 	 2,62 	 -6999 	 -6999 	 6 	 9 	 261 	 1009 	 4,4 	  
07:20 05.01.2019 	 2,7 	 -6999 	 -6999 	 7 	 11 	 260 	 1008 	 4,3 	  
07:10 05.01.2019 	 2,77 	 -6999 	 -6999 	 6 	 10 	 267 	 1008 	 4,5 	  
07:00 05.01.2019 	 2,84 	 -6999 	 -6999 	 7 	 12 	 266 	 1008 	 4,6 	  
06:50 05.01.2019 	 2,9 	 -6999 	 -6999 	 8 	 12 	 261 	 1008 	 4,8 	  
06:40 05.01.2019 	 2,95 	 -6999 	 -6999 	 6 	 10 	 262 	 1008 	 5,3 	  
06:30 05.01.2019 	 2,99 	 -6999 	 -6999 	 7 	 11 	 206 	 1008 	 5,7 	  
06:20 05.01.2019 	 3,03 	 -6999 	 -6999 	 9 	 12 	 138 	 1007 	 7,7 	  
06:10 05.01.2019 	 3,06 	 -6999 	 -6999 	 9 	 13 	 132 	 1007 	 7,7 	  
06:00 05.01.2019 	 3,09 	 -6999 	 -6999 	 10 	 13 	 128 	 1007 	 7,7 	  
05:50 05.01.2019 	 3,1 	 -6999 	 -6999 	 10 	 13 	 128 	 1007 	 7,7 	  
05:40 05.01.2019 	 3,11 	 -6999 	 -6999 	 10 	 13 	 128 	 1007 	 7,8 	  
05:30 05.01.2019 	 3,11 	 -6999 	 -6999 	 9 	 12 	 129 	 1007 	 7,8 	  
05:20 05.01.2019 	 3,1 	 -6999 	 -6999 	 9 	 13 	 131 	 1008 	 7,8 	  
05:10 05.01.2019 	 3,08 	 -6999 	 -6999 	 9 	 12 	 135 	 1008 	 7,8 	  
05:00 05.01.2019 	 3,06 	 -6999 	 -6999 	 9 	 13 	 134 	 1008 	 7,9 	  
04:50 05.01.2019 	 3,02 	 -6999 	 -6999 	 9 	 13 	 132 	 1008 	 7,9 	  
04:40 05.01.2019 	 2,99 	 -6999 	 -6999 	 9 	 12 	 134 	 1008 	 7,9 	  
04:30 05.01.2019 	 2,94 	 -6999 	 -6999 	 9 	 12 	 138 	 1009 	 7,9 	  
04:20 05.01.2019 	 2,89 	 -6999 	 -6999 	 9 	 14 	 144 	 1009 	 8 	  
04:10 05.01.2019 	 2,82 	 -6999 	 -6999 	 9 	 12 	 142 	 1009 	 7,9 	  
04:00 05.01.2019 	 2,76 	 -6999 	 -6999 	 9 	 13 	 136 	 1009 	 7,9 	  
03:50 05.01.2019 	 2,69 	 -6999 	 -6999 	 9 	 13 	 136 	 1009 	 7,9 	  
03:40 05.01.2019 	 2,61 	 -6999 	 -6999 	 9 	 14 	 138 	 1010 	 7,9 	  
03:30 05.01.2019 	 2,53 	 -6999 	 -6999 	 9 	 13 	 134 	 1010 	 7,9 	  
03:20 05.01.2019 	 2,44 	 -6999 	 -6999 	 10 	 13 	 133 	 1010 	 7,9 	  
03:10 05.01.2019 	 2,34 	 -6999 	 -6999 	 9 	 13 	 133 	 1010 	 7,9 	  
03:00 05.01.2019 	 2,25 	 -6999 	 -6999 	 10 	 13 	 130 	 1010 	 7,9 	  
02:50 05.01.2019 	 2,14 	 -6999 	 -6999 	 9 	 12 	 131 	 1011 	 7,8 	  
02:40 05.01.2019 	 2,05 	 -6999 	 -6999 	 9 	 12 	 134 	 1011 	 7,7 	  
02:30 05.01.2019 	 1,94 	 -6999 	 -6999 	 9 	 13 	 133 	 1011 	 7,7 	  
02:20 05.01.2019 	 1,84 	 -6999 	 -6999 	 9 	 13 	 131 	 1011 	 7,8 	  
02:10 05.01.2019 	 1,74 	 -6999 	 -6999 	 9 	 12 	 133 	 1011 	 7,7 	  
02:00 05.01.2019 	 1,63 	 -6999 	 -6999 	 9 	 12 	 133 	 1012 	 7,8 	  
01:50 05.01.2019 	 1,53 	 -6999 	 -6999 	 9 	 12 	 134 	 1012 	 7,7 	  
01:40 05.01.2019 	 1,43 	 -6999 	 -6999 	 8 	 12 	 135 	 1012 	 7,8 	  
01:30 05.01.2019 	 1,34 	 -6999 	 -6999 	 9 	 12 	 131 	 1012 	 7,8 	  
01:20 05.01.2019 	 1,24 	 -6999 	 -6999 	 8 	 11 	 131 	 1012 	 7,6 	  
01:10 05.01.2019 	 1,15 	 -6999 	 -6999 	 9 	 12 	 128 	 1012 	 7,7 	  
01:00 05.01.2019 	 1,07 	 -6999 	 -6999 	 9 	 11 	 124 	 1013 	 7,5 	  
00:50 05.01.2019 	 0,99 	 -6999 	 -6999 	 9 	 11 	 123 	 1013 	 7,5 	  
00:40 05.01.2019 	 0,92 	 -6999 	 -6999 	 9 	 11 	 127 	 1013 	 7,5 	  
00:30 05.01.2019 	 0,86 	 -6999 	 -6999 	 8 	 11 	 130 	 1013 	 7,6 	  
00:20 05.01.2019 	 0,8 	 -6999 	 -6999 	 8 	 11 	 131 	 1013 	 7,5 	  
00:10 05.01.2019 	 0,75 	 -6999 	 -6999 	 7 	 10 	 136 	 1013 	 7,5 	  
00:00 05.01.2019 	 0,71 	 -6999 	 -6999 	 7 	 10 	 143 	 1014 	 7,6 	  
23:50 04.01.2019 	 0,68 	 -6999 	 -6999 	 7 	 10 	 138 	 1014 	 7,6 	  
23:40 04.01.2019 	 0,66 	 -6999 	 -6999 	 7 	 10 	 137 	 1014 	 7,7 	  
23:30 04.01.2019 	 0,64 	 -6999 	 -6999 	 7 	 10 	 140 	 1014 	 7,7 	  
23:20 04.01.2019 	 0,63 	 -6999 	 -6999 	 7 	 11 	 145 	 1014 	 7,8 	  
23:10 04.01.2019 	 0,64 	 -6999 	 -6999 	 7 	 10 	 140 	 1014 	 7,7 	  
23:00 04.01.2019 	 0,65 	 -6999 	 -6999 	 7 	 11 	 143 	 1014 	 7,6 	  
22:50 04.01.2019 	 0,67 	 -6999 	 -6999 	 8 	 12 	 147 	 1014 	 7,7 	  
22:40 04.01.2019 	 0,7 	 -6999 	 -6999 	 8 	 10 	 146 	 1014 	 7,7 	  
22:30 04.01.2019 	 0,74 	 -6999 	 -6999 	 8 	 11 	 147 	 1014 	 7,6 	  
22:20 04.01.2019 	 0,78 	 -6999 	 -6999 	 10 	 13 	 149 	 1014 	 7,7 	  
22:10 04.01.2019 	 0,84 	 -6999 	 -6999 	 10 	 14 	 148 	 1015 	 7,8 	  
22:00 04.01.2019 	 0,9 	 -6999 	 -6999 	 8 	 12 	 148 	 1015 	 7,8 	  
21:50 04.01.2019 	 0,96 	 -6999 	 -6999 	 8 	 12 	 147 	 1015 	 7,8 	  
21:40 04.01.2019 	 1,03 	 -6999 	 -6999 	 7 	 11 	 146 	 1015 	 7,8 	  
21:30 04.01.2019 	 1,11 	 -6999 	 -6999 	 9 	 13 	 148 	 1015 	 7,8 	  
21:20 04.01.2019 	 1,19 	 -6999 	 -6999 	 10 	 13 	 149 	 1015 	 7,9 	  
21:10 04.01.2019 	 1,27 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 8 	  
21:00 04.01.2019 	 1,36 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 8 	  
20:50 04.01.2019 	 1,46 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 7,9 	  
20:40 04.01.2019 	 1,54 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 8 	  
20:30 04.01.2019 	 1,64 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 7,9 	  
20:20 04.01.2019 	 1,73 	 -6999 	 -6999 	 11 	 14 	 152 	 1015 	 7,9 	  
20:10 04.01.2019 	 1,82 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 7,9 	  
20:00 04.01.2019 	 1,91 	 -6999 	 -6999 	 11 	 14 	 150 	 1015 	 7,9 	  
19:50 04.01.2019 	 2 	 -6999 	 -6999 	 11 	 13 	 149 	 1015 	 7,9 	  
19:40 04.01.2019 	 2,09 	 -6999 	 -6999 	 11 	 14 	 149 	 1015 	 7,9 	  
19:30 04.01.2019 	 2,18 	 -6999 	 -6999 	 11 	 14 	 150 	 1015 	 7,9 	  
19:20 04.01.2019 	 2,26 	 -6999 	 -6999 	 10 	 13 	 148 	 1015 	 7,9 	  
19:10 04.01.2019 	 2,33 	 -6999 	 -6999 	 9 	 13 	 147 	 1015 	 7,8 	  
19:00 04.01.2019 	 2,4 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 7,8 	  
18:50 04.01.2019 	 2,47 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 7,8 	  
18:40 04.01.2019 	 2,54 	 -6999 	 -6999 	 9 	 13 	 147 	 1015 	 7,8 	  
18:30 04.01.2019 	 2,59 	 -6999 	 -6999 	 9 	 12 	 148 	 1015 	 7,7 	  
18:20 04.01.2019 	 2,64 	 -6999 	 -6999 	 8 	 12 	 146 	 1015 	 7,7 	  
18:10 04.01.2019 	 2,68 	 -6999 	 -6999 	 8 	 11 	 146 	 1015 	 7,7 	  
18:00 04.01.2019 	 2,72 	 -6999 	 -6999 	 8 	 10 	 145 	 1015 	 7,7 	  
17:50 04.01.2019 	 2,75 	 -6999 	 -6999 	 8 	 12 	 146 	 1015 	 7,7 	  
17:40 04.01.2019 	 2,78 	 -6999 	 -6999 	 8 	 12 	 145 	 1015 	 7,7 	  
17:30 04.01.2019 	 2,79 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 7,7 	  
17:20 04.01.2019 	 2,8 	 -6999 	 -6999 	 10 	 13 	 148 	 1015 	 7,8 	  
17:10 04.01.2019 	 2,81 	 -6999 	 -6999 	 10 	 12 	 148 	 1015 	 7,9 	  
17:00 04.01.2019 	 2,8 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 8 	  
16:50 04.01.2019 	 2,79 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 8 	  
16:40 04.01.2019 	 2,77 	 -6999 	 -6999 	 9 	 12 	 147 	 1015 	 8,1 	  
16:30 04.01.2019 	 2,74 	 -6999 	 -6999 	 8 	 12 	 146 	 1015 	 8,1 	  
16:20 04.01.2019 	 2,71 	 -6999 	 -6999 	 10 	 13 	 147 	 1015 	 8 	  
16:10 04.01.2019 	 2,67 	 -6999 	 -6999 	 10 	 13 	 148 	 1015 	 8 	  
16:00 04.01.2019 	 2,62 	 -6999 	 -6999 	 11 	 13 	 149 	 1015 	 8 	  
15:50 04.01.2019 	 2,58 	 -6999 	 -6999 	 11 	 13 	 149 	 1015 	 8,2 	  
15:40 04.01.2019 	 2,51 	 -6999 	 -6999 	 11 	 13 	 149 	 1015 	 8,2 	  
15:30 04.01.2019 	 2,45 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 8,1 	  
15:20 04.01.2019 	 2,38 	 -6999 	 -6999 	 11 	 12 	 151 	 1015 	 8,1 	  
15:10 04.01.2019 	 2,3 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 8,1 	  
15:00 04.01.2019 	 2,22 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 8,1 	  
14:50 04.01.2019 	 2,14 	 -6999 	 -6999 	 11 	 13 	 152 	 1015 	 8,2 	  
14:40 04.01.2019 	 2,05 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 8,1 	  
14:30 04.01.2019 	 1,96 	 -6999 	 -6999 	 11 	 13 	 153 	 1015 	 8,2 	  
14:20 04.01.2019 	 1,87 	 -6999 	 -6999 	 11 	 13 	 153 	 1015 	 8,2 	  
14:10 04.01.2019 	 1,78 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 8,1 	  
14:00 04.01.2019 	 1,68 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 8,2 	  
13:50 04.01.2019 	 1,58 	 -6999 	 -6999 	 11 	 15 	 152 	 1015 	 8,2 	  
13:40 04.01.2019 	 1,5 	 -6999 	 -6999 	 12 	 14 	 151 	 1015 	 8,1 	  
13:30 04.01.2019 	 1,4 	 -6999 	 -6999 	 11 	 14 	 149 	 1015 	 8 	  
13:20 04.01.2019 	 1,31 	 -6999 	 -6999 	 9 	 13 	 147 	 1015 	 8 	  
13:10 04.01.2019 	 1,22 	 -6999 	 -6999 	 9 	 14 	 147 	 1015 	 8 	  
13:00 04.01.2019 	 1,14 	 -6999 	 -6999 	 11 	 13 	 149 	 1015 	 8 	  
12:50 04.01.2019 	 1,06 	 -6999 	 -6999 	 11 	 13 	 150 	 1015 	 7,9 	  
12:40 04.01.2019 	 0,99 	 -6999 	 -6999 	 11 	 13 	 153 	 1015 	 8 	  
12:30 04.01.2019 	 0,93 	 -6999 	 -6999 	 11 	 14 	 152 	 1015 	 8 	  
12:20 04.01.2019 	 0,86 	 -6999 	 -6999 	 11 	 14 	 152 	 1015 	 8 	  
12:10 04.01.2019 	 0,82 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 7,9 	  
12:00 04.01.2019 	 0,77 	 -6999 	 -6999 	 11 	 13 	 151 	 1015 	 7,9 	  
11:50 04.01.2019 	 0,74 	 -6999 	 -6999 	 11 	 14 	 152 	 1015 	 7,9 	  
11:40 04.01.2019 	 0,7 	 -6999 	 -6999 	 11 	 15 	 154 	 1014 	 8 	  
11:30 04.01.2019 	 0,69 	 -6999 	 -6999 	 11 	 13 	 157 	 1014 	 8 	  
11:20 04.01.2019 	 0,67 	 -6999 	 -6999 	 11 	 13 	 161 	 1014 	 8 	  
11:10 04.01.2019 	 0,67 	 -6999 	 -6999 	 11 	 13 	 165 	 1014 	 8,1 	  
11:00 04.01.2019 	 0,68 	 -6999 	 -6999 	 10 	 12 	 165 	 1014 	 7,9 	  
10:50 04.01.2019 	 0,7 	 -6999 	 -6999 	 12 	 15 	 171 	 1014 	 8,1 	  
10:40 04.01.2019 	 0,72 	 -6999 	 -6999 	 12 	 15 	 171 	 1014 	 8,2 	  
10:30 04.01.2019 	 0,75 	 -6999 	 -6999 	 11 	 14 	 169 	 1014 	 8,4 	  
10:20 04.01.2019 	 0,79 	 -6999 	 -6999 	 11 	 13 	 170 	 1014 	 8,3 	  
10:10 04.01.2019 	 0,84 	 -6999 	 -6999 	 11 	 14 	 172 	 1013 	 8,3 	  
10:00 04.01.2019 	 0,9 	 -6999 	 -6999 	 12 	 15 	 173 	 1013 	 8,3 	  
09:50 04.01.2019 	 0,96 	 -6999 	 -6999 	 12 	 14 	 166 	 1013 	 8,2 	  
09:40 04.01.2019 	 1,02 	 -6999 	 -6999 	 12 	 14 	 156 	 1013 	 8 	  
09:30 04.01.2019 	 1,1 	 -6999 	 -6999 	 11 	 14 	 156 	 1013 	 8 	  
09:20 04.01.2019 	 1,18 	 -6999 	 -6999 	 12 	 15 	 159 	 1012 	 8,1 	  
09:10 04.01.2019 	 1,27 	 -6999 	 -6999 	 13 	 16 	 159 	 1012 	 8,1 	  
09:00 04.01.2019 	 1,36 	 -6999 	 -6999 	 13 	 16 	 155 	 1012 	 8,1 	  
08:50 04.01.2019 	 1,46 	 -6999 	 -6999 	 13 	 15 	 152 	 1012 	 8,2 	  
08:40 04.01.2019 	 1,55 	 -6999 	 -6999 	 13 	 15 	 151 	 1012 	 8,1 	  
08:30 04.01.2019 	 1,65 	 -6999 	 -6999 	 13 	 16 	 149 	 1012 	 8,1 	  
08:20 04.01.2019 	 1,74 	 -6999 	 -6999 	 12 	 16 	 148 	 1012 	 8,2 	  
08:10 04.01.2019 	 1,85 	 -6999 	 -6999 	 11 	 15 	 148 	 1012 	 8,2 	  
08:00 04.01.2019 	 1,94 	 -6999 	 -6999 	 10 	 15 	 146 	 1012 	 8,3 	  
07:50 04.01.2019 	 2,04 	 -6999 	 -6999 	 10 	 15 	 138 	 1012 	 8,2 	  
07:40 04.01.2019 	 2,14 	 -6999 	 -6999 	 10 	 15 	 135 	 1012 	 8,2 	  
07:30 04.01.2019 	 2,23 	 -6999 	 -6999 	 10 	 14 	 133 	 1012 	 8,2 	  
07:20 04.01.2019 	 2,32 	 -6999 	 -6999 	 11 	 15 	 131 	 1012 	 8,2 	  
