 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
21:50 24.01.2019 	 2,98 	 -6999 	 -6999 	 2 	 4 	 307 	 997 	 0,7 	  
21:40 24.01.2019 	 3,05 	 -6999 	 -6999 	 2 	 4 	 307 	 997 	 0,5 	  
21:30 24.01.2019 	 3,1 	 -6999 	 -6999 	 2 	 4 	 308 	 996 	 0,6 	  
21:20 24.01.2019 	 3,15 	 -6999 	 -6999 	 2 	 4 	 304 	 996 	 0,4 	  
21:10 24.01.2019 	 3,19 	 -6999 	 -6999 	 3 	 5 	 305 	 996 	 0,5 	  
21:00 24.01.2019 	 3,22 	 -6999 	 -6999 	 2 	 3 	 313 	 996 	 0,6 	  
20:50 24.01.2019 	 3,24 	 -6999 	 -6999 	 2 	 4 	 309 	 996 	 0,6 	  
20:40 24.01.2019 	 3,25 	 -6999 	 -6999 	 3 	 4 	 295 	 995 	 0,7 	  
20:30 24.01.2019 	 3,25 	 -6999 	 -6999 	 1 	 3 	 335 	 995 	 1,8 	  
20:20 24.01.2019 	 3,23 	 -6999 	 -6999 	 1 	 2 	 347 	 995 	 1,6 	  
20:10 24.01.2019 	 3,22 	 -6999 	 -6999 	 1 	 2 	 22 	 994 	 1,6 	  
20:00 24.01.2019 	 3,18 	 -6999 	 -6999 	 2 	 3 	 39 	 994 	 1,9 	  
19:50 24.01.2019 	 3,14 	 -6999 	 -6999 	 3 	 4 	 70 	 994 	 2,4 	  
19:40 24.01.2019 	 3,09 	 -6999 	 -6999 	 4 	 5 	 68 	 994 	 2,5 	  
19:30 24.01.2019 	 3,02 	 -6999 	 -6999 	 4 	 6 	 68 	 994 	 2,3 	  
19:20 24.01.2019 	 2,95 	 -6999 	 -6999 	 5 	 7 	 65 	 994 	 2,4 	  
19:10 24.01.2019 	 2,87 	 -6999 	 -6999 	 5 	 7 	 63 	 993 	 2,4 	  
19:00 24.01.2019 	 2,78 	 -6999 	 -6999 	 5 	 7 	 62 	 993 	 2,3 	  
18:50 24.01.2019 	 2,69 	 -6999 	 -6999 	 5 	 6 	 62 	 993 	 2,3 	  
18:40 24.01.2019 	 2,58 	 -6999 	 -6999 	 6 	 8 	 62 	 993 	 2,3 	  
18:30 24.01.2019 	 2,48 	 -6999 	 -6999 	 6 	 9 	 69 	 993 	 2,3 	  
18:20 24.01.2019 	 2,36 	 -6999 	 -6999 	 7 	 9 	 68 	 993 	 2,1 	  
18:10 24.01.2019 	 2,24 	 -6999 	 -6999 	 6 	 8 	 70 	 993 	 2 	  
18:00 24.01.2019 	 2,12 	 -6999 	 -6999 	 7 	 9 	 78 	 993 	 1,8 	  
17:50 24.01.2019 	 1,99 	 -6999 	 -6999 	 7 	 9 	 78 	 993 	 1,7 	  
17:40 24.01.2019 	 1,86 	 -6999 	 -6999 	 7 	 9 	 72 	 993 	 1,7 	  
17:30 24.01.2019 	 1,73 	 -6999 	 -6999 	 9 	 11 	 75 	 993 	 1,6 	  
17:20 24.01.2019 	 1,59 	 -6999 	 -6999 	 9 	 12 	 76 	 993 	 1,5 	  
17:10 24.01.2019 	 1,46 	 -6999 	 -6999 	 9 	 12 	 80 	 993 	 1,7 	  
17:00 24.01.2019 	 1,33 	 -6999 	 -6999 	 9 	 12 	 82 	 993 	 1,7 	  
16:50 24.01.2019 	 1,2 	 -6999 	 -6999 	 9 	 12 	 83 	 992 	 1,8 	  
16:40 24.01.2019 	 1,07 	 -6999 	 -6999 	 8 	 11 	 80 	 993 	 1,7 	  
16:30 24.01.2019 	 0,95 	 -6999 	 -6999 	 8 	 11 	 77 	 993 	 1,7 	  
16:20 24.01.2019 	 0,83 	 -6999 	 -6999 	 8 	 11 	 79 	 992 	 1,5 	  
16:10 24.01.2019 	 0,72 	 -6999 	 -6999 	 9 	 12 	 81 	 993 	 1,5 	  
16:00 24.01.2019 	 0,62 	 -6999 	 -6999 	 9 	 11 	 83 	 993 	 1,5 	  
15:50 24.01.2019 	 0,52 	 -6999 	 -6999 	 8 	 11 	 73 	 993 	 1,4 	  
15:40 24.01.2019 	 0,43 	 -6999 	 -6999 	 8 	 11 	 73 	 993 	 1,5 	  
15:30 24.01.2019 	 0,35 	 -6999 	 -6999 	 7 	 9 	 73 	 993 	 1,8 	  
15:20 24.01.2019 	 0,29 	 -6999 	 -6999 	 7 	 10 	 81 	 993 	 1,7 	  
15:10 24.01.2019 	 0,22 	 -6999 	 -6999 	 8 	 10 	 91 	 993 	 2 	  
15:00 24.01.2019 	 0,18 	 -6999 	 -6999 	 9 	 12 	 86 	 993 	 1,8 	  
14:50 24.01.2019 	 0,14 	 -6999 	 -6999 	 9 	 12 	 84 	 993 	 1,2 	  
14:40 24.01.2019 	 0,12 	 -6999 	 -6999 	 10 	 14 	 84 	 993 	 0,8 	  
14:30 24.01.2019 	 0,11 	 -6999 	 -6999 	 10 	 14 	 88 	 994 	 0,4 	  
14:20 24.01.2019 	 0,11 	 -6999 	 -6999 	 10 	 14 	 96 	 994 	 0,2 	  
14:10 24.01.2019 	 0,13 	 -6999 	 -6999 	 12 	 19 	 98 	 994 	 0,3 	  
14:00 24.01.2019 	 0,16 	 -6999 	 -6999 	 11 	 15 	 99 	 994 	 0,3 	  
13:50 24.01.2019 	 0,2 	 -6999 	 -6999 	 13 	 17 	 89 	 993 	 0,6 	  
13:40 24.01.2019 	 0,25 	 -6999 	 -6999 	 13 	 17 	 83 	 993 	 0,8 	  
13:30 24.01.2019 	 0,31 	 -6999 	 -6999 	 12 	 15 	 84 	 993 	 0,9 	  
13:20 24.01.2019 	 0,39 	 -6999 	 -6999 	 12 	 16 	 85 	 994 	 1 	  
13:10 24.01.2019 	 0,47 	 -6999 	 -6999 	 12 	 17 	 85 	 994 	 1,1 	  
13:00 24.01.2019 	 0,57 	 -6999 	 -6999 	 13 	 17 	 84 	 994 	 1 	  
12:50 24.01.2019 	 0,68 	 -6999 	 -6999 	 13 	 16 	 85 	 994 	 0,9 	  
12:40 24.01.2019 	 0,79 	 -6999 	 -6999 	 13 	 17 	 82 	 994 	 1 	  
12:30 24.01.2019 	 0,91 	 -6999 	 -6999 	 13 	 17 	 81 	 994 	 1,3 	  
12:20 24.01.2019 	 1,04 	 -6999 	 -6999 	 12 	 17 	 83 	 994 	 1,3 	  
12:10 24.01.2019 	 1,18 	 -6999 	 -6999 	 13 	 17 	 83 	 995 	 1,3 	  
12:00 24.01.2019 	 1,31 	 -6999 	 -6999 	 12 	 16 	 85 	 995 	 1,4 	  
11:50 24.01.2019 	 1,46 	 -6999 	 -6999 	 12 	 17 	 85 	 995 	 1,2 	  
11:40 24.01.2019 	 1,6 	 -6999 	 -6999 	 12 	 15 	 86 	 995 	 1,3 	  
11:30 24.01.2019 	 1,74 	 -6999 	 -6999 	 12 	 15 	 87 	 996 	 1,4 	  
11:20 24.01.2019 	 1,9 	 -6999 	 -6999 	 12 	 16 	 85 	 996 	 1,2 	  
11:10 24.01.2019 	 2,04 	 -6999 	 -6999 	 12 	 15 	 85 	 996 	 1,1 	  
11:00 24.01.2019 	 2,18 	 -6999 	 -6999 	 11 	 14 	 78 	 996 	 1,3 	  
10:50 24.01.2019 	 2,33 	 -6999 	 -6999 	 11 	 14 	 77 	 996 	 1,2 	  
10:40 24.01.2019 	 2,46 	 -6999 	 -6999 	 11 	 15 	 81 	 996 	 1,2 	  
10:30 24.01.2019 	 2,59 	 -6999 	 -6999 	 10 	 13 	 82 	 997 	 0,8 	  
10:20 24.01.2019 	 2,72 	 -6999 	 -6999 	 11 	 14 	 81 	 997 	 0,6 	  
10:10 24.01.2019 	 2,85 	 -6999 	 -6999 	 11 	 13 	 78 	 997 	 0,3 	  
10:00 24.01.2019 	 2,96 	 -6999 	 -6999 	 10 	 12 	 78 	 997 	 0,2 	  
09:50 24.01.2019 	 3,06 	 -6999 	 -6999 	 10 	 12 	 77 	 997 	 0,1 	  
09:40 24.01.2019 	 3,17 	 -6999 	 -6999 	 9 	 12 	 79 	 997 	 -0,1 	  
09:30 24.01.2019 	 3,26 	 -6999 	 -6999 	 9 	 12 	 81 	 998 	 -0,3 	  
09:20 24.01.2019 	 3,34 	 -6999 	 -6999 	 6 	 9 	 70 	 998 	 -0,1 	  
09:10 24.01.2019 	 3,41 	 -6999 	 -6999 	 5 	 7 	 62 	 998 	 -0,4 	  
09:00 24.01.2019 	 3,46 	 -6999 	 -6999 	 5 	 7 	 64 	 999 	 -0,4 	  
08:50 24.01.2019 	 3,51 	 -6999 	 -6999 	 4 	 5 	 57 	 999 	 -0,5 	  
08:40 24.01.2019 	 3,55 	 -6999 	 -6999 	 5 	 7 	 53 	 999 	 -0,7 	  
08:30 24.01.2019 	 3,58 	 -6999 	 -6999 	 5 	 6 	 51 	 999 	 -0,7 	  
08:20 24.01.2019 	 3,6 	 -6999 	 -6999 	 5 	 6 	 59 	 999 	 -0,8 	  
08:10 24.01.2019 	 3,6 	 -6999 	 -6999 	 5 	 7 	 60 	 999 	 -0,8 	  
08:00 24.01.2019 	 3,6 	 -6999 	 -6999 	 4 	 5 	 59 	 999 	 -0,9 	  
07:50 24.01.2019 	 3,58 	 -6999 	 -6999 	 5 	 6 	 52 	 1000 	 -0,8 	  
07:40 24.01.2019 	 3,55 	 -6999 	 -6999 	 4 	 5 	 58 	 1000 	 -0,9 	  
07:30 24.01.2019 	 3,51 	 -6999 	 -6999 	 5 	 6 	 61 	 1000 	 -1 	  
07:20 24.01.2019 	 3,46 	 -6999 	 -6999 	 4 	 6 	 61 	 1000 	 -1 	  
07:10 24.01.2019 	 3,4 	 -6999 	 -6999 	 5 	 6 	 62 	 1000 	 -1,1 	  
07:00 24.01.2019 	 3,33 	 -6999 	 -6999 	 5 	 6 	 63 	 1000 	 -0,9 	  
06:50 24.01.2019 	 3,25 	 -6999 	 -6999 	 5 	 6 	 71 	 1000 	 -0,4 	  
06:40 24.01.2019 	 3,15 	 -6999 	 -6999 	 4 	 6 	 69 	 1000 	 0 	  
06:30 24.01.2019 	 3,06 	 -6999 	 -6999 	 5 	 6 	 72 	 1001 	 0,2 	  
06:20 24.01.2019 	 2,94 	 -6999 	 -6999 	 6 	 7 	 71 	 1000 	 0,1 	  
06:10 24.01.2019 	 2,83 	 -6999 	 -6999 	 5 	 7 	 68 	 1000 	 -0 	  
06:00 24.01.2019 	 2,7 	 -6999 	 -6999 	 5 	 7 	 72 	 1000 	 -0 	  
05:50 24.01.2019 	 2,58 	 -6999 	 -6999 	 7 	 9 	 68 	 1000 	 -0,3 	  
05:40 24.01.2019 	 2,44 	 -6999 	 -6999 	 6 	 8 	 66 	 1001 	 -0,2 	  
05:30 24.01.2019 	 2,3 	 -6999 	 -6999 	 6 	 9 	 67 	 1001 	 -0,3 	  
05:20 24.01.2019 	 2,16 	 -6999 	 -6999 	 6 	 8 	 70 	 1001 	 -0,1 	  
05:10 24.01.2019 	 2,01 	 -6999 	 -6999 	 6 	 9 	 72 	 1001 	 -0,3 	  
05:00 24.01.2019 	 1,86 	 -6999 	 -6999 	 6 	 8 	 71 	 1001 	 -0,2 	  
04:50 24.01.2019 	 1,71 	 -6999 	 -6999 	 6 	 7 	 70 	 1001 	 -0,3 	  
04:40 24.01.2019 	 1,57 	 -6999 	 -6999 	 6 	 7 	 75 	 1001 	 -0,3 	  
04:30 24.01.2019 	 1,42 	 -6999 	 -6999 	 6 	 8 	 73 	 1001 	 -0,2 	  
04:20 24.01.2019 	 1,28 	 -6999 	 -6999 	 5 	 7 	 75 	 1001 	 -0,2 	  
04:10 24.01.2019 	 1,14 	 -6999 	 -6999 	 5 	 6 	 70 	 1001 	 -0,3 	  
04:00 24.01.2019 	 1,01 	 -6999 	 -6999 	 4 	 6 	 66 	 1001 	 -0,4 	  
03:50 24.01.2019 	 0,88 	 -6999 	 -6999 	 4 	 5 	 78 	 1001 	 -0,4 	  
03:40 24.01.2019 	 0,75 	 -6999 	 -6999 	 4 	 5 	 70 	 1001 	 -0,5 	  
03:30 24.01.2019 	 0,64 	 -6999 	 -6999 	 3 	 4 	 78 	 1002 	 -0,3 	  
03:20 24.01.2019 	 0,54 	 -6999 	 -6999 	 3 	 4 	 80 	 1002 	 -0,3 	  
03:10 24.01.2019 	 0,44 	 -6999 	 -6999 	 2 	 4 	 66 	 1002 	 -0,3 	  
03:00 24.01.2019 	 0,35 	 -6999 	 -6999 	 2 	 3 	 60 	 1002 	 -0,8 	  
02:50 24.01.2019 	 0,28 	 -6999 	 -6999 	 2 	 4 	 63 	 1002 	 -0,7 	  
02:40 24.01.2019 	 0,22 	 -6999 	 -6999 	 2 	 3 	 62 	 1002 	 -0,7 	  
02:30 24.01.2019 	 0,17 	 -6999 	 -6999 	 1 	 2 	 58 	 1003 	 -0,9 	  
02:20 24.01.2019 	 0,13 	 -6999 	 -6999 	 1 	 2 	 39 	 1002 	 -1,4 	  
02:10 24.01.2019 	 0,1 	 -6999 	 -6999 	 2 	 2 	 51 	 1003 	 -1 	  
02:00 24.01.2019 	 0,09 	 -6999 	 -6999 	 2 	 2 	 72 	 1003 	 -0,6 	  
01:50 24.01.2019 	 0,1 	 -6999 	 -6999 	 2 	 3 	 85 	 1002 	 -0,9 	  
01:40 24.01.2019 	 0,1 	 -6999 	 -6999 	 2 	 3 	 73 	 1002 	 -0,9 	  
01:30 24.01.2019 	 0,14 	 -6999 	 -6999 	 3 	 4 	 67 	 1003 	 -0,7 	  
01:20 24.01.2019 	 0,18 	 -6999 	 -6999 	 3 	 3 	 77 	 1003 	 -0,9 	  
01:10 24.01.2019 	 0,22 	 -6999 	 -6999 	 2 	 3 	 64 	 1003 	 -1 	  
01:00 24.01.2019 	 0,29 	 -6999 	 -6999 	 3 	 4 	 83 	 1003 	 -1 	  
00:50 24.01.2019 	 0,37 	 -6999 	 -6999 	 3 	 4 	 83 	 1003 	 -1,2 	  
00:40 24.01.2019 	 0,45 	 -6999 	 -6999 	 4 	 5 	 81 	 1003 	 -1,2 	  
00:30 24.01.2019 	 0,54 	 -6999 	 -6999 	 5 	 6 	 78 	 1004 	 -1,2 	  
00:20 24.01.2019 	 0,65 	 -6999 	 -6999 	 4 	 5 	 75 	 1003 	 -1 	  
00:10 24.01.2019 	 0,77 	 -6999 	 -6999 	 4 	 6 	 76 	 1004 	 -1 	  
00:00 24.01.2019 	 0,89 	 -6999 	 -6999 	 4 	 5 	 72 	 1004 	 -1 	  
23:50 23.01.2019 	 1,01 	 -6999 	 -6999 	 3 	 4 	 62 	 1004 	 -1,4 	  
23:40 23.01.2019 	 1,14 	 -6999 	 -6999 	 3 	 5 	 77 	 1004 	 -0,8 	  
23:30 23.01.2019 	 1,28 	 -6999 	 -6999 	 3 	 4 	 84 	 1004 	 -0,9 	  
23:20 23.01.2019 	 1,42 	 -6999 	 -6999 	 3 	 4 	 93 	 1004 	 -1 	  
23:10 23.01.2019 	 1,55 	 -6999 	 -6999 	 3 	 4 	 92 	 1004 	 -1,2 	  
23:00 23.01.2019 	 1,7 	 -6999 	 -6999 	 3 	 4 	 94 	 1005 	 -1 	  
22:50 23.01.2019 	 1,83 	 -6999 	 -6999 	 3 	 4 	 93 	 1004 	 -1,1 	  
22:40 23.01.2019 	 1,97 	 -6999 	 -6999 	 3 	 4 	 75 	 1004 	 -1 	  
22:30 23.01.2019 	 2,1 	 -6999 	 -6999 	 2 	 3 	 38 	 1004 	 -1,6 	  
22:20 23.01.2019 	 2,24 	 -6999 	 -6999 	 1 	 2 	 22 	 1004 	 -2,1 	  
22:10 23.01.2019 	 2,36 	 -6999 	 -6999 	 1 	 2 	 19 	 1004 	 -2,3 	  
22:00 23.01.2019 	 2,49 	 -6999 	 -6999 	 1 	 2 	 20 	 1004 	 -2,2 	  
21:50 23.01.2019 	 2,6 	 -6999 	 -6999 	 1 	 2 	 32 	 1004 	 -2,3 	  
21:40 23.01.2019 	 2,71 	 -6999 	 -6999 	 1 	 1 	 36 	 1004 	 -2,1 	  
21:30 23.01.2019 	 2,82 	 -6999 	 -6999 	 1 	 2 	 84 	 1004 	 -1,8 	  
21:20 23.01.2019 	 2,9 	 -6999 	 -6999 	 2 	 2 	 54 	 1004 	 -2,2 	  
21:10 23.01.2019 	 2,99 	 -6999 	 -6999 	 2 	 3 	 12 	 1005 	 -3,2 	  
21:00 23.01.2019 	 3,07 	 -6999 	 -6999 	 3 	 4 	 1 	 1005 	 -3,2 	  
20:50 23.01.2019 	 3,14 	 -6999 	 -6999 	 3 	 3 	 3 	 1005 	 -3,1 	  
20:40 23.01.2019 	 3,19 	 -6999 	 -6999 	 2 	 3 	 1 	 1005 	 -3,3 	  
20:30 23.01.2019 	 3,24 	 -6999 	 -6999 	 2 	 2 	 0 	 1005 	 -3,2 	  
20:20 23.01.2019 	 3,28 	 -6999 	 -6999 	 2 	 3 	 3 	 1005 	 -2,9 	  
20:10 23.01.2019 	 3,3 	 -6999 	 -6999 	 2 	 3 	 3 	 1005 	 -3,2 	  
20:00 23.01.2019 	 3,32 	 -6999 	 -6999 	 2 	 2 	 19 	 1005 	 -3,4 	  
19:50 23.01.2019 	 3,33 	 -6999 	 -6999 	 1 	 2 	 20 	 1005 	 -3,3 	  
19:40 23.01.2019 	 3,32 	 -6999 	 -6999 	 1 	 2 	 19 	 1005 	 -3,2 	  
19:30 23.01.2019 	 3,3 	 -6999 	 -6999 	 2 	 3 	 58 	 1005 	 -1,7 	  
19:20 23.01.2019 	 3,28 	 -6999 	 -6999 	 3 	 3 	 67 	 1005 	 -1,5 	  
19:10 23.01.2019 	 3,24 	 -6999 	 -6999 	 3 	 4 	 69 	 1005 	 -1,3 	  
19:00 23.01.2019 	 3,19 	 -6999 	 -6999 	 3 	 4 	 66 	 1005 	 -1,7 	  
18:50 23.01.2019 	 3,14 	 -6999 	 -6999 	 3 	 4 	 65 	 1005 	 -1,7 	  
18:40 23.01.2019 	 3,06 	 -6999 	 -6999 	 3 	 3 	 72 	 1005 	 -1,3 	  
18:30 23.01.2019 	 2,98 	 -6999 	 -6999 	 3 	 3 	 67 	 1005 	 -1,4 	  
18:20 23.01.2019 	 2,9 	 -6999 	 -6999 	 2 	 3 	 69 	 1005 	 -1,6 	  
18:10 23.01.2019 	 2,8 	 -6999 	 -6999 	 3 	 3 	 67 	 1005 	 -1,5 	  
18:00 23.01.2019 	 2,7 	 -6999 	 -6999 	 3 	 4 	 72 	 1005 	 -1,1 	  
17:50 23.01.2019 	 2,59 	 -6999 	 -6999 	 3 	 3 	 70 	 1005 	 -1,6 	  
17:40 23.01.2019 	 2,47 	 -6999 	 -6999 	 3 	 4 	 76 	 1005 	 -1,3 	  
17:30 23.01.2019 	 2,34 	 -6999 	 -6999 	 3 	 4 	 88 	 1005 	 -1,6 	  
17:20 23.01.2019 	 2,22 	 -6999 	 -6999 	 3 	 3 	 83 	 1005 	 -1,7 	  
17:10 23.01.2019 	 2,09 	 -6999 	 -6999 	 2 	 3 	 74 	 1005 	 -1,3 	  
17:00 23.01.2019 	 1,95 	 -6999 	 -6999 	 2 	 3 	 72 	 1005 	 -1,2 	  
16:50 23.01.2019 	 1,81 	 -6999 	 -6999 	 3 	 3 	 72 	 1005 	 -1,3 	  
16:40 23.01.2019 	 1,67 	 -6999 	 -6999 	 3 	 4 	 69 	 1005 	 -1,5 	  
16:30 23.01.2019 	 1,53 	 -6999 	 -6999 	 2 	 3 	 73 	 1004 	 -1,4 	  
16:20 23.01.2019 	 1,39 	 -6999 	 -6999 	 2 	 3 	 74 	 1004 	 -1,5 	  
16:10 23.01.2019 	 1,26 	 -6999 	 -6999 	 2 	 3 	 75 	 1004 	 -1,7 	  
16:00 23.01.2019 	 1,12 	 -6999 	 -6999 	 3 	 4 	 80 	 1004 	 -1,7 	  
15:50 23.01.2019 	 0,99 	 -6999 	 -6999 	 3 	 4 	 77 	 1004 	 -1,7 	  
15:40 23.01.2019 	 0,86 	 -6999 	 -6999 	 3 	 4 	 75 	 1004 	 -1,7 	  
15:30 23.01.2019 	 0,74 	 -6999 	 -6999 	 2 	 3 	 84 	 1004 	 -1,8 	  
15:20 23.01.2019 	 0,63 	 -6999 	 -6999 	 3 	 4 	 85 	 1004 	 -1,9 	  
15:10 23.01.2019 	 0,52 	 -6999 	 -6999 	 3 	 4 	 81 	 1004 	 -1,5 	  
15:00 23.01.2019 	 0,42 	 -6999 	 -6999 	 4 	 4 	 77 	 1004 	 -1,6 	  
14:50 23.01.2019 	 0,34 	 -6999 	 -6999 	 4 	 5 	 76 	 1004 	 -1,3 	  
14:40 23.01.2019 	 0,26 	 -6999 	 -6999 	 4 	 5 	 78 	 1004 	 -1,1 	  
14:30 23.01.2019 	 0,19 	 -6999 	 -6999 	 4 	 5 	 79 	 1004 	 -1,1 	  
14:20 23.01.2019 	 0,14 	 -6999 	 -6999 	 5 	 6 	 77 	 1004 	 -1,6 	  
14:10 23.01.2019 	 0,1 	 -6999 	 -6999 	 5 	 6 	 76 	 1004 	 -1,5 	  
14:00 23.01.2019 	 0,07 	 -6999 	 -6999 	 5 	 6 	 78 	 1004 	 -1,4 	  
13:50 23.01.2019 	 0,06 	 -6999 	 -6999 	 5 	 5 	 81 	 1004 	 -1,5 	  
13:40 23.01.2019 	 0,05 	 -6999 	 -6999 	 4 	 6 	 82 	 1003 	 -1,2 	  
13:30 23.01.2019 	 0,06 	 -6999 	 -6999 	 4 	 5 	 82 	 1003 	 -1,5 	  
13:20 23.01.2019 	 0,08 	 -6999 	 -6999 	 4 	 5 	 79 	 1003 	 -1,5 	  
13:10 23.01.2019 	 0,12 	 -6999 	 -6999 	 5 	 6 	 79 	 1003 	 -1,5 	  
13:00 23.01.2019 	 0,17 	 -6999 	 -6999 	 5 	 6 	 79 	 1003 	 -1,4 	  
12:50 23.01.2019 	 0,23 	 -6999 	 -6999 	 5 	 6 	 81 	 1003 	 -1,4 	  
12:40 23.01.2019 	 0,3 	 -6999 	 -6999 	 5 	 6 	 79 	 1003 	 -1,4 	  
12:30 23.01.2019 	 0,38 	 -6999 	 -6999 	 6 	 7 	 78 	 1003 	 -1,5 	  
12:20 23.01.2019 	 0,48 	 -6999 	 -6999 	 5 	 7 	 78 	 1003 	 -1,5 	  
12:10 23.01.2019 	 0,59 	 -6999 	 -6999 	 6 	 7 	 75 	 1003 	 -1,4 	  
12:00 23.01.2019 	 0,7 	 -6999 	 -6999 	 5 	 6 	 79 	 1002 	 -1,4 	  
11:50 23.01.2019 	 0,83 	 -6999 	 -6999 	 5 	 7 	 78 	 1002 	 -1,7 	  
11:40 23.01.2019 	 0,96 	 -6999 	 -6999 	 6 	 7 	 80 	 1002 	 -1,8 	  
11:30 23.01.2019 	 1,1 	 -6999 	 -6999 	 6 	 7 	 81 	 1002 	 -1,8 	  
11:20 23.01.2019 	 1,24 	 -6999 	 -6999 	 6 	 7 	 78 	 1002 	 -1,8 	  
11:10 23.01.2019 	 1,38 	 -6999 	 -6999 	 7 	 8 	 74 	 1002 	 -1,8 	  
11:00 23.01.2019 	 1,54 	 -6999 	 -6999 	 7 	 8 	 77 	 1002 	 -1,9 	  
10:50 23.01.2019 	 1,69 	 -6999 	 -6999 	 6 	 8 	 77 	 1001 	 -1,9 	  
10:40 23.01.2019 	 1,84 	 -6999 	 -6999 	 6 	 8 	 77 	 1001 	 -1,9 	  
10:30 23.01.2019 	 1,98 	 -6999 	 -6999 	 6 	 8 	 82 	 1001 	 -1,8 	  
10:20 23.01.2019 	 2,14 	 -6999 	 -6999 	 7 	 8 	 83 	 1001 	 -1,7 	  
10:10 23.01.2019 	 2,29 	 -6999 	 -6999 	 7 	 9 	 83 	 1001 	 -1,7 	  
10:00 23.01.2019 	 2,42 	 -6999 	 -6999 	 6 	 8 	 83 	 1001 	 -1,6 	  
09:50 23.01.2019 	 2,57 	 -6999 	 -6999 	 6 	 8 	 81 	 1001 	 -1,8 	  
09:40 23.01.2019 	 2,7 	 -6999 	 -6999 	 7 	 9 	 83 	 1001 	 -2,1 	  
09:30 23.01.2019 	 2,82 	 -6999 	 -6999 	 6 	 8 	 76 	 1001 	 -2 	  
09:20 23.01.2019 	 2,95 	 -6999 	 -6999 	 6 	 7 	 75 	 1001 	 -2,1 	  
09:10 23.01.2019 	 3,06 	 -6999 	 -6999 	 6 	 7 	 74 	 1000 	 -2 	  
09:00 23.01.2019 	 3,17 	 -6999 	 -6999 	 6 	 7 	 76 	 1000 	 -2 	  
08:50 23.01.2019 	 3,26 	 -6999 	 -6999 	 6 	 8 	 81 	 1000 	 -2 	  
08:40 23.01.2019 	 3,35 	 -6999 	 -6999 	 6 	 8 	 77 	 1000 	 -2,1 	  
08:30 23.01.2019 	 3,42 	 -6999 	 -6999 	 6 	 8 	 73 	 1000 	 -2,4 	  
08:20 23.01.2019 	 3,5 	 -6999 	 -6999 	 6 	 7 	 61 	 1000 	 -2,7 	  
08:10 23.01.2019 	 3,55 	 -6999 	 -6999 	 5 	 7 	 74 	 1000 	 -2,3 	  
08:00 23.01.2019 	 3,6 	 -6999 	 -6999 	 6 	 8 	 82 	 1000 	 -1,8 	  
07:50 23.01.2019 	 3,63 	 -6999 	 -6999 	 7 	 9 	 77 	 1000 	 -2,1 	  
07:40 23.01.2019 	 3,66 	 -6999 	 -6999 	 6 	 8 	 79 	 999 	 -1,9 	  
07:30 23.01.2019 	 3,67 	 -6999 	 -6999 	 7 	 8 	 83 	 999 	 -1,9 	  
07:20 23.01.2019 	 3,67 	 -6999 	 -6999 	 7 	 8 	 84 	 999 	 -1,9 	  
07:10 23.01.2019 	 3,66 	 -6999 	 -6999 	 7 	 8 	 82 	 999 	 -2,1 	  
07:00 23.01.2019 	 3,63 	 -6999 	 -6999 	 6 	 8 	 78 	 999 	 -2,1 	  
06:50 23.01.2019 	 3,6 	 -6999 	 -6999 	 6 	 7 	 83 	 999 	 -2 	  
06:40 23.01.2019 	 3,55 	 -6999 	 -6999 	 5 	 7 	 84 	 999 	 -2,1 	  
06:30 23.01.2019 	 3,5 	 -6999 	 -6999 	 6 	 7 	 78 	 999 	 -2,6 	  
06:20 23.01.2019 	 3,43 	 -6999 	 -6999 	 6 	 7 	 80 	 998 	 -2,6 	  
06:10 23.01.2019 	 3,35 	 -6999 	 -6999 	 6 	 7 	 78 	 998 	 -2,5 	  
06:00 23.01.2019 	 3,26 	 -6999 	 -6999 	 5 	 8 	 78 	 998 	 -2,1 	  
05:50 23.01.2019 	 3,16 	 -6999 	 -6999 	 6 	 7 	 75 	 998 	 -2,3 	  
05:40 23.01.2019 	 3,06 	 -6999 	 -6999 	 6 	 7 	 76 	 998 	 -2,8 	  
05:30 23.01.2019 	 2,94 	 -6999 	 -6999 	 6 	 8 	 82 	 998 	 -2,5 	  
05:20 23.01.2019 	 2,82 	 -6999 	 -6999 	 5 	 7 	 81 	 998 	 -2,4 	  
05:10 23.01.2019 	 2,68 	 -6999 	 -6999 	 6 	 7 	 75 	 998 	 -2,2 	  
05:00 23.01.2019 	 2,54 	 -6999 	 -6999 	 5 	 7 	 82 	 998 	 -1,8 	  
04:50 23.01.2019 	 2,41 	 -6999 	 -6999 	 6 	 7 	 88 	 998 	 -1,8 	  
04:40 23.01.2019 	 2,26 	 -6999 	 -6999 	 6 	 7 	 82 	 998 	 -2 	  
04:30 23.01.2019 	 2,11 	 -6999 	 -6999 	 6 	 7 	 76 	 998 	 -1,9 	  
04:20 23.01.2019 	 1,96 	 -6999 	 -6999 	 6 	 7 	 76 	 998 	 -1,5 	  
04:10 23.01.2019 	 1,81 	 -6999 	 -6999 	 5 	 7 	 83 	 998 	 -1,3 	  
04:00 23.01.2019 	 1,66 	 -6999 	 -6999 	 5 	 7 	 85 	 998 	 -1,6 	  
