 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
16:00 08.01.2019 	 1,44 	 13 	 17 	 85 	  
15:50 08.01.2019 	 1,33 	 13 	 18 	 86 	  
15:40 08.01.2019 	 1,22 	 14 	 18 	 80 	  
15:30 08.01.2019 	 1,13 	 14 	 19 	 79 	  
15:20 08.01.2019 	 1,04 	 13 	 17 	 83 	  
15:10 08.01.2019 	 0,96 	 12 	 16 	 91 	  
15:00 08.01.2019 	 0,89 	 13 	 17 	 95 	  
14:50 08.01.2019 	 0,83 	 11 	 15 	 101 	  
14:40 08.01.2019 	 0,78 	 11 	 14 	 98 	  
14:30 08.01.2019 	 0,74 	 11 	 14 	 95 	  
14:20 08.01.2019 	 0,72 	 10 	 14 	 96 	  
14:10 08.01.2019 	 0,7 	 9 	 13 	 96 	  
14:00 08.01.2019 	 0,7 	 8 	 12 	 97 	  
13:50 08.01.2019 	 0,72 	 8 	 12 	 101 	  
13:40 08.01.2019 	 0,74 	 7 	 11 	 103 	  
13:30 08.01.2019 	 0,77 	 8 	 11 	 105 	  
13:20 08.01.2019 	 0,82 	 7 	 10 	 101 	  
13:10 08.01.2019 	 0,88 	 7 	 11 	 102 	  
13:00 08.01.2019 	 0,95 	 7 	 11 	 99 	  
12:50 08.01.2019 	 1,04 	 7 	 10 	 95 	  
12:40 08.01.2019 	 1,13 	 8 	 12 	 87 	  
12:30 08.01.2019 	 1,23 	 9 	 12 	 85 	  
12:20 08.01.2019 	 1,34 	 8 	 12 	 88 	  
12:10 08.01.2019 	 1,45 	 8 	 10 	 88 	  
12:00 08.01.2019 	 1,58 	 7 	 11 	 88 	  
11:50 08.01.2019 	 1,7 	 7 	 9 	 83 	  
11:40 08.01.2019 	 1,84 	 8 	 10 	 76 	  
11:30 08.01.2019 	 1,97 	 10 	 12 	 77 	  
11:20 08.01.2019 	 2,11 	 10 	 12 	 80 	  
11:10 08.01.2019 	 2,25 	 10 	 11 	 82 	  
11:00 08.01.2019 	 2,39 	 9 	 11 	 83 	  
10:50 08.01.2019 	 2,52 	 9 	 12 	 85 	  
10:40 08.01.2019 	 2,66 	 7 	 10 	 91 	  
10:30 08.01.2019 	 2,79 	 8 	 11 	 86 	  
10:20 08.01.2019 	 2,92 	 8 	 10 	 86 	  
10:10 08.01.2019 	 3,04 	 8 	 10 	 88 	  
10:00 08.01.2019 	 3,16 	 9 	 10 	 79 	  
09:50 08.01.2019 	 3,27 	 8 	 10 	 78 	  
09:40 08.01.2019 	 3,38 	 8 	 10 	 78 	  
09:30 08.01.2019 	 3,48 	 8 	 10 	 73 	  
09:20 08.01.2019 	 3,57 	 9 	 11 	 74 	  
09:10 08.01.2019 	 3,65 	 9 	 10 	 77 	  
09:00 08.01.2019 	 3,73 	 9 	 10 	 79 	  
08:50 08.01.2019 	 3,79 	 8 	 10 	 82 	  
08:40 08.01.2019 	 3,85 	 8 	 10 	 82 	  
08:30 08.01.2019 	 3,89 	 8 	 10 	 80 	  
08:20 08.01.2019 	 3,93 	 7 	 9 	 84 	  
08:10 08.01.2019 	 3,95 	 7 	 9 	 87 	  
08:00 08.01.2019 	 3,97 	 8 	 9 	 81 	  
07:50 08.01.2019 	 3,98 	 7 	 9 	 80 	  
07:40 08.01.2019 	 3,97 	 8 	 9 	 79 	  
07:30 08.01.2019 	 3,95 	 7 	 9 	 79 	  
07:20 08.01.2019 	 3,93 	 7 	 8 	 75 	  
07:10 08.01.2019 	 3,89 	 7 	 8 	 73 	  
07:00 08.01.2019 	 3,85 	 7 	 8 	 74 	  
06:50 08.01.2019 	 3,79 	 7 	 8 	 77 	  
06:40 08.01.2019 	 3,72 	 7 	 8 	 79 	  
06:30 08.01.2019 	 3,65 	 6 	 8 	 79 	  
06:20 08.01.2019 	 3,56 	 5 	 7 	 88 	  
06:10 08.01.2019 	 3,47 	 4 	 5 	 96 	  
06:00 08.01.2019 	 3,37 	 4 	 5 	 101 	  
05:50 08.01.2019 	 3,26 	 4 	 5 	 103 	  
05:40 08.01.2019 	 3,15 	 3 	 5 	 94 	  
05:30 08.01.2019 	 3,03 	 3 	 4 	 95 	  
05:20 08.01.2019 	 2,9 	 3 	 4 	 104 	  
05:10 08.01.2019 	 2,77 	 3 	 4 	 96 	  
05:00 08.01.2019 	 2,64 	 3 	 4 	 90 	  
04:50 08.01.2019 	 2,51 	 3 	 4 	 90 	  
04:40 08.01.2019 	 2,37 	 3 	 5 	 86 	  
04:30 08.01.2019 	 2,23 	 3 	 4 	 83 	  
04:20 08.01.2019 	 2,1 	 3 	 4 	 84 	  
04:10 08.01.2019 	 1,96 	 3 	 4 	 93 	  
04:00 08.01.2019 	 1,83 	 3 	 4 	 91 	  
03:50 08.01.2019 	 1,7 	 3 	 4 	 87 	  
03:40 08.01.2019 	 1,57 	 3 	 4 	 85 	  
03:30 08.01.2019 	 1,45 	 3 	 4 	 87 	  
03:20 08.01.2019 	 1,34 	 2 	 4 	 94 	  
03:10 08.01.2019 	 1,23 	 2 	 3 	 167 	  
03:00 08.01.2019 	 1,13 	 3 	 4 	 174 	  
02:50 08.01.2019 	 1,04 	 2 	 4 	 172 	  
02:40 08.01.2019 	 0,96 	 1 	 2 	 147 	  
02:30 08.01.2019 	 0,89 	 1 	 2 	 128 	  
02:20 08.01.2019 	 0,82 	 2 	 2 	 114 	  
02:10 08.01.2019 	 0,77 	 2 	 2 	 110 	  
02:00 08.01.2019 	 0,74 	 1 	 3 	 109 	  
01:50 08.01.2019 	 0,71 	 1 	 2 	 113 	  
01:40 08.01.2019 	 0,69 	 2 	 3 	 174 	  
01:30 08.01.2019 	 0,69 	 3 	 4 	 176 	  
01:20 08.01.2019 	 0,7 	 3 	 4 	 176 	  
01:10 08.01.2019 	 0,72 	 3 	 4 	 179 	  
01:00 08.01.2019 	 0,76 	 3 	 4 	 178 	  
00:50 08.01.2019 	 0,8 	 3 	 5 	 177 	  
00:40 08.01.2019 	 0,86 	 3 	 4 	 178 	  
00:30 08.01.2019 	 0,93 	 3 	 4 	 179 	  
00:20 08.01.2019 	 1 	 3 	 4 	 178 	  
00:10 08.01.2019 	 1,09 	 3 	 4 	 181 	  
00:00 08.01.2019 	 1,19 	 3 	 4 	 176 	  
23:50 07.01.2019 	 1,29 	 3 	 4 	 184 	  
23:40 07.01.2019 	 1,4 	 2 	 3 	 190 	  
23:30 07.01.2019 	 1,51 	 2 	 4 	 185 	  
23:20 07.01.2019 	 1,63 	 3 	 3 	 184 	  
23:10 07.01.2019 	 1,76 	 2 	 3 	 221 	  
23:00 07.01.2019 	 1,88 	 2 	 4 	 246 	  
22:50 07.01.2019 	 2,01 	 3 	 6 	 247 	  
22:40 07.01.2019 	 2,14 	 4 	 6 	 250 	  
22:30 07.01.2019 	 2,26 	 4 	 6 	 252 	  
22:20 07.01.2019 	 2,39 	 4 	 5 	 253 	  
22:10 07.01.2019 	 2,51 	 5 	 7 	 255 	  
22:00 07.01.2019 	 2,63 	 5 	 7 	 260 	  
21:50 07.01.2019 	 2,75 	 4 	 6 	 265 	  
21:40 07.01.2019 	 2,86 	 4 	 7 	 265 	  
21:30 07.01.2019 	 2,97 	 4 	 6 	 266 	  
21:20 07.01.2019 	 3,07 	 4 	 6 	 266 	  
21:10 07.01.2019 	 3,16 	 4 	 7 	 268 	  
21:00 07.01.2019 	 3,25 	 4 	 6 	 268 	  
20:50 07.01.2019 	 3,33 	 5 	 7 	 274 	  
20:40 07.01.2019 	 3,4 	 5 	 7 	 277 	  
20:30 07.01.2019 	 3,46 	 5 	 7 	 272 	  
20:20 07.01.2019 	 3,51 	 6 	 8 	 273 	  
20:10 07.01.2019 	 3,56 	 7 	 8 	 281 	  
20:00 07.01.2019 	 3,6 	 6 	 8 	 278 	  
19:50 07.01.2019 	 3,62 	 5 	 9 	 272 	  
19:40 07.01.2019 	 3,64 	 6 	 9 	 275 	  
19:30 07.01.2019 	 3,64 	 7 	 10 	 274 	  
19:20 07.01.2019 	 3,64 	 6 	 9 	 269 	  
19:10 07.01.2019 	 3,63 	 7 	 11 	 266 	  
19:00 07.01.2019 	 3,6 	 7 	 10 	 270 	  
18:50 07.01.2019 	 3,57 	 7 	 11 	 265 	  
18:40 07.01.2019 	 3,52 	 7 	 10 	 265 	  
18:30 07.01.2019 	 3,47 	 7 	 11 	 266 	  
18:20 07.01.2019 	 3,4 	 7 	 10 	 267 	  
18:10 07.01.2019 	 3,33 	 7 	 11 	 262 	  
18:00 07.01.2019 	 3,25 	 7 	 10 	 264 	  
17:50 07.01.2019 	 3,16 	 7 	 10 	 268 	  
17:40 07.01.2019 	 3,06 	 8 	 12 	 261 	  
17:30 07.01.2019 	 2,96 	 7 	 11 	 258 	  
17:20 07.01.2019 	 2,85 	 8 	 11 	 261 	  
17:10 07.01.2019 	 2,73 	 7 	 10 	 256 	  
17:00 07.01.2019 	 2,61 	 7 	 10 	 264 	  
16:50 07.01.2019 	 2,49 	 8 	 12 	 259 	  
16:40 07.01.2019 	 2,36 	 9 	 12 	 259 	  
16:30 07.01.2019 	 2,23 	 8 	 12 	 262 	  
16:20 07.01.2019 	 2,1 	 7 	 10 	 260 	  
16:10 07.01.2019 	 1,97 	 8 	 11 	 256 	  
16:00 07.01.2019 	 1,85 	 7 	 11 	 261 	  
15:50 07.01.2019 	 1,72 	 8 	 12 	 258 	  
15:40 07.01.2019 	 1,6 	 7 	 10 	 259 	  
15:30 07.01.2019 	 1,48 	 7 	 11 	 262 	  
15:20 07.01.2019 	 1,36 	 8 	 13 	 267 	  
15:10 07.01.2019 	 1,26 	 8 	 12 	 265 	  
15:00 07.01.2019 	 1,16 	 7 	 11 	 273 	  
14:50 07.01.2019 	 1,06 	 6 	 10 	 275 	  
14:40 07.01.2019 	 0,98 	 7 	 10 	 280 	  
14:30 07.01.2019 	 0,9 	 8 	 10 	 284 	  
14:20 07.01.2019 	 0,84 	 8 	 11 	 285 	  
14:10 07.01.2019 	 0,78 	 5 	 9 	 272 	  
14:00 07.01.2019 	 0,74 	 6 	 8 	 279 	  
13:50 07.01.2019 	 0,71 	 5 	 8 	 283 	  
13:40 07.01.2019 	 0,69 	 7 	 8 	 288 	  
13:30 07.01.2019 	 0,69 	 8 	 10 	 291 	  
13:20 07.01.2019 	 0,69 	 9 	 12 	 287 	  
13:10 07.01.2019 	 0,71 	 10 	 12 	 290 	  
13:00 07.01.2019 	 0,74 	 10 	 12 	 289 	  
12:50 07.01.2019 	 0,79 	 10 	 13 	 286 	  
12:40 07.01.2019 	 0,84 	 10 	 12 	 289 	  
12:30 07.01.2019 	 0,91 	 10 	 13 	 291 	  
12:20 07.01.2019 	 0,99 	 10 	 12 	 290 	  
12:10 07.01.2019 	 1,08 	 11 	 14 	 288 	  
12:00 07.01.2019 	 1,18 	 11 	 14 	 285 	  
11:50 07.01.2019 	 1,29 	 9 	 13 	 287 	  
11:40 07.01.2019 	 1,4 	 10 	 12 	 293 	  
11:30 07.01.2019 	 1,52 	 11 	 14 	 288 	  
11:20 07.01.2019 	 1,65 	 10 	 14 	 290 	  
11:10 07.01.2019 	 1,78 	 10 	 11 	 294 	  
11:00 07.01.2019 	 1,92 	 10 	 13 	 294 	  
10:50 07.01.2019 	 2,06 	 11 	 15 	 287 	  
10:40 07.01.2019 	 2,2 	 10 	 14 	 294 	  
10:30 07.01.2019 	 2,34 	 11 	 14 	 296 	  
10:20 07.01.2019 	 2,47 	 9 	 12 	 298 	  
10:10 07.01.2019 	 2,61 	 9 	 11 	 296 	  
10:00 07.01.2019 	 2,75 	 9 	 12 	 297 	  
09:50 07.01.2019 	 2,88 	 10 	 13 	 298 	  
09:40 07.01.2019 	 3 	 12 	 15 	 291 	  
09:30 07.01.2019 	 3,13 	 11 	 14 	 296 	  
09:20 07.01.2019 	 3,24 	 12 	 14 	 293 	  
09:10 07.01.2019 	 3,35 	 13 	 16 	 287 	  
09:00 07.01.2019 	 3,45 	 13 	 16 	 282 	  
08:50 07.01.2019 	 3,55 	 12 	 16 	 289 	  
08:40 07.01.2019 	 3,63 	 13 	 16 	 294 	  
08:30 07.01.2019 	 3,71 	 11 	 14 	 293 	  
08:20 07.01.2019 	 3,78 	 13 	 17 	 289 	  
08:10 07.01.2019 	 3,84 	 14 	 17 	 287 	  
08:00 07.01.2019 	 3,89 	 12 	 15 	 293 	  
07:50 07.01.2019 	 3,93 	 12 	 15 	 305 	  
07:40 07.01.2019 	 3,96 	 13 	 15 	 306 	  
07:30 07.01.2019 	 3,98 	 13 	 17 	 305 	  
07:20 07.01.2019 	 3,99 	 13 	 16 	 304 	  
07:10 07.01.2019 	 3,99 	 12 	 16 	 299 	  
07:00 07.01.2019 	 3,98 	 12 	 15 	 304 	  
06:50 07.01.2019 	 3,96 	 13 	 16 	 304 	  
06:40 07.01.2019 	 3,92 	 13 	 16 	 305 	  
06:30 07.01.2019 	 3,88 	 13 	 16 	 304 	  
06:20 07.01.2019 	 3,83 	 13 	 15 	 301 	  
06:10 07.01.2019 	 3,77 	 13 	 16 	 305 	  
06:00 07.01.2019 	 3,69 	 13 	 15 	 304 	  
05:50 07.01.2019 	 3,61 	 13 	 15 	 306 	  
05:40 07.01.2019 	 3,52 	 12 	 16 	 304 	  
05:30 07.01.2019 	 3,42 	 11 	 13 	 305 	  
05:20 07.01.2019 	 3,32 	 10 	 12 	 307 	  
05:10 07.01.2019 	 3,2 	 9 	 12 	 310 	  
05:00 07.01.2019 	 3,09 	 11 	 13 	 315 	  
04:50 07.01.2019 	 2,96 	 12 	 15 	 321 	  
04:40 07.01.2019 	 2,83 	 14 	 17 	 316 	  
04:30 07.01.2019 	 2,7 	 12 	 15 	 300 	  
04:20 07.01.2019 	 2,57 	 11 	 14 	 297 	  
04:10 07.01.2019 	 2,43 	 10 	 14 	 294 	  
04:00 07.01.2019 	 2,29 	 3 	 6 	 227 	  
03:50 07.01.2019 	 2,15 	 2 	 2 	 173 	  
03:40 07.01.2019 	 2,02 	 2 	 3 	 131 	  
03:30 07.01.2019 	 1,88 	 2 	 3 	 126 	  
03:20 07.01.2019 	 1,75 	 2 	 2 	 119 	  
03:10 07.01.2019 	 1,62 	 2 	 3 	 117 	  
03:00 07.01.2019 	 1,5 	 2 	 3 	 113 	  
02:50 07.01.2019 	 1,38 	 2 	 3 	 104 	  
02:40 07.01.2019 	 1,27 	 2 	 2 	 109 	  
02:30 07.01.2019 	 1,17 	 2 	 2 	 124 	  
02:20 07.01.2019 	 1,07 	 2 	 3 	 127 	  
02:10 07.01.2019 	 0,99 	 2 	 3 	 97 	  
02:00 07.01.2019 	 0,91 	 2 	 3 	 116 	  
01:50 07.01.2019 	 0,85 	 2 	 3 	 107 	  
01:40 07.01.2019 	 0,79 	 3 	 4 	 95 	  
01:30 07.01.2019 	 0,75 	 3 	 4 	 89 	  
01:20 07.01.2019 	 0,72 	 3 	 4 	 91 	  
01:10 07.01.2019 	 0,7 	 3 	 4 	 96 	  
01:00 07.01.2019 	 0,69 	 3 	 5 	 92 	  
00:50 07.01.2019 	 0,7 	 4 	 5 	 95 	  
00:40 07.01.2019 	 0,71 	 4 	 5 	 92 	  
00:30 07.01.2019 	 0,74 	 4 	 5 	 88 	  
00:20 07.01.2019 	 0,78 	 4 	 6 	 89 	  
00:10 07.01.2019 	 0,84 	 5 	 7 	 83 	  
00:00 07.01.2019 	 0,9 	 5 	 6 	 83 	  
23:50 06.01.2019 	 0,97 	 5 	 6 	 77 	  
23:40 06.01.2019 	 1,06 	 5 	 7 	 90 	  
23:30 06.01.2019 	 1,15 	 5 	 7 	 100 	  
23:20 06.01.2019 	 1,25 	 5 	 7 	 94 	  
23:10 06.01.2019 	 1,35 	 5 	 7 	 96 	  
23:00 06.01.2019 	 1,47 	 5 	 7 	 105 	  
22:50 06.01.2019 	 1,58 	 4 	 5 	 102 	  
22:40 06.01.2019 	 1,7 	 4 	 5 	 105 	  
22:30 06.01.2019 	 1,83 	 4 	 5 	 106 	  
22:20 06.01.2019 	 1,95 	 4 	 5 	 103 	  
22:10 06.01.2019 	 2,08 	 4 	 5 	 97 	  
22:00 06.01.2019 	 2,2 	 4 	 6 	 114 	  
21:50 06.01.2019 	 2,33 	 5 	 7 	 119 	  
21:40 06.01.2019 	 2,45 	 5 	 6 	 119 	  
21:30 06.01.2019 	 2,57 	 6 	 8 	 123 	  
21:20 06.01.2019 	 2,69 	 6 	 8 	 125 	  
21:10 06.01.2019 	 2,8 	 6 	 8 	 129 	  
21:00 06.01.2019 	 2,91 	 6 	 8 	 131 	  
20:50 06.01.2019 	 3,01 	 5 	 8 	 131 	  
20:40 06.01.2019 	 3,11 	 6 	 8 	 130 	  
20:30 06.01.2019 	 3,2 	 6 	 8 	 129 	  
20:20 06.01.2019 	 3,28 	 5 	 6 	 123 	  
20:10 06.01.2019 	 3,35 	 6 	 8 	 127 	  
20:00 06.01.2019 	 3,42 	 6 	 9 	 128 	  
19:50 06.01.2019 	 3,48 	 6 	 8 	 130 	  
19:40 06.01.2019 	 3,53 	 5 	 7 	 133 	  
19:30 06.01.2019 	 3,57 	 6 	 8 	 130 	  
19:20 06.01.2019 	 3,6 	 5 	 7 	 143 	  
19:10 06.01.2019 	 3,62 	 6 	 8 	 147 	  
19:00 06.01.2019 	 3,63 	 6 	 8 	 137 	  
18:50 06.01.2019 	 3,63 	 6 	 8 	 138 	  
18:40 06.01.2019 	 3,62 	 6 	 7 	 136 	  
18:30 06.01.2019 	 3,6 	 7 	 9 	 133 	  
18:20 06.01.2019 	 3,57 	 7 	 9 	 137 	  
18:10 06.01.2019 	 3,53 	 8 	 10 	 135 	  
18:00 06.01.2019 	 3,48 	 9 	 11 	 132 	  
17:50 06.01.2019 	 3,42 	 9 	 12 	 132 	  
17:40 06.01.2019 	 3,35 	 9 	 11 	 134 	  
17:30 06.01.2019 	 3,28 	 8 	 11 	 133 	  
17:20 06.01.2019 	 3,19 	 8 	 10 	 131 	  
17:10 06.01.2019 	 3,1 	 6 	 8 	 131 	  
17:00 06.01.2019 	 3 	 6 	 9 	 132 	  
16:50 06.01.2019 	 2,89 	 5 	 8 	 131 	  
16:40 06.01.2019 	 2,78 	 6 	 8 	 135 	  
16:30 06.01.2019 	 2,67 	 6 	 8 	 132 	  
16:20 06.01.2019 	 2,55 	 6 	 8 	 140 	  
16:10 06.01.2019 	 2,42 	 7 	 10 	 146 	  
16:00 06.01.2019 	 2,29 	 7 	 10 	 148 	  
15:50 06.01.2019 	 2,17 	 6 	 7 	 144 	  
15:40 06.01.2019 	 2,04 	 6 	 9 	 149 	  
15:30 06.01.2019 	 1,91 	 7 	 10 	 152 	  
15:20 06.01.2019 	 1,78 	 6 	 9 	 147 	  
15:10 06.01.2019 	 1,66 	 7 	 12 	 156 	  
15:00 06.01.2019 	 1,54 	 7 	 11 	 150 	  
14:50 06.01.2019 	 1,43 	 6 	 8 	 142 	  
14:40 06.01.2019 	 1,32 	 7 	 9 	 138 	  
14:30 06.01.2019 	 1,21 	 6 	 9 	 141 	  
14:20 06.01.2019 	 1,12 	 6 	 8 	 142 	  
14:10 06.01.2019 	 1,03 	 5 	 7 	 144 	  
14:00 06.01.2019 	 0,95 	 6 	 9 	 151 	  
13:50 06.01.2019 	 0,88 	 7 	 10 	 151 	  
13:40 06.01.2019 	 0,82 	 6 	 9 	 145 	  
13:30 06.01.2019 	 0,78 	 7 	 10 	 141 	  
13:20 06.01.2019 	 0,74 	 6 	 8 	 142 	  
13:10 06.01.2019 	 0,72 	 7 	 10 	 148 	  
13:00 06.01.2019 	 0,71 	 6 	 9 	 153 	  
12:50 06.01.2019 	 0,71 	 6 	 9 	 155 	  
12:40 06.01.2019 	 0,72 	 6 	 8 	 155 	  
12:30 06.01.2019 	 0,75 	 6 	 8 	 155 	  
12:20 06.01.2019 	 0,78 	 5 	 7 	 155 	  
12:10 06.01.2019 	 0,84 	 7 	 10 	 157 	  
12:00 06.01.2019 	 0,9 	 5 	 7 	 150 	  
11:50 06.01.2019 	 0,97 	 4 	 6 	 155 	  
11:40 06.01.2019 	 1,05 	 5 	 7 	 173 	  
11:30 06.01.2019 	 1,15 	 4 	 7 	 139 	  
11:20 06.01.2019 	 1,25 	 3 	 4 	 131 	  
11:10 06.01.2019 	 1,36 	 2 	 3 	 155 	  
11:00 06.01.2019 	 1,48 	 2 	 4 	 199 	  
10:50 06.01.2019 	 1,6 	 3 	 6 	 206 	  
10:40 06.01.2019 	 1,73 	 4 	 7 	 195 	  
10:30 06.01.2019 	 1,86 	 5 	 11 	 174 	  
10:20 06.01.2019 	 1,99 	 5 	 7 	 175 	  
10:10 06.01.2019 	 2,13 	 4 	 7 	 182 	  
10:00 06.01.2019 	 2,27 	 4 	 7 	 186 	  
09:50 06.01.2019 	 2,4 	 4 	 6 	 186 	  
09:40 06.01.2019 	 2,54 	 4 	 5 	 173 	  
09:30 06.01.2019 	 2,67 	 3 	 8 	 180 	  
09:20 06.01.2019 	 2,81 	 4 	 6 	 179 	  
09:10 06.01.2019 	 2,93 	 5 	 6 	 168 	  
09:00 06.01.2019 	 3,05 	 5 	 6 	 180 	  
08:50 06.01.2019 	 3,17 	 4 	 6 	 187 	  
08:40 06.01.2019 	 3,28 	 4 	 7 	 192 	  
08:30 06.01.2019 	 3,39 	 5 	 7 	 190 	  
08:20 06.01.2019 	 3,48 	 4 	 6 	 185 	  
08:10 06.01.2019 	 3,57 	 5 	 7 	 179 	  
08:00 06.01.2019 	 3,65 	 5 	 7 	 182 	  
07:50 06.01.2019 	 3,73 	 5 	 8 	 178 	  
07:40 06.01.2019 	 3,79 	 6 	 9 	 172 	  
07:30 06.01.2019 	 3,84 	 5 	 7 	 179 	  
07:20 06.01.2019 	 3,89 	 5 	 8 	 187 	  
07:10 06.01.2019 	 3,92 	 7 	 11 	 200 	  
07:00 06.01.2019 	 3,94 	 6 	 9 	 206 	  
06:50 06.01.2019 	 3,96 	 6 	 9 	 204 	  
06:40 06.01.2019 	 3,96 	 6 	 9 	 201 	  
06:30 06.01.2019 	 3,96 	 6 	 10 	 203 	  
06:20 06.01.2019 	 3,94 	 5 	 10 	 201 	  
06:10 06.01.2019 	 3,91 	 5 	 9 	 198 	  
06:00 06.01.2019 	 3,87 	 5 	 7 	 187 	  
05:50 06.01.2019 	 3,83 	 5 	 9 	 185 	  
05:40 06.01.2019 	 3,77 	 5 	 8 	 192 	  
05:30 06.01.2019 	 3,7 	 7 	 11 	 207 	  
05:20 06.01.2019 	 3,63 	 7 	 11 	 210 	  
05:10 06.01.2019 	 3,54 	 7 	 10 	 214 	  
05:00 06.01.2019 	 3,45 	 10 	 19 	 218 	  
04:50 06.01.2019 	 3,35 	 7 	 19 	 196 	  
04:40 06.01.2019 	 3,24 	 4 	 7 	 192 	  
04:30 06.01.2019 	 3,13 	 5 	 8 	 198 	  
04:20 06.01.2019 	 3,01 	 5 	 8 	 199 	  
04:10 06.01.2019 	 2,88 	 6 	 10 	 207 	  
04:00 06.01.2019 	 2,76 	 8 	 12 	 214 	  
03:50 06.01.2019 	 2,62 	 7 	 11 	 197 	  
03:40 06.01.2019 	 2,49 	 6 	 9 	 186 	  
03:30 06.01.2019 	 2,36 	 5 	 7 	 191 	  
03:20 06.01.2019 	 2,22 	 5 	 9 	 200 	  
03:10 06.01.2019 	 2,08 	 7 	 11 	 206 	  
03:00 06.01.2019 	 1,95 	 7 	 12 	 209 	  
02:50 06.01.2019 	 1,82 	 8 	 11 	 221 	  
02:40 06.01.2019 	 1,69 	 9 	 17 	 205 	  
02:30 06.01.2019 	 1,57 	 6 	 10 	 196 	  
02:20 06.01.2019 	 1,45 	 7 	 11 	 196 	  
02:10 06.01.2019 	 1,34 	 7 	 11 	 197 	  
02:00 06.01.2019 	 1,24 	 7 	 12 	 198 	  
01:50 06.01.2019 	 1,14 	 7 	 10 	 197 	  
01:40 06.01.2019 	 1,05 	 8 	 13 	 199 	  
01:30 06.01.2019 	 0,97 	 5 	 8 	 193 	  
01:20 06.01.2019 	 0,9 	 5 	 8 	 190 	  
01:10 06.01.2019 	 0,85 	 5 	 8 	 189 	  
01:00 06.01.2019 	 0,8 	 6 	 10 	 189 	  
00:50 06.01.2019 	 0,76 	 5 	 9 	 192 	  
00:40 06.01.2019 	 0,74 	 6 	 10 	 204 	  
00:30 06.01.2019 	 0,73 	 5 	 8 	 196 	  
00:20 06.01.2019 	 0,73 	 5 	 8 	 192 	  
00:10 06.01.2019 	 0,74 	 6 	 11 	 205 	  
00:00 06.01.2019 	 0,76 	 9 	 15 	 210 	  
23:50 05.01.2019 	 0,8 	 7 	 12 	 194 	  
23:40 05.01.2019 	 0,85 	 8 	 13 	 196 	  
23:30 05.01.2019 	 0,9 	 6 	 11 	 193 	  
23:20 05.01.2019 	 0,97 	 5 	 8 	 197 	  
23:10 05.01.2019 	 1,04 	 5 	 9 	 201 	  
23:00 05.01.2019 	 1,13 	 5 	 8 	 188 	  
22:50 05.01.2019 	 1,22 	 5 	 8 	 193 	  
22:40 05.01.2019 	 1,32 	 5 	 9 	 192 	  
22:30 05.01.2019 	 1,43 	 6 	 10 	 199 	  
22:20 05.01.2019 	 1,54 	 8 	 16 	 201 	  
22:10 05.01.2019 	 1,65 	 6 	 10 	 199 	  
22:00 05.01.2019 	 1,77 	 5 	 8 	 197 	  
21:50 05.01.2019 	 1,89 	 6 	 10 	 196 	  
21:40 05.01.2019 	 2,01 	 6 	 10 	 192 	  
21:30 05.01.2019 	 2,13 	 7 	 11 	 195 	  
21:20 05.01.2019 	 2,26 	 8 	 11 	 213 	  
21:10 05.01.2019 	 2,38 	 7 	 13 	 200 	  
21:00 05.01.2019 	 2,49 	 5 	 9 	 199 	  
20:50 05.01.2019 	 2,61 	 5 	 7 	 205 	  
20:40 05.01.2019 	 2,72 	 5 	 7 	 211 	  
20:30 05.01.2019 	 2,83 	 6 	 10 	 218 	  
20:20 05.01.2019 	 2,93 	 7 	 14 	 203 	  
20:10 05.01.2019 	 3,03 	 5 	 7 	 189 	  
20:00 05.01.2019 	 3,12 	 6 	 11 	 186 	  
19:50 05.01.2019 	 3,2 	 6 	 10 	 212 	  
19:40 05.01.2019 	 3,28 	 5 	 8 	 239 	  
19:30 05.01.2019 	 3,34 	 7 	 12 	 237 	  
19:20 05.01.2019 	 3,4 	 6 	 9 	 227 	  
19:10 05.01.2019 	 3,46 	 7 	 12 	 227 	  
19:00 05.01.2019 	 3,5 	 7 	 11 	 234 	  
18:50 05.01.2019 	 3,53 	 6 	 11 	 241 	  
18:40 05.01.2019 	 3,56 	 6 	 12 	 244 	  
18:30 05.01.2019 	 3,57 	 7 	 14 	 249 	  
18:20 05.01.2019 	 3,58 	 10 	 18 	 254 	  
18:10 05.01.2019 	 3,58 	 5 	 9 	 246 	  
18:00 05.01.2019 	 3,56 	 5 	 9 	 245 	  
17:50 05.01.2019 	 3,54 	 6 	 10 	 243 	  
17:40 05.01.2019 	 3,51 	 7 	 11 	 244 	  
17:30 05.01.2019 	 3,46 	 8 	 14 	 241 	  
17:20 05.01.2019 	 3,41 	 8 	 13 	 235 	  
17:10 05.01.2019 	 3,35 	 9 	 15 	 237 	  
17:00 05.01.2019 	 3,28 	 9 	 13 	 232 	  
16:50 05.01.2019 	 3,21 	 9 	 14 	 230 	  
16:40 05.01.2019 	 3,12 	 7 	 12 	 234 	  
16:30 05.01.2019 	 3,03 	 7 	 12 	 244 	  
16:20 05.01.2019 	 2,93 	 10 	 16 	 236 	  
16:10 05.01.2019 	 2,83 	 8 	 15 	 218 	  
16:00 05.01.2019 	 2,72 	 7 	 11 	 236 	  
15:50 05.01.2019 	 2,6 	 5 	 9 	 232 	  
15:40 05.01.2019 	 2,49 	 5 	 9 	 222 	  
15:30 05.01.2019 	 2,36 	 9 	 16 	 236 	  
