 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	
08:10 21.01.2019 	 3,7 	 2 	 3 	 168 	  
08:00 21.01.2019 	 3,82 	 2 	 2 	 172 	  
07:50 21.01.2019 	 3,93 	 2 	 3 	 169 	  
07:40 21.01.2019 	 4,03 	 2 	 3 	 192 	  
07:30 21.01.2019 	 4,12 	 3 	 4 	 171 	  
07:20 21.01.2019 	 4,19 	 3 	 4 	 124 	  
07:10 21.01.2019 	 4,26 	 4 	 6 	 127 	  
07:00 21.01.2019 	 4,31 	 4 	 6 	 101 	  
06:50 21.01.2019 	 4,35 	 3 	 5 	 105 	  
06:40 21.01.2019 	 4,38 	 4 	 5 	 107 	  
06:30 21.01.2019 	 4,39 	 5 	 6 	 116 	  
06:20 21.01.2019 	 4,39 	 4 	 6 	 96 	  
06:10 21.01.2019 	 4,38 	 4 	 5 	 93 	  
06:00 21.01.2019 	 4,36 	 3 	 5 	 96 	  
05:50 21.01.2019 	 4,32 	 4 	 5 	 86 	  
05:40 21.01.2019 	 4,27 	 4 	 5 	 92 	  
05:30 21.01.2019 	 4,2 	 3 	 4 	 103 	  
05:20 21.01.2019 	 4,12 	 2 	 3 	 133 	  
05:10 21.01.2019 	 4,04 	 1 	 2 	 136 	  
05:00 21.01.2019 	 3,93 	 1 	 2 	 125 	  
04:50 21.01.2019 	 3,82 	 2 	 3 	 149 	  
04:40 21.01.2019 	 3,7 	 3 	 7 	 187 	  
04:30 21.01.2019 	 3,57 	 3 	 4 	 149 	  
04:20 21.01.2019 	 3,43 	 2 	 3 	 102 	  
04:10 21.01.2019 	 3,28 	 2 	 3 	 94 	  
04:00 21.01.2019 	 3,13 	 3 	 4 	 96 	  
03:50 21.01.2019 	 2,97 	 4 	 5 	 116 	  
03:40 21.01.2019 	 2,8 	 4 	 5 	 130 	  
03:30 21.01.2019 	 2,63 	 4 	 6 	 147 	  
03:20 21.01.2019 	 2,46 	 4 	 7 	 127 	  
03:10 21.01.2019 	 2,29 	 3 	 4 	 111 	  
03:00 21.01.2019 	 2,12 	 2 	 3 	 110 	  
02:50 21.01.2019 	 1,95 	 2 	 3 	 139 	  
02:40 21.01.2019 	 1,78 	 3 	 4 	 149 	  
02:30 21.01.2019 	 1,61 	 3 	 4 	 151 	  
02:20 21.01.2019 	 1,46 	 3 	 4 	 115 	  
02:10 21.01.2019 	 1,3 	 3 	 4 	 116 	  
02:00 21.01.2019 	 1,16 	 3 	 4 	 132 	  
01:50 21.01.2019 	 1,02 	 3 	 4 	 130 	  
01:40 21.01.2019 	 0,89 	 3 	 4 	 141 	  
01:30 21.01.2019 	 0,78 	 3 	 4 	 159 	  
01:20 21.01.2019 	 0,68 	 2 	 4 	 178 	  
01:10 21.01.2019 	 0,58 	 3 	 5 	 181 	  
01:00 21.01.2019 	 0,51 	 4 	 7 	 180 	  
00:50 21.01.2019 	 0,44 	 5 	 9 	 182 	  
00:40 21.01.2019 	 0,39 	 4 	 5 	 145 	  
00:30 21.01.2019 	 0,36 	 3 	 5 	 144 	  
00:20 21.01.2019 	 0,34 	 4 	 6 	 164 	  
00:10 21.01.2019 	 0,33 	 4 	 6 	 173 	  
00:00 21.01.2019 	 0,34 	 4 	 6 	 194 	  
23:50 20.01.2019 	 0,37 	 5 	 8 	 180 	  
23:40 20.01.2019 	 0,41 	 4 	 6 	 163 	  
23:30 20.01.2019 	 0,46 	 4 	 5 	 175 	  
23:20 20.01.2019 	 0,52 	 5 	 8 	 197 	  
23:10 20.01.2019 	 0,6 	 4 	 6 	 188 	  
23:00 20.01.2019 	 0,69 	 5 	 9 	 194 	  
22:50 20.01.2019 	 0,8 	 6 	 10 	 200 	  
22:40 20.01.2019 	 0,91 	 5 	 9 	 189 	  
22:30 20.01.2019 	 1,03 	 4 	 6 	 177 	  
22:20 20.01.2019 	 1,16 	 4 	 7 	 188 	  
22:10 20.01.2019 	 1,29 	 4 	 7 	 195 	  
22:00 20.01.2019 	 1,43 	 4 	 6 	 183 	  
21:50 20.01.2019 	 1,58 	 3 	 7 	 146 	  
21:40 20.01.2019 	 1,72 	 4 	 6 	 100 	  
21:30 20.01.2019 	 1,87 	 4 	 6 	 87 	  
21:20 20.01.2019 	 2,02 	 4 	 5 	 92 	  
21:10 20.01.2019 	 2,18 	 3 	 6 	 156 	  
21:00 20.01.2019 	 2,33 	 7 	 15 	 155 	  
20:50 20.01.2019 	 2,47 	 14 	 20 	 111 	  
20:40 20.01.2019 	 2,62 	 12 	 16 	 104 	  
20:30 20.01.2019 	 2,76 	 13 	 18 	 105 	  
20:20 20.01.2019 	 2,89 	 14 	 20 	 106 	  
20:10 20.01.2019 	 3,02 	 16 	 21 	 105 	  
20:00 20.01.2019 	 3,15 	 15 	 20 	 105 	  
19:50 20.01.2019 	 3,26 	 15 	 20 	 106 	  
19:40 20.01.2019 	 3,37 	 14 	 20 	 105 	  
19:30 20.01.2019 	 3,47 	 14 	 18 	 105 	  
19:20 20.01.2019 	 3,56 	 14 	 19 	 106 	  
19:10 20.01.2019 	 3,64 	 15 	 19 	 105 	  
19:00 20.01.2019 	 3,71 	 15 	 20 	 105 	  
18:50 20.01.2019 	 3,77 	 14 	 18 	 100 	  
18:40 20.01.2019 	 3,82 	 12 	 17 	 101 	  
18:30 20.01.2019 	 3,86 	 12 	 18 	 104 	  
18:20 20.01.2019 	 3,88 	 12 	 17 	 103 	  
18:10 20.01.2019 	 3,9 	 11 	 17 	 101 	  
18:00 20.01.2019 	 3,9 	 10 	 13 	 91 	  
17:50 20.01.2019 	 3,89 	 10 	 14 	 91 	  
17:40 20.01.2019 	 3,87 	 9 	 13 	 97 	  
17:30 20.01.2019 	 3,84 	 9 	 11 	 96 	  
17:20 20.01.2019 	 3,8 	 9 	 12 	 99 	  
17:10 20.01.2019 	 3,74 	 8 	 10 	 106 	  
17:00 20.01.2019 	 3,68 	 7 	 9 	 106 	  
16:50 20.01.2019 	 3,6 	 6 	 8 	 100 	  
16:40 20.01.2019 	 3,52 	 7 	 8 	 92 	  
16:30 20.01.2019 	 3,42 	 6 	 8 	 95 	  
16:20 20.01.2019 	 3,31 	 6 	 8 	 94 	  
16:10 20.01.2019 	 3,2 	 6 	 8 	 96 	  
16:00 20.01.2019 	 3,08 	 6 	 7 	 109 	  
15:50 20.01.2019 	 2,95 	 6 	 7 	 112 	  
15:40 20.01.2019 	 2,82 	 5 	 7 	 119 	  
15:30 20.01.2019 	 2,68 	 5 	 6 	 134 	  
15:20 20.01.2019 	 2,54 	 5 	 7 	 137 	  
15:10 20.01.2019 	 2,39 	 6 	 7 	 141 	  
15:00 20.01.2019 	 2,24 	 5 	 7 	 157 	  
14:50 20.01.2019 	 2,09 	 4 	 6 	 181 	  
14:40 20.01.2019 	 1,95 	 6 	 11 	 182 	  
14:30 20.01.2019 	 1,8 	 5 	 11 	 177 	  
14:20 20.01.2019 	 1,65 	 5 	 7 	 175 	  
14:10 20.01.2019 	 1,51 	 5 	 7 	 164 	  
14:00 20.01.2019 	 1,38 	 5 	 8 	 165 	  
13:50 20.01.2019 	 1,25 	 5 	 8 	 162 	  
13:40 20.01.2019 	 1,12 	 5 	 7 	 168 	  
13:30 20.01.2019 	 1,01 	 5 	 7 	 185 	  
13:20 20.01.2019 	 0,9 	 5 	 8 	 192 	  
13:10 20.01.2019 	 0,81 	 8 	 14 	 198 	  
13:00 20.01.2019 	 0,72 	 4 	 7 	 185 	  
12:50 20.01.2019 	 0,65 	 5 	 8 	 184 	  
12:40 20.01.2019 	 0,59 	 7 	 12 	 216 	  
12:30 20.01.2019 	 0,54 	 7 	 10 	 217 	  
12:20 20.01.2019 	 0,51 	 7 	 11 	 236 	  
12:10 20.01.2019 	 0,48 	 9 	 14 	 236 	  
12:00 20.01.2019 	 0,48 	 9 	 15 	 233 	  
11:50 20.01.2019 	 0,48 	 8 	 15 	 232 	  
11:40 20.01.2019 	 0,5 	 10 	 16 	 213 	  
11:30 20.01.2019 	 0,53 	 9 	 14 	 230 	  
11:20 20.01.2019 	 0,58 	 10 	 15 	 221 	  
11:10 20.01.2019 	 0,64 	 11 	 16 	 220 	  
11:00 20.01.2019 	 0,71 	 11 	 16 	 221 	  
10:50 20.01.2019 	 0,79 	 8 	 15 	 216 	  
10:40 20.01.2019 	 0,89 	 6 	 11 	 172 	  
10:30 20.01.2019 	 0,99 	 6 	 10 	 202 	  
10:20 20.01.2019 	 1,1 	 7 	 12 	 219 	  
10:10 20.01.2019 	 1,22 	 9 	 14 	 230 	  
10:00 20.01.2019 	 1,35 	 10 	 16 	 226 	  
09:50 20.01.2019 	 1,49 	 10 	 15 	 220 	  
09:40 20.01.2019 	 1,63 	 10 	 16 	 221 	  
09:30 20.01.2019 	 1,77 	 5 	 8 	 215 	  
09:20 20.01.2019 	 1,92 	 5 	 9 	 223 	  
09:10 20.01.2019 	 2,07 	 7 	 11 	 209 	  
09:00 20.01.2019 	 2,22 	 10 	 17 	 203 	  
08:50 20.01.2019 	 2,37 	 12 	 19 	 216 	  
08:40 20.01.2019 	 2,52 	 8 	 12 	 238 	  
08:30 20.01.2019 	 2,67 	 7 	 13 	 224 	  
08:20 20.01.2019 	 2,81 	 6 	 9 	 187 	  
08:10 20.01.2019 	 2,96 	 5 	 9 	 186 	  
08:00 20.01.2019 	 3,09 	 5 	 8 	 194 	  
07:50 20.01.2019 	 3,22 	 7 	 11 	 203 	  
07:40 20.01.2019 	 3,35 	 9 	 14 	 217 	  
07:30 20.01.2019 	 3,47 	 9 	 15 	 218 	  
07:20 20.01.2019 	 3,58 	 7 	 12 	 205 	  
07:10 20.01.2019 	 3,68 	 6 	 8 	 169 	  
07:00 20.01.2019 	 3,77 	 5 	 8 	 188 	  
06:50 20.01.2019 	 3,86 	 6 	 9 	 210 	  
06:40 20.01.2019 	 3,93 	 6 	 11 	 215 	  
06:30 20.01.2019 	 4 	 6 	 10 	 209 	  
06:20 20.01.2019 	 4,05 	 6 	 9 	 182 	  
06:10 20.01.2019 	 4,09 	 5 	 7 	 172 	  
06:00 20.01.2019 	 4,12 	 5 	 7 	 180 	  
05:50 20.01.2019 	 4,14 	 7 	 11 	 190 	  
05:40 20.01.2019 	 4,15 	 8 	 14 	 214 	  
05:30 20.01.2019 	 4,15 	 8 	 15 	 214 	  
05:20 20.01.2019 	 4,14 	 5 	 10 	 204 	  
05:10 20.01.2019 	 4,11 	 7 	 16 	 218 	  
05:00 20.01.2019 	 4,07 	 8 	 11 	 217 	  
04:50 20.01.2019 	 4,02 	 6 	 10 	 225 	  
04:40 20.01.2019 	 3,96 	 7 	 11 	 223 	  
04:30 20.01.2019 	 3,89 	 5 	 9 	 224 	  
04:20 20.01.2019 	 3,81 	 7 	 13 	 215 	  
04:10 20.01.2019 	 3,71 	 5 	 8 	 173 	  
04:00 20.01.2019 	 3,61 	 5 	 8 	 185 	  
03:50 20.01.2019 	 3,5 	 6 	 8 	 201 	  
03:40 20.01.2019 	 3,38 	 8 	 17 	 211 	  
03:30 20.01.2019 	 3,26 	 9 	 14 	 216 	  
03:20 20.01.2019 	 3,12 	 4 	 10 	 192 	  
03:10 20.01.2019 	 2,98 	 4 	 8 	 185 	  
03:00 20.01.2019 	 2,84 	 5 	 8 	 190 	  
02:50 20.01.2019 	 2,69 	 5 	 9 	 205 	  
02:40 20.01.2019 	 2,54 	 6 	 9 	 224 	  
02:30 20.01.2019 	 2,39 	 6 	 12 	 223 	  
02:20 20.01.2019 	 2,24 	 8 	 12 	 202 	  
02:10 20.01.2019 	 2,08 	 5 	 9 	 165 	  
02:00 20.01.2019 	 1,93 	 4 	 7 	 186 	  
01:50 20.01.2019 	 1,79 	 4 	 6 	 198 	  
01:40 20.01.2019 	 1,64 	 6 	 10 	 185 	  
01:30 20.01.2019 	 1,51 	 8 	 14 	 186 	  
01:20 20.01.2019 	 1,37 	 8 	 14 	 192 	  
01:10 20.01.2019 	 1,25 	 7 	 12 	 180 	  
01:00 20.01.2019 	 1,13 	 4 	 7 	 166 	  
00:50 20.01.2019 	 1,03 	 4 	 7 	 168 	  
00:40 20.01.2019 	 0,93 	 4 	 5 	 149 	  
00:30 20.01.2019 	 0,84 	 4 	 5 	 157 	  
00:20 20.01.2019 	 0,77 	 4 	 5 	 166 	  
00:10 20.01.2019 	 0,7 	 3 	 5 	 189 	  
00:00 20.01.2019 	 0,65 	 3 	 7 	 181 	  
23:50 19.01.2019 	 0,61 	 7 	 13 	 191 	  
23:40 19.01.2019 	 0,59 	 4 	 6 	 171 	  
23:30 19.01.2019 	 0,57 	 4 	 6 	 164 	  
23:20 19.01.2019 	 0,57 	 4 	 6 	 176 	  
23:10 19.01.2019 	 0,59 	 4 	 8 	 212 	  
23:00 19.01.2019 	 0,61 	 7 	 12 	 216 	  
22:50 19.01.2019 	 0,65 	 6 	 10 	 216 	  
22:40 19.01.2019 	 0,7 	 6 	 10 	 223 	  
22:30 19.01.2019 	 0,76 	 6 	 10 	 218 	  
22:20 19.01.2019 	 0,83 	 5 	 8 	 166 	  
22:10 19.01.2019 	 0,91 	 4 	 6 	 166 	  
22:00 19.01.2019 	 1 	 4 	 6 	 180 	  
21:50 19.01.2019 	 1,1 	 5 	 9 	 201 	  
21:40 19.01.2019 	 1,21 	 7 	 11 	 204 	  
21:30 19.01.2019 	 1,32 	 3 	 4 	 127 	  
21:20 19.01.2019 	 1,44 	 3 	 4 	 108 	  
21:10 19.01.2019 	 1,56 	 3 	 5 	 117 	  
21:00 19.01.2019 	 1,68 	 4 	 6 	 118 	  
20:50 19.01.2019 	 1,81 	 4 	 6 	 109 	  
20:40 19.01.2019 	 1,94 	 4 	 5 	 111 	  
20:30 19.01.2019 	 2,07 	 3 	 4 	 113 	  
20:20 19.01.2019 	 2,2 	 2 	 3 	 126 	  
20:10 19.01.2019 	 2,33 	 2 	 3 	 153 	  
20:00 19.01.2019 	 2,46 	 1 	 2 	 245 	  
19:50 19.01.2019 	 2,59 	 2 	 4 	 225 	  
19:40 19.01.2019 	 2,71 	 5 	 8 	 226 	  
19:30 19.01.2019 	 2,82 	 7 	 11 	 221 	  
19:20 19.01.2019 	 2,93 	 4 	 9 	 199 	  
19:10 19.01.2019 	 3,04 	 5 	 10 	 173 	  
19:00 19.01.2019 	 3,14 	 3 	 4 	 135 	  
18:50 19.01.2019 	 3,23 	 3 	 4 	 161 	  
18:40 19.01.2019 	 3,31 	 3 	 5 	 163 	  
18:30 19.01.2019 	 3,39 	 3 	 4 	 160 	  
18:20 19.01.2019 	 3,46 	 3 	 4 	 157 	  
18:10 19.01.2019 	 3,52 	 4 	 5 	 134 	  
18:00 19.01.2019 	 3,57 	 3 	 5 	 118 	  
17:50 19.01.2019 	 3,61 	 3 	 5 	 123 	  
17:40 19.01.2019 	 3,64 	 3 	 5 	 134 	  
17:30 19.01.2019 	 3,66 	 3 	 4 	 141 	  
17:20 19.01.2019 	 3,67 	 3 	 5 	 143 	  
17:10 19.01.2019 	 3,67 	 4 	 6 	 144 	  
17:00 19.01.2019 	 3,67 	 5 	 6 	 135 	  
16:50 19.01.2019 	 3,65 	 4 	 6 	 151 	  
16:40 19.01.2019 	 3,62 	 5 	 7 	 165 	  
16:30 19.01.2019 	 3,58 	 6 	 8 	 180 	  
16:20 19.01.2019 	 3,53 	 5 	 9 	 200 	  
16:10 19.01.2019 	 3,47 	 3 	 5 	 151 	  
16:00 19.01.2019 	 3,41 	 2 	 3 	 129 	  
15:50 19.01.2019 	 3,33 	 3 	 4 	 128 	  
15:40 19.01.2019 	 3,25 	 3 	 5 	 111 	  
15:30 19.01.2019 	 3,16 	 3 	 5 	 114 	  
15:20 19.01.2019 	 3,06 	 3 	 4 	 117 	  
15:10 19.01.2019 	 2,95 	 4 	 6 	 111 	  
15:00 19.01.2019 	 2,84 	 3 	 5 	 117 	  
14:50 19.01.2019 	 2,73 	 4 	 5 	 108 	  
14:40 19.01.2019 	 2,61 	 4 	 5 	 107 	  
14:30 19.01.2019 	 2,48 	 4 	 5 	 107 	  
14:20 19.01.2019 	 2,36 	 4 	 5 	 99 	  
14:10 19.01.2019 	 2,23 	 4 	 5 	 93 	  
14:00 19.01.2019 	 2,1 	 4 	 5 	 97 	  
13:50 19.01.2019 	 1,97 	 4 	 5 	 96 	  
13:40 19.01.2019 	 1,85 	 4 	 5 	 94 	  
13:30 19.01.2019 	 1,73 	 4 	 5 	 87 	  
13:20 19.01.2019 	 1,61 	 3 	 4 	 108 	  
13:10 19.01.2019 	 1,49 	 3 	 4 	 120 	  
13:00 19.01.2019 	 1,39 	 2 	 4 	 139 	  
12:50 19.01.2019 	 1,28 	 2 	 4 	 155 	  
12:40 19.01.2019 	 1,19 	 3 	 4 	 159 	  
12:30 19.01.2019 	 1,1 	 2 	 4 	 194 	  
12:20 19.01.2019 	 1,02 	 3 	 5 	 199 	  
12:10 19.01.2019 	 0,96 	 3 	 5 	 220 	  
12:00 19.01.2019 	 0,9 	 2 	 3 	 203 	  
11:50 19.01.2019 	 0,85 	 3 	 5 	 223 	  
11:40 19.01.2019 	 0,81 	 3 	 6 	 226 	  
11:30 19.01.2019 	 0,78 	 3 	 5 	 231 	  
11:20 19.01.2019 	 0,77 	 3 	 5 	 236 	  
11:10 19.01.2019 	 0,77 	 3 	 8 	 236 	  
11:00 19.01.2019 	 0,77 	 4 	 6 	 226 	  
10:50 19.01.2019 	 0,79 	 4 	 5 	 227 	  
10:40 19.01.2019 	 0,82 	 4 	 6 	 206 	  
10:30 19.01.2019 	 0,86 	 4 	 7 	 210 	  
10:20 19.01.2019 	 0,91 	 5 	 9 	 204 	  
10:10 19.01.2019 	 0,97 	 7 	 10 	 212 	  
10:00 19.01.2019 	 1,05 	 7 	 13 	 194 	  
09:50 19.01.2019 	 1,13 	 12 	 19 	 143 	  
09:40 19.01.2019 	 1,21 	 12 	 17 	 130 	  
09:30 19.01.2019 	 1,31 	 12 	 19 	 124 	  
09:20 19.01.2019 	 1,41 	 13 	 20 	 127 	  
09:10 19.01.2019 	 1,52 	 13 	 19 	 128 	  
09:00 19.01.2019 	 1,63 	 13 	 19 	 124 	  
08:50 19.01.2019 	 1,75 	 13 	 19 	 126 	  
08:40 19.01.2019 	 1,87 	 14 	 21 	 127 	  
08:30 19.01.2019 	 2 	 12 	 20 	 122 	  
08:20 19.01.2019 	 2,12 	 12 	 19 	 122 	  
08:10 19.01.2019 	 2,25 	 10 	 15 	 123 	  
08:00 19.01.2019 	 2,38 	 10 	 17 	 119 	  
07:50 19.01.2019 	 2,5 	 10 	 16 	 113 	  
07:40 19.01.2019 	 2,63 	 10 	 14 	 113 	  
07:30 19.01.2019 	 2,75 	 11 	 18 	 118 	  
07:20 19.01.2019 	 2,87 	 12 	 19 	 123 	  
07:10 19.01.2019 	 2,98 	 11 	 18 	 120 	  
07:00 19.01.2019 	 3,09 	 12 	 19 	 120 	  
06:50 19.01.2019 	 3,19 	 12 	 19 	 121 	  
06:40 19.01.2019 	 3,29 	 12 	 20 	 122 	  
06:30 19.01.2019 	 3,38 	 14 	 22 	 127 	  
06:20 19.01.2019 	 3,47 	 14 	 21 	 129 	  
06:10 19.01.2019 	 3,55 	 13 	 19 	 130 	  
06:00 19.01.2019 	 3,62 	 13 	 18 	 129 	  
05:50 19.01.2019 	 3,68 	 11 	 17 	 121 	  
05:40 19.01.2019 	 3,73 	 8 	 16 	 114 	  
05:30 19.01.2019 	 3,78 	 9 	 13 	 90 	  
05:20 19.01.2019 	 3,81 	 9 	 13 	 98 	  
05:10 19.01.2019 	 3,84 	 10 	 14 	 100 	  
05:00 19.01.2019 	 3,85 	 10 	 14 	 103 	  
04:50 19.01.2019 	 3,86 	 9 	 12 	 111 	  
04:40 19.01.2019 	 3,86 	 9 	 14 	 115 	  
04:30 19.01.2019 	 3,84 	 9 	 14 	 117 	  
04:20 19.01.2019 	 3,82 	 10 	 15 	 124 	  
04:10 19.01.2019 	 3,79 	 10 	 14 	 126 	  
04:00 19.01.2019 	 3,74 	 9 	 14 	 127 	  
03:50 19.01.2019 	 3,69 	 7 	 12 	 118 	  
03:40 19.01.2019 	 3,63 	 8 	 13 	 115 	  
03:30 19.01.2019 	 3,56 	 8 	 13 	 112 	  
03:20 19.01.2019 	 3,48 	 8 	 13 	 122 	  
03:10 19.01.2019 	 3,39 	 9 	 14 	 126 	  
03:00 19.01.2019 	 3,3 	 9 	 13 	 121 	  
02:50 19.01.2019 	 3,2 	 9 	 15 	 111 	  
02:40 19.01.2019 	 3,09 	 8 	 14 	 100 	  
02:30 19.01.2019 	 2,97 	 9 	 14 	 102 	  
02:20 19.01.2019 	 2,85 	 10 	 15 	 102 	  
02:10 19.01.2019 	 2,73 	 10 	 14 	 110 	  
02:00 19.01.2019 	 2,61 	 11 	 16 	 123 	  
01:50 19.01.2019 	 2,48 	 10 	 16 	 120 	  
01:40 19.01.2019 	 2,35 	 8 	 15 	 106 	  
01:30 19.01.2019 	 2,22 	 9 	 11 	 84 	  
01:20 19.01.2019 	 2,09 	 10 	 12 	 78 	  
01:10 19.01.2019 	 1,97 	 9 	 12 	 89 	  
01:00 19.01.2019 	 1,84 	 10 	 14 	 105 	  
00:50 19.01.2019 	 1,72 	 11 	 15 	 119 	  
00:40 19.01.2019 	 1,61 	 9 	 14 	 111 	  
00:30 19.01.2019 	 1,5 	 10 	 12 	 107 	  
00:20 19.01.2019 	 1,4 	 9 	 13 	 107 	  
00:10 19.01.2019 	 1,3 	 10 	 14 	 110 	  
00:00 19.01.2019 	 1,21 	 10 	 12 	 108 	  
23:50 18.01.2019 	 1,13 	 9 	 13 	 104 	  
23:40 18.01.2019 	 1,06 	 9 	 12 	 99 	  
23:30 18.01.2019 	 1 	 10 	 13 	 102 	  
23:20 18.01.2019 	 0,95 	 10 	 13 	 95 	  
23:10 18.01.2019 	 0,91 	 10 	 13 	 98 	  
23:00 18.01.2019 	 0,88 	 10 	 13 	 105 	  
22:50 18.01.2019 	 0,85 	 11 	 14 	 115 	  
22:40 18.01.2019 	 0,84 	 12 	 15 	 121 	  
22:30 18.01.2019 	 0,84 	 10 	 14 	 118 	  
22:20 18.01.2019 	 0,85 	 9 	 12 	 113 	  
22:10 18.01.2019 	 0,87 	 9 	 13 	 111 	  
22:00 18.01.2019 	 0,91 	 8 	 13 	 111 	  
21:50 18.01.2019 	 0,95 	 8 	 12 	 108 	  
21:40 18.01.2019 	 1 	 8 	 11 	 110 	  
21:30 18.01.2019 	 1,05 	 8 	 13 	 111 	  
21:20 18.01.2019 	 1,12 	 8 	 12 	 110 	  
21:10 18.01.2019 	 1,19 	 8 	 11 	 111 	  
21:00 18.01.2019 	 1,28 	 8 	 11 	 114 	  
20:50 18.01.2019 	 1,36 	 7 	 10 	 112 	  
20:40 18.01.2019 	 1,45 	 7 	 10 	 105 	  
20:30 18.01.2019 	 1,55 	 8 	 11 	 101 	  
20:20 18.01.2019 	 1,65 	 8 	 11 	 99 	  
20:10 18.01.2019 	 1,76 	 8 	 11 	 103 	  
20:00 18.01.2019 	 1,86 	 8 	 13 	 109 	  
19:50 18.01.2019 	 1,97 	 9 	 12 	 110 	  
19:40 18.01.2019 	 2,08 	 8 	 11 	 108 	  
19:30 18.01.2019 	 2,19 	 8 	 10 	 100 	  
19:20 18.01.2019 	 2,3 	 7 	 10 	 98 	  
19:10 18.01.2019 	 2,4 	 7 	 9 	 93 	  
19:00 18.01.2019 	 2,5 	 8 	 10 	 109 	  
18:50 18.01.2019 	 2,6 	 7 	 9 	 107 	  
18:40 18.01.2019 	 2,7 	 7 	 9 	 110 	  
18:30 18.01.2019 	 2,79 	 7 	 9 	 99 	  
18:20 18.01.2019 	 2,88 	 7 	 9 	 87 	  
18:10 18.01.2019 	 2,96 	 7 	 9 	 86 	  
18:00 18.01.2019 	 3,04 	 7 	 9 	 85 	  
17:50 18.01.2019 	 3,11 	 7 	 9 	 85 	  
17:40 18.01.2019 	 3,18 	 8 	 10 	 86 	  
17:30 18.01.2019 	 3,23 	 7 	 10 	 88 	  
17:20 18.01.2019 	 3,29 	 7 	 9 	 93 	  
17:10 18.01.2019 	 3,33 	 7 	 9 	 94 	  
17:00 18.01.2019 	 3,37 	 7 	 10 	 97 	  
16:50 18.01.2019 	 3,39 	 7 	 10 	 93 	  
16:40 18.01.2019 	 3,41 	 7 	 9 	 87 	  
16:30 18.01.2019 	 3,43 	 8 	 10 	 86 	  
16:20 18.01.2019 	 3,43 	 7 	 9 	 88 	  
16:10 18.01.2019 	 3,43 	 7 	 9 	 76 	  
16:00 18.01.2019 	 3,41 	 7 	 9 	 83 	  
15:50 18.01.2019 	 3,39 	 8 	 9 	 82 	  
15:40 18.01.2019 	 3,36 	 8 	 9 	 82 	  
15:30 18.01.2019 	 3,32 	 8 	 10 	 81 	  
15:20 18.01.2019 	 3,28 	 9 	 10 	 84 	  
15:10 18.01.2019 	 3,23 	 9 	 10 	 83 	  
15:00 18.01.2019 	 3,16 	 8 	 11 	 88 	  
14:50 18.01.2019 	 3,1 	 8 	 10 	 93 	  
14:40 18.01.2019 	 3,02 	 8 	 11 	 96 	  
14:30 18.01.2019 	 2,94 	 7 	 10 	 97 	  
14:20 18.01.2019 	 2,85 	 7 	 10 	 91 	  
14:10 18.01.2019 	 2,76 	 7 	 9 	 92 	  
14:00 18.01.2019 	 2,67 	 7 	 9 	 90 	  
13:50 18.01.2019 	 2,57 	 7 	 9 	 89 	  
13:40 18.01.2019 	 2,47 	 7 	 9 	 87 	  
13:30 18.01.2019 	 2,37 	 7 	 9 	 84 	  
13:20 18.01.2019 	 2,26 	 7 	 9 	 88 	  
13:10 18.01.2019 	 2,16 	 7 	 9 	 90 	  
13:00 18.01.2019 	 2,06 	 7 	 8 	 89 	  
12:50 18.01.2019 	 1,95 	 7 	 9 	 92 	  
12:40 18.01.2019 	 1,86 	 7 	 9 	 96 	  
12:30 18.01.2019 	 1,76 	 7 	 10 	 94 	  
12:20 18.01.2019 	 1,67 	 7 	 9 	 89 	  
12:10 18.01.2019 	 1,58 	 7 	 9 	 85 	  
12:00 18.01.2019 	 1,5 	 7 	 9 	 88 	  
11:50 18.01.2019 	 1,42 	 6 	 8 	 91 	  
11:40 18.01.2019 	 1,35 	 7 	 10 	 92 	  
11:30 18.01.2019 	 1,29 	 7 	 9 	 94 	  
11:20 18.01.2019 	 1,23 	 7 	 9 	 94 	  
11:10 18.01.2019 	 1,18 	 7 	 9 	 95 	  
11:00 18.01.2019 	 1,14 	 6 	 9 	 95 	  
10:50 18.01.2019 	 1,11 	 7 	 8 	 91 	  
10:40 18.01.2019 	 1,09 	 6 	 8 	 85 	  
10:30 18.01.2019 	 1,07 	 6 	 8 	 82 	  
10:20 18.01.2019 	 1,07 	 6 	 8 	 82 	  
10:10 18.01.2019 	 1,07 	 6 	 7 	 83 	  
10:00 18.01.2019 	 1,08 	 6 	 8 	 76 	  
09:50 18.01.2019 	 1,1 	 8 	 9 	 80 	  
09:40 18.01.2019 	 1,13 	 6 	 8 	 85 	  
09:30 18.01.2019 	 1,17 	 7 	 8 	 85 	  
09:20 18.01.2019 	 1,22 	 8 	 9 	 81 	  
09:10 18.01.2019 	 1,27 	 7 	 9 	 82 	  
09:00 18.01.2019 	 1,33 	 7 	 9 	 80 	  
08:50 18.01.2019 	 1,4 	 6 	 8 	 83 	  
08:40 18.01.2019 	 1,48 	 6 	 8 	 82 	  
08:30 18.01.2019 	 1,56 	 7 	 8 	 82 	  
08:20 18.01.2019 	 1,64 	 7 	 8 	 86 	  
08:10 18.01.2019 	 1,73 	 7 	 9 	 84 	  
08:00 18.01.2019 	 1,83 	 7 	 10 	 87 	  
07:50 18.01.2019 	 1,92 	 8 	 10 	 83 	  
07:40 18.01.2019 	 2,02 	 8 	 9 	 80 	  
