 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
04:10 16.01.2020 	 0,56 	 1,36 	 1,38 	 11 	 15 	 73 	 980 	 3 	  
04:00 16.01.2020 	 0,54 	 1,34 	 1,36 	 11 	 14 	 74 	 980 	 3,2 	  
03:50 16.01.2020 	 0,53 	 1,36 	 1,38 	 9 	 13 	 71 	 980 	 3,4 	  
03:40 16.01.2020 	 0,53 	 1,34 	 1,36 	 10 	 14 	 68 	 980 	 3,4 	  
03:30 16.01.2020 	 0,54 	 1,39 	 1,41 	 9 	 12 	 69 	 980 	 3,3 	  
03:20 16.01.2020 	 0,56 	 1,37 	 1,39 	 9 	 12 	 70 	 980 	 3,5 	  
03:10 16.01.2020 	 0,59 	 1,42 	 1,44 	 9 	 13 	 65 	 980 	 3,3 	  
03:00 16.01.2020 	 0,63 	 1,47 	 1,49 	 9 	 12 	 62 	 980 	 3,3 	  
02:50 16.01.2020 	 0,67 	 1,51 	 1,53 	 8 	 11 	 61 	 980 	 3,2 	  
02:40 16.01.2020 	 0,73 	 1,55 	 1,57 	 9 	 13 	 69 	 980 	 2,4 	  
02:30 16.01.2020 	 0,79 	 1,64 	 1,66 	 9 	 13 	 75 	 981 	 2,9 	  
02:20 16.01.2020 	 0,86 	 1,71 	 1,73 	 7 	 10 	 72 	 980 	 4 	  
02:10 16.01.2020 	 0,94 	 1,77 	 1,79 	 6 	 8 	 72 	 981 	 4 	  
02:00 16.01.2020 	 1,02 	 1,85 	 1,87 	 7 	 11 	 71 	 980 	 3,9 	  
01:50 16.01.2020 	 1,11 	 1,98 	 2,01 	 6 	 9 	 78 	 980 	 4,3 	  
01:40 16.01.2020 	 1,21 	 2,01 	 2,04 	 5 	 7 	 76 	 980 	 4,2 	  
01:30 16.01.2020 	 1,3 	 2,18 	 2,2 	 3 	 5 	 80 	 980 	 4,3 	  
01:20 16.01.2020 	 1,4 	 2,28 	 2,31 	 2 	 4 	 81 	 980 	 3,9 	  
01:10 16.01.2020 	 1,5 	 2,35 	 2,37 	 2 	 3 	 15 	 980 	 2,7 	  
01:00 16.01.2020 	 1,61 	 2,46 	 2,49 	 1 	 3 	 6 	 980 	 2,5 	  
00:50 16.01.2020 	 1,71 	 2,61 	 2,64 	 1 	 2 	 16 	 980 	 2,9 	  
00:40 16.01.2020 	 1,82 	 2,68 	 2,71 	 2 	 3 	 23 	 980 	 2,5 	  
00:30 16.01.2020 	 1,92 	 2,77 	 2,8 	 2 	 3 	 18 	 980 	 2,4 	  
00:20 16.01.2020 	 2,02 	 2,91 	 2,94 	 1 	 3 	 4 	 980 	 2,3 	  
00:10 16.01.2020 	 2,12 	 3,01 	 3,04 	 1 	 2 	 350 	 980 	 2,1 	  
00:00 16.01.2020 	 2,22 	 3,09 	 3,11 	 1 	 2 	 337 	 980 	 2,2 	  
23:50 15.01.2020 	 2,31 	 3,22 	 3,24 	 1 	 3 	 356 	 980 	 2,5 	  
23:40 15.01.2020 	 2,4 	 3,29 	 3,32 	 2 	 3 	 27 	 980 	 3,3 	  
23:30 15.01.2020 	 2,49 	 3,38 	 3,41 	 2 	 3 	 47 	 980 	 3,2 	  
23:20 15.01.2020 	 2,56 	 3,46 	 3,49 	 3 	 4 	 70 	 980 	 3,2 	  
23:10 15.01.2020 	 2,64 	 3,52 	 3,55 	 4 	 7 	 68 	 980 	 3,3 	  
23:00 15.01.2020 	 2,7 	 3,53 	 3,56 	 7 	 10 	 73 	 980 	 3,5 	  
22:50 15.01.2020 	 2,77 	 3,64 	 3,67 	 6 	 9 	 58 	 980 	 3,3 	  
22:40 15.01.2020 	 2,82 	 3,7 	 3,73 	 4 	 6 	 33 	 980 	 3,4 	  
22:30 15.01.2020 	 2,86 	 3,73 	 3,75 	 4 	 6 	 23 	 980 	 1,8 	  
22:20 15.01.2020 	 2,9 	 3,77 	 3,8 	 4 	 6 	 23 	 980 	 1,8 	  
22:10 15.01.2020 	 2,93 	 3,8 	 3,83 	 5 	 7 	 26 	 980 	 1,9 	  
22:00 15.01.2020 	 2,95 	 3,8 	 3,82 	 4 	 7 	 20 	 980 	 1,7 	  
21:50 15.01.2020 	 2,96 	 3,79 	 3,82 	 4 	 6 	 23 	 980 	 1,7 	  
21:40 15.01.2020 	 2,97 	 3,81 	 3,83 	 4 	 7 	 18 	 980 	 2 	  
21:30 15.01.2020 	 2,96 	 3,83 	 3,86 	 5 	 8 	 15 	 980 	 2,5 	  
21:20 15.01.2020 	 2,95 	 3,74 	 3,77 	 3 	 8 	 4 	 980 	 2,1 	  
21:10 15.01.2020 	 2,93 	 3,79 	 3,82 	 3 	 7 	 5 	 980 	 2,4 	  
21:00 15.01.2020 	 2,9 	 3,75 	 3,77 	 3 	 6 	 2 	 980 	 2,3 	  
20:50 15.01.2020 	 2,86 	 3,65 	 3,68 	 2 	 6 	 355 	 980 	 2,3 	  
20:40 15.01.2020 	 2,82 	 3,66 	 3,69 	 2 	 5 	 349 	 980 	 1,8 	  
20:30 15.01.2020 	 2,76 	 3,59 	 3,62 	 2 	 6 	 354 	 980 	 2,1 	  
20:20 15.01.2020 	 2,7 	 3,51 	 3,54 	 1 	 5 	 354 	 980 	 2,1 	  
20:10 15.01.2020 	 2,63 	 3,45 	 3,48 	 2 	 6 	 357 	 979 	 2,2 	  
20:00 15.01.2020 	 2,56 	 3,4 	 3,43 	 2 	 5 	 357 	 979 	 2 	  
19:50 15.01.2020 	 2,48 	 3,3 	 3,33 	 2 	 6 	 2 	 979 	 2 	  
19:40 15.01.2020 	 2,4 	 3,21 	 3,24 	 2 	 6 	 359 	 979 	 2,2 	  
19:30 15.01.2020 	 2,3 	 3,14 	 3,16 	 2 	 6 	 360 	 979 	 2,1 	  
19:20 15.01.2020 	 2,22 	 3,01 	 3,04 	 2 	 5 	 355 	 979 	 1,7 	  
19:10 15.01.2020 	 2,11 	 2,91 	 2,93 	 1 	 5 	 356 	 979 	 1,8 	  
19:00 15.01.2020 	 2,02 	 2,81 	 2,84 	 1 	 4 	 352 	 979 	 1,9 	  
18:50 15.01.2020 	 1,91 	 2,68 	 2,71 	 1 	 3 	 326 	 979 	 1,4 	  
18:40 15.01.2020 	 1,8 	 2,62 	 2,65 	 1 	 2 	 314 	 979 	 0,5 	  
18:30 15.01.2020 	 1,7 	 2,45 	 2,48 	 1 	 2 	 337 	 979 	 0,7 	  
18:20 15.01.2020 	 1,58 	 2,39 	 2,42 	 2 	 5 	 65 	 979 	 2 	  
18:10 15.01.2020 	 1,48 	 2,26 	 2,28 	 2 	 5 	 103 	 979 	 1,8 	  
18:00 15.01.2020 	 1,38 	 2,18 	 2,21 	 2 	 3 	 61 	 978 	 0,2 	  
17:50 15.01.2020 	 1,26 	 2,06 	 2,09 	 3 	 4 	 22 	 978 	 0,6 	  
17:40 15.01.2020 	 1,17 	 1,97 	 2 	 3 	 4 	 38 	 978 	 -0,4 	  
17:30 15.01.2020 	 1,06 	 1,88 	 1,9 	 3 	 5 	 24 	 978 	 0,9 	  
17:20 15.01.2020 	 0,97 	 1,79 	 1,82 	 4 	 5 	 23 	 978 	 1,1 	  
17:10 15.01.2020 	 0,88 	 1,71 	 1,73 	 5 	 8 	 17 	 978 	 1,1 	  
17:00 15.01.2020 	 0,79 	 1,67 	 1,7 	 5 	 7 	 9 	 978 	 1,4 	  
16:50 15.01.2020 	 0,72 	 1,53 	 1,55 	 4 	 9 	 2 	 977 	 1,5 	  
16:40 15.01.2020 	 0,65 	 1,53 	 1,55 	 2 	 5 	 346 	 977 	 0,6 	  
16:30 15.01.2020 	 0,58 	 1,44 	 1,46 	 3 	 6 	 355 	 977 	 0,7 	  
16:20 15.01.2020 	 0,53 	 1,42 	 1,44 	 3 	 6 	 359 	 977 	 0,8 	  
16:10 15.01.2020 	 0,48 	 1,37 	 1,39 	 3 	 6 	 352 	 977 	 1,1 	  
16:00 15.01.2020 	 0,45 	 1,35 	 1,37 	 3 	 6 	 353 	 977 	 1 	  
15:50 15.01.2020 	 0,42 	 1,32 	 1,34 	 3 	 6 	 350 	 977 	 1 	  
15:40 15.01.2020 	 0,4 	 1,33 	 1,35 	 3 	 7 	 351 	 977 	 0,9 	  
15:30 15.01.2020 	 0,39 	 1,32 	 1,34 	 3 	 7 	 352 	 977 	 0,9 	  
15:20 15.01.2020 	 0,4 	 1,35 	 1,36 	 3 	 7 	 353 	 977 	 1 	  
15:10 15.01.2020 	 0,42 	 1,33 	 1,35 	 3 	 7 	 354 	 977 	 1,1 	  
15:00 15.01.2020 	 0,44 	 1,39 	 1,41 	 3 	 6 	 352 	 977 	 1,1 	  
14:50 15.01.2020 	 0,47 	 1,39 	 1,4 	 3 	 6 	 351 	 976 	 1,2 	  
14:40 15.01.2020 	 0,52 	 1,45 	 1,47 	 3 	 7 	 351 	 976 	 1,3 	  
14:30 15.01.2020 	 0,57 	 1,55 	 1,57 	 3 	 7 	 351 	 976 	 1,5 	  
14:20 15.01.2020 	 0,63 	 1,57 	 1,59 	 5 	 7 	 360 	 976 	 1,2 	  
14:10 15.01.2020 	 0,7 	 1,65 	 1,67 	 4 	 8 	 353 	 976 	 1,2 	  
14:00 15.01.2020 	 0,78 	 1,74 	 1,76 	 5 	 8 	 355 	 976 	 1,4 	  
13:50 15.01.2020 	 0,87 	 1,83 	 1,86 	 5 	 10 	 355 	 976 	 1,5 	  
13:40 15.01.2020 	 0,97 	 1,93 	 1,96 	 6 	 10 	 358 	 976 	 1,6 	  
13:30 15.01.2020 	 1,07 	 2,03 	 2,06 	 8 	 12 	 3 	 976 	 1,6 	  
13:20 15.01.2020 	 1,18 	 2,17 	 2,19 	 7 	 13 	 0 	 976 	 1,6 	  
13:10 15.01.2020 	 1,29 	 2,26 	 2,28 	 8 	 13 	 3 	 976 	 1,6 	  
13:00 15.01.2020 	 1,4 	 2,38 	 2,41 	 7 	 14 	 4 	 975 	 1,5 	  
12:50 15.01.2020 	 1,52 	 2,5 	 2,52 	 8 	 13 	 4 	 975 	 1,6 	  
12:40 15.01.2020 	 1,64 	 2,6 	 2,63 	 6 	 11 	 358 	 975 	 1,6 	  
12:30 15.01.2020 	 1,76 	 2,73 	 2,76 	 7 	 12 	 1 	 975 	 1,6 	  
12:20 15.01.2020 	 1,88 	 2,88 	 2,9 	 6 	 13 	 359 	 975 	 1,6 	  
12:10 15.01.2020 	 2 	 2,98 	 3,01 	 6 	 12 	 356 	 975 	 1,6 	  
12:00 15.01.2020 	 2,12 	 3,09 	 3,12 	 6 	 12 	 357 	 975 	 1,5 	  
11:50 15.01.2020 	 2,23 	 3,22 	 3,25 	 6 	 13 	 356 	 975 	 1,5 	  
11:40 15.01.2020 	 2,35 	 3,35 	 3,37 	 6 	 12 	 359 	 975 	 1,4 	  
11:30 15.01.2020 	 2,46 	 3,47 	 3,49 	 5 	 11 	 356 	 975 	 1,5 	  
11:20 15.01.2020 	 2,57 	 3,56 	 3,59 	 5 	 12 	 355 	 975 	 1,4 	  
11:10 15.01.2020 	 2,67 	 3,63 	 3,65 	 6 	 13 	 355 	 974 	 1,4 	  
11:00 15.01.2020 	 2,77 	 3,76 	 3,78 	 7 	 13 	 359 	 974 	 1,5 	  
10:50 15.01.2020 	 2,86 	 3,83 	 3,85 	 6 	 13 	 357 	 974 	 1,5 	  
10:40 15.01.2020 	 2,94 	 3,92 	 3,95 	 7 	 15 	 358 	 974 	 1,5 	  
10:30 15.01.2020 	 3,02 	 4,07 	 4,09 	 8 	 16 	 1 	 974 	 1,5 	  
10:20 15.01.2020 	 3,08 	 4,01 	 4,04 	 7 	 15 	 359 	 974 	 1,6 	  
10:10 15.01.2020 	 3,14 	 4,08 	 4,11 	 7 	 15 	 358 	 974 	 1,6 	  
10:00 15.01.2020 	 3,19 	 4,17 	 4,2 	 7 	 14 	 357 	 974 	 1,6 	  
09:50 15.01.2020 	 3,23 	 4,19 	 4,22 	 6 	 16 	 356 	 973 	 1,6 	  
09:40 15.01.2020 	 3,27 	 4,22 	 4,25 	 7 	 16 	 355 	 973 	 1,8 	  
09:30 15.01.2020 	 3,29 	 4,25 	 4,27 	 6 	 18 	 355 	 973 	 1,6 	  
09:20 15.01.2020 	 3,3 	 4,29 	 4,32 	 8 	 15 	 1 	 973 	 1,8 	  
09:10 15.01.2020 	 3,31 	 4,26 	 4,29 	 10 	 22 	 3 	 973 	 1,7 	  
09:00 15.01.2020 	 3,3 	 4,22 	 4,25 	 9 	 20 	 1 	 973 	 1,9 	  
08:50 15.01.2020 	 3,29 	 4,26 	 4,29 	 7 	 18 	 358 	 972 	 1,6 	  
08:40 15.01.2020 	 3,26 	 4,22 	 4,25 	 9 	 16 	 2 	 972 	 1,5 	  
08:30 15.01.2020 	 3,23 	 4,15 	 4,17 	 11 	 19 	 8 	 972 	 1,6 	  
08:20 15.01.2020 	 3,19 	 4,04 	 4,07 	 11 	 20 	 8 	 972 	 1,6 	  
08:10 15.01.2020 	 3,14 	 4,08 	 4,1 	 10 	 17 	 4 	 972 	 1,5 	  
08:00 15.01.2020 	 3,08 	 3,97 	 3,99 	 10 	 21 	 2 	 972 	 1,7 	  
07:50 15.01.2020 	 3,01 	 3,86 	 3,89 	 10 	 18 	 3 	 972 	 1,6 	  
07:40 15.01.2020 	 2,94 	 3,81 	 3,84 	 10 	 17 	 6 	 971 	 1,5 	  
07:30 15.01.2020 	 2,85 	 3,67 	 3,7 	 12 	 18 	 7 	 971 	 1,5 	  
07:20 15.01.2020 	 2,76 	 3,55 	 3,58 	 10 	 18 	 5 	 971 	 1,6 	  
07:10 15.01.2020 	 2,66 	 3,57 	 3,6 	 8 	 20 	 356 	 971 	 1,5 	  
07:00 15.01.2020 	 2,56 	 3,39 	 3,42 	 10 	 18 	 2 	 971 	 1,5 	  
06:50 15.01.2020 	 2,45 	 3,3 	 3,33 	 11 	 19 	 6 	 971 	 1,5 	  
06:40 15.01.2020 	 2,34 	 3,19 	 3,22 	 10 	 20 	 2 	 971 	 1,7 	  
06:30 15.01.2020 	 2,22 	 3,05 	 3,08 	 11 	 19 	 4 	 971 	 1,7 	  
06:20 15.01.2020 	 2,1 	 2,95 	 2,98 	 12 	 20 	 8 	 971 	 1,7 	  
06:10 15.01.2020 	 1,98 	 2,76 	 2,78 	 7 	 17 	 354 	 970 	 1,2 	  
06:00 15.01.2020 	 1,86 	 2,68 	 2,7 	 8 	 17 	 356 	 970 	 1,2 	  
05:50 15.01.2020 	 1,74 	 2,56 	 2,59 	 7 	 15 	 354 	 970 	 1 	  
05:40 15.01.2020 	 1,62 	 2,4 	 2,43 	 7 	 15 	 355 	 970 	 1,1 	  
05:30 15.01.2020 	 1,5 	 2,31 	 2,33 	 9 	 14 	 358 	 970 	 1,2 	  
05:20 15.01.2020 	 1,38 	 2,18 	 2,2 	 8 	 14 	 355 	 970 	 1,1 	  
05:10 15.01.2020 	 1,26 	 2,06 	 2,08 	 10 	 16 	 358 	 970 	 1,1 	  
05:00 15.01.2020 	 1,14 	 1,98 	 2 	 10 	 15 	 1 	 970 	 1,3 	  
04:50 15.01.2020 	 1,04 	 1,88 	 1,9 	 10 	 16 	 1 	 970 	 1,2 	  
04:40 15.01.2020 	 0,94 	 1,74 	 1,76 	 9 	 15 	 360 	 969 	 1,1 	  
04:30 15.01.2020 	 0,84 	 1,68 	 1,7 	 9 	 16 	 0 	 969 	 1 	  
04:20 15.01.2020 	 0,75 	 1,59 	 1,61 	 10 	 15 	 3 	 969 	 1 	  
04:10 15.01.2020 	 0,67 	 1,53 	 1,55 	 10 	 15 	 1 	 969 	 1 	  
04:00 15.01.2020 	 0,6 	 1,45 	 1,47 	 12 	 19 	 1 	 969 	 1,1 	  
03:50 15.01.2020 	 0,54 	 1,4 	 1,42 	 12 	 18 	 1 	 968 	 1 	  
03:40 15.01.2020 	 0,49 	 1,37 	 1,39 	 12 	 18 	 0 	 968 	 1 	  
03:30 15.01.2020 	 0,45 	 1,32 	 1,33 	 12 	 18 	 2 	 968 	 1 	  
03:20 15.01.2020 	 0,42 	 1,28 	 1,29 	 14 	 21 	 3 	 968 	 1,1 	  
03:10 15.01.2020 	 0,39 	 1,31 	 1,33 	 14 	 20 	 2 	 968 	 1,1 	  
03:00 15.01.2020 	 0,38 	 1,26 	 1,28 	 13 	 20 	 3 	 968 	 1 	  
02:50 15.01.2020 	 0,38 	 1,28 	 1,3 	 14 	 20 	 2 	 968 	 1,1 	  
02:40 15.01.2020 	 0,39 	 1,29 	 1,31 	 13 	 19 	 1 	 968 	 1 	  
02:30 15.01.2020 	 0,42 	 1,28 	 1,3 	 12 	 18 	 2 	 968 	 1 	  
02:20 15.01.2020 	 0,45 	 1,37 	 1,39 	 10 	 17 	 358 	 968 	 0,8 	  
02:10 15.01.2020 	 0,49 	 1,37 	 1,39 	 10 	 19 	 355 	 967 	 1 	  
02:00 15.01.2020 	 0,54 	 1,43 	 1,45 	 9 	 16 	 349 	 967 	 0,9 	  
01:50 15.01.2020 	 0,61 	 1,51 	 1,53 	 10 	 17 	 355 	 967 	 0,9 	  
01:40 15.01.2020 	 0,67 	 1,56 	 1,58 	 12 	 20 	 358 	 967 	 0,9 	  
01:30 15.01.2020 	 0,75 	 1,63 	 1,65 	 10 	 18 	 354 	 967 	 0,9 	  
01:20 15.01.2020 	 0,84 	 1,78 	 1,8 	 10 	 21 	 357 	 967 	 1,1 	  
01:10 15.01.2020 	 0,94 	 1,83 	 1,85 	 11 	 19 	 357 	 967 	 1,2 	  
01:00 15.01.2020 	 1,03 	 1,91 	 1,94 	 13 	 19 	 1 	 967 	 1,1 	  
00:50 15.01.2020 	 1,14 	 2,08 	 2,1 	 13 	 21 	 4 	 968 	 1,1 	  
00:40 15.01.2020 	 1,24 	 2,13 	 2,15 	 14 	 20 	 5 	 967 	 1,1 	  
00:30 15.01.2020 	 1,35 	 2,3 	 2,33 	 13 	 22 	 360 	 967 	 1,1 	  
00:20 15.01.2020 	 1,47 	 2,41 	 2,43 	 14 	 24 	 2 	 967 	 1,3 	  
00:10 15.01.2020 	 1,58 	 2,49 	 2,51 	 13 	 20 	 4 	 968 	 1,2 	  
00:00 15.01.2020 	 1,7 	 2,63 	 2,66 	 13 	 20 	 8 	 967 	 1,4 	  
23:50 14.01.2020 	 1,82 	 2,81 	 2,84 	 11 	 20 	 1 	 967 	 1,3 	  
23:40 14.01.2020 	 1,93 	 2,85 	 2,88 	 13 	 20 	 3 	 967 	 1,5 	  
23:30 14.01.2020 	 2,04 	 2,97 	 3 	 12 	 18 	 2 	 968 	 1,5 	  
23:20 14.01.2020 	 2,15 	 3,08 	 3,11 	 11 	 21 	 358 	 967 	 1,5 	  
23:10 14.01.2020 	 2,26 	 3,22 	 3,24 	 12 	 20 	 358 	 967 	 1,6 	  
23:00 14.01.2020 	 2,36 	 3,3 	 3,33 	 11 	 19 	 358 	 967 	 1,4 	  
22:50 14.01.2020 	 2,46 	 3,46 	 3,49 	 11 	 19 	 360 	 967 	 1,5 	  
22:40 14.01.2020 	 2,55 	 3,5 	 3,53 	 11 	 19 	 1 	 967 	 1,4 	  
22:30 14.01.2020 	 2,64 	 3,53 	 3,56 	 10 	 18 	 355 	 967 	 1,3 	  
22:20 14.01.2020 	 2,72 	 3,68 	 3,71 	 11 	 21 	 1 	 967 	 1,2 	  
22:10 14.01.2020 	 2,79 	 3,72 	 3,75 	 10 	 19 	 358 	 967 	 1,4 	  
22:00 14.01.2020 	 2,86 	 3,78 	 3,81 	 8 	 19 	 354 	 967 	 1,3 	  
21:50 14.01.2020 	 2,91 	 3,85 	 3,88 	 11 	 22 	 357 	 967 	 1,4 	  
21:40 14.01.2020 	 2,96 	 3,85 	 3,88 	 9 	 18 	 358 	 967 	 1,1 	  
21:30 14.01.2020 	 3 	 3,92 	 3,95 	 9 	 20 	 357 	 967 	 1,1 	  
21:20 14.01.2020 	 3,03 	 3,99 	 4,02 	 8 	 19 	 354 	 967 	 1,3 	  
21:10 14.01.2020 	 3,06 	 3,97 	 4 	 8 	 19 	 355 	 967 	 1,3 	  
21:00 14.01.2020 	 3,07 	 3,99 	 4,01 	 8 	 18 	 355 	 967 	 1,3 	  
20:50 14.01.2020 	 3,07 	 3,97 	 4,01 	 8 	 18 	 354 	 967 	 1,4 	  
20:40 14.01.2020 	 3,06 	 3,94 	 3,97 	 7 	 15 	 353 	 967 	 1,5 	  
20:30 14.01.2020 	 3,06 	 3,97 	 4 	 8 	 19 	 353 	 966 	 1,8 	  
20:20 14.01.2020 	 3,03 	 3,94 	 3,97 	 10 	 19 	 353 	 966 	 1,7 	  
20:10 14.01.2020 	 3 	 3,83 	 3,86 	 8 	 20 	 353 	 966 	 1,7 	  
20:00 14.01.2020 	 2,96 	 3,82 	 3,85 	 9 	 19 	 353 	 966 	 1,8 	  
19:50 14.01.2020 	 2,91 	 3,78 	 3,81 	 9 	 20 	 355 	 966 	 1,8 	  
19:40 14.01.2020 	 2,85 	 3,73 	 3,75 	 9 	 19 	 353 	 966 	 1,8 	  
19:30 14.01.2020 	 2,78 	 3,6 	 3,63 	 9 	 18 	 354 	 965 	 1,8 	  
19:20 14.01.2020 	 2,71 	 3,62 	 3,65 	 9 	 17 	 353 	 965 	 1,8 	  
19:10 14.01.2020 	 2,63 	 3,47 	 3,5 	 8 	 17 	 349 	 965 	 1,9 	  
19:00 14.01.2020 	 2,54 	 3,37 	 3,39 	 8 	 16 	 351 	 965 	 1,9 	  
18:50 14.01.2020 	 2,45 	 3,33 	 3,36 	 8 	 17 	 350 	 965 	 1,9 	  
18:40 14.01.2020 	 2,35 	 3,22 	 3,25 	 9 	 17 	 352 	 965 	 1,8 	  
18:30 14.01.2020 	 2,25 	 3,08 	 3,1 	 9 	 19 	 356 	 965 	 1,8 	  
18:20 14.01.2020 	 2,14 	 2,94 	 2,96 	 11 	 19 	 0 	 965 	 1,7 	  
18:10 14.01.2020 	 2,03 	 2,88 	 2,9 	 12 	 21 	 359 	 965 	 1,6 	  
18:00 14.01.2020 	 1,91 	 2,73 	 2,76 	 11 	 19 	 357 	 965 	 1,7 	  
17:50 14.01.2020 	 1,8 	 2,57 	 2,6 	 9 	 17 	 354 	 965 	 1,6 	  
17:40 14.01.2020 	 1,68 	 2,5 	 2,52 	 9 	 15 	 352 	 965 	 1,6 	  
17:30 14.01.2020 	 1,56 	 2,35 	 2,37 	 9 	 17 	 352 	 965 	 1,5 	  
17:20 14.01.2020 	 1,44 	 2,27 	 2,29 	 10 	 20 	 356 	 965 	 1,5 	  
17:10 14.01.2020 	 1,33 	 2,12 	 2,14 	 12 	 22 	 358 	 965 	 1,4 	  
17:00 14.01.2020 	 1,21 	 2,02 	 2,04 	 13 	 22 	 360 	 965 	 1,6 	  
16:50 14.01.2020 	 1,1 	 1,94 	 1,96 	 14 	 22 	 0 	 965 	 1,7 	  
16:40 14.01.2020 	 0,99 	 1,79 	 1,81 	 16 	 23 	 2 	 964 	 1,6 	  
16:30 14.01.2020 	 0,89 	 1,73 	 1,75 	 13 	 22 	 359 	 964 	 1,6 	  
16:20 14.01.2020 	 0,79 	 1,64 	 1,66 	 11 	 21 	 357 	 964 	 1,4 	  
16:10 14.01.2020 	 0,7 	 1,56 	 1,58 	 13 	 20 	 1 	 964 	 1,5 	  
16:00 14.01.2020 	 0,62 	 1,5 	 1,52 	 13 	 22 	 358 	 964 	 1,6 	  
15:50 14.01.2020 	 0,54 	 1,43 	 1,44 	 16 	 23 	 3 	 964 	 1,5 	  
15:40 14.01.2020 	 0,48 	 1,4 	 1,41 	 20 	 28 	 8 	 964 	 1,9 	  
15:30 14.01.2020 	 0,42 	 1,34 	 1,36 	 20 	 27 	 8 	 964 	 1,8 	  
15:20 14.01.2020 	 0,37 	 1,28 	 1,3 	 16 	 23 	 7 	 964 	 1,6 	  
15:10 14.01.2020 	 0,34 	 1,22 	 1,24 	 16 	 25 	 7 	 964 	 1,6 	  
15:00 14.01.2020 	 0,31 	 1,31 	 1,33 	 14 	 21 	 3 	 964 	 1,5 	  
14:50 14.01.2020 	 0,3 	 1,26 	 1,27 	 13 	 21 	 4 	 964 	 1,4 	  
14:40 14.01.2020 	 0,29 	 1,2 	 1,22 	 19 	 27 	 8 	 964 	 1,7 	  
14:30 14.01.2020 	 0,3 	 1,26 	 1,28 	 19 	 28 	 9 	 964 	 1,8 	  
14:20 14.01.2020 	 0,32 	 1,32 	 1,34 	 16 	 25 	 7 	 964 	 1,7 	  
14:10 14.01.2020 	 0,34 	 1,31 	 1,33 	 17 	 26 	 7 	 964 	 1,7 	  
14:00 14.01.2020 	 0,39 	 1,38 	 1,4 	 15 	 23 	 5 	 964 	 1,4 	  
13:50 14.01.2020 	 0,44 	 1,38 	 1,4 	 17 	 26 	 5 	 964 	 1,5 	  
13:40 14.01.2020 	 0,5 	 1,45 	 1,47 	 20 	 28 	 7 	 964 	 1,7 	  
13:30 14.01.2020 	 0,58 	 1,54 	 1,56 	 16 	 26 	 5 	 964 	 1,6 	  
13:20 14.01.2020 	 0,66 	 1,62 	 1,64 	 16 	 25 	 4 	 964 	 1,6 	  
13:10 14.01.2020 	 0,75 	 1,69 	 1,71 	 15 	 23 	 5 	 964 	 1,6 	  
13:00 14.01.2020 	 0,85 	 1,79 	 1,81 	 15 	 23 	 5 	 964 	 1,6 	  
12:50 14.01.2020 	 0,95 	 1,91 	 1,94 	 13 	 19 	 7 	 965 	 1,5 	  
12:40 14.01.2020 	 1,06 	 1,99 	 2,01 	 15 	 23 	 8 	 965 	 1,5 	  
12:30 14.01.2020 	 1,18 	 2,18 	 2,21 	 17 	 25 	 9 	 965 	 1,6 	  
12:20 14.01.2020 	 1,3 	 2,24 	 2,26 	 16 	 24 	 9 	 965 	 1,5 	  
12:10 14.01.2020 	 1,43 	 2,42 	 2,44 	 18 	 24 	 9 	 965 	 1,6 	  
12:00 14.01.2020 	 1,56 	 2,53 	 2,56 	 19 	 25 	 9 	 964 	 1,4 	  
11:50 14.01.2020 	 1,69 	 2,66 	 2,68 	 16 	 24 	 9 	 964 	 1,4 	  
11:40 14.01.2020 	 1,82 	 2,83 	 2,85 	 13 	 21 	 6 	 965 	 1,1 	  
11:30 14.01.2020 	 1,95 	 2,86 	 2,88 	 12 	 20 	 6 	 965 	 1,2 	  
11:20 14.01.2020 	 2,08 	 3,07 	 3,1 	 13 	 21 	 6 	 964 	 1 	  
11:10 14.01.2020 	 2,21 	 3,2 	 3,23 	 14 	 22 	 7 	 964 	 1,1 	  
11:00 14.01.2020 	 2,34 	 3,35 	 3,38 	 17 	 25 	 9 	 964 	 1,4 	  
10:50 14.01.2020 	 2,46 	 3,44 	 3,47 	 13 	 23 	 2 	 964 	 1,4 	  
10:40 14.01.2020 	 2,57 	 3,52 	 3,55 	 13 	 22 	 1 	 964 	 1,1 	  
10:30 14.01.2020 	 2,68 	 3,68 	 3,7 	 14 	 22 	 5 	 964 	 1,2 	  
10:20 14.01.2020 	 2,79 	 3,82 	 3,84 	 18 	 27 	 9 	 964 	 1,6 	  
10:10 14.01.2020 	 2,89 	 3,83 	 3,86 	 17 	 23 	 8 	 964 	 1,6 	  
10:00 14.01.2020 	 2,98 	 3,86 	 3,89 	 17 	 23 	 9 	 964 	 1,6 	  
09:50 14.01.2020 	 3,07 	 4,1 	 4,13 	 18 	 25 	 10 	 964 	 1,5 	  
09:40 14.01.2020 	 3,14 	 4,17 	 4,2 	 16 	 23 	 10 	 964 	 1,5 	  
09:30 14.01.2020 	 3,22 	 4,07 	 4,08 	 14 	 21 	 11 	 964 	 1,3 	  
09:20 14.01.2020 	 3,27 	 4,19 	 4,22 	 15 	 21 	 8 	 964 	 1,2 	  
