 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
07:00 05.01.2020 	 1,32 	 2,23 	 2,26 	 14 	 19 	 221 	 982 	 4,7 	  
06:50 05.01.2020 	 1,34 	 2,28 	 2,3 	 13 	 19 	 212 	 982 	 4,5 	  
06:40 05.01.2020 	 1,35 	 2,21 	 2,23 	 14 	 20 	 209 	 982 	 4 	  
06:30 05.01.2020 	 1,38 	 2,45 	 2,48 	 13 	 18 	 204 	 982 	 4 	  
06:20 05.01.2020 	 1,41 	 2,25 	 2,28 	 14 	 20 	 204 	 982 	 3,6 	  
06:10 05.01.2020 	 1,44 	 2,47 	 2,5 	 16 	 27 	 215 	 982 	 2,4 	  
06:00 05.01.2020 	 1,47 	 2,37 	 2,39 	 15 	 21 	 206 	 982 	 5,6 	  
05:50 05.01.2020 	 1,5 	 2,46 	 2,49 	 16 	 22 	 206 	 982 	 5,5 	  
05:40 05.01.2020 	 1,54 	 2,48 	 2,51 	 15 	 21 	 204 	 982 	 5,3 	  
05:30 05.01.2020 	 1,58 	 2,55 	 2,57 	 11 	 18 	 194 	 982 	 4,8 	  
05:20 05.01.2020 	 1,62 	 2,49 	 2,51 	 12 	 18 	 201 	 982 	 4,1 	  
05:10 05.01.2020 	 1,66 	 2,57 	 2,59 	 16 	 21 	 206 	 982 	 3,8 	  
05:00 05.01.2020 	 1,71 	 2,72 	 2,75 	 13 	 19 	 199 	 982 	 5,2 	  
04:50 05.01.2020 	 1,76 	 2,76 	 2,79 	 13 	 18 	 196 	 982 	 4,6 	  
04:40 05.01.2020 	 1,8 	 2,68 	 2,71 	 13 	 18 	 197 	 982 	 4,7 	  
04:30 05.01.2020 	 1,85 	 2,84 	 2,86 	 15 	 23 	 204 	 983 	 4,5 	  
04:20 05.01.2020 	 1,9 	 2,82 	 2,85 	 15 	 20 	 204 	 983 	 4,9 	  
04:10 05.01.2020 	 1,94 	 2,81 	 2,83 	 13 	 18 	 203 	 982 	 4,8 	  
04:00 05.01.2020 	 1,98 	 2,89 	 2,92 	 14 	 20 	 200 	 983 	 4,7 	  
03:50 05.01.2020 	 2,03 	 2,97 	 3 	 13 	 18 	 201 	 982 	 5,7 	  
03:40 05.01.2020 	 2,07 	 3,07 	 3,1 	 12 	 17 	 202 	 983 	 5,4 	  
03:30 05.01.2020 	 2,11 	 3,08 	 3,1 	 11 	 15 	 203 	 983 	 4,8 	  
03:20 05.01.2020 	 2,15 	 3,1 	 3,13 	 12 	 15 	 211 	 983 	 4,1 	  
03:10 05.01.2020 	 2,19 	 3,08 	 3,11 	 15 	 24 	 210 	 983 	 3,3 	  
03:00 05.01.2020 	 2,22 	 3,09 	 3,12 	 13 	 19 	 200 	 983 	 5,6 	  
02:50 05.01.2020 	 2,26 	 3,14 	 3,17 	 14 	 18 	 184 	 983 	 5,8 	  
02:40 05.01.2020 	 2,29 	 3,23 	 3,26 	 13 	 19 	 197 	 983 	 5,7 	  
02:30 05.01.2020 	 2,31 	 3,2 	 3,22 	 13 	 18 	 202 	 983 	 6,1 	  
02:20 05.01.2020 	 2,34 	 3,16 	 3,19 	 14 	 20 	 205 	 983 	 5,7 	  
02:10 05.01.2020 	 2,35 	 3,29 	 3,32 	 15 	 22 	 205 	 983 	 5,4 	  
02:00 05.01.2020 	 2,37 	 3,21 	 3,24 	 16 	 23 	 204 	 983 	 5,9 	  
01:50 05.01.2020 	 2,38 	 3,22 	 3,25 	 15 	 22 	 200 	 984 	 5,3 	  
01:40 05.01.2020 	 2,39 	 3,36 	 3,39 	 15 	 20 	 189 	 983 	 6 	  
01:30 05.01.2020 	 2,39 	 3,24 	 3,26 	 15 	 20 	 183 	 983 	 5,9 	  
01:20 05.01.2020 	 2,39 	 3,26 	 3,29 	 15 	 19 	 183 	 984 	 5,7 	  
01:10 05.01.2020 	 2,38 	 3,29 	 3,32 	 14 	 18 	 181 	 984 	 5,3 	  
01:00 05.01.2020 	 2,38 	 3,22 	 3,25 	 15 	 18 	 182 	 984 	 5,2 	  
00:50 05.01.2020 	 2,36 	 3,18 	 3,2 	 15 	 20 	 185 	 984 	 5,3 	  
00:40 05.01.2020 	 2,34 	 3,26 	 3,29 	 13 	 21 	 196 	 984 	 4,8 	  
00:30 05.01.2020 	 2,33 	 3,17 	 3,2 	 14 	 21 	 207 	 985 	 4,6 	  
00:20 05.01.2020 	 2,3 	 3,09 	 3,12 	 15 	 24 	 201 	 985 	 4,2 	  
00:10 05.01.2020 	 2,27 	 3,1 	 3,13 	 13 	 17 	 181 	 984 	 6,1 	  
00:00 05.01.2020 	 2,24 	 3,13 	 3,15 	 14 	 19 	 183 	 985 	 6,1 	  
23:50 04.01.2020 	 2,2 	 3,03 	 3,06 	 14 	 20 	 187 	 985 	 6,2 	  
23:40 04.01.2020 	 2,17 	 3,04 	 3,07 	 14 	 22 	 186 	 985 	 5,9 	  
23:30 04.01.2020 	 2,13 	 2,95 	 2,98 	 11 	 17 	 191 	 985 	 6 	  
23:20 04.01.2020 	 2,08 	 2,89 	 2,92 	 11 	 15 	 193 	 985 	 6 	  
23:10 04.01.2020 	 2,04 	 2,82 	 2,85 	 11 	 16 	 192 	 985 	 6,1 	  
23:00 04.01.2020 	 1,99 	 2,83 	 2,86 	 12 	 16 	 193 	 986 	 5,9 	  
22:50 04.01.2020 	 1,94 	 2,77 	 2,8 	 10 	 16 	 200 	 986 	 5,6 	  
22:40 04.01.2020 	 1,9 	 2,73 	 2,76 	 9 	 14 	 198 	 986 	 5,5 	  
22:30 04.01.2020 	 1,84 	 2,63 	 2,65 	 12 	 19 	 200 	 986 	 5 	  
22:20 04.01.2020 	 1,79 	 2,62 	 2,65 	 11 	 17 	 182 	 986 	 6,1 	  
22:10 04.01.2020 	 1,74 	 2,48 	 2,51 	 10 	 13 	 185 	 986 	 5,4 	  
22:00 04.01.2020 	 1,69 	 2,45 	 2,47 	 10 	 14 	 192 	 986 	 5,2 	  
21:50 04.01.2020 	 1,64 	 2,39 	 2,42 	 13 	 18 	 201 	 986 	 5 	  
21:40 04.01.2020 	 1,59 	 2,41 	 2,43 	 11 	 19 	 196 	 987 	 6 	  
21:30 04.01.2020 	 1,54 	 2,32 	 2,34 	 11 	 16 	 194 	 987 	 6 	  
21:20 04.01.2020 	 1,5 	 2,26 	 2,28 	 10 	 13 	 185 	 987 	 5,6 	  
21:10 04.01.2020 	 1,46 	 2,22 	 2,24 	 11 	 16 	 186 	 987 	 5,2 	  
21:00 04.01.2020 	 1,42 	 2,21 	 2,23 	 12 	 20 	 194 	 987 	 4,8 	  
20:50 04.01.2020 	 1,38 	 2,09 	 2,11 	 12 	 16 	 187 	 987 	 6,3 	  
20:40 04.01.2020 	 1,34 	 2,16 	 2,18 	 11 	 15 	 187 	 987 	 6,2 	  
20:30 04.01.2020 	 1,31 	 2,02 	 2,04 	 9 	 13 	 192 	 987 	 6,3 	  
20:20 04.01.2020 	 1,28 	 2,08 	 2,1 	 10 	 15 	 200 	 987 	 6,1 	  
20:10 04.01.2020 	 1,26 	 2 	 2,02 	 10 	 15 	 202 	 988 	 6 	  
20:00 04.01.2020 	 1,23 	 1,96 	 1,98 	 10 	 14 	 208 	 988 	 5,8 	  
19:50 04.01.2020 	 1,21 	 1,96 	 1,98 	 11 	 15 	 211 	 988 	 5,4 	  
19:40 04.01.2020 	 1,19 	 1,99 	 2,01 	 11 	 17 	 202 	 988 	 5,2 	  
19:30 04.01.2020 	 1,18 	 1,86 	 1,89 	 11 	 15 	 204 	 988 	 6 	  
19:20 04.01.2020 	 1,18 	 1,89 	 1,91 	 11 	 15 	 207 	 988 	 6,1 	  
19:10 04.01.2020 	 1,17 	 1,88 	 1,91 	 11 	 16 	 208 	 988 	 6 	  
19:00 04.01.2020 	 1,18 	 1,9 	 1,92 	 11 	 16 	 207 	 988 	 6,1 	  
18:50 04.01.2020 	 1,18 	 1,94 	 1,96 	 12 	 16 	 207 	 988 	 6 	  
18:40 04.01.2020 	 1,18 	 1,9 	 1,92 	 12 	 16 	 209 	 988 	 5,8 	  
18:30 04.01.2020 	 1,2 	 1,93 	 1,95 	 12 	 17 	 207 	 988 	 5,5 	  
18:20 04.01.2020 	 1,22 	 2 	 2,03 	 11 	 16 	 204 	 988 	 6,2 	  
18:10 04.01.2020 	 1,23 	 1,93 	 1,96 	 13 	 18 	 207 	 988 	 6,2 	  
18:00 04.01.2020 	 1,26 	 2,05 	 2,07 	 12 	 17 	 205 	 988 	 5,8 	  
17:50 04.01.2020 	 1,29 	 2,04 	 2,07 	 13 	 19 	 207 	 988 	 5,5 	  
17:40 04.01.2020 	 1,32 	 2,05 	 2,07 	 13 	 16 	 209 	 988 	 5,9 	  
17:30 04.01.2020 	 1,35 	 2,14 	 2,17 	 11 	 15 	 210 	 987 	 5,6 	  
17:20 04.01.2020 	 1,39 	 2,2 	 2,22 	 14 	 19 	 210 	 988 	 5,5 	  
17:10 04.01.2020 	 1,42 	 2,22 	 2,24 	 9 	 14 	 192 	 988 	 6,5 	  
17:00 04.01.2020 	 1,47 	 2,3 	 2,33 	 9 	 12 	 201 	 987 	 6,6 	  
16:50 04.01.2020 	 1,51 	 2,33 	 2,35 	 11 	 14 	 206 	 987 	 6,6 	  
16:40 04.01.2020 	 1,56 	 2,36 	 2,38 	 10 	 13 	 209 	 987 	 6,3 	  
16:30 04.01.2020 	 1,61 	 2,45 	 2,48 	 10 	 15 	 212 	 987 	 6 	  
16:20 04.01.2020 	 1,66 	 2,52 	 2,55 	 9 	 13 	 216 	 987 	 6,4 	  
16:10 04.01.2020 	 1,7 	 2,53 	 2,55 	 10 	 14 	 214 	 987 	 6,7 	  
16:00 04.01.2020 	 1,75 	 2,65 	 2,68 	 11 	 14 	 209 	 987 	 6,8 	  
15:50 04.01.2020 	 1,8 	 2,62 	 2,65 	 11 	 15 	 211 	 987 	 6,9 	  
15:40 04.01.2020 	 1,85 	 2,74 	 2,77 	 10 	 15 	 213 	 987 	 6,7 	  
15:30 04.01.2020 	 1,9 	 2,76 	 2,79 	 11 	 16 	 215 	 987 	 6,8 	  
15:20 04.01.2020 	 1,94 	 2,87 	 2,9 	 10 	 14 	 217 	 987 	 6,7 	  
15:10 04.01.2020 	 1,99 	 2,89 	 2,92 	 10 	 15 	 214 	 987 	 6,9 	  
15:00 04.01.2020 	 2,04 	 2,94 	 2,97 	 11 	 14 	 208 	 987 	 7 	  
14:50 04.01.2020 	 2,08 	 2,96 	 2,99 	 12 	 17 	 205 	 987 	 7 	  
14:40 04.01.2020 	 2,13 	 3,1 	 3,12 	 10 	 17 	 197 	 987 	 7,4 	  
14:30 04.01.2020 	 2,16 	 3,16 	 3,19 	 9 	 14 	 187 	 987 	 7,4 	  
14:20 04.01.2020 	 2,2 	 3,21 	 3,24 	 9 	 12 	 187 	 987 	 7,6 	  
14:10 04.01.2020 	 2,23 	 3,19 	 3,22 	 12 	 17 	 176 	 987 	 7,5 	  
14:00 04.01.2020 	 2,26 	 3,24 	 3,27 	 12 	 18 	 151 	 987 	 7,5 	  
13:50 04.01.2020 	 2,29 	 3,34 	 3,37 	 12 	 19 	 145 	 987 	 5,8 	  
13:40 04.01.2020 	 2,31 	 3,36 	 3,39 	 17 	 26 	 121 	 987 	 4,8 	  
13:30 04.01.2020 	 2,34 	 3,37 	 3,4 	 17 	 24 	 122 	 987 	 5 	  
13:20 04.01.2020 	 2,35 	 3,43 	 3,46 	 17 	 24 	 117 	 987 	 4,7 	  
13:10 04.01.2020 	 2,37 	 3,41 	 3,44 	 16 	 27 	 124 	 987 	 4 	  
13:00 04.01.2020 	 2,38 	 3,41 	 3,44 	 17 	 24 	 117 	 987 	 3,9 	  
12:50 04.01.2020 	 2,38 	 3,41 	 3,43 	 19 	 29 	 114 	 988 	 3,7 	  
12:40 04.01.2020 	 2,38 	 3,43 	 3,46 	 21 	 30 	 113 	 988 	 3,4 	  
12:30 04.01.2020 	 2,38 	 3,48 	 3,51 	 21 	 28 	 110 	 988 	 3,4 	  
12:20 04.01.2020 	 2,37 	 3,34 	 3,37 	 21 	 30 	 111 	 989 	 3,6 	  
12:10 04.01.2020 	 2,36 	 3,35 	 3,38 	 21 	 33 	 112 	 989 	 3,6 	  
12:00 04.01.2020 	 2,34 	 3,41 	 3,43 	 21 	 30 	 111 	 990 	 3,3 	  
11:50 04.01.2020 	 2,33 	 3,34 	 3,37 	 21 	 29 	 113 	 990 	 3,2 	  
11:40 04.01.2020 	 2,3 	 3,26 	 3,29 	 21 	 31 	 112 	 991 	 2,6 	  
11:30 04.01.2020 	 2,28 	 3,26 	 3,29 	 22 	 32 	 113 	 991 	 2,8 	  
11:20 04.01.2020 	 2,25 	 3,2 	 3,23 	 23 	 32 	 111 	 991 	 2,4 	  
11:10 04.01.2020 	 2,22 	 3,15 	 3,18 	 23 	 32 	 110 	 992 	 2,5 	  
11:00 04.01.2020 	 2,18 	 3,17 	 3,2 	 22 	 34 	 111 	 992 	 2,2 	  
10:50 04.01.2020 	 2,15 	 3,1 	 3,13 	 23 	 33 	 110 	 993 	 2,2 	  
10:40 04.01.2020 	 2,11 	 3,07 	 3,1 	 23 	 33 	 109 	 993 	 1,9 	  
10:30 04.01.2020 	 2,07 	 2,97 	 3 	 23 	 32 	 108 	 993 	 1,9 	  
10:20 04.01.2020 	 2,03 	 2,91 	 2,94 	 23 	 34 	 107 	 994 	 1,9 	  
10:10 04.01.2020 	 1,99 	 2,91 	 2,94 	 24 	 34 	 108 	 994 	 1,7 	  
10:00 04.01.2020 	 1,95 	 2,84 	 2,87 	 22 	 32 	 107 	 995 	 1,5 	  
09:50 04.01.2020 	 1,9 	 2,75 	 2,78 	 24 	 34 	 109 	 995 	 1,4 	  
09:40 04.01.2020 	 1,86 	 2,7 	 2,72 	 22 	 31 	 108 	 996 	 1,5 	  
09:30 04.01.2020 	 1,82 	 2,62 	 2,65 	 23 	 30 	 109 	 996 	 1,2 	  
09:20 04.01.2020 	 1,78 	 2,63 	 2,65 	 24 	 35 	 108 	 997 	 1,3 	  
09:10 04.01.2020 	 1,73 	 2,6 	 2,62 	 22 	 32 	 110 	 997 	 1,4 	  
09:00 04.01.2020 	 1,69 	 2,49 	 2,51 	 23 	 33 	 110 	 998 	 1,1 	  
08:50 04.01.2020 	 1,65 	 2,49 	 2,51 	 21 	 28 	 110 	 999 	 1,4 	  
08:40 04.01.2020 	 1,61 	 2,33 	 2,35 	 22 	 30 	 110 	 999 	 1,5 	  
08:30 04.01.2020 	 1,57 	 2,32 	 2,35 	 22 	 33 	 109 	 1000 	 1,8 	  
08:20 04.01.2020 	 1,53 	 2,36 	 2,39 	 20 	 32 	 108 	 1000 	 1,3 	  
08:10 04.01.2020 	 1,5 	 2,21 	 2,23 	 21 	 31 	 107 	 1001 	 1,1 	  
08:00 04.01.2020 	 1,46 	 2,14 	 2,16 	 20 	 31 	 107 	 1001 	 1,1 	  
07:50 04.01.2020 	 1,43 	 2,22 	 2,25 	 20 	 29 	 106 	 1002 	 1 	  
07:40 04.01.2020 	 1,4 	 2,12 	 2,14 	 19 	 31 	 108 	 1003 	 0,8 	  
07:30 04.01.2020 	 1,38 	 2,07 	 2,09 	 19 	 26 	 110 	 1003 	 0,9 	  
07:20 04.01.2020 	 1,36 	 2,02 	 2,04 	 20 	 28 	 110 	 1004 	 0,9 	  
07:10 04.01.2020 	 1,34 	 2,05 	 2,08 	 19 	 28 	 112 	 1004 	 1 	  
07:00 04.01.2020 	 1,32 	 1,97 	 2 	 17 	 25 	 113 	 1005 	 0,8 	  
06:50 04.01.2020 	 1,31 	 1,95 	 1,97 	 19 	 25 	 113 	 1006 	 1 	  
06:40 04.01.2020 	 1,3 	 1,96 	 1,98 	 19 	 27 	 108 	 1006 	 1,5 	  
06:30 04.01.2020 	 1,3 	 1,94 	 1,96 	 20 	 27 	 105 	 1006 	 2 	  
06:20 04.01.2020 	 1,3 	 1,91 	 1,93 	 18 	 26 	 106 	 1006 	 2,2 	  
06:10 04.01.2020 	 1,3 	 1,92 	 1,94 	 20 	 27 	 105 	 1007 	 2,2 	  
06:00 04.01.2020 	 1,3 	 1,95 	 1,97 	 19 	 27 	 109 	 1007 	 2,2 	  
05:50 04.01.2020 	 1,32 	 1,89 	 1,91 	 19 	 27 	 111 	 1007 	 2,1 	  
05:40 04.01.2020 	 1,33 	 1,96 	 1,98 	 19 	 27 	 110 	 1007 	 2,2 	  
05:30 04.01.2020 	 1,34 	 1,95 	 1,97 	 19 	 27 	 110 	 1008 	 2,1 	  
05:20 04.01.2020 	 1,37 	 1,93 	 1,95 	 18 	 25 	 110 	 1008 	 2,1 	  
05:10 04.01.2020 	 1,39 	 2,01 	 2,04 	 17 	 25 	 108 	 1009 	 2 	  
05:00 04.01.2020 	 1,42 	 1,98 	 2 	 15 	 20 	 98 	 1009 	 1,4 	  
04:50 04.01.2020 	 1,45 	 1,96 	 1,99 	 15 	 20 	 92 	 1010 	 -0,1 	  
04:40 04.01.2020 	 1,48 	 2,09 	 2,12 	 16 	 21 	 89 	 1010 	 0 	  
04:30 04.01.2020 	 1,52 	 2,07 	 2,1 	 15 	 21 	 94 	 1010 	 -0,2 	  
04:20 04.01.2020 	 1,55 	 2,02 	 2,05 	 15 	 21 	 94 	 1010 	 -0,1 	  
04:10 04.01.2020 	 1,59 	 2,15 	 2,18 	 16 	 21 	 94 	 1011 	 -0,4 	  
04:00 04.01.2020 	 1,64 	 2,18 	 2,2 	 15 	 20 	 96 	 1011 	 -0,3 	  
03:50 04.01.2020 	 1,68 	 2,23 	 2,26 	 15 	 20 	 94 	 1011 	 -0,5 	  
03:40 04.01.2020 	 1,73 	 2,26 	 2,28 	 14 	 19 	 96 	 1011 	 -0,7 	  
03:30 04.01.2020 	 1,77 	 2,26 	 2,28 	 14 	 18 	 92 	 1011 	 -0,8 	  
03:20 04.01.2020 	 1,82 	 2,39 	 2,41 	 15 	 19 	 89 	 1012 	 -0,9 	  
03:10 04.01.2020 	 1,86 	 2,37 	 2,4 	 14 	 20 	 87 	 1012 	 -1 	  
03:00 04.01.2020 	 1,9 	 2,38 	 2,41 	 14 	 19 	 88 	 1012 	 -1,2 	  
02:50 04.01.2020 	 1,95 	 2,48 	 2,51 	 14 	 18 	 88 	 1012 	 -1,3 	  
02:40 04.01.2020 	 1,99 	 2,52 	 2,54 	 13 	 17 	 89 	 1012 	 -1,4 	  
02:30 04.01.2020 	 2,04 	 2,51 	 2,53 	 12 	 16 	 90 	 1013 	 -1,5 	  
02:20 04.01.2020 	 2,08 	 2,57 	 2,6 	 13 	 18 	 88 	 1013 	 -1,6 	  
02:10 04.01.2020 	 2,12 	 2,63 	 2,66 	 12 	 16 	 86 	 1013 	 -1,6 	  
02:00 04.01.2020 	 2,15 	 2,62 	 2,64 	 12 	 16 	 82 	 1013 	 -1,7 	  
01:50 04.01.2020 	 2,19 	 2,72 	 2,75 	 12 	 16 	 82 	 1014 	 -2 	  
01:40 04.01.2020 	 2,22 	 2,7 	 2,73 	 12 	 16 	 81 	 1014 	 -1,9 	  
01:30 04.01.2020 	 2,25 	 2,7 	 2,73 	 12 	 15 	 80 	 1014 	 -2,1 	  
01:20 04.01.2020 	 2,28 	 2,79 	 2,82 	 11 	 15 	 80 	 1014 	 -2,4 	  
01:10 04.01.2020 	 2,3 	 2,76 	 2,78 	 10 	 14 	 81 	 1015 	 -2,8 	  
01:00 04.01.2020 	 2,32 	 2,79 	 2,82 	 9 	 11 	 79 	 1015 	 -3,1 	  
00:50 04.01.2020 	 2,34 	 2,78 	 2,81 	 8 	 12 	 71 	 1015 	 -3,3 	  
00:40 04.01.2020 	 2,34 	 2,76 	 2,79 	 7 	 10 	 62 	 1016 	 -3,3 	  
00:30 04.01.2020 	 2,35 	 2,82 	 2,85 	 4 	 7 	 39 	 1016 	 -4,4 	  
00:20 04.01.2020 	 2,35 	 2,82 	 2,84 	 3 	 5 	 50 	 1016 	 -4,5 	  
00:10 04.01.2020 	 2,35 	 2,78 	 2,81 	 3 	 4 	 52 	 1016 	 -4,6 	  
00:00 04.01.2020 	 2,35 	 2,79 	 2,81 	 4 	 5 	 55 	 1017 	 -4,5 	  
23:50 03.01.2020 	 2,34 	 2,79 	 2,82 	 4 	 5 	 53 	 1016 	 -4,3 	  
23:40 03.01.2020 	 2,33 	 2,73 	 2,75 	 2 	 3 	 32 	 1017 	 -5,3 	  
23:30 03.01.2020 	 2,31 	 2,76 	 2,79 	 3 	 4 	 25 	 1017 	 -5,8 	  
23:20 03.01.2020 	 2,29 	 2,68 	 2,71 	 3 	 4 	 21 	 1017 	 -5,8 	  
23:10 03.01.2020 	 2,26 	 2,73 	 2,75 	 3 	 4 	 25 	 1017 	 -5,7 	  
23:00 03.01.2020 	 2,23 	 2,69 	 2,72 	 3 	 4 	 30 	 1017 	 -5,7 	  
22:50 03.01.2020 	 2,2 	 2,6 	 2,63 	 3 	 5 	 22 	 1017 	 -5,6 	  
22:40 03.01.2020 	 2,17 	 2,64 	 2,66 	 4 	 6 	 16 	 1017 	 -5,8 	  
22:30 03.01.2020 	 2,13 	 2,57 	 2,6 	 2 	 6 	 24 	 1017 	 -5,7 	  
22:20 03.01.2020 	 2,09 	 2,56 	 2,59 	 3 	 6 	 17 	 1017 	 -5,6 	  
22:10 03.01.2020 	 2,05 	 2,46 	 2,48 	 4 	 6 	 14 	 1017 	 -5,7 	  
22:00 03.01.2020 	 2 	 2,45 	 2,48 	 3 	 6 	 18 	 1017 	 -5,8 	  
21:50 03.01.2020 	 1,96 	 2,42 	 2,45 	 2 	 4 	 45 	 1017 	 -6,3 	  
21:40 03.01.2020 	 1,91 	 2,32 	 2,34 	 3 	 5 	 27 	 1017 	 -6,6 	  
21:30 03.01.2020 	 1,86 	 2,33 	 2,35 	 3 	 5 	 35 	 1017 	 -6 	  
21:20 03.01.2020 	 1,81 	 2,26 	 2,28 	 4 	 6 	 27 	 1018 	 -5,6 	  
21:10 03.01.2020 	 1,76 	 2,19 	 2,21 	 3 	 4 	 42 	 1018 	 -6,2 	  
21:00 03.01.2020 	 1,71 	 2,14 	 2,17 	 3 	 5 	 38 	 1018 	 -7,1 	  
20:50 03.01.2020 	 1,66 	 2,07 	 2,09 	 1 	 4 	 33 	 1017 	 -7,5 	  
20:40 03.01.2020 	 1,62 	 2,09 	 2,11 	 2 	 3 	 19 	 1017 	 -7,8 	  
20:30 03.01.2020 	 1,57 	 1,98 	 2 	 3 	 4 	 350 	 1017 	 -8,7 	  
20:20 03.01.2020 	 1,52 	 2 	 2,02 	 4 	 5 	 13 	 1017 	 -8,1 	  
20:10 03.01.2020 	 1,48 	 1,91 	 1,93 	 3 	 4 	 33 	 1017 	 -8,4 	  
20:00 03.01.2020 	 1,43 	 1,86 	 1,88 	 3 	 4 	 359 	 1017 	 -9 	  
19:50 03.01.2020 	 1,39 	 1,79 	 1,81 	 3 	 4 	 12 	 1017 	 -8,1 	  
19:40 03.01.2020 	 1,35 	 1,79 	 1,81 	 3 	 6 	 12 	 1017 	 -8,3 	  
19:30 03.01.2020 	 1,32 	 1,78 	 1,8 	 5 	 6 	 14 	 1017 	 -8,2 	  
19:20 03.01.2020 	 1,29 	 1,68 	 1,7 	 4 	 6 	 18 	 1017 	 -7,5 	  
19:10 03.01.2020 	 1,26 	 1,66 	 1,68 	 4 	 6 	 13 	 1017 	 -7 	  
19:00 03.01.2020 	 1,23 	 1,65 	 1,67 	 3 	 5 	 16 	 1017 	 -7,3 	  
18:50 03.01.2020 	 1,21 	 1,63 	 1,64 	 3 	 6 	 15 	 1017 	 -7,2 	  
18:40 03.01.2020 	 1,18 	 1,61 	 1,63 	 3 	 4 	 19 	 1017 	 -8,4 	  
18:30 03.01.2020 	 1,17 	 1,53 	 1,55 	 3 	 5 	 14 	 1017 	 -8,2 	  
18:20 03.01.2020 	 1,16 	 1,59 	 1,61 	 4 	 6 	 10 	 1016 	 -7,1 	  
18:10 03.01.2020 	 1,15 	 1,55 	 1,57 	 4 	 6 	 7 	 1016 	 -7,5 	  
18:00 03.01.2020 	 1,14 	 1,57 	 1,59 	 5 	 7 	 12 	 1016 	 -6,8 	  
17:50 03.01.2020 	 1,15 	 1,56 	 1,58 	 4 	 6 	 14 	 1016 	 -6,9 	  
17:40 03.01.2020 	 1,15 	 1,58 	 1,6 	 4 	 5 	 6 	 1016 	 -7,4 	  
17:30 03.01.2020 	 1,16 	 1,61 	 1,63 	 4 	 6 	 13 	 1016 	 -7,2 	  
17:20 03.01.2020 	 1,18 	 1,57 	 1,59 	 4 	 6 	 9 	 1016 	 -7,1 	  
17:10 03.01.2020 	 1,2 	 1,6 	 1,62 	 4 	 6 	 14 	 1016 	 -7,4 	  
17:00 03.01.2020 	 1,22 	 1,66 	 1,68 	 4 	 6 	 13 	 1015 	 -6,9 	  
16:50 03.01.2020 	 1,25 	 1,67 	 1,69 	 3 	 5 	 5 	 1015 	 -6,9 	  
16:40 03.01.2020 	 1,27 	 1,75 	 1,77 	 4 	 6 	 360 	 1015 	 -7 	  
16:30 03.01.2020 	 1,31 	 1,71 	 1,73 	 4 	 5 	 13 	 1015 	 -6,8 	  
16:20 03.01.2020 	 1,34 	 1,82 	 1,84 	 3 	 5 	 7 	 1015 	 -7,5 	  
16:10 03.01.2020 	 1,39 	 1,82 	 1,84 	 2 	 3 	 10 	 1015 	 -7,3 	  
16:00 03.01.2020 	 1,43 	 1,92 	 1,94 	 2 	 3 	 15 	 1014 	 -6,6 	  
15:50 03.01.2020 	 1,48 	 1,92 	 1,94 	 3 	 4 	 18 	 1014 	 -5,9 	  
15:40 03.01.2020 	 1,53 	 1,95 	 1,97 	 2 	 4 	 20 	 1014 	 -5,6 	  
15:30 03.01.2020 	 1,58 	 2,12 	 2,14 	 3 	 4 	 28 	 1014 	 -5,4 	  
15:20 03.01.2020 	 1,63 	 2,02 	 2,04 	 3 	 5 	 20 	 1014 	 -5,2 	  
15:10 03.01.2020 	 1,68 	 2,19 	 2,21 	 3 	 4 	 359 	 1013 	 -5,5 	  
15:00 03.01.2020 	 1,74 	 2,22 	 2,24 	 2 	 4 	 10 	 1013 	 -5,8 	  
14:50 03.01.2020 	 1,79 	 2,29 	 2,32 	 1 	 2 	 25 	 1013 	 -5,5 	  
14:40 03.01.2020 	 1,85 	 2,35 	 2,38 	 2 	 2 	 360 	 1013 	 -5,7 	  
14:30 03.01.2020 	 1,9 	 2,36 	 2,39 	 2 	 4 	 338 	 1012 	 -5,6 	  
14:20 03.01.2020 	 1,95 	 2,49 	 2,51 	 3 	 5 	 331 	 1012 	 -6,2 	  
14:10 03.01.2020 	 2,01 	 2,52 	 2,54 	 2 	 3 	 305 	 1012 	 -6,2 	  
14:00 03.01.2020 	 2,06 	 2,55 	 2,58 	 3 	 4 	 298 	 1012 	 -6 	  
13:50 03.01.2020 	 2,1 	 2,63 	 2,65 	 4 	 5 	 310 	 1012 	 -5,6 	  
13:40 03.01.2020 	 2,15 	 2,66 	 2,69 	 5 	 7 	 328 	 1012 	 -5,4 	  
13:30 03.01.2020 	 2,19 	 2,69 	 2,72 	 3 	 8 	 339 	 1012 	 -5,1 	  
13:20 03.01.2020 	 2,23 	 2,8 	 2,83 	 3 	 5 	 340 	 1011 	 -5 	  
13:10 03.01.2020 	 2,27 	 2,76 	 2,79 	 4 	 6 	 338 	 1011 	 -4,9 	  
13:00 03.01.2020 	 2,31 	 2,79 	 2,82 	 4 	 7 	 340 	 1011 	 -4,8 	  
12:50 03.01.2020 	 2,34 	 2,92 	 2,95 	 5 	 9 	 321 	 1011 	 -4,9 	  
